",model,name,name_out,loaded,balanced,feasible,solved,min_pressure,location"
" ,941030_PEASLAKE,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941030_PEASLAKE\FY1\941030_PEASLAKE&SHERE_FY1 13 05 13.MDB,S:\TEST AREA\ac00418\ASP_models_out\941030_PEASLAKE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.9026,94103000009059"
" ,941031_GUILDFORD,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941031_GUILDFORD\FY1\941031_GUILDFORD_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941031_GUILDFORD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,7.94563,94103100011328"
" ,941032_GODALMING,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941032_GODALMING\FY1\941032 Godalming - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941032_GODALMING_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1547,94103200002095"
" ,941033_WOKING,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941033_WOKING\FY1\941033_WOKING_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941033_WOKING_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.007,94103304618286"
" ,941035_HYDESTILE,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941035_HYDESTILE\FY1\941035_HYDESTILE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941035_HYDESTILE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,25.5711,94103502606343"
" ,941036_EWHURST,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941036_EWHURST\FY1\941036_EWHURST_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941036_EWHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.9365,94103602608173"
" ,941037_EWHURST_PLACE,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941037_EWHURST_PLACE\FY1\941037_EWHURST_PLACE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941037_EWHURST_PLACE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.4925,94103700000102"
" ,941040_WORTH,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941040_WORTH\FY1\941040_WORTH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941040_WORTH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,45.2559,94104080000997"
" ,941041_NORTH_HOLMWOOD,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941041_NORTH_HOLMWOOD\FY1\941041_NORTH_HOLMWOOD_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941041_NORTH_HOLMWOOD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,47.4963,94104102901363"
" ,941042_CHART_DOWN_ESTATE,\\vpoct502\Syn471\Southern Networks_471\S8 (94) district LP models_471\941042_CHART_DOWN_ESTATE\FY1\941042_CHART_DOWN_ESTATE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\941042_CHART_DOWN_ESTATE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.3759,94104200000002"
