",model,name,name_out,loaded,balanced,feasible,solved,min_pressure,location"
" ,820022_WAREHAM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820022_WAREHAM\FY1\820022_WAREHAM_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820022_WAREHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0141,82002200000551"
" ,820023_LISS,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820023_LISS\FY1\820023_LISS_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820023_LISS_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.196,82002300000569"
" ,820024_ROMSEY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820024_ROMSEY\FY1\820024_ROMSEY_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820024_ROMSEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,25.8094,82002400001394"
" ,820027_LYMINGTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820027_LYMINGTON\FY-1\820027_LYMINGTON_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820027_LYMINGTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.7399,82002700002970"
" ,820028_MIDHURST,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820028_MIDHURST\FY1\820028_MIDHURST_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820028_MIDHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1834,82002800000104"
" ,820029_SALISBURY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820029_SALISBURY\FY1\820029_SALISBURY_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820029_SALISBURY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,19.9218,82002900001785"
" ,820032_SWANAGE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820032_SWANAGE\FY1\820032_SWANAGE_ FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820032_SWANAGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.9201,82003200002753"
" ,820040_HAYLING_ISLAND,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820040_HAYLING_ISLAND\FY1\820040_HAYLING_ISLAND_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820040_HAYLING_ISLAND_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5096,82004000002772"
" ,820041_BLANDFORD_FORUM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820041_BLANDFORD_FORUM\FY1\820041_BLANDFORD_FORUM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820041_BLANDFORD_FORUM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2433,82004100000465"
" ,820048_SOUTHAMPTON_EAST,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820048_SOUTHAMPTON_EAST\FY1\820048_SOUTHAMPTON_EAST_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820048_SOUTHAMPTON_EAST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.9213,82004800009093"
" ,820049_CHICHESTER,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820049_CHICHESTER\FY1\820049_CHICHESTER_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820049_CHICHESTER_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1486,82004900001433"
" ,820051_DORCHESTER,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820051_DORCHESTER\FY1\820051 - Dorchester - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820051_DORCHESTER_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.4571,82005100000819"
" ,820055_BROADSTONE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820055_BROADSTONE\FY1\820055_BROADSTONE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820055_BROADSTONE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,18.8573,820055-470"
" ,820056_BISHOPS_WALTHAM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820056_BISHOPS_WALTHAM\FY1\820056_BISHOPS_WALTHAM_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820056_BISHOPS_WALTHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.6367,82005600003481"
" ,820057_DENMEAD,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820057_DENMEAD\FY1\820057_Denmead_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820057_DENMEAD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,19.7724,82005700000091"
" ,820060_SHERBORNE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820060_SHERBORNE\FY1\820060 - Sherborne - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820060_SHERBORNE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1346,82006000010826"
" ,820062_ALRESFORD,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820062_ALRESFORD\FY1\820062_Alresford_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820062_ALRESFORD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0484,82006200003312"
" ,820063_YARMOUTH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820063_YARMOUTH\FY1\820063_YARMOUTH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820063_YARMOUTH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8511,82006300000054"
" ,820064_BRIDPORT,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820064_BRIDPORT\FY1\820064_BRIDPORT_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820064_BRIDPORT_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2748,82006400012225"
" ,820065_HYTHE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820065_HYTHE\FY1\820065_HYTHE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820065_HYTHE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,25.0898,82006500000209"
" ,820066_BLACKFIELD,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820066_BLACKFIELD\FY1\820066_BLACKFIELD_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820066_BLACKFIELD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8606,82006600000702"
" ,820067_WATERLOOVILLE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820067_WATERLOOVILLE\FY1\820067_WATERLOOVILLE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820067_WATERLOOVILLE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.7774,82006700000089"
" ,820070_BROCKENHURST,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820070_BROCKENHURST\FY1\820070_Brockenhurst_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820070_BROCKENHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.3836,82007000000156"
" ,820071_HAMBLE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820071_HAMBLE\FY1\820071_HAMBLE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820071_HAMBLE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.3768,82007100009989"
" ,820072_COSHAM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820072_COSHAM\FY1\820072 - Cosham - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820072_COSHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,26.181,82007200003764"
" ,820074_TOTTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820074_TOTTON\FY1\820074 - Totton - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820074_TOTTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.3248,82007400000649"
" ,820075_PORTLAND,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820075_PORTLAND\FY1\820075 - Portland - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820075_PORTLAND_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2102,82007500008000"
" ,820076_LYME_REGIS,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820076_LYME_REGIS\FY1\820076_LYME REGIS_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820076_LYME_REGIS_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.7086,82007600000432"
" ,820077_ROWLANDS_CASTLE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820077_ROWLANDS_CASTLE\FY1\820077_ROWLANDS CASTLE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820077_ROWLANDS_CASTLE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.6767,82007700006003"
" ,820083_EASTLEIGH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820083_EASTLEIGH\FY1\820083_Eastleigh_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820083_EASTLEIGH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.9996,82008300000581"
" ,820085_COWES,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820085_COWES\FY1\820085_COWES_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820085_COWES_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.9154,82008500001037"
" ,820090_BRADING,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820090_BRADING\FY1\820090 - Brading - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820090_BRADING_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1443,82009000000098"
" ,820095_BOTLEY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820095_BOTLEY\FY1\820095_BOTLEY_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820095_BOTLEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.4156,82009500000251"
" ,820096_EAST_COWES,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820096_EAST_COWES\FY1\820096 - East Cowes - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820096_EAST_COWES_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.3914,82009600000040"
" ,820097_LEE_ON_SOLENT,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820097_LEE_ON_SOLENT\FY1\820097_Lee_On_Solent_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820097_LEE_ON_SOLENT_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.193,82009700008002"
" ,820098_FORDINGBRIDGE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820098_FORDINGBRIDGE\FY1\820098_Fordingbridge_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820098_FORDINGBRIDGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2883,82009800003297"
" ,820099_STALBRIDGE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820099_STALBRIDGE\FY1\820099_STALBRIDGE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820099_STALBRIDGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5333,82009900001015"
" ,820100_MERE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820100_MERE\FY1\820100_MERE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820100_MERE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.2017,82010000000205"
" ,820103_HEDGE_END,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820103_HEDGE_END\FY1\820103 - Hedge End - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820103_HEDGE_END_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1171,82010300001385"
" ,820104_BURSLEDON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820104_BURSLEDON\FY1\820104_BURSLEDON_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820104_BURSLEDON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.7094,82010400000416"
" ,820105_SANDOWN,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820105_SANDOWN\FY1\820105 Sandown FY1_2012.MDB,S:\TEST AREA\ac00418\ASP_models_out\820105_SANDOWN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.7808,82010500001082"
" ,820106_STUBBINGTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820106_STUBBINGTON\FY1\820106 - Stubbington - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820106_STUBBINGTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.8693,82010600008002"
" ,820107_GILLINGHAM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820107_GILLINGHAM\FY1\820107 - Gillingham - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820107_GILLINGHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.902,82010700400313"
" ,820108_MILFORD_ON_SEA,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820108_MILFORD_ON_SEA\FY1\820108_MILFORD_ON_SEA_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820108_MILFORD_ON_SEA_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2115,82010800326855"
" ,820111_SHAFTESBURY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820111_SHAFTESBURY\820111_SHAFTESBURY_FY1\820111 - SHAFTESBURY_ FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820111_SHAFTESBURY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,17.3768,82011100000232"
" ,820113_WICKHAM,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820113_WICKHAM\820113_FY1\820113_WICKHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820113_WICKHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,25.7201,82011300000177"
" ,820114_OVERTON_WHITCHURCH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820114_OVERTON_WHITCHURCH\FY1\820114_OVERTON_WHITCHURCH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820114_OVERTON_WHITCHURCH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1096,82011400000670"
" ,820115_FERNDOWN,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820115_FERNDOWN\FY1\820115 - Ferndown - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820115_FERNDOWN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.2486,82011500000301"
" ,820116_TITCHFIELD,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820116_TITCHFIELD\FY1\820116_TITCHFIELD_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820116_TITCHFIELD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8827,82011600001248"
" ,820117_MILBORNE_PORT,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820117_MILBORNE_PORT\FY1\820117_Milborne_Port_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820117_MILBORNE_PORT_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.5181,82011700008011"
" ,820118_NORTH_BADDESLEY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820118_NORTH_BADDESLEY\FY1\820118_NORTH BADDESLEY_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820118_NORTH_BADDESLEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1709,82011800000375"
" ,820121_CHRISTCHURCH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820121_CHRISTCHURCH\FY1\820121_CHRISTCHURCH_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820121_CHRISTCHURCH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.3751,82012100002420"
" ,820123_STURMINSTER_NEW,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820123_STURMINSTER_NEW\FY1\820123 - Sturminster Newton - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820123_STURMINSTER_NEW_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5089,82012300000099"
" ,820124_PORTSMOUTH (Profile Network),\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820124_PORTSMOUTH (Profile Network)\820124_FY1\820124_PORTSMOUTH_newFY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820124_PORTSMOUTH (Profile Network)_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,17.8621,82012400006183"
" ,820126_ASHURST,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820126_ASHURST\FY1\820126 - ASHURST - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820126_ASHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.6629,82012600009170"
" ,820127_UPTON_HAMWORTHY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820127_UPTON_HAMWORTHY\820127_FY1\820127_UPTON_HAMWORTHY_FY1.mdb,S:\TEST AREA\ac00418\ASP_models_out\820127_UPTON_HAMWORTHY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.414,82012700008000"
" ,820128_BEAMINSTER,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820128_BEAMINSTER\FY1\820128_BEAMINSTER_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820128_BEAMINSTER_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.4857,82012800009281"
" ,820129_VENTNOR,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820129_VENTNOR\FY1\820129_Ventnor_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820129_VENTNOR_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.3409,82012900000130"
" ,820132_BARTLEY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820132_BARTLEY\FY1\820132_Bartley_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820132_BARTLEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.6572,82013200000237"
" ,820133_TIDWORTH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820133_TIDWORTH\FY1\820133_Tidworth_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820133_TIDWORTH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5919,82013300003176"
" ,820136_ASHLEY_HEATH,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820136_ASHLEY_HEATH\FY1\820136_ASHLEY HEATH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820136_ASHLEY_HEATH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8607,82013600000459"
" ,820137_MERLEY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820137_MERLEY\820137_FY1\820137_MERLEY_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820137_MERLEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8132,82013700000066"
" ,820148_YAPTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820148_YAPTON\820148_FY1\820148-Yapton_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820148_YAPTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.3723,82014800000578"
" ,820151_SWAY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820151_SWAY\FY1\820151 - SWAY - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820151_SWAY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.4124,82015100009019"
" ,820154_VERWOOD,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820154_VERWOOD\FY1\820154_VERWOOD_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820154_VERWOOD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5617,82015400000123"
" ,820156_BULFORD_CAMP,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820156_BULFORD_CAMP\FY1\820156 Bulford FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820156_BULFORD_CAMP_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.4483,82015600000038"
" ,820158_HAMILTON_RD_BULFORD_,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820158_HAMILTON_RD_BULFORD_\FY1\820158_Hamilton_Road_Bulford_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820158_HAMILTON_RD_BULFORD__LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.3545,82015800000025"
" ,820164_BRANSGORE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820164_BRANSGORE\FY1\820164_Bransgore_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820164_BRANSGORE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.8893,82016400008000"
" ,820165_DURRINGTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820165_DURRINGTON\FY1\820165 Durrington_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820165_DURRINGTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.3989,82016500000114"
" ,820166_BOSCOMBE_DOWN_AMESBURY,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820166_BOSCOMBE_DOWN_AMESBURY\FY1\820166_Boscombe_Down_Amesbury_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820166_BOSCOMBE_DOWN_AMESBURY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,43.594,82016600000119"
" ,820172_RYDE_BEMBRIDGE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820172_RYDE_BEMBRIDGE\FY1\820172 Ryde Bembridge - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820172_RYDE_BEMBRIDGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1295,82017200000107"
" ,820176_MOTCOMBE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820176_MOTCOMBE\FY1\820176 - Motcombe - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820176_MOTCOMBE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.5255,82017600000033"
" ,820178_TANGMERE,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820178_TANGMERE\FY1\820178 Tangmere FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820178_TANGMERE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,37.9964,82017800000070"
" ,820184_CHARMINSTER_STRATTON,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820184_CHARMINSTER_STRATTON\FY1\820184 - Charminster - Stratton - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820184_CHARMINSTER_STRATTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,29.3539,82018400000040"
" ,820185_NOMANSLAND,\\vpoct502\Syn471\Southern Networks_471\S2 (82) district LP models_471\820185_NOMANSLAND\FY1\820185 - NOMANSLAND - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\820185_NOMANSLAND_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.9615,82018500000030"
