"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60200900056031","Nodes","-56031","21.000000","32.236070","Default Known Flow Node","Known Flow","335598.923821","697966.163044","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200901436743","Nodes","-1436743","21.000000","47.777903","Default Known Flow Node","Known Flow","334849.364271","701559.584110","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000950","Nodes","950","21.000000","45.862359","DDS demands","Known Flow","334849.037271","701551.822108","","0.000000","","","","","-7.949999","","","","","","","-7.109032","-7.949999","","","","","","","D1 PROFILE","","","","","",""
"60200900139955","Nodes","-139955","21.000000","36.399625","Default Known Flow Node","Known Flow","335052.192326","702554.239381","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001033","Nodes","1033","21.000000","36.388089","Default Known Flow Node","Known Flow","335048.594434","702557.813464","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001021","Nodes","Logger 9289, Fernbank, Cupar Road","21.000000","34.309236","Val Log Cath","Known Flow","335085.151836","702631.167575","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900069271","Nodes","-69271","21.000000","36.848812","Default Known Flow Node","Known Flow","335040.924323","702555.614381","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000030","Nodes","30","21.000000","34.268814","DDS demands","Known Flow","338246.106728","701616.711971","","0.000000","-9.639999","","","","-9.670000","","","","","","","-17.267347","-19.310000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"60200900000136","Nodes","136","21.000000","34.268401","Default Known Flow Node","Known Flow","338261.483200","701657.843137","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001881","Nodes","1881","21.000000","34.381710","Default Known Flow Node","Known Flow","338289.733207","701675.718142","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001027","Nodes","1027","21.000000","34.057889","Default Known Flow Node","Known Flow","338258.870934","701654.201487","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001823","Nodes","1823","21.000000","32.110834","DDS demands","Known Flow","334760.413247","702891.546473","","0.000000","","","","","-14.239999","","","","","","","-12.733662","-14.239999","","","","","","","D1 PROFILE","","","","","",""
"60200900000236","Nodes","236","21.000000","34.412089","DDS demands","Known Flow","336161.232628","700122.092719","","0.000000","","","","","-3.899999","","","","","","","-3.487449","-3.899999","","","","","","","D1 PROFILE","","","","","",""
"60200900000235","Nodes","235","21.000000","33.963730","DDS demands","Known Flow","336171.232631","700127.967721","","0.000000","","","","","-7.280000","","","","","","","-6.509906","-7.280000","","","","","","","D1 PROFILE","","","","","",""
"60200900984250","Nodes","-984250","21.000000","37.643612","Default Known Flow Node","Known Flow","336265.107656","699880.842653","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000515","Nodes","515","21.000000","37.533516","Default Known Flow Node","Known Flow","336271.332658","699888.767656","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900077245","Nodes","P11128019, Main Street, -16.43","22.999998","26.183223","CSEP DDS Matched","Known Flow","336449.553489","698905.706335","","0.000000","","","","","","-7.644000","","","","","","-6.835402","-7.644000","","","","","","","","DC PROFILE","","","","",""
"60200900001024","Nodes","P07116069, Sites 3&4 Durie Street, -9.88","22.999998","32.178552","CSEP DDS Matched","Known Flow","337336.239481","699644.209577","","0.000000","","","","","","-9.880000","","","","","","-8.834873","-9.880000","","","","","","","","DC PROFILE","","","","",""
"60200900000610","Nodes","610","21.000000","33.245011","DDS demands","Known Flow","337021.107862","699581.342572","","0.000000","","","","-6.000000","-26.169999","","","","","","","-28.766988","-32.169998","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"60200900066047","Nodes","-66047","21.000000","33.226859","DDS demands","Known Flow","337023.732863","699583.842573","","0.000000","","","","","-0.009999","","","","","","","-0.008942","-0.009999","","","","","","","D1 PROFILE","","","","","",""
"60200900000051","Nodes","-6.0","21.000000","35.106906","DDS demands","Known Flow","338474.719274","701072.842446","","0.000000","-6.000000","","","","-28.160000","","","","","","","-30.546484","-34.159999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"60200900002030","Nodes","2030","21.000000","30.995059","DDS demands","Known Flow","338622.858298","700954.717946","","0.000000","","","","","-6.079999","","","","","","","-5.436844","-6.079999","","","","","","","D1 PROFILE","","","","","",""
"60200900000448","Nodes","448","21.000000","31.367764","DDS demands","Known Flow","338546.005091","700889.772472","","0.000000","-1.949999","-43.849997","","","-28.149999","","","","","","","-66.127412","-73.949999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","","","","","",""
"60200900000364","Nodes","364","21.000000","44.544855","Default Known Flow Node","Known Flow","337889.109655","700631.215711","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900110472","Nodes","-110472, Holder Station fogger","21.000000","44.910663","Fogger On","Known Flow","337908.233104","700591.842847","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000043","Nodes","43","21.000000","34.066363","DDS demands","Known Flow","338566.608283","701423.968073","","0.000000","","","","","-20.129998","","","","","","","-18.000605","-20.129998","","","","","","","D1 PROFILE","","","","","",""
"60200900000034","Nodes","34","21.000000","34.213435","DDS demands","Known Flow","338417.983242","701488.468091","","0.000000","","","","","-29.999999","","","","","","","-26.826536","-29.999999","","","","","","","D1 PROFILE","","","","","",""
"60200900001977","Nodes","1977","21.000000","31.716878","DDS demands","Known Flow","335127.334347","702719.745426","","0.000000","","","","-4.010000","-6.170000","","","","","","","-9.103139","-10.180000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"60200900000695","Nodes","695","21.000000","35.462892","DDS demands","Known Flow","334959.452301","702652.210408","","0.000000","","","","","-9.220000","","","","","","","-8.244689","-9.220000","","","","","","","D1 PROFILE","","","","","",""
"60200900001018","Nodes","Logger 10409, 9 Denhead","21.000000","35.870921","Val Log Cath","Known Flow","334992.469370","702604.330613","","0.000000","","","","","-4.810000","","","","","","","-4.301188","-4.810000","","","","","","","D1 PROFILE","","","","","",""
"60200900000140","Nodes","140","21.000000","34.015574","DDS demands","Known Flow","338593.983290","701431.593075","","0.000000","","","","","-3.619999","","","","","","","-3.237068","-3.619999","","","","","","","D1 PROFILE","","","","","",""
"60200900001017","Nodes","","21.000000","33.938501","Default Known Flow Node","Known Flow","338657.553920","701456.586916","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000044","Nodes","44","21.000000","33.989273","DDS demands","Known Flow","338720.733325","701485.843090","","0.000000","-6.000000","","","","-7.760000","","","","","","","-12.304439","-13.760000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"60200900330398","Nodes","-330398","21.000000","38.976995","Default Known Flow Node","Known Flow","337026.607864","701200.593013","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900001016","Nodes","1016","21.000000","38.729811","Default Known Flow Node","Known Flow","337096.823776","701222.117533","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900330402","Nodes","-330402","21.000000","38.724234","Default Known Flow Node","Known Flow","337098.737157","701222.704076","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200901643311","Nodes","-1643311","21.000000","42.992530","Default Known Flow Node","Known Flow","337580.608014","700848.342917","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900110459","Nodes","-110459","21.000000","43.045391","Default Known Flow Node","Known Flow","337583.233015","700848.467917","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60200900000773","Nodes","773","21.000000","44.088986","DDS demands","Known Flow","335325.254401","701969.971222","","0.000000","","","","","-14.640000","","","","","","","-13.091350","-14.640000","","","","","","","D1 PROFILE","","","","","",""
"60200900001015","Nodes","1015","21.000000","44.605640","Default Known Flow Node","Known Flow","335263.125138","701968.680250","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
