"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"60606200000024","Nodes","24","21.000000","60.685296","DDS demands","Known Flow","404258.332158","864877.799551","","0.000000","","","-10.430000","","-9.326693","-10.430000","","","","","D1 PROFILE",""
"60606200000025","Nodes","25","21.000000","60.682641","DDS demands","Known Flow","404308.502982","864900.535103","","0.000000","","","-0.829999","","-0.742200","-0.829999","","","","","D1 PROFILE",""
"60606200000026","Nodes","26","21.000000","59.117354","DDS demands","Known Flow","404321.383175","864857.520545","","0.000000","","","-2.619999","","-2.342850","-2.619999","","","","","D1 PROFILE",""
"60606200000027","Nodes","27","21.000000","59.076295","Default Known Flow Node","Known Flow","404314.387523","864883.523908","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000029","Nodes","29","21.000000","58.054333","Default Known Flow Node","Known Flow","404359.858966","864887.158712","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200159476","Nodes","-159476","21.000000","60.820457","Default Known Flow Node","Known Flow","404144.577127","864926.547564","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000062","Nodes","62","21.000000","45.585808","DDS demands","Known Flow","403863.045051","865323.555672","","0.000000","","","-22.250000","","-19.896348","-22.250000","","","","","D1 PROFILE",""
"60606200159475","Nodes","-159475","21.000000","47.803017","Default Known Flow Node","Known Flow","403950.382074","865257.822654","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000038","Nodes","38","21.000000","59.914780","DDS demands","Known Flow","403867.878052","865265.823656","","0.000000","","","-10.199999","","-9.121022","-10.199999","","","","","D1 PROFILE",""
"60606200000068","Nodes","68","21.000000","60.568904","DDS demands","Known Flow","403936.579071","865177.652632","","0.000000","","","-10.140000","","-9.067369","-10.140000","","","","","D1 PROFILE",""
"60606200000065","Nodes","65","21.000000","45.952910","DDS demands","Known Flow","403832.589042","865443.541705","","0.000000","","","-4.969999","","-4.444263","-4.969999","","","","","D1 PROFILE",""
"60606200000064","Nodes","64","21.000000","46.139572","DDS demands","Known Flow","403904.448062","865387.717689","","0.000000","","","-12.890000","","-11.526469","-12.890000","","","","","D1 PROFILE",""
"60606200000036","Nodes","36","21.000000","61.428163","DDS demands","Known Flow","403976.593609","865147.642118","","0.000000","","","-0.980000","","-0.876333","-0.980000","","","","","D1 PROFILE",""
"60606200000037","Nodes","37","21.000000","61.396930","DDS demands","Known Flow","403964.349078","865135.105621","","0.000000","","","-5.389999","","-4.819834","-5.389999","","","","","D1 PROFILE",""
"60606200000060","Nodes","60","21.000000","48.339964","DDS demands","Known Flow","403975.814081","865244.819650","","0.000000","","","-12.770000","","-11.419162","-12.770000","","","","","D1 PROFILE",""
"60606200000061","Nodes","61","21.000000","47.803017","Default Known Flow Node","Known Flow","403936.543071","865239.040649","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000031","Nodes","31","21.000000","63.904725","DDS demands","Known Flow","404201.932143","865064.036601","","0.000000","","","-20.659999","","-18.474541","-20.659999","","","","","D1 PROFILE",""
"60606200000066","Nodes","66","21.000000","48.098349","DDS demands","Known Flow","403852.721048","865386.419689","","0.000000","","","-18.409999","","-16.462551","-18.409999","","","","","D1 PROFILE",""
"60606200000063","Nodes","63","21.000000","51.606061","DDS demands","Known Flow","404035.456098","865270.622658","","0.000000","","","-18.000000","","-16.095922","-18.000000","","","","","D1 PROFILE",""
"60606200000056","Nodes","56","21.000000","45.348133","DDS demands","Known Flow","404055.247103","865317.795670","","0.000000","","","-9.699999","","-8.673912","-9.699999","","","","","D1 PROFILE",""
"60606200000058","Nodes","58","21.000000","56.171284","DDS demands","Known Flow","404129.443123","865168.552630","","0.000000","","","-2.170000","","-1.940452","-2.170000","","","","","D1 PROFILE",""
"60606200000034","Nodes","34","21.000000","62.942085","DDS demands","Known Flow","404019.713093","865113.580615","","0.000000","","","-2.319999","","-2.074585","-2.319999","","","","","D1 PROFILE",""
"60606200000046","Nodes","46","21.000000","56.073948","DDS demands","Known Flow","404211.069145","865175.799632","","0.000000","","","-7.150000","","-6.393657","-7.150000","","","","","D1 PROFILE",""
"60606200000044","Nodes","44","21.000000","56.202714","DDS demands","Known Flow","404253.312157","865161.203628","","0.000000","","","-12.520000","","-11.195608","-12.520000","","","","","D1 PROFILE",""
"60606200000041","Nodes","41","21.000000","57.603490","DDS demands","Known Flow","404425.149204","865005.024585","","0.000000","","","-12.270000","","-10.972053","-12.270000","","","","","D1 PROFILE",""
"60606200000042","Nodes","42","21.000000","57.714737","DDS demands","Known Flow","404510.176227","864941.594568","","0.000000","","","-1.299999","","-1.162483","-1.299999","","","","","D1 PROFILE",""
"60606200000040","Nodes","40","21.000000","59.158006","DDS demands","Known Flow","404280.763698","865077.769750","","0.000000","-1.220000","","-6.220000","","-6.652981","-7.439999","","","C1 PROFILE","","D1 PROFILE",""
"60606200000075","Nodes","75","21.000000","60.051301","DDS demands","Known Flow","404222.905149","865096.634610","","0.000000","-8.729999","","-8.380000","","-15.300067","-17.109998","","","C1 PROFILE","","D1 PROFILE",""
"60606200000039","Nodes","39","21.000000","61.499263","DDS demands","Known Flow","404212.801146","865098.719611","","0.000000","","","-4.780000","","-4.274362","-4.780000","","","","","D1 PROFILE",""
"60606200000052","Nodes","52","21.000000","60.846010","DDS demands","Known Flow","404202.498143","865154.445626","","0.000000","","","-6.370000","","-5.696168","-6.370000","","","","","D1 PROFILE",""
"60606200159478","Nodes","-159478","21.000000","56.151405","Default Known Flow Node","Known Flow","404253.829157","865162.420628","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000067","Nodes","67","21.000000","57.320392","DDS demands","Known Flow","404069.077107","865241.053649","","0.000000","","","-11.629999","","-10.399753","-11.629999","","","","","D1 PROFILE",""
"60606200000047","Nodes","47","21.000000","47.926831","DDS demands","Known Flow","404268.900146","865187.937357","","0.000000","","","-19.200001","","-17.168985","-19.200001","","","","","D1 PROFILE",""
"60606200159479","Nodes","-159479","21.000000","47.872785","Default Known Flow Node","Known Flow","404268.931161","865188.430635","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000048","Nodes","48","21.000000","43.898716","DDS demands","Known Flow","404451.740211","865048.927597","","0.000000","","","-20.419999","","-18.259929","-20.419999","","","","","D1 PROFILE",""
"60606200000049","Nodes","49","21.000000","46.019518","DDS demands","Known Flow","404280.133164","865236.024648","","0.000000","","","-20.510000","","-18.340410","-20.510000","","","","","D1 PROFILE",""
"60606200000050","Nodes","50","21.000000","45.978480","DDS demands","Known Flow","404211.468145","865266.852656","","0.000000","","","-3.839999","","-3.433796","-3.839999","","","","","D1 PROFILE",""
"60606200000051","Nodes","51","21.000000","45.496367","DDS demands","Known Flow","404474.064217","865086.155607","","0.000000","","","-6.119999","","-5.472613","-6.119999","","","","","D1 PROFILE",""
"60606200000054","Nodes","54","21.000000","45.248089","DDS demands","Known Flow","404186.728139","865220.501644","","0.000000","","","-17.010000","","-15.210646","-17.010000","","","","","D1 PROFILE",""
"60606200000055","Nodes","55","21.000000","44.232703","DDS demands","Known Flow","404052.883102","865291.703663","","0.000000","","","-10.920000","","-9.764859","-10.920000","","","","","D1 PROFILE",""
"60606200000059","Nodes","59","21.000000","56.169484","DDS demands","Known Flow","404123.505122","865143.722623","","0.000000","","","-5.199999","","-4.649932","-5.199999","","","","","D1 PROFILE",""
"60606200000032","Nodes","32","21.000000","63.348598","DDS demands","Known Flow","404119.366120","865088.542608","","0.000000","","","-3.559999","","-3.183415","-3.559999","","","","","D1 PROFILE",""
"60606200000033","Nodes","33","21.000000","63.199900","DDS demands","Known Flow","404128.605123","865127.230618","","0.000000","","","-6.929999","","-6.196929","-6.929999","","","","","D1 PROFILE",""
"60606200000035","Nodes","35","21.000000","62.942085","Default Known Flow Node","Known Flow","404033.982097","865140.092622","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000045","Nodes","45","21.000000","55.119502","DDS demands","Known Flow","404417.840202","865017.541589","","0.000000","","","-9.590000","","-8.575549","-9.590000","","","","","D1 PROFILE",""
"60606200000074","Nodes","74","21.000000","45.952910","Default Known Flow Node","Known Flow","403682.456002","865545.473732","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200001001","Nodes","1001","21.000000","45.501775","Default Known Flow Node","Known Flow","403816.533038","865354.229680","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200011652","Nodes","11652","21.000000","59.260323","Default Known Flow Node","Known Flow","404254.910979","865085.227547","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200001074","Nodes","","21.000000","59.141527","DDS demands","Known Flow","404249.827156","865074.185604","","0.000000","","-57.160001","","","-51.113495","-57.160001","","","","C2 PROFILE","",""
"60606200001035","Nodes","1035, P13132345, CORN ROAD, SCH 34.99","22.999998","17.477937","CSEP Unmatched","Known Flow","403954.874076","864690.295500","","0.000000","","","","-26.910000","-24.063403","-26.910000","","","","","","DC PROFILE"
"60606200001009","Nodes","","21.000000","69.999999","Default Known Flow Node","Known Flow","403902.209061","864864.446547","","0.000000","","","","","0.000000","0.000000","","","","","",""
