"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"60606200000009","Nodes","9","21.000000","47.932346","DDS demands","Known Flow","403596.449978","864678.428496","","0.000000","","","-0.199999","","-0.178843","-0.199999","","","","","D1 PROFILE",""
"60606200000070","Nodes","70","21.000000","47.932568","DDS demands","Known Flow","403644.023488","864617.524028","","0.000000","","","-11.920000","","-10.659077","-11.920000","","","","","D1 PROFILE",""
"60606200000028","Nodes","28","21.000000","58.095470","DDS demands","Known Flow","404358.382185","864862.267546","","0.000000","","","-11.350000","","-10.149373","-11.350000","","","","","D1 PROFILE",""
"60606200000089","Nodes","89","21.000000","57.603535","Default Known Flow Node","Known Flow","404404.901198","864868.369548","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000030","Nodes","30","21.000000","57.603535","Default Known Flow Node","Known Flow","404409.251199","864854.763544","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000086","Nodes","86","21.000000","57.126723","Default Known Flow Node","Known Flow","404456.882212","864896.017556","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000088","Nodes","88","21.000000","57.036736","DDS demands","Known Flow","404515.133228","864899.202556","","0.000000","","","-4.419999","","-3.952443","-4.419999","","","","","D1 PROFILE",""
"60606200000087","Nodes","87","21.000000","56.776422","DDS demands","Known Flow","404399.780197","864941.446568","","0.000000","","","-10.849999","","-9.702263","-10.849999","","","","","D1 PROFILE",""
"60606200000071","Nodes","71","21.000000","34.088994","DDS demands","Known Flow","403717.715731","864565.336499","","0.000000","","","-17.499999","","-15.648813","-17.499999","","","","","D1 PROFILE",""
"60606200000007","Nodes","7","21.000000","61.375478","DDS demands","Known Flow","403696.448497","864670.222984","","0.000000","","","-5.810000","","-5.195405","-5.810000","","","","","D1 PROFILE",""
"60606200000072","Nodes","72","21.000000","34.031133","DDS demands","Known Flow","403751.923051","864558.178979","","0.000000","","","-2.480000","","-2.217660","-2.480000","","","","","D1 PROFILE",""
"60606200000073","Nodes","73","21.000000","29.198567","DDS demands","Known Flow","403756.644693","864616.553068","","0.000000","","","-10.060000","","-8.995832","-10.060000","","","","","D1 PROFILE",""
"60606200000084","Nodes","84","21.000000","18.507613","DDS demands","Known Flow","403939.200765","864721.294284","","0.000000","","","-8.680000","","-7.761811","-8.680000","","","","","D1 PROFILE",""
"60606200000008","Nodes","8","21.000000","61.175246","DDS demands","Known Flow","403650.665993","864732.238511","","0.000000","","","-5.879999","","-5.258001","-5.879999","","","","","D1 PROFILE",""
"60606200000005","Nodes","5","21.000000","63.380357","DDS demands","Known Flow","403747.880241","864722.291298","","0.000000","","","-17.840000","","-15.952847","-17.840000","","","","","D1 PROFILE",""
"60606200000004","Nodes","4","21.000000","67.477924","DDS demands","Known Flow","403882.398281","864791.838798","","0.000000","","","-13.910000","","-12.438570","-13.910000","","","","","D1 PROFILE",""
"60606200000003","Nodes","3","21.000000","64.382741","DDS demands","Known Flow","403710.621009","864784.461525","","0.000000","","","-7.499999","","-6.706634","-7.499999","","","","","D1 PROFILE",""
"60606200000002","Nodes","2","21.000000","69.141496","DDS demands","Known Flow","403873.651689","864858.264302","","0.000000","","","-6.320000","","-5.651457","-6.320000","","","","","D1 PROFILE",""
"60606200000001","Nodes","1","21.000000","69.962437","DDS demands","Known Flow","403899.667048","864863.947302","","0.000000","","","-18.600000","","-16.632453","-18.600000","","","","","D1 PROFILE",""
"60606200000010","Nodes","10","21.000000","66.947625","DDS demands","Known Flow","403957.204695","864796.600338","","0.000000","","","-3.810000","","-3.406970","-3.810000","","","","","D1 PROFILE",""
"60606200000069","Nodes","69, INVERALLOCHY DISTRICT D.G, Site ID 1254","21.000000","69.999999","Default Known Pressure Node","Known Pressure","403900.712270","864864.144831","","999998.967025","","","","","594.896326","665.269983","","","","","",""
"60606200000012","Nodes","12","21.000000","65.969340","DDS demands","Known Flow","403986.713084","864800.921530","","0.000000","","","-5.019999","","-4.488973","-5.019999","","","","","D1 PROFILE",""
"60606200000013","Nodes","13","21.000000","65.969340","Default Known Flow Node","Known Flow","403990.683085","864778.494524","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000014","Nodes","14","21.000000","63.753940","DDS demands","Known Flow","404063.190105","864812.446533","","0.000000","","","-5.369999","","-4.801949","-5.369999","","","","","D1 PROFILE",""
"60606200000015","Nodes","15","21.000000","63.423298","DDS demands","Known Flow","404029.784096","864878.698551","","0.000000","","","-8.579999","","-7.672389","-8.579999","","","","","D1 PROFILE",""
"60606200000016","Nodes","16","21.000000","62.280625","DDS demands","Known Flow","404129.472123","864821.649535","","0.000000","","","-2.920000","","-2.611116","-2.920000","","","","","D1 PROFILE",""
"60606200000019","Nodes","19","21.000000","60.954865","DDS demands","Known Flow","404148.977266","864869.280681","","0.000000","","","-13.930000","","-12.456455","-13.930000","","","","","D1 PROFILE",""
"60606200000020","Nodes","20","21.000000","60.859946","DDS demands","Known Flow","404095.177114","864886.894553","","0.000000","","","-5.169999","","-4.623106","-5.169999","","","","","D1 PROFILE",""
"60606200159477","Nodes","-159477","21.000000","60.861376","Default Known Flow Node","Known Flow","404168.376134","864903.064557","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000018","Nodes","18","21.000000","61.700966","DDS demands","Known Flow","404152.262129","864835.968539","","0.000000","","","-7.010000","","-6.268468","-7.010000","","","","","D1 PROFILE",""
"60606200000021","Nodes","21","21.000000","61.203261","DDS demands","Known Flow","404209.882145","864841.517541","","0.000000","","","-1.999999","","-1.788435","-1.999999","","","","","D1 PROFILE",""
"60606200000017","Nodes","17","21.000000","62.280625","Default Known Flow Node","Known Flow","404132.846124","864796.643529","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000022","Nodes","22","21.000000","61.203261","Default Known Flow Node","Known Flow","404204.282266","864870.743281","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60606200000023","Nodes","23","21.000000","60.807594","DDS demands","Known Flow","404269.509161","864849.645543","","0.000000","","","-5.469999","","-4.891371","-5.469999","","","","","D1 PROFILE",""
