"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60205600002021","Nodes","2021","21.000000","24.740636","Default Known Flow Node","Known Flow","306270.875000","683445.000000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000061","Nodes","61","21.000000","24.740636","DDS demands","Known Flow","306257.875000","683457.125000","","0.000000","","","","","-4.860000","","","","","-4.345898","-4.860000","","","","","","","D1 PROFILE","","","",""
"60205600002010","Nodes","2010","21.000000","28.869693","Default Known Flow Node","Known Flow","306210.125000","683854.625000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600001000","Nodes","1000","21.000000","25.443704","DDS demands","Known Flow","306731.621414","683487.320248","","0.000000","","","","","-6.710000","","","","","-6.000202","-6.710000","","","","","","","D1 PROFILE","","","",""
"60205600002011","Nodes","2011","21.000000","28.874234","Default Known Flow Node","Known Flow","306220.625000","683852.875000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600002053","Nodes","2053","21.000000","25.733157","DDS demands","Known Flow","307339.625000","683431.500000","","0.000000","","","","","-8.859999","","","","","-7.922770","-8.859999","","","","","","","D1 PROFILE","","","",""
"60205600000202","Nodes","202","21.000000","25.575022","DDS demands","Known Flow","307254.375000","683441.187500","","0.000000","","","","-0.550000","-13.029999","","","","","-12.143478","-13.579999","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"60205600000090","Nodes","90","21.000000","25.470081","DDS demands","Known Flow","307153.625000","683462.000000","","0.000000","","","","","-0.829999","","","","","-0.742200","-0.829999","","","","","","","D1 PROFILE","","","",""
"60205600002070","Nodes","2070","21.000000","26.560145","DDS demands","Known Flow","308036.875000","683287.875000","","0.000000","","","","","-7.760000","","","","","-6.939131","-7.760000","","","","","","","D1 PROFILE","","","",""
"60205600000203","Nodes","203","21.000000","26.231273","DDS demands","Known Flow","308048.625000","683260.750000","","0.000000","","","","","-1.510000","","","","","-1.350269","-1.510000","","","","","","","D1 PROFILE","","","",""
"60205600002073","Nodes","2073","21.000000","25.956799","DDS demands","Known Flow","308062.750000","683228.000000","","0.000000","","","","","-5.700000","","","","","-5.097042","-5.700000","","","","","","","D1 PROFILE","","","",""
"60205600002020","Nodes","2020","21.000000","24.829040","DDS demands","Known Flow","306242.125000","683485.125000","","0.000000","","","","","-2.589999","","","","","-2.316024","-2.589999","","","","","","","D1 PROFILE","","","",""
"60205600000060","Nodes","60","21.000000","24.829301","DDS demands","Known Flow","306242.125000","683487.750000","","0.000000","","","","","-11.479999","","","","","-10.265620","-11.479999","","","","","","","D1 PROFILE","","","",""
"60205600002045","Nodes","2045","21.000000","25.461170","DDS demands","Known Flow","306604.750000","683496.125000","","0.000000","","","","","-3.520000","","","","","-3.147647","-3.520000","","","","","","","D1 PROFILE","","","",""
"60205600000108","Nodes","108","21.000000","25.756128","Default Known Flow Node","Known Flow","307051.125000","683497.250000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600002052","Nodes","2052","21.000000","25.754755","Default Known Flow Node","Known Flow","307048.875000","683489.375000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000163","Nodes","163","21.000000","25.042887","DDS demands","Known Flow","307676.125000","683389.000000","","0.000000","-3.229999","","-3.650000","","-19.739999","","","","","-23.804079","-26.619999","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","",""
"60205600000053","Nodes","53","21.000000","24.527295","DDS demands","Known Flow","307575.375000","683401.125000","","0.000000","","","","","-8.810000","","","","","-7.878060","-8.810000","","","","","","","D1 PROFILE","","","",""
"60205600000103","Nodes","103","21.000000","25.538872","DDS demands","Known Flow","307734.375000","683345.625000","","0.000000","","","","","-1.590000","","","","","-1.421806","-1.590000","","","","","","","D1 PROFILE","","","",""
"60205600000083","Nodes","83","21.000000","25.421993","Default Known Flow Node","Known Flow","307743.716117","683366.334922","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000166","Nodes","166","21.000000","25.821082","DDS demands","Known Flow","307767.250000","683327.000000","","0.000000","-2.219999","","","","-5.940000","","","","","-7.296817","-8.160000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205600000167","Nodes","167","21.000000","25.612532","DDS demands","Known Flow","307746.375000","683318.000000","","0.000000","","","","","-3.729999","","","","","-3.335432","-3.729999","","","","","","","D1 PROFILE","","","",""
"60205600000040","Nodes","40","21.000000","24.790110","DDS demands","Known Flow","307861.125000","683243.000000","","0.000000","","","","","-7.499999","","","","","-6.706634","-7.499999","","","","","","","D1 PROFILE","","","",""
"60205600000038","Nodes","38","21.000000","24.638398","DDS demands","Known Flow","307870.125000","683222.250000","","0.000000","","","","","-20.049998","","","","","-17.929067","-20.049998","","","","","","","D1 PROFILE","","","",""
"60205600000170","Nodes","170","21.000000","24.886644","DDS demands","Known Flow","307901.250000","683124.375000","","0.000000","","","","","-4.600000","","","","","-4.113402","-4.600000","","","","","","","D1 PROFILE","","","",""
"60205600002058","Nodes","2058","21.000000","25.103306","DDS demands","Known Flow","307816.625000","683205.375000","","0.000000","","","-2.929999","","","","","","","-2.620058","-2.929999","","","","","C3 PROFILE","","","","","",""
"60205600000082","Nodes","82","21.000000","26.077237","DDS demands","Known Flow","307931.062824","683374.663711","","0.000000","","","","","-4.320000","","","","","-3.863021","-4.320000","","","","","","","D1 PROFILE","","","",""
"60205600000028","Nodes","28","21.000000","26.469110","Default Known Flow Node","Known Flow","307868.625000","683387.125000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600002056","Nodes","2056","21.000000","25.819345","Default Known Flow Node","Known Flow","307766.250000","683326.750000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000118","Nodes","118","21.000000","25.800411","DDS demands","Known Flow","307755.875000","683330.875000","","0.000000","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60205600000107","Nodes","107","21.000000","25.795709","Default Known Flow Node","Known Flow","307744.500000","683330.000000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000119","Nodes","119","21.000000","25.654481","DDS demands","Known Flow","307846.515317","683391.825590","","0.000000","-4.079999","","","","-0.639999","","","","","-4.220708","-4.719999","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205600002006","Nodes","2006","21.000000","25.411920","Default Known Flow Node","Known Flow","307747.789644","683370.521603","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000102","Nodes","102","21.000000","25.734049","DDS demands","Known Flow","307719.250000","683330.500000","","0.000000","","","","","-9.330000","","","","","-8.343053","-9.330000","","","","","","","D1 PROFILE","","","",""
"60205600002054","Nodes","2054","21.000000","25.612532","Default Known Flow Node","Known Flow","307745.250000","683319.625000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205600000039","Nodes","39","21.000000","26.544821","DDS demands","Known Flow","307872.875000","683351.125000","","0.000000","","","","","-2.019999","","","","","-1.806320","-2.019999","","","","","","","D1 PROFILE","","","",""
"60205600002055","Nodes","2055","21.000000","25.798516","DDS demands","Known Flow","307751.750000","683332.875000","","0.000000","","","","","-3.859999","","","","","-3.451680","-3.859999","","","","","","","D1 PROFILE","","","",""
"60205600000037","Nodes","37","21.000000","25.104876","DDS demands","Known Flow","307810.750000","683213.000000","","0.000000","","","0.000000","0.000000","-14.550000","","","","","-13.010870","-14.550000","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","",""
"60205600000041","Nodes","41","21.000000","24.395991","DDS demands","Known Flow","307966.000000","683117.250000","","0.000000","","","","","-16.419999","","","","","-14.683058","-16.419999","","","","","","","D1 PROFILE","","","",""
