"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60206700000084","Nodes","84","21.000000","26.754831","DDS demands","Known Flow","333308.125000","732925.000000","","0.000000","","","","-2.089999","","-1.868915","-2.089999","","","","","","D1 PROFILE",""
"60206700000083","Nodes","83","21.000000","22.728685","DDS demands","Known Flow","333173.375000","732892.250000","","0.000000","","","","-1.799999","-24.000000","-23.070821","-25.800000","","","","","","D1 PROFILE","DC PROFILE"
"60206700000091","Nodes","91","21.000000","26.600664","DDS demands","Known Flow","333309.500000","732918.375000","","0.000000","","","","-6.110000","","-5.463671","-6.110000","","","","","","D1 PROFILE",""
"60206700001015","Nodes","1015","21.000000","37.335071","Default Known Flow Node","Known Flow","333924.375000","732976.250000","","0.000000","","","","-6.809999","","-6.089623","-6.809999","","","","","","D1 PROFILE",""
"60206700000212","Nodes","-1462498","21.000000","37.204999","Default Known Flow Node","Known Flow","333929.000000","732966.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000036","Nodes","","21.000000","40.531318","Default Known Flow Node","Known Flow","334166.785116","732973.919441","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000034","Nodes","34","21.000000","40.314138","Default Known Flow Node","Known Flow","334163.625000","732967.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000231","Nodes","-326852","21.000000","40.248503","Default Known Flow Node","Known Flow","334155.625000","732968.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000026","Nodes","26","21.000000","42.359294","Default Known Flow Node","Known Flow","334399.875000","732936.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000224","Nodes","-24","21.000000","43.387030","Default Known Flow Node","Known Flow","334398.125000","732911.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000028","Nodes","","21.000000","42.398077","DDS demands","Known Flow","334409.788676","732941.337703","","0.000000","-4.999999","","","","","-4.471089","-4.999999","","","C1 PROFILE","","","",""
"60206700000025","Nodes","25","21.000000","43.515841","DDS demands","Known Flow","334543.625000","732926.625000","","0.000000","","","","-6.869999","","-6.143277","-6.869999","","","","","","D1 PROFILE",""
"60206700000023","Nodes","23","21.000000","43.793510","Default Known Flow Node","Known Flow","334585.875000","732924.375000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000203","Nodes","-1462470","21.000000","43.793510","Default Known Flow Node","Known Flow","334589.125000","732924.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000227","Nodes","-30","21.000000","43.851801","Default Known Flow Node","Known Flow","334585.750000","732914.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000235","Nodes","-40","21.000000","43.737908","Default Known Flow Node","Known Flow","334567.750000","732925.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000238","Nodes","-4904541","21.000000","45.128262","Default Known Flow Node","Known Flow","334585.750000","732911.375000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000230","Nodes","-326848","21.000000","43.851801","Default Known Flow Node","Known Flow","334587.000000","732914.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000204","Nodes","-1462473","21.000000","43.652062","Default Known Flow Node","Known Flow","334567.750000","732922.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000082","Nodes","LIFF DG, Clocked, Site ID 1705","21.000000","45.999998","Default Known Pressure Node","Known Pressure","334587.625000","732911.250000","","999998.967025","","","","","","670.940530","750.309992","","","","","","",""
"60206700000037","Nodes","37","21.000000","28.394369","DDS demands","Known Flow","333280.750000","733155.250000","","0.000000","","","","-18.799998","","-16.811295","-18.799998","","","","","","D1 PROFILE",""
"60206700000040","Nodes","40","21.000000","27.887649","DDS demands","Known Flow","333341.000000","733110.125000","","0.000000","","","","-5.480000","","-4.900314","-5.480000","","","","","","D1 PROFILE",""
"60206700000246","Nodes","-61","21.000000","27.888408","Default Known Flow Node","Known Flow","333347.625000","733097.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000053","Nodes","53","21.000000","28.673649","DDS demands","Known Flow","333152.375000","733474.250000","","0.000000","","","","-7.210000","","-6.447311","-7.210000","","","","","","D1 PROFILE",""
"60206700000052","Nodes","P00075792/P06110821, The Logan, -24.1  mbar","22.999998","28.774500","CSEP DDS Matched","Known Flow","333179.000000","733468.375000","","0.000000","","","","-3.670000","-24.100000","-24.832431","-27.770000","","","","","","D1 PROFILE","DC PROFILE"
"60206700000219","Nodes","-1462512","21.000000","28.091134","Default Known Flow Node","Known Flow","333240.250000","733244.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000100","Nodes","100","21.000000","28.091134","DDS demands","Known Flow","333243.250000","733244.625000","","0.000000","","","","-1.929999","","-1.725840","-1.929999","","","","","","D1 PROFILE",""
"60206700000042","Nodes","42","21.000000","28.175130","DDS demands","Known Flow","333192.375000","733182.875000","","0.000000","","","","-9.670000","","-8.647087","-9.670000","","","","","","D1 PROFILE",""
"60206700000054","Nodes","54","21.000000","28.098782","DDS demands","Known Flow","333159.000000","733192.625000","","0.000000","","","","-0.620000","","-0.554415","-0.620000","","","","","","D1 PROFILE",""
"60206700000247","Nodes","","21.000000","28.372958","Default Known Flow Node","Known Flow","333275.500000","733156.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000101","Nodes","101","21.000000","28.431207","DDS demands","Known Flow","333280.875000","733203.375000","","0.000000","","","","-2.959999","","-2.646885","-2.959999","","","","","","D1 PROFILE",""
"60206700000202","Nodes","-1462469","21.000000","28.431207","Default Known Flow Node","Known Flow","333280.500000","733208.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000218","Nodes","-1462510","21.000000","28.475303","Default Known Flow Node","Known Flow","333256.125000","733204.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000043","Nodes","43","21.000000","28.327917","DDS demands","Known Flow","333195.750000","733242.250000","","0.000000","","","","-5.440000","","-4.864545","-5.440000","","","","","","D1 PROFILE",""
"60206700000045","Nodes","45","21.000000","28.508743","DDS demands","Known Flow","333189.625000","733322.500000","","0.000000","","","","-1.779999","","-1.591707","-1.779999","","","","","","D1 PROFILE",""
"60206700000046","Nodes","46","21.000000","28.488022","DDS demands","Known Flow","333162.125000","733320.625000","","0.000000","","","","-3.270000","","-2.924092","-3.270000","","","","","","D1 PROFILE",""
"60206700000064","Nodes","64","21.000000","28.585991","DDS demands","Known Flow","333187.500000","733348.750000","","0.000000","","","","-1.710000","","-1.529112","-1.710000","","","","","","D1 PROFILE",""
"60206700000249","Nodes","-74","21.000000","28.520480","Default Known Flow Node","Known Flow","333251.250000","733352.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000048","Nodes","48","21.000000","28.701900","DDS demands","Known Flow","333184.250000","733396.750000","","0.000000","","","","-7.690000","","-6.876535","-7.690000","","","","","","D1 PROFILE",""
"60206700000049","Nodes","49","21.000000","28.641210","DDS demands","Known Flow","333157.000000","733395.250000","","0.000000","","","","-2.929999","","-2.620058","-2.929999","","","","","","D1 PROFILE",""
"60206700000050","Nodes","50","21.000000","28.780880","Default Known Flow Node","Known Flow","333180.750000","733439.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000250","Nodes","-77","21.000000","28.780880","Default Known Flow Node","Known Flow","333207.250000","733428.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000051","Nodes","51","21.000000","28.780880","Default Known Flow Node","Known Flow","333207.500000","733427.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000216","Nodes","-1462508","21.000000","28.780880","Default Known Flow Node","Known Flow","333196.250000","733427.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000039","Nodes","39","21.000000","27.801919","DDS demands","Known Flow","333362.250000","733070.625000","","0.000000","","","","-4.249999","","-3.800425","-4.249999","","","","","","D1 PROFILE",""
"60206700000214","Nodes","-1462501","21.000000","27.888408","Default Known Flow Node","Known Flow","333341.375000","733088.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000041","Nodes","41","21.000000","27.645882","DDS demands","Known Flow","333346.250000","733063.000000","","0.000000","","","","-12.289999","","-10.989937","-12.289999","","","","","","D1 PROFILE",""
"60206700000205","Nodes","-1462475","21.000000","27.645882","Default Known Flow Node","Known Flow","333331.750000","733055.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000201","Nodes","-1462468","21.000000","28.520480","Default Known Flow Node","Known Flow","333250.625000","733363.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000248","Nodes","-72","21.000000","28.499083","Default Known Flow Node","Known Flow","333253.375000","733331.375000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000047","Nodes","47","21.000000","28.490731","DDS demands","Known Flow","333245.250000","733330.875000","","0.000000","","","","-3.819999","","-3.415912","-3.819999","","","","","","D1 PROFILE",""
"60206700000055","Nodes","55","21.000000","34.085226","DDS demands","Known Flow","333793.250000","733261.125000","","0.000000","","","","-32.729999","","-29.267752","-32.729999","","","","","","D1 PROFILE",""
"60206700000228","Nodes","-326838","21.000000","34.085226","Default Known Flow Node","Known Flow","333808.250000","733264.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000240","Nodes","-50","21.000000","40.245318","Default Known Flow Node","Known Flow","334151.625000","732969.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000241","Nodes","-52","21.000000","40.401569","Default Known Flow Node","Known Flow","334152.375000","732976.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000215","Nodes","-1462505","21.000000","40.401569","Default Known Flow Node","Known Flow","334149.500000","732977.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001010","Nodes","P10123061/P00092294, TAY VIEW ROAD"", -332.86","27.000000","41.590512","CSEP DDS Matched","Known Flow","334300.757762","732950.335128","","0.000000","","","-100.900002","","-231.969995","-297.658317","-332.870007","","","","","CC PROFILE","","DC PROFILE"
"60206700000234","Nodes","-37","21.000000","43.766067","Default Known Flow Node","Known Flow","334580.125000","732924.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000233","Nodes","-35","21.000000","43.766897","Default Known Flow Node","Known Flow","334581.500000","732920.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001000","Nodes","1000","21.000000","35.995845","Default Known Flow Node","Known Flow","333881.750000","733067.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000206","Nodes","-1462476","21.000000","23.386198","Default Known Flow Node","Known Flow","333427.000000","732859.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000221","Nodes","","21.000000","23.438831","Default Known Flow Node","Known Flow","333440.000000","732876.625000","","0.000000","","","","","0.000000","0.000000","0.000000","","","","","","","DC PROFILE"
"60206700000088","Nodes","P00028538, SMALL GLEBE, -24.92","22.999998","23.305896","CSEP DDS Matched","Known Flow","333441.180938","732872.887890","","0.000000","","","","","-24.999999","-22.355447","-24.999999","","","","","","","DC PROFILE"
"60206700001002","Nodes","1002","21.000000","35.108423","DDS demands","Known Flow","333610.750000","732991.375000","","0.000000","","","","-35.259997","","-31.530121","-35.259997","","","","","","D1 PROFILE",""
"60206700001001","Nodes","1001","21.000000","35.422396","DDS demands","Known Flow","333632.625000","732925.000000","","0.000000","","","","-13.939999","","-12.465396","-13.939999","","","","","","D1 PROFILE",""
"60206700000207","Nodes","-1462480","21.000000","35.335445","Default Known Flow Node","Known Flow","333492.375000","732935.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000236","Nodes","-47","21.000000","35.834872","Default Known Flow Node","Known Flow","333803.750000","732962.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000208","Nodes","-1462481","21.000000","35.064902","Default Known Flow Node","Known Flow","333477.000000","732997.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000242","Nodes","-55","21.000000","35.064902","Default Known Flow Node","Known Flow","333568.000000","733015.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000245","Nodes","-58","21.000000","36.107921","Default Known Flow Node","Known Flow","333885.750000","733058.375000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000244","Nodes","-57","21.000000","35.195476","Default Known Flow Node","Known Flow","333700.500000","733018.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000243","Nodes","-56","21.000000","35.195476","Default Known Flow Node","Known Flow","333703.875000","733017.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000217","Nodes","-1462509","21.000000","35.195476","Default Known Flow Node","Known Flow","333696.875000","733005.375000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000213","Nodes","-1462499","21.000000","35.195476","Default Known Flow Node","Known Flow","333771.625000","733008.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000211","Nodes","-1462491","21.000000","25.999942","Default Known Flow Node","Known Flow","333335.723456","733790.155088","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001020","Nodes","1020","21.000000","23.091336","DDS demands","Known Flow","332152.437500","733588.750000","","0.000000","","","","-10.790000","","-9.648611","-10.790000","","","","","","D1 PROFILE",""
"60206700001018","Nodes","1018","21.000000","23.218804","DDS demands","Known Flow","332155.968750","733625.437500","","0.000000","","","","-4.709999","","-4.211766","-4.709999","","","","","","D1 PROFILE",""
"60206700001004","Nodes","1004","21.000000","23.146160","DDS demands","Known Flow","332153.437500","733517.812500","","0.000000","","","","-4.380000","","-3.916674","-4.380000","","","","","","D1 PROFILE",""
"60206700001008","Nodes","1008","21.000000","23.010108","DDS demands","Known Flow","332073.937500","733447.875000","","0.000000","","","","-5.749999","","-5.141752","-5.749999","","","","","","D1 PROFILE",""
"60206700001009","Nodes","1009","21.000000","22.956981","DDS demands","Known Flow","332065.375000","733418.687500","","0.000000","","","","-1.990000","","-1.779493","-1.990000","","","","","","D1 PROFILE",""
"60206700001007","Nodes","1007","21.000000","23.081021","DDS demands","Known Flow","332097.093750","733488.125000","","0.000000","","","","-4.900000","","-4.381668","-4.900000","","","","","","D1 PROFILE",""
"60206700001013","Nodes","1013","21.000000","23.299631","DDS demands","Known Flow","332171.250000","733492.812500","","0.000000","","","","-33.470000","","-29.929474","-33.470000","","","","","","D1 PROFILE",""
"60206700001005","Nodes","1005","21.000000","23.224011","DDS demands","Known Flow","332126.281250","733446.875000","","0.000000","","","","-4.150000","","-3.711004","-4.150000","","","","","","D1 PROFILE",""
"60206700001006","Nodes","1006","21.000000","23.224011","Default Known Flow Node","Known Flow","332160.468750","733406.562500","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001021","Nodes","1021","21.000000","23.236666","DDS demands","Known Flow","332095.562500","733407.625000","","0.000000","","","","-9.760000","","-8.727566","-9.760000","","","","","","D1 PROFILE",""
"60206700000251","Nodes","-8","21.000000","48.066582","DDS demands","Known Flow","334597.875000","732815.250000","","0.000000","","-98.620003","","-4.239999","","-91.979259","-102.860001","","","","C2 PROFILE","","D1 PROFILE",""
"60206700000223","Nodes","-21","21.000000","49.790910","Default Known Flow Node","Known Flow","334602.625000","732906.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000226","Nodes","-26","21.000000","49.951596","Default Known Flow Node","Known Flow","334602.500000","732912.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000210","Nodes","-1462489","21.000000","49.951596","Default Known Flow Node","Known Flow","334602.500000","732913.625000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000222","Nodes","-2","21.000000","47.493038","Default Known Flow Node","Known Flow","334553.500000","732673.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000200","Nodes","-1","21.000000","47.493038","Default Known Flow Node","Known Flow","334538.375000","732653.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000239","Nodes","-5","21.000000","47.875473","Default Known Flow Node","Known Flow","334601.875000","732739.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000225","Nodes","Liff RRI","21.000000","50.000003","Default Known Pressure Node","Known Pressure","334600.250000","732912.250000","","0.000000","","","","","","133.113282","148.860000","","","","","","",""
"60206700000237","Nodes","-4904539","21.000000","48.058128","Default Known Flow Node","Known Flow","334597.250000","732784.125000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000229","Nodes","-326845","21.000000","47.869300","DDS demands","Known Flow","334623.875000","732736.500000","","0.000000","","-6.000000","","","","-5.365307","-6.000000","","","","C2 PROFILE","","",""
"60206700000209","Nodes","-1462488","21.000000","48.997310","DDS demands","Known Flow","334666.375000","732872.375000","","0.000000","","-39.999997","","","","-35.768714","-39.999997","","","","C2 PROFILE","","",""
"60206700001014","Nodes","1014","21.000000","23.415041","Default Known Flow Node","Known Flow","331819.911205","733233.459528","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000065","Nodes","65","21.000000","23.504262","DDS demands","Known Flow","331427.688258","733151.920411","","0.000000","","","","0.000000","","0.000000","0.000000","","","","","","D1 PROFILE",""
"60206700001022","Nodes","1022","21.000000","23.593504","Default Known Flow Node","Known Flow","331355.794044","733164.789304","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001023","Nodes","1023","21.000000","23.638134","Default Known Flow Node","Known Flow","331336.061742","733160.671258","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001016","Nodes","1016","21.000000","23.504262","Default Known Flow Node","Known Flow","331280.444061","733107.539678","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001019","Nodes","1019","21.000000","23.415041","Default Known Flow Node","Known Flow","331365.231232","733085.688510","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001017","Nodes","1017","21.000000","23.415041","Default Known Flow Node","Known Flow","331282.870319","733068.873157","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700001024","Nodes","1024","21.000000","43.766654","Default Known Flow Node","Known Flow","334579.875000","732920.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000001","Nodes","","27.000000","41.539352","Default Known Flow Node","Known Flow","334277.739776","732952.744733","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000029","Nodes","","21.000000","42.580378","Default Known Flow Node","Known Flow","334433.872334","732939.457654","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000066","Nodes","","21.000000","42.822820","Default Known Flow Node","Known Flow","334465.903172","732936.900690","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60206700000027","Nodes","","21.000000","42.063009","DDS demands","Known Flow","334364.917796","732944.565931","","0.000000","","","","-5.870000","","-5.249059","-5.870000","","","","","","D1 PROFILE",""
"60206700000007","Nodes","","21.000000","28.758269","Default Known Flow Node","Known Flow","333314.203824","733154.710422","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
