"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(TT)"
"60204500000012","Nodes","","21.000000","23.334363","Default Known Flow Node","Known Flow","348118.986697","699698.556853","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000023","Nodes","","21.000000","21.927312","DDS demands","Known Flow","348060.157888","699585.427032","","0.000000","","","","","-23.129999","","","","-20.683259","-23.129999","","","","","","","","D1 PROFILE","","","",""
"60204500001194","Nodes","","21.000000","22.779819","Default Known Flow Node","Known Flow","348124.931467","699655.060373","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000113","Nodes","","21.000000","31.353937","DDS demands","Known Flow","349241.264212","699978.485993","","0.000000","","","","","-10.209999","","","","-9.129964","-10.209999","","","","","","","","D1 PROFILE","","","",""
"60204500001188","Nodes","","21.000000","30.725759","Default Known Flow Node","Known Flow","349348.877381","699993.120017","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000139","Nodes","","21.000000","30.490797","DDS demands","Known Flow","349107.419078","699968.857147","","0.000000","","","","","-35.979999","","","","-32.173959","-35.979999","","","","","","","","D1 PROFILE","","","",""
"60204500000141","Nodes","","21.000000","30.161400","DDS demands","Known Flow","348987.100493","699989.691887","","0.000000","","","-22.460000","","-0.540000","","","","-20.567011","-22.999999","","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"60204500000134","Nodes","","21.000000","20.996205","DDS demands","Known Flow","347723.072774","700180.765735","","0.000000","","","","","-6.520000","","","","-5.830300","-6.520000","","","","","","","","D1 PROFILE","","","",""
"60204500001201","Nodes","","21.000000","21.003799","Default Known Flow Node","Known Flow","347791.686793","700105.151715","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000030","Nodes","","21.000000","21.025161","DDS demands","Known Flow","347798.988795","700101.057713","","0.000000","","","","","-9.790000","","","","-8.754393","-9.790000","","","","","","","","D1 PROFILE","","","",""
"60204500001202","Nodes","","21.000000","21.003799","Default Known Flow Node","Known Flow","347793.267048","700106.595570","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000006","Nodes","","21.000000","21.003799","Default Known Flow Node","Known Flow","347799.066795","700111.894716","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001203","Nodes","","21.000000","21.003799","Default Known Flow Node","Known Flow","347786.989792","700119.810718","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000135","Nodes","","21.000000","22.568598","DDS demands","Known Flow","348268.984923","700154.554728","","0.000000","","","","","-9.840000","","","","-8.799104","-9.840000","","","","","","","","D1 PROFILE","","","",""
"60204500000062","Nodes","","21.000000","23.867610","Default Known Flow Node","Known Flow","348387.965955","700039.139697","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000016","Nodes","","21.000000","23.780337","Default Known Flow Node","Known Flow","348361.125948","700022.997692","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000040","Nodes","","21.000000","30.333983","Default Known Flow Node","Known Flow","348992.079120","700030.890694","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000037","Nodes","","21.000000","31.609174","DDS demands","Known Flow","348777.593061","700068.627705","","0.000000","","","","","-5.870000","","","","-5.249059","-5.870000","","","","","","","","D1 PROFILE","","","",""
"60204500000146","Nodes","","21.000000","30.713276","DDS demands","Known Flow","348679.995035","700115.191717","","0.000000","","","","-14.179999","","","","","-12.680009","-14.179999","","","","","","","C4 PROFILE","","","","",""
"60204500000003","Nodes","","21.000000","30.679051","DDS demands","Known Flow","348621.223019","700206.083742","","0.000000","-2.910000","","","","-0.779999","","","","-3.299664","-3.690000","","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60204500000121","Nodes","","21.000000","31.711632","DDS demands","Known Flow","348822.536074","700071.222705","","0.000000","","","","","-12.720000","","","","-11.374452","-12.720000","","","","","","","","D1 PROFILE","","","",""
"60204500001191","Nodes","","21.000000","31.661647","Default Known Flow Node","Known Flow","348817.729072","700036.457696","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000038","Nodes","","21.000000","31.906643","DDS demands","Known Flow","348898.725094","700074.714706","","0.000000","","","","","-17.209999","","","","-15.389490","-17.209999","","","","","","","","D1 PROFILE","","","",""
"60204500001197","Nodes","","21.000000","31.457550","Default Known Flow Node","Known Flow","348691.420038","700065.420704","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000061","Nodes","","21.000000","31.609174","Default Known Flow Node","Known Flow","348770.981059","700043.214698","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000039","Nodes","","21.000000","31.609174","Default Known Flow Node","Known Flow","348772.368060","700025.667693","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000122","Nodes","","21.000000","31.430824","DDS demands","Known Flow","348817.602072","700024.764693","","0.000000","","","","","-4.480000","","","","-4.006096","-4.480000","","","","","","","","D1 PROFILE","","","",""
"60204500000128","Nodes","","21.000000","32.705388","DDS demands","Known Flow","349115.121153","700057.738702","","0.000000","","","","","-0.019999","","","","-0.017884","-0.019999","","","","","","","","D1 PROFILE","","","",""
"60204500001190","Nodes","","21.000000","30.789090","Default Known Flow Node","Known Flow","349347.006515","700008.108890","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001193","Nodes","","21.000000","32.733976","Default Known Flow Node","Known Flow","349113.844153","700057.968702","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000145","Nodes","","21.000000","32.740874","Default Known Flow Node","Known Flow","349113.807938","700060.033736","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000046","Nodes","","21.000000","32.743667","DDS demands","Known Flow","349112.777763","700060.274775","","0.000000","-0.540000","","-2.630000","","-39.220002","","","","-37.905900","-42.390002","","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","",""
"60204500001178","Nodes","","21.000000","32.743667","Default Known Flow Node","Known Flow","349110.735152","700060.752702","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001189","Nodes","","21.000000","30.782549","Default Known Flow Node","Known Flow","349366.478222","700006.291688","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000117","Nodes","","21.000000","24.895983","DDS demands","Known Flow","348393.323664","699977.185546","","0.000000","","","","","-29.200000","","","","-26.111162","-29.200000","","","","","","","","D1 PROFILE","","","",""
"60204500001184","Nodes","","21.000000","24.790648","Default Known Flow Node","Known Flow","348397.995300","699972.489706","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001182","Nodes","","21.000000","24.050824","Default Known Flow Node","Known Flow","348243.870559","699842.705574","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001179","Nodes","","21.000000","24.164235","Default Known Flow Node","Known Flow","348234.964216","699827.545403","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001170","Nodes","","21.000000","24.177531","Default Known Flow Node","Known Flow","348237.118881","699828.039739","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001185","Nodes","","21.000000","24.873072","Default Known Flow Node","Known Flow","348407.678698","699973.233528","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001180","Nodes","","21.000000","24.167337","Default Known Flow Node","Known Flow","348247.302837","699836.979250","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000002","Nodes","Logger 9792, 10 High Street","21.000000","24.651444","Val Log Cath","Known Flow","348348.558649","699938.678316","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000020","Nodes","","21.000000","24.425903","Default Known Flow Node","Known Flow","348341.969050","699881.769540","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000018","Nodes","","21.000000","24.424880","DDS demands","Known Flow","348455.582974","699907.005661","","0.000000","","","","","-5.980000","","","","-5.347423","-5.980000","","","","","","","","D1 PROFILE","","","",""
"60204500000136","Nodes","","21.000000","32.373863","DDS demands","Known Flow","349553.060244","699976.226383","","0.000000","","","","","-5.030000","","","","-4.497916","-5.030000","","","","","","","","D1 PROFILE","","","",""
"60204500000126","Nodes","","21.000000","32.101968","DDS demands","Known Flow","349513.828136","699889.334250","","0.000000","","","","","-2.570000","","","","-2.298140","-2.570000","","","","","","","","D1 PROFILE","","","",""
"60204500000147","Nodes","","21.000000","31.607612","DDS demands","Known Flow","348893.759093","700018.198691","","0.000000","","","","","-5.780000","","","","-5.168579","-5.780000","","","","","","","","D1 PROFILE","","","",""
"60204500000112","Nodes","","21.000000","31.677182","DDS demands","Known Flow","349239.485187","700059.081702","","0.000000","","","","","-1.100000","","","","-0.983639","-1.100000","","","","","","","","D1 PROFILE","","","",""
"60204500000114","Nodes","","21.000000","33.904297","DDS demands","Known Flow","349322.086209","700145.706726","","0.000000","-5.199999","","","","-23.719998","","","","-25.860781","-28.919998","","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60204500000043","Nodes","","21.000000","33.969011","Default Known Flow Node","Known Flow","349319.489209","700161.699730","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000049","Nodes","","21.000000","31.419820","Default Known Flow Node","Known Flow","349292.624201","700068.410705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000108","Nodes","","21.000000","31.221374","DDS demands","Known Flow","349337.105461","700080.670671","","0.000000","","","","","-11.890000","","","","-10.632251","-11.890000","","","","","","","","D1 PROFILE","","","",""
"60204500000042","Nodes","","21.000000","33.969011","Default Known Flow Node","Known Flow","349195.216175","700129.180721","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001198","Nodes","","21.000000","31.322223","DDS demands","Known Flow","349312.889207","700071.518705","","0.000000","-1.729999","","","","-13.630000","","","","-13.735187","-15.360000","","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60204500001192","Nodes","","21.000000","31.419820","Default Known Flow Node","Known Flow","349295.880413","700051.205937","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001200","Nodes","","21.000000","31.365329","Default Known Flow Node","Known Flow","349310.773206","700084.544709","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001208","Nodes","","21.000000","34.066601","Default Known Flow Node","Known Flow","349314.008207","700185.507736","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001173","Nodes","","21.000000","34.066601","Default Known Flow Node","Known Flow","349312.869207","700191.792738","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000111","Nodes","","21.000000","34.078174","DDS demands","Known Flow","349311.528305","700185.196375","","0.000000","","","","","-5.760000","","","","-5.150695","-5.760000","","","","","","","","D1 PROFILE","","","",""
"60204500001207","Nodes","","21.000000","34.004322","Default Known Flow Node","Known Flow","349317.709627","700170.359230","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000045","Nodes","","21.000000","33.999567","Default Known Flow Node","Known Flow","349351.527217","700179.733735","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001174","Nodes","","21.000000","33.969011","Default Known Flow Node","Known Flow","349189.256173","700127.550721","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000041","Nodes","","21.000000","33.969011","Default Known Flow Node","Known Flow","349187.171173","700164.209731","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000075","Nodes","","21.000000","34.178549","DDS demands","Known Flow","349539.643502","700200.379425","","0.000000","","","","","-0.990000","","","","-0.885275","-0.990000","","","","","","","","D1 PROFILE","","","",""
"60204500000106","Nodes","","21.000000","31.054878","DDS demands","Known Flow","349385.253227","700102.705714","","0.000000","-2.269999","","","-4.650000","-33.119999","","","","-35.804485","-40.040001","","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"60204500000052","Nodes","","21.000000","27.488254","DDS demands","Known Flow","349428.731238","700018.285691","","0.000000","","","","","-16.569999","","","","-14.817190","-16.569999","","","","","","","","D1 PROFILE","","","",""
"60204500000051","Nodes","","21.000000","26.043214","DDS demands","Known Flow","349474.644396","700036.530478","","0.000000","-2.190000","","","-2.200000","-16.860000","","","","-19.002132","-21.250001","","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"60204500001199","Nodes","","21.000000","32.160100","Default Known Flow Node","Known Flow","348974.572115","700075.081706","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500000142","Nodes","142, P00056381, Bank Street, -14.4scm/h","22.999998","32.244435","CSEP DDS Matched","Known Flow","348977.362116","700080.930708","","0.000000","","","","","-0.360000","-14.399999","","","-13.198656","-14.759999","","","","","","","","D1 PROFILE","DC PROFILE","","",""
"60204500000124","Nodes","","21.000000","33.726396","DDS demands","Known Flow","349267.270195","700241.196752","","0.000000","","","","","-9.720000","","","","-8.691797","-9.720000","","","","","","","","D1 PROFILE","","","",""
"60204500001004","Nodes","Logger 9505, Chapel Green House","21.000000","21.325877","Val Log Cath","Known Flow","348049.642863","699468.120541","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001005","Nodes","","21.000000","21.325402","Default Known Flow Node","Known Flow","348046.352862","699464.330540","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001006","Nodes","","21.000000","22.779819","Default Known Flow Node","Known Flow","348105.500878","699665.662595","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001012","Nodes","","21.000000","24.183309","Default Known Flow Node","Known Flow","348235.752914","699825.237638","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001011","Nodes","","21.000000","24.183309","Default Known Flow Node","Known Flow","348238.043914","699827.195639","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001035","Nodes","","21.000000","24.114839","Default Known Flow Node","Known Flow","348252.823878","699834.720322","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001016","Nodes","","21.000000","21.323407","Default Known Flow Node","Known Flow","348029.947858","699450.358536","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001019","Nodes","","21.000000","24.068292","Default Known Flow Node","Known Flow","348245.128916","699841.507643","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001021","Nodes","","21.000000","23.426256","Default Known Flow Node","Known Flow","348218.075909","699932.497668","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001025","Nodes","","21.000000","23.579727","Default Known Flow Node","Known Flow","348104.205529","699712.295931","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001013","Nodes","","21.000000","24.191995","Default Known Flow Node","Known Flow","348248.344917","699835.830641","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001026","Nodes","","21.000000","24.201710","Default Known Flow Node","Known Flow","348251.782918","699839.048642","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001036","Nodes","","21.000000","24.512991","DDS demands","Known Flow","348322.510025","699913.934526","","0.000000","","","","","-1.129999","","","","-1.010466","-1.129999","","","","","","","","D1 PROFILE","","","",""
"60204500001041","Nodes","The Ship Inn Elie T/A The Golf Tavern","21.000000","23.209191","PL demand","Known Flow","348303.764932","700020.046691","","0.000000","","","","","","","","-10.150000","-9.076311","-10.150000","","","","","","","","","","","PL-AF PROFILE",""
"60204500001031","Nodes","","21.000000","23.186790","Default Known Flow Node","Known Flow","348298.693931","699972.087678","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001034","Nodes","","21.000000","23.109158","Default Known Flow Node","Known Flow","348156.702892","699676.370598","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001029","Nodes","","21.000000","24.648885","Default Known Flow Node","Known Flow","348347.917944","699938.167669","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001039","Nodes","","21.000000","23.818157","Default Known Flow Node","Known Flow","348157.645893","699759.013620","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001042","Nodes","","21.000000","23.209191","Default Known Flow Node","Known Flow","348308.034934","700014.157690","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001043","Nodes","","21.000000","22.548257","Default Known Flow Node","Known Flow","347925.270829","699457.647538","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001044","Nodes","","21.000000","22.548257","Default Known Flow Node","Known Flow","347953.288837","699449.752536","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001056","Nodes","","21.000000","23.303595","Default Known Flow Node","Known Flow","348344.723944","700049.085699","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001060","Nodes","","21.000000","24.886171","Default Known Flow Node","Known Flow","348406.872960","699971.572678","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001067","Nodes","","21.000000","24.886171","Default Known Flow Node","Known Flow","348407.874651","699971.617874","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001063","Nodes","","21.000000","31.446555","Default Known Flow Node","Known Flow","348799.137067","700025.095693","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001065","Nodes","","21.000000","24.788774","Default Known Flow Node","Known Flow","348394.099895","699974.450211","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001059","Nodes","","21.000000","24.925644","Default Known Flow Node","Known Flow","348395.170957","699975.283679","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001066","Nodes","","21.000000","24.787237","Default Known Flow Node","Known Flow","348397.749958","699970.336678","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001070","Nodes","","21.000000","26.908183","Default Known Flow Node","Known Flow","348428.288966","700001.736686","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001077","Nodes","","21.000000","24.890550","Default Known Flow Node","Known Flow","348391.869956","699977.070680","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001081","Nodes","","21.000000","24.722061","Default Known Flow Node","Known Flow","348366.238949","699952.769673","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001083","Nodes","","21.000000","30.312631","Default Known Flow Node","Known Flow","348911.807098","699990.725683","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001084","Nodes","","21.000000","30.528184","Default Known Flow Node","Known Flow","349043.754134","699975.891679","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001090","Nodes","","21.000000","30.899944","Default Known Flow Node","Known Flow","348693.820038","700175.521734","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001091","Nodes","","21.000000","30.813673","Default Known Flow Node","Known Flow","348685.770036","700114.612717","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001092","Nodes","","21.000000","31.751912","Default Known Flow Node","Known Flow","348837.584078","700073.310706","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001093","Nodes","","21.000000","31.751912","Default Known Flow Node","Known Flow","348837.846078","700068.593705","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001096","Nodes","","21.000000","32.101055","Default Known Flow Node","Known Flow","349513.459262","699889.207656","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001098","Nodes","","21.000000","30.211987","Default Known Flow Node","Known Flow","348986.877118","699987.383682","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001112","Nodes","","21.000000","30.312631","Default Known Flow Node","Known Flow","349064.793393","699972.952574","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001104","Nodes","","21.000000","31.259229","Default Known Flow Node","Known Flow","349334.576213","700078.030707","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001106","Nodes","","21.000000","33.115692","Default Known Flow Node","Known Flow","349474.520251","700154.585728","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001107","Nodes","","21.000000","30.636278","Default Known Flow Node","Known Flow","349450.695244","699794.805630","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001103","Nodes","","21.000000","30.483995","Default Known Flow Node","Known Flow","349107.350151","699967.153677","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001111","Nodes","","21.000000","31.352147","Default Known Flow Node","Known Flow","349241.084187","699976.593680","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001113","Nodes","","21.000000","30.782549","Default Known Flow Node","Known Flow","349347.273216","700006.571688","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001115","Nodes","","21.000000","30.718719","Default Known Flow Node","Known Flow","349349.076217","699991.452684","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001116","Nodes","","21.000000","30.718719","Default Known Flow Node","Known Flow","349375.767224","699992.077684","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001117","Nodes","","21.000000","32.075366","Default Known Flow Node","Known Flow","349501.578258","699885.551655","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001097","Nodes","","21.000000","32.412244","Default Known Flow Node","Known Flow","349553.276272","699974.600679","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001124","Nodes","","21.000000","32.075366","Default Known Flow Node","Known Flow","349496.558257","699883.913654","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001127","Nodes","","21.000000","32.733976","Default Known Flow Node","Known Flow","349110.189152","700058.672702","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001130","Nodes","","21.000000","33.999567","Default Known Flow Node","Known Flow","349317.992208","700169.202732","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204500001138","Nodes","","21.000000","33.225067","Default Known Flow Node","Known Flow","349473.196251","700155.882728","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
