"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60208400000025","Nodes","","21.000000","53.113712","DDS demands","Known Flow","335128.373347","711993.771950","","0.000000","","","0.000000","-5.440000","","","","-4.864545","-5.440000","","","","","C4 PROFILE","D1 PROFILE","","",""
"60208400000009","Nodes","","21.000000","67.058905","DDS demands","Known Flow","333970.873032","712132.998987","","0.000000","","","","-19.799999","","","","-17.705514","-19.799999","","","","","","D1 PROFILE","","",""
"60208400000684","Nodes","","21.000000","66.497896","Default Known Flow Node","Known Flow","333891.581011","712228.126013","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000683","Nodes","","21.000000","66.472112","Default Known Flow Node","Known Flow","333888.404010","712231.943014","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000008","Nodes","","21.000000","66.071061","DDS demands","Known Flow","333841.341997","712192.347004","","0.000000","","","","-10.150000","","","","-9.076311","-10.150000","","","","","","D1 PROFILE","","",""
"60208400000685","Nodes","","21.000000","66.497896","Default Known Flow Node","Known Flow","333921.751019","712251.486020","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000687","Nodes","","21.000000","67.547741","Default Known Flow Node","Known Flow","333992.989038","712008.695954","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000027","Nodes","","21.000000","67.557473","DDS demands","Known Flow","333968.042031","712037.720961","","0.000000","","","","-5.559999","","","","-4.971851","-5.559999","","","","","","D1 PROFILE","","",""
"60208400000686","Nodes","","21.000000","67.547741","Default Known Flow Node","Known Flow","333990.546038","712006.911953","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000002","Nodes","","21.000000","74.557573","DDS demands","Known Flow","334289.744789","712032.796568","","0.000000","","","","-3.459999","","","","-3.093993","-3.459999","","","","","","D1 PROFILE","","",""
"60208400000003","Nodes","","21.000000","72.575869","DDS demands","Known Flow","334229.651436","712041.433560","","0.000000","","","","-16.819999","","","","-15.040745","-16.819999","","","","","","D1 PROFILE","","",""
"60208400000026","Nodes","","21.000000","67.747349","DDS demands","Known Flow","334042.735052","712047.456964","","0.000000","","","","-19.749999","","","","-17.660804","-19.749999","","","","","","D1 PROFILE","","",""
"60208400000688","Nodes","","21.000000","67.730516","Default Known Flow Node","Known Flow","334041.269286","712049.256681","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000007","Nodes","","21.000000","68.570197","DDS demands","Known Flow","334075.307446","712008.175727","","0.000000","","","","-7.799999","","","","-6.974899","-7.799999","","","","","","D1 PROFILE","","",""
"60208400000005","Nodes","","21.000000","69.543875","DDS demands","Known Flow","334109.391441","712035.557240","","0.000000","","","","-5.369999","","","","-4.801949","-5.369999","","","","","","D1 PROFILE","","",""
"60208400000004","Nodes","","21.000000","72.020301","DDS demands","Known Flow","334214.856099","712099.135978","","0.000000","","","","-13.480000","","","","-12.054057","-13.480000","","","","","","D1 PROFILE","","",""
"60208400000689","Nodes","","21.000000","70.520060","Default Known Flow Node","Known Flow","334143.929890","712051.284422","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000006","Nodes","","21.000000","69.172745","DDS demands","Known Flow","334148.652310","712101.020109","","0.000000","","","","-7.770000","","","","-6.948073","-7.770000","","","","","","D1 PROFILE","","",""
"60208400000055","Nodes","","21.000000","60.679691","DDS demands","Known Flow","334451.483163","711807.238899","","0.000000","","","","-5.559999","","","","-4.971851","-5.559999","","","","","","D1 PROFILE","","",""
"60208400000056","Nodes","","21.000000","60.581997","DDS demands","Known Flow","334412.735152","711814.992901","","0.000000","","","","-6.249999","","","","-5.588861","-6.249999","","","","","","D1 PROFILE","","",""
"60208400000676","Nodes","","21.000000","60.635850","DDS demands","Known Flow","334468.354168","711795.126895","","0.000000","","","","-7.900000","","","","-7.064321","-7.900000","","","","","","D1 PROFILE","","",""
"60208400000054","Nodes","","21.000000","61.034123","DDS demands","Known Flow","334466.047167","711866.639915","","0.000000","","","","-1.330000","","","","-1.189309","-1.330000","","","","","","D1 PROFILE","","",""
"60208400000682","Nodes","","21.000000","60.840327","Default Known Flow Node","Known Flow","334453.479164","711829.848905","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000681","Nodes","","21.000000","60.840327","Default Known Flow Node","Known Flow","334432.722158","711832.359906","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000677","Nodes","","21.000000","59.776924","DDS demands","Known Flow","334504.367177","711831.599905","","0.000000","","","","-12.159999","","","","-10.873689","-12.159999","","","","","","D1 PROFILE","","",""
"60208400000001","Nodes","Springfield DG, Tel, Constant, Site ID 1733","21.000000","74.999996","Default Known Pressure Node","Known Pressure","334305.840123","712044.909963","","1690.740042","","","","","","","","378.746010","423.549999","","","","","","","","",""
"60208400000492","Nodes","","21.000000","61.836020","Default Known Flow Node","Known Flow","334380.709595","711876.951657","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000679","Nodes","","21.000000","66.742820","Default Known Flow Node","Known Flow","333926.852763","712185.854929","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000057","Nodes","","21.000000","70.496002","Default Known Flow Node","Known Flow","334307.233124","711977.741945","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000058","Nodes","","21.000000","74.603223","Default Known Flow Node","Known Flow","334290.883119","712032.067960","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000061","Nodes","","21.000000","53.860359","DDS demands","Known Flow","334914.867828","711859.345307","","0.000000","","","","-3.319999","","","","-2.968803","-3.319999","","","","","","D1 PROFILE","","",""
"60208400000062","Nodes","","21.000000","66.828603","Default Known Flow Node","Known Flow","333932.597022","712160.930995","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000069","Nodes","","21.000000","69.402587","Default Known Flow Node","Known Flow","334077.003061","712079.904973","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000071","Nodes","","21.000000","67.037157","Default Known Flow Node","Known Flow","333968.191031","712136.220988","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000072","Nodes","","21.000000","67.037157","Default Known Flow Node","Known Flow","333956.985028","712132.840987","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000073","Nodes","","21.000000","64.453249","Default Known Flow Node","Known Flow","334471.685168","711921.638930","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000079","Nodes","","21.000000","66.497896","Default Known Flow Node","Known Flow","333939.576024","712260.189022","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000081","Nodes","","21.000000","68.619623","Default Known Flow Node","Known Flow","334076.721061","712006.470953","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000101","Nodes","","21.000000","67.397273","DDS demands","Known Flow","334107.656069","711969.560943","","0.000000","","-18.889999","","","","","","-16.891776","-18.889999","","","","C2 PROFILE","","","","",""
"60208400000077","Nodes","","21.000000","72.619932","Default Known Flow Node","Known Flow","334231.197103","712041.246962","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000085","Nodes","","21.000000","69.560272","Default Known Flow Node","Known Flow","334110.689070","712033.984960","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000088","Nodes","","21.000000","66.787795","Default Known Flow Node","Known Flow","333920.094018","712142.102990","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000093","Nodes","","21.000000","70.552961","Default Known Flow Node","Known Flow","334145.156080","712050.581965","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000094","Nodes","","21.000000","67.397273","Default Known Flow Node","Known Flow","334098.946067","711963.228941","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000095","Nodes","","21.000000","67.397273","Default Known Flow Node","Known Flow","334067.684059","711940.132935","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000099","Nodes","","21.000000","66.955577","Default Known Flow Node","Known Flow","333904.318014","712122.069984","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000106","Nodes","","21.000000","65.836839","DDS demands","Known Flow","334169.833086","711890.016921","","0.000000","","","-3.489999","","","","","-3.120820","-3.489999","","","","","C4 PROFILE","","","",""
"60208400000103","Nodes","","21.000000","65.819924","Default Known Flow Node","Known Flow","334162.477084","711884.708920","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000104","Nodes","Springfield Village Hall Muir Road, NA:17384","21.000000","65.735623","Point Loads","Known Flow","334143.686079","711870.898916","","0.000000","","","","","","","-5.539999","-4.953967","-5.539999","","","","","","","","","PL-AF PROFILE"
"60208400000111","Nodes","","21.000000","55.488219","Default Known Flow Node","Known Flow","334631.611212","711847.606910","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000112","Nodes","","21.000000","57.571706","Default Known Flow Node","Known Flow","334569.652195","711831.834905","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000114","Nodes","","21.000000","57.571706","DDS demands","Known Flow","334568.268429","711835.646276","","0.000000","-7.909999","","","","","","","-7.073263","-7.909999","","","C1 PROFILE","","","","","",""
"60208400000113","Nodes","","21.000000","57.614401","Default Known Flow Node","Known Flow","334570.986196","711854.159912","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000115","Nodes","","21.000000","57.447461","Default Known Flow Node","Known Flow","334573.352196","711758.806886","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000116","Nodes","","21.000000","54.423448","Default Known Flow Node","Known Flow","334715.498235","711933.678933","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000117","Nodes","","21.000000","54.423448","Default Known Flow Node","Known Flow","334747.493244","711940.451935","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000118","Nodes","","21.000000","54.347445","Default Known Flow Node","Known Flow","334707.543233","711904.183925","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000124","Nodes","","21.000000","54.340060","Default Known Flow Node","Known Flow","334714.722235","711904.762925","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000125","Nodes","","21.000000","54.298376","Default Known Flow Node","Known Flow","334742.801242","711892.381922","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000128","Nodes","","21.000000","54.340060","Default Known Flow Node","Known Flow","334714.895235","711922.167930","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000100","Nodes","","21.000000","65.158427","Default Known Flow Node","Known Flow","334237.553105","711804.469898","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000070","Nodes","","21.000000","69.172745","Default Known Flow Node","Known Flow","334150.698081","712100.456979","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000127","Nodes","","21.000000","55.021156","Default Known Flow Node","Known Flow","334632.144212","711742.163881","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400100061","Nodes","","21.000000","66.828603","Default Known Flow Node","Known Flow","333942.483024","712167.122997","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400050694","Nodes","","21.000000","64.328153","Default Known Flow Node","Known Flow","334519.489181","711903.849925","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
