"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60208400000690","Nodes","","21.000000","70.030829","Default Known Flow Node","Known Flow","334262.068111","711925.348931","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000691","Nodes","","21.000000","70.030829","Default Known Flow Node","Known Flow","334266.111113","711967.467942","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000014","Nodes","","21.000000","70.442791","DDS demands","Known Flow","334306.095168","711977.270356","","0.000000","","","","-21.790000","","","","-19.485008","-21.790000","","","","","","D1 PROFILE","","",""
"60208400000692","Nodes","","21.000000","69.936727","Default Known Flow Node","Known Flow","334313.978126","711972.115944","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000010","Nodes","","21.000000","66.506707","DDS demands","Known Flow","334145.075080","711923.802930","","0.000000","","0.000000","0.000000","-12.390000","","","","-11.079359","-12.390000","","","","C2 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"60208400000012","Nodes","","21.000000","65.158427","DDS demands","Known Flow","334236.941878","711805.464273","","0.000000","","","","-10.529999","","","","-9.416113","-10.529999","","","","","","D1 PROFILE","","",""
"60208400000011","Nodes","","21.000000","64.350299","DDS demands","Known Flow","333988.606037","711813.236900","","0.000000","","","","-15.699999","","","","-14.039220","-15.699999","","","","","","D1 PROFILE","","",""
"60208400000016","Nodes","","21.000000","61.917102","DDS demands","Known Flow","334409.043151","711881.237919","","0.000000","","","0.000000","-33.150001","","","","-29.643324","-33.150001","","","","","C4 PROFILE","D1 PROFILE","","",""
"60208400000022","Nodes","","21.000000","61.375823","DDS demands","Known Flow","334205.152096","711897.908923","","0.000000","","","","-0.799999","","-5.940000","","-6.027028","-6.740000","","","","","","D1 PROFILE","","I2 PROFILE",""
"60208400000680","Nodes","","21.000000","61.736666","Default Known Flow Node","Known Flow","334416.901154","711879.203918","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000015","Nodes","","21.000000","64.864554","DDS demands","Known Flow","334418.075154","711962.013941","","0.000000","","","","-26.139998","","","","-23.374854","-26.139998","","","","","","D1 PROFILE","","",""
"60208400000693","Nodes","","21.000000","64.419854","Default Known Flow Node","Known Flow","334417.139154","711949.235937","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000013","Nodes","","21.000000","69.314789","DDS demands","Known Flow","334170.059086","711978.977945","","0.000000","","","","-12.930000","","","","-11.562238","-12.930000","","","","","","D1 PROFILE","","",""
"60208400000017","Nodes","","21.000000","60.810585","DDS demands","Known Flow","334494.834175","711863.038914","","0.000000","","","","-15.050000","","","","-13.457979","-15.050000","","","","","","D1 PROFILE","","",""
"60208400000696","Nodes","","21.000000","59.000868","Default Known Flow Node","Known Flow","334538.425187","711858.154913","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000695","Nodes","","21.000000","64.328153","Default Known Flow Node","Known Flow","334520.781182","711917.917929","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000023","Nodes","Station Road, -27.1","25.000000","55.502640","CSEP DDS Matched","Known Flow","334630.430768","711847.734505","","0.000000","","","","-10.960000","-27.100000","","","-34.033935","-38.060001","","","","","","D1 PROFILE","DC PROFILE","",""
"60208400000018","Nodes","","21.000000","54.810777","DDS demands","Known Flow","334699.548230","711838.728907","","0.000000","","","","-15.390000","","","","-13.762014","-15.390000","","","","","","D1 PROFILE","","",""
"60208400000024","Nodes","","21.000000","55.021156","DDS demands","Known Flow","334629.156048","711742.449655","","0.000000","","","","-6.340000","","","","-5.669341","-6.340000","","","","","","D1 PROFILE","","",""
"60208400000020","Nodes","","21.000000","54.340060","DDS demands","Known Flow","334707.565233","711905.022925","","0.000000","","","","-13.729999","","","","-12.277611","-13.729999","","","","","","D1 PROFILE","","",""
"60208400000021","Nodes","","21.000000","64.305994","DDS demands","Known Flow","334508.246178","711946.988937","","0.000000","","","","-7.860000","","","","-7.028552","-7.860000","","","","","","D1 PROFILE","","",""
"60208400000694","Nodes","","21.000000","54.373072","Default Known Flow Node","Known Flow","334799.412788","711841.221971","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000697","Nodes","","21.000000","59.083516","Default Known Flow Node","Known Flow","334540.101187","711880.922919","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60208400000678","Nodes","","21.000000","53.371207","Default Known Flow Node","Known Flow","335104.808341","711981.046946","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
