"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60604500000048","Nodes","48","21.000000","51.069032","DDS demands","Known Flow","413125.223571","842365.994425","","0.000000","","","","-1.599999","","","","-1.430748","-1.599999","","","","","","D1 PROFILE","","",""
"60604500000054","Nodes","54","21.000000","49.299481","DDS demands","Known Flow","413040.340635","842489.750664","","0.000000","","","","-4.260000","","","","-3.809368","-4.260000","","","","","","D1 PROFILE","","",""
"60604500000052","Nodes","52","21.000000","49.098135","Default Known Flow Node","Known Flow","413166.070582","842332.948416","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000208","Nodes","-1462485","21.000000","49.140024","Default Known Flow Node","Known Flow","413137.612574","842314.912411","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000021","Nodes","21","21.000000","45.768138","DDS demands","Known Flow","413317.216623","842213.558383","","0.000000","","","","-1.960000","","","","-1.752667","-1.960000","","","","","","D1 PROFILE","","",""
"60604500000216","Nodes","-22","21.000000","45.875062","Default Known Flow Node","Known Flow","413333.543628","842353.215421","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000210","Nodes","-1462490","21.000000","45.812222","DDS demands","Known Flow","413341.632630","842322.920413","","0.000000","","","","-3.110000","","","","-2.781017","-3.110000","","","","","","D1 PROFILE","","",""
"60604500000055","Nodes","55","21.000000","46.027815","DDS demands","Known Flow","412967.945049","842588.548893","","0.000000","","","","-12.570000","","","","-11.240319","-12.570000","","","","","","D1 PROFILE","","",""
"60604500000057","Nodes","57","21.000000","45.530871","DDS demands","Known Flow","412890.811474","842573.556436","","0.000000","","","","-11.180000","","","","-9.997356","-11.180000","","","","","","D1 PROFILE","","",""
"60604500000056","Nodes","56","21.000000","46.021811","Default Known Flow Node","Known Flow","412931.816224","842606.151893","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000225","Nodes","-53","21.000000","46.293756","Default Known Flow Node","Known Flow","412977.918263","842596.318104","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000033","Nodes","33","21.000000","46.111281","DDS demands","Known Flow","413388.268643","842615.299493","","0.000000","","","","-16.479999","","","","-14.736710","-16.479999","","","","","","D1 PROFILE","","",""
"60604500000219","Nodes","-45","21.000000","45.611254","DDS demands","Known Flow","413348.738284","842502.885006","","0.000000","","","","-1.469999","","","","-1.314500","-1.469999","","","","","","D1 PROFILE","","",""
"60604500000220","Nodes","-46","21.000000","47.135832","DDS demands","Known Flow","413266.922991","842506.056492","","0.000000","","","","-5.010000","","","","-4.480031","-5.010000","","","","","","D1 PROFILE","","",""
"60604500000214","Nodes","-1462500","21.000000","46.195351","Default Known Flow Node","Known Flow","413347.648453","842605.758510","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000032","Nodes","32","21.000000","46.267154","Default Known Flow Node","Known Flow","413374.478639","842659.510505","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000009","Nodes","9","21.000000","46.152102","Default Known Flow Node","Known Flow","413353.021839","842677.529502","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60604500000008","Nodes","8","21.000000","47.092468","DDS demands","Known Flow","413293.113077","842638.464905","","0.000000","","","","-9.649999","","","","-8.629202","-9.649999","","","","","","D1 PROFILE","","",""
"60604500000231","Nodes","-61","21.000000","47.056098","DDS demands","Known Flow","413276.647899","842660.250232","","0.000000","","","","-1.139999","","","","-1.019408","-1.139999","","","","","","D1 PROFILE","","",""
