"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"60207100001330","Nodes","-151","21.000000","35.399357","Default Known Flow Node","Known Flow","304524.881020","686569.891031","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001332","Nodes","-154","21.000000","35.356313","Default Known Flow Node","Known Flow","304521.683818","686578.796414","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001334","Nodes","-1586527","21.000000","40.195305","Default Known Flow Node","Known Flow","304441.464381","686114.279261","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001327","Nodes","-1462554","21.000000","40.195305","Default Known Flow Node","Known Flow","304446.346617","686102.485060","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100000031","Nodes","31","21.000000","38.784028","DDS demands","Known Flow","304423.270635","686349.107753","","0.000000","","","","-20.989999","","","-18.769632","-20.989999","","","","","","D1 PROFILE","",""
"60207100001002","Nodes","1002","21.000000","38.733805","Default Known Flow Node","Known Flow","304466.524758","686364.336930","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100000032","Nodes","32","21.000000","38.846264","DDS demands","Known Flow","304516.599017","686383.317981","","0.000000","","","","-9.430000","","","-8.432475","-9.430000","","","","","","D1 PROFILE","",""
"60207100000022","Nodes","22","21.000000","39.890525","DDS demands","Known Flow","304303.323959","686265.974949","","0.000000","","","","-12.830000","","","-11.472815","-12.830000","","","","","","D1 PROFILE","",""
"60207100001001","Nodes","1001, Logger ID 9557, Opp 112B Main Street","21.000000","39.872196","Val Log Post","Known Flow","304244.537634","686265.698410","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100000025","Nodes","25","21.000000","25.627290","DDS demands","Known Flow","305018.944065","686365.269318","","0.000000","-3.410000","","","-19.219999","","","-20.236149","-22.629999","","","C1 PROFILE","","","D1 PROFILE","",""
"60207100001296","Nodes","-142","21.000000","36.701873","Default Known Flow Node","Known Flow","304164.056921","686513.218016","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001000","Nodes","1000, Logger ID 9018, 27 Glen Moriston Drive","21.000000","36.662400","Val Log Post","Known Flow","304130.803586","686499.782286","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100000135","Nodes","135","21.000000","36.635996","DDS demands","Known Flow","304114.093908","686425.630992","","0.000000","","","","-19.420000","","","-17.365711","-19.420000","","","","","","D1 PROFILE","",""
"60207100000130","Nodes","130","21.000000","39.034821","Default Known Flow Node","Known Flow","304452.295000","686310.964961","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100000062","Nodes","62","21.000000","38.787452","DDS demands","Known Flow","304450.670999","686427.818993","","0.000000","","","","-4.900000","","","-4.381668","-4.900000","","","","","","D1 PROFILE","",""
"60207100000061","Nodes","61","21.000000","38.878907","DDS demands","Known Flow","304498.947013","686430.770994","","0.000000","","","","-6.210000","","","-5.553093","-6.210000","","","","","","D1 PROFILE","",""
"60207100001320","Nodes","-1462528","21.000000","36.581035","Default Known Flow Node","Known Flow","304252.474946","686482.309008","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001290","Nodes","-126","21.000000","36.581035","Default Known Flow Node","Known Flow","304258.849947","686467.469004","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001299","Nodes","-1462468","21.000000","36.309834","Default Known Flow Node","Known Flow","304298.428958","686396.300984","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001282","Nodes","-108","21.000000","36.309834","Default Known Flow Node","Known Flow","304316.076963","686402.778986","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001310","Nodes","-1462498","21.000000","36.416186","Default Known Flow Node","Known Flow","304307.628961","686347.682971","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001363","Nodes","-94","21.000000","36.416186","Default Known Flow Node","Known Flow","304309.627706","686342.329035","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001362","Nodes","-93","21.000000","36.416186","Default Known Flow Node","Known Flow","304300.811959","686339.407969","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60207100001285","Nodes","-114","21.000000","38.051633","Default Known Flow Node","Known Flow","304407.224988","686428.366993","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
