"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"60600300012016","Nodes","12016,","21.000000","72.514619","Default Known Flow Node","Known Flow","395344.750000","802090.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012017","Nodes","12017,","21.000000","74.172759","Default Known Flow Node","Known Flow","395157.421750","802490.197717","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012018","Nodes","12018,","21.000000","74.172759","Default Known Flow Node","Known Flow","395160.250000","802489.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012019","Nodes","12019,","21.000000","74.172759","Default Known Flow Node","Known Flow","395140.351192","802439.753956","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012020","Nodes","12020,","21.000000","74.179129","Default Known Flow Node","Known Flow","395351.500000","802418.250000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012021","Nodes","12021,","21.000000","74.172940","DDS demands","Known Flow","395348.250000","802419.250000","","0.000000","-244.049995","","","","","","-9.270000","","","","-67.129999","","","","","","-286.552121","-320.449995","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","I2 PROFILE","","","","","",""
"60600300012023","Nodes","12023,","21.000000","74.172742","Default Known Flow Node","Known Flow","395143.875000","802494.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012024","Nodes","12024,","21.000000","73.862156","Default Known Flow Node","Known Flow","395501.125000","802459.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012025","Nodes","12025,","21.000000","73.862156","Default Known Flow Node","Known Flow","395505.876521","802457.993858","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012026","Nodes","12026,","21.000000","73.758068","DDS demands","Known Flow","395547.875000","802386.375000","","0.000000","","","","","","","","","","","-23.229999","","","","","","-20.772680","-23.229999","","","","","","","","","","","","","","I2 PROFILE","","","","","",""
"60600300012027","Nodes","12027,","21.000000","73.691985","Default Known Flow Node","Known Flow","395531.750000","802343.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012028","Nodes","12028,","21.000000","73.636605","Default Known Flow Node","Known Flow","395576.375000","802375.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012029","Nodes","12029,","21.000000","73.766599","Default Known Flow Node","Known Flow","395549.000000","802389.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012031","Nodes","12031,","21.000000","73.793747","Default Known Flow Node","Known Flow","395552.750000","802399.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012033","Nodes","12033,","21.000000","73.821676","Default Known Flow Node","Known Flow","395567.750000","802439.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012034","Nodes","12034,","21.000000","73.677084","Default Known Flow Node","Known Flow","395587.500000","802371.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012036","Nodes","12036,","21.000000","73.677084","Default Known Flow Node","Known Flow","395598.375000","802367.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012039","Nodes","12039,","21.000000","73.677084","Default Known Flow Node","Known Flow","395609.875000","802363.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012040","Nodes","12040,","21.000000","73.677084","Default Known Flow Node","Known Flow","395621.875000","802359.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012042","Nodes","12042,","21.000000","73.515199","Default Known Flow Node","Known Flow","395633.000000","802354.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012044","Nodes","12044,","21.000000","73.515199","Default Known Flow Node","Known Flow","395636.875000","802353.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012047","Nodes","12047,","21.000000","74.091529","Default Known Flow Node","Known Flow","395195.875000","802738.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012048","Nodes","12048,","21.000000","74.689393","DDS demands","Known Flow","395495.875000","802693.375000","","0.000000","-25.709999","-176.960000","","","","","-16.489999","","","","-107.230001","","","","","","-291.863784","-326.389987","","","","C1 PROFILE","C2 PROFILE","","","","","D1 PROFILE","","","","I2 PROFILE","","","","","",""
"60600300012049","Nodes","12049,","21.000000","74.474165","Default Known Flow Node","Known Flow","395459.875000","802580.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012050","Nodes","12050,","21.000000","74.172726","Default Known Flow Node","Known Flow","395128.250000","802503.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012051","Nodes","12051,","21.000000","74.172726","Default Known Flow Node","Known Flow","395130.250000","802500.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012052","Nodes","12052,","21.000000","74.132066","Default Known Flow Node","Known Flow","395180.750000","802692.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012053","Nodes","12053,","21.000000","74.213156","Default Known Flow Node","Known Flow","395151.625000","802603.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012054","Nodes","12054,","21.000000","74.132066","Default Known Flow Node","Known Flow","395206.375000","802684.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012055","Nodes","12055,","21.000000","74.091529","Default Known Flow Node","Known Flow","395213.625000","802732.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012058","Nodes","12058,","21.000000","74.091529","Default Known Flow Node","Known Flow","395229.375000","802727.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012060","Nodes","12060,","21.000000","74.132066","Default Known Flow Node","Known Flow","395261.750000","802715.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012066","Nodes","12066,","21.000000","74.132066","Default Known Flow Node","Known Flow","395276.750000","802710.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012068","Nodes","12068,","21.000000","74.210945","DDS demands","Known Flow","395278.780175","802562.981962","","0.000000","","","","","","","","","","","-2.309999","","","","","","-2.065643","-2.309999","","","","","","","","","","","","","","I2 PROFILE","","","","","",""
"60600300012069","Nodes","12069,","21.000000","74.210945","Default Known Flow Node","Known Flow","395286.168155","802560.314080","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012070","Nodes","12070,","21.000000","74.210945","Default Known Flow Node","Known Flow","395288.938647","802559.185361","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012071","Nodes","12071,","21.000000","74.503203","Default Known Flow Node","Known Flow","395342.000000","802550.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012072","Nodes","12072,","21.000000","74.503203","Default Known Flow Node","Known Flow","395345.125000","802560.250000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012074","Nodes","12074,","21.000000","74.503203","Default Known Flow Node","Known Flow","395349.875000","802574.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012076","Nodes","12076,","21.000000","74.503203","Default Known Flow Node","Known Flow","395354.500000","802588.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012078","Nodes","12078,","21.000000","74.503203","Default Known Flow Node","Known Flow","395359.250000","802603.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012080","Nodes","12080,","21.000000","74.503203","Default Known Flow Node","Known Flow","395363.500000","802616.250000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012082","Nodes","12082,","21.000000","74.503203","Default Known Flow Node","Known Flow","395364.000000","802617.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012084","Nodes","12084,","21.000000","74.462674","Default Known Flow Node","Known Flow","395421.250000","802516.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012090","Nodes","12090,","21.000000","74.462674","Default Known Flow Node","Known Flow","395437.500000","802511.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012091","Nodes","12091,","21.000000","74.445488","Default Known Flow Node","Known Flow","395434.625000","802502.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012096","Nodes","12096,","21.000000","74.563417","Default Known Flow Node","Known Flow","395501.375000","802691.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012097","Nodes","12097,","21.000000","74.476113","Default Known Flow Node","Known Flow","395589.250000","802663.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012098","Nodes","12098,","21.000000","74.203942","Default Known Flow Node","Known Flow","395634.125000","802634.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012099","Nodes","12099,","21.000000","74.039624","Default Known Flow Node","Known Flow","395607.875000","802546.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012100","Nodes","12100,","21.000000","73.915219","Default Known Flow Node","Known Flow","395591.375000","802501.750000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012101","Nodes","12101,","21.000000","73.918326","Default Known Flow Node","Known Flow","395648.125000","802531.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012103","Nodes","Hareness Road","21.000000","74.999996","Default Known Pressure Node","Known Pressure","395545.365943","802697.862976","","1999.999979","","","","","","","","","","","","","","","","","939.751464","1050.919964","","","","","","","","","","","","","","","","","","","",""
"60600300012105","Nodes","12105,","21.000000","74.322200","Default Known Flow Node","Known Flow","395413.875000","802437.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012108","Nodes","12108,","21.000000","73.677084","Default Known Flow Node","Known Flow","395598.875000","802367.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012109","Nodes","12109,","21.000000","73.677084","Default Known Flow Node","Known Flow","395600.750000","802366.875000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012111","Nodes","12111,","21.000000","73.668224","Default Known Flow Node","Known Flow","395528.125000","802333.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012112","Nodes","12112,","21.000000","72.908138","DDS demands","Known Flow","395599.686564","802158.194554","","0.000000","","-109.610000","","","","","","","","","","","","","","","-98.015227","-109.610000","","","","","C2 PROFILE","","","","","","","","","","","","","","",""
"60600300012113","Nodes","12113,","21.000000","73.666120","Default Known Flow Node","Known Flow","395527.875000","802332.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012114","Nodes","12114,","21.000000","73.663005","Default Known Flow Node","Known Flow","395527.375000","802331.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012115","Nodes","12115,","21.000000","73.625616","Default Known Flow Node","Known Flow","395539.875000","802324.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012116","Nodes","12116,","21.000000","73.625616","Default Known Flow Node","Known Flow","395549.125000","802319.625000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012117","Nodes","12117,","21.000000","72.908138","Default Known Flow Node","Known Flow","395602.250000","802149.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012119","Nodes","12119,","21.000000","74.720404","Default Known Flow Node","Known Flow","395539.822322","802679.682592","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012120","Nodes","12120,","21.000000","69.089962","DDS demands","Known Flow","395293.625000","802048.000000","","0.000000","-5.800000","","","","","","-5.099999","","","","-11.340000","","","","","","-19.887407","-22.240001","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","I2 PROFILE","","","","","",""
"60600300012121","Nodes","12121,","21.000000","69.097112","Default Known Flow Node","Known Flow","395288.467138","802033.694622","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012122","Nodes","Aberdeen Altens Thistle Hotel,","21.000000","69.112318","Daily Metered Site","Known Flow","395279.109296","802002.741762","","0.000000","-62.589998","","-73.650000","","","","","","","","-5.110000","","","","","","-126.397700","-141.349999","","","","C1 PROFILE","","C3 PROFILE","","","","","","","","I2 PROFILE","","","","","",""
"60600300012123","Nodes","12123,","21.000000","69.292392","Default Known Flow Node","Known Flow","395274.070459","801983.306245","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012124","Nodes","12124,","21.000000","69.942349","Default Known Flow Node","Known Flow","395278.187500","801946.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012125","Nodes","12125,","21.000000","69.814467","Default Known Flow Node","Known Flow","395264.712617","801949.953938","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012126","Nodes","12126,","21.000000","72.539178","Default Known Flow Node","Known Flow","395350.500000","802052.125000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012127","Nodes","12127,","21.000000","72.636387","Default Known Flow Node","Known Flow","395371.500000","802045.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012128","Nodes","12128,","21.000000","72.863088","Default Known Flow Node","Known Flow","395428.500000","802028.000000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012129","Nodes","12129,","21.000000","73.103738","DDS demands","Known Flow","395554.781250","802182.312500","","0.000000","-41.970001","","","","","","","","","","","","","","","","-37.530325","-41.970001","","","","C1 PROFILE","","","","","","","","","","","","","","","",""
"60600300012130","Nodes","12130,","21.000000","73.529993","Default Known Flow Node","Known Flow","395555.428055","802333.988129","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012131","Nodes","12131,","21.000000","73.529993","Default Known Flow Node","Known Flow","395600.065126","802316.338119","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012132","Nodes","12132,","21.000000","74.053926","Default Known Flow Node","Known Flow","395626.187500","802594.375000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012133","Nodes","12133,","21.000000","74.172825","Default Known Flow Node","Known Flow","395218.809104","802470.596321","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012134","Nodes","12134,","21.000000","74.172882","DDS demands","Known Flow","395267.650590","802451.897930","","0.000000","","","-1.900000","","","","","","","","","","","","","","-1.699013","-1.900000","","","","","","C3 PROFILE","","","","","","","","","","","","","",""
"60600300012135","Nodes","12135,","21.000000","74.172759","Default Known Flow Node","Known Flow","395147.470222","802459.202853","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012136","Nodes","12136,","21.000000","74.172759","Default Known Flow Node","Known Flow","395137.415032","802431.732489","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012137","Nodes","12137,","21.000000","74.213230","Default Known Flow Node","Known Flow","395129.500000","802538.562500","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012138","Nodes","12138,","21.000000","74.172710","Default Known Flow Node","Known Flow","395124.156250","802511.187500","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012139","Nodes","12139,","21.000000","74.212573","Default Known Flow Node","Known Flow","395235.250000","802579.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012140","Nodes","12140,","21.000000","74.211899","Default Known Flow Node","Known Flow","395253.127467","802572.524769","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012141","Nodes","12141,","21.000000","74.480625","Default Known Flow Node","Known Flow","395587.625789","802663.552231","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012142","Nodes","12142,","21.000000","73.802295","Default Known Flow Node","Known Flow","395557.343890","802411.510527","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012147","Nodes","12147,","21.000000","71.039003","Default Known Flow Node","Known Flow","395322.498020","801971.147055","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012148","Nodes","12148,","21.000000","74.519247","Default Known Flow Node","Known Flow","395467.425327","802604.236448","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300012149","Nodes","Maximo 336445 -  Unit B1, Blackness Industrial Centre","21.000000","73.862443","Point Loads","Known Flow","395578.305409","802466.994781","","0.000000","","","","","","","","","","","","","-5.079999","","","","-4.542626","-5.079999","","","","","","","","","","","","","","","","PL-AF PROFILE","","","",""
"60600300012150","Nodes","12150,","21.000000","73.862443","Default Known Flow Node","Known Flow","395510.491324","802488.968030","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300011751","Nodes","11751,","21.000000","70.107695","Default Known Flow Node","Known Flow","395288.750000","801943.500000","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300000176","Nodes","176,","21.000000","32.625921","DDS demands","Known Flow","388493.187967","809059.402764","","0.000000","","","","","","","-9.270000","","","","","","","","","","-8.289400","-9.270000","","","","","","","","","","D1 PROFILE","","","","","","","","","",""
"60600300114063","Nodes","114063,","21.000000","31.707788","Default Known Flow Node","Known Flow","388788.455492","809045.569914","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300000186","Nodes","186,","21.000000","31.699028","DDS demands","Known Flow","388793.648950","809041.681357","","0.000000","","","","","","","-7.349999","","","","","","","","","","-6.572501","-7.349999","","","","","","","","","","D1 PROFILE","","","","","","","","","",""
"60600300114097","Nodes","114097,","21.000000","31.725097","Default Known Flow Node","Known Flow","388778.393173","809053.524213","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300114093","Nodes","114093,","21.000000","31.721487","Default Known Flow Node","Known Flow","388780.491504","809051.865475","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300114088","Nodes","114088,","21.000000","31.658464","Default Known Flow Node","Known Flow","388696.221087","809051.670598","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300114085","Nodes","114085,","21.000000","31.646384","Default Known Flow Node","Known Flow","388697.872924","809048.779359","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
"60600300114058","Nodes","114058,","21.000000","31.632235","Default Known Flow Node","Known Flow","388705.019742","809037.367241","","0.000000","","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","","",""
