"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60211700000044","Nodes","","21.000000","64.614308","Default Known Flow Node","Known Flow","340268.974611","711404.273174","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211700002013","Nodes","-69030","21.000000","65.387985","Default Known Flow Node","Known Flow","339983.437045","711490.931913","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60211700000024","Nodes","24","21.000000","64.914547","DDS demands","Known Flow","339944.542983","711468.473577","","0.000000","","","","-2.170000","","-1.940452","-2.170000","","","","","","D1 PROFILE",""
"60211700000026","Nodes","26","21.000000","64.749127","DDS demands","Known Flow","339912.350527","711453.578838","","0.000000","","","","-0.280000","","-0.250381","-0.280000","","","","","","D1 PROFILE",""
"60211700000027","Nodes","27","21.000000","63.932222","DDS demands","Known Flow","339783.408614","711412.953791","","0.000000","","","","-11.660000","","-10.426580","-11.660000","","","","","","D1 PROFILE",""
"60211700000039","Nodes","39","21.000000","62.011113","DDS demands","Known Flow","339939.503575","711369.244215","","0.000000","","","","-3.670000","","-3.281779","-3.670000","","","","","","D1 PROFILE",""
"60211700000038","Nodes","38","21.000000","61.122763","DDS demands","Known Flow","339972.305217","711385.392555","","0.000000","","","","-13.499999","","-12.071941","-13.499999","","","","","","D1 PROFILE",""
"60211700000040","Nodes","40","21.000000","59.369059","DDS demands","Known Flow","339911.261649","711113.081710","","0.000000","","","","-9.790000","","-8.754393","-9.790000","","","","","","D1 PROFILE",""
"60211700000047","Nodes","47","21.000000","59.277941","DDS demands","Known Flow","339896.993408","711008.082107","","0.000000","","","","-0.999999","","-0.894217","-0.999999","","","","","","D1 PROFILE",""
"60211700000025","Nodes","25","21.000000","64.578111","DDS demands","Known Flow","339850.400469","711491.757172","","0.000000","","","","-6.329999","","-5.660399","-6.329999","","","","","","D1 PROFILE",""
"60211700000045","Nodes","45","21.000000","65.585060","DDS demands","Known Flow","339997.101287","711506.377025","","0.000000","","","","-1.139999","","-1.019408","-1.139999","","","","","","D1 PROFILE",""
