"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60206200000121","Nodes","121","21.000000","16.913665","DDS demands","Known Flow","322082.567797","740310.255655","","0.000000","","","","","","-2.160000","","","","","","","-1.931510","-2.160000","","","","","","","","D1 PROFILE","","","","","",""
"60206200000104","Nodes","104","21.000000","21.095441","DDS demands","Known Flow","322040.290786","740053.377585","","0.000000","","","","","","-23.540001","","","","","","","-21.049891","-23.540001","","","","","","","","D1 PROFILE","","","","","",""
"60206200002307","Nodes","-1609793","21.000000","22.718610","Default Known Flow Node","Known Flow","322014.145265","739975.615278","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60206200000106","Nodes","106","21.000000","27.859762","DDS demands","Known Flow","321673.020417","740092.481003","","0.000000","","","","","","-7.320000","","","","","","","-6.545675","-7.320000","","","","","","","","D1 PROFILE","","","","","",""
"60206200000145","Nodes","145","21.000000","32.261326","DDS demands","Known Flow","322330.467865","739642.389473","","0.000000","","","","","","-2.669999","","","","","","","-2.387561","-2.669999","","","","","","","","D1 PROFILE","","","","","",""
"60206200000147","Nodes","147","21.000000","32.213104","DDS demands","Known Flow","322343.550868","739593.773460","","0.000000","","","","","","-1.290000","","","","","","","-1.153541","-1.290000","","","","","","","","D1 PROFILE","","","","","",""
"60206200002359","Nodes","-3369251","21.000000","23.469290","Default Known Flow Node","Known Flow","322036.966866","739945.411787","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60206200002358","Nodes","-3369250","21.000000","23.469290","Default Known Flow Node","Known Flow","322026.326782","739934.997553","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60206200000025","Nodes","25","21.000000","16.811839","DDS demands","Known Flow","322072.796795","740309.605654","","0.000000","","","","","","-3.869999","","","","","","","-3.460623","-3.869999","","","","","","","","D1 PROFILE","","","","","",""
"60206200000126","Nodes","126","21.000000","26.419164","Default Known Flow Node","Known Flow","321863.240566","739881.565219","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60206200002319","Nodes","-309234","21.000000","26.434231","Default Known Flow Node","Known Flow","321861.729737","739882.910538","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60206200000131","Nodes","131","21.000000","26.303425","DDS demands","Known Flow","321867.744739","739882.643538","","0.000000","","","","","","-9.880000","","","","","","","-8.834873","-9.880000","","","","","","","","D1 PROFILE","","","","","",""
