"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"60206300002332","Nodes","-139","21.000000","35.718155","Default Known Flow Node","Known Flow","313221.100386","718363.929683","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000124","Nodes","124","21.000000","35.718155","DDS demands","Known Flow","313218.309385","718362.448682","","0.000000","","","","","","","-12.709999","","","-11.365509","-12.709999","","","","","","","","","D1 PROFILE","",""
"60206300002327","Nodes","-131","21.000000","30.363142","Default Known Flow Node","Known Flow","313359.481424","718316.825670","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002326","Nodes","-128","21.000000","30.578588","Default Known Flow Node","Known Flow","313277.340401","718267.790657","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000140","Nodes","140","21.000000","23.986764","Default Known Flow Node","Known Flow","313098.441353","718090.055608","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000136","Nodes","Bridge of Earn DG, Clocked, Site ID 1525","21.000000","40.000000","Default Known Pressure Node","Known Pressure","313226.748743","718103.257497","","999998.967025","","","","","","","","","","1233.779292","1379.730034","","","","","","","","","","",""
"60206300002318","Nodes","-105","21.000000","39.535867","Default Known Flow Node","Known Flow","313227.646388","718100.546611","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000127","Nodes","127","21.000000","37.489169","DDS demands","Known Flow","313175.199387","718230.853844","","0.000000","","-6.000000","","","","","-4.510000","","","-9.398230","-10.509999","","","","C2 PROFILE","","","","","D1 PROFILE","",""
"60206300002328","Nodes","-132","21.000000","33.236181","Default Known Flow Node","Known Flow","313240.261385","718316.980406","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000122","Nodes","122","21.000000","35.931143","DDS demands","Known Flow","313140.169685","718415.340567","","0.000000","","","","-6.000000","","","-7.329999","","","-11.919924","-13.330000","","","","","","C4 PROFILE","","","D1 PROFILE","",""
"60206300002335","Nodes","-141","21.000000","35.480238","Default Known Flow Node","Known Flow","313133.166532","718413.611350","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000125","Nodes","125","21.000000","31.203701","DDS demands","Known Flow","313265.000398","718282.177661","","0.000000","","","","","","","-18.549999","","","-16.587741","-18.549999","","","","","","","","","D1 PROFILE","",""
"60206300000064","Nodes","64","21.000000","28.138209","DDS demands","Known Flow","313345.542170","718192.441190","","0.000000","","","","","","","-2.069999","","","-1.851031","-2.069999","","","","","","","","","D1 PROFILE","",""
"60206300002322","Nodes","-115","21.000000","27.553638","Default Known Flow Node","Known Flow","313385.167431","718176.310632","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000026","Nodes","26","21.000000","28.045513","DDS demands","Known Flow","313003.863023","718441.601159","","0.000000","","","","","","","-8.590000","","","-7.681332","-8.590000","","","","","","","","","D1 PROFILE","",""
"60206300000135","Nodes","135","21.000000","37.364426","DDS demands","Known Flow","313189.359377","718159.470627","","0.000000","","","","","","","-5.480000","","","-4.900314","-5.480000","","","","","","","","","D1 PROFILE","",""
"60206300002368","Nodes","-1462561","21.000000","37.407084","Default Known Flow Node","Known Flow","313114.591357","718153.950626","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002369","Nodes","-1462562","21.000000","35.675391","Default Known Flow Node","Known Flow","313220.444386","718415.139697","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002320","Nodes","-109","21.000000","39.212318","Default Known Flow Node","Known Flow","313223.861462","718117.921770","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002362","Nodes","-1462545","21.000000","33.164189","Default Known Flow Node","Known Flow","313226.032522","718309.084227","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002324","Nodes","-120","21.000000","28.768432","DDS demands","Known Flow","313324.205622","718212.706755","","0.000000","-1.389999","","","","","","-11.530000","","","-11.553295","-12.919999","","","C1 PROFILE","","","","","","D1 PROFILE","",""
"60206300002354","Nodes","-1462527","21.000000","28.647686","Default Known Flow Node","Known Flow","313275.286401","718173.311631","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300001035","Nodes","1035","21.000000","27.521793","Default Known Flow Node","Known Flow","313389.115432","718177.128632","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002336","Nodes","-1462468","21.000000","23.986764","Default Known Flow Node","Known Flow","313174.363642","718014.942168","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002319","Nodes","-108","21.000000","39.265287","Default Known Flow Node","Known Flow","313220.220283","718117.084983","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000027","Nodes","27","21.000000","24.966806","Default Known Flow Node","Known Flow","312992.566813","718574.178034","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002345","Nodes","-1462492","21.000000","28.786665","Default Known Flow Node","Known Flow","313040.849337","718534.804729","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000024","Nodes","24","21.000000","34.379793","DDS demands","Known Flow","313128.517361","718541.497731","","0.000000","","","-2.509999","","","","-1.559999","","","-3.639466","-4.069999","","","","","C3 PROFILE","","","","D1 PROFILE","",""
"60206300002363","Nodes","-1462547","21.000000","50.254789","Default Known Flow Node","Known Flow","313446.940050","719038.108317","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000134","Nodes","134","21.000000","50.257596","DDS demands","Known Flow","313444.071478","719042.412480","","0.000000","","","","","","","-1.290000","","","-1.153541","-1.290000","","","","","","","","","D1 PROFILE","",""
"60206300000131","Nodes","131","21.000000","49.752942","Default Known Flow Node","Known Flow","313574.518310","719175.786796","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000065","Nodes","65","21.000000","50.020267","Default Known Flow Node","Known Flow","314619.281766","719166.205901","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002396","Nodes","-9","21.000000","22.584979","Default Known Flow Node","Known Flow","313276.615505","717285.426371","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002342","Nodes","-1462486","21.000000","32.228225","Default Known Flow Node","Known Flow","313340.947419","717954.271571","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002381","Nodes","-51","21.000000","26.388648","Default Known Flow Node","Known Flow","313558.532519","717619.737579","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002376","Nodes","-43","21.000000","26.388648","Default Known Flow Node","Known Flow","313523.945315","717598.609306","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000211","Nodes","211","21.000000","26.388648","Default Known Flow Node","Known Flow","313520.522467","717598.947475","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000209","Nodes","P12130722, Muirmont Crescent, -15.88","22.999998","26.393974","CSEP DDS Matched","Known Flow","313558.728648","717623.240512","","0.000000","","","","","","","","-15.880000","","-14.200180","-15.880000","","","","","","","","","","DC PROFILE",""
"60206300000210","Nodes","210","21.000000","26.388648","Default Known Flow Node","Known Flow","313518.066467","717604.374476","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002377","Nodes","-44","21.000000","26.388648","Default Known Flow Node","Known Flow","313538.172856","717601.780667","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002348","Nodes","-1462498","21.000000","26.388648","Default Known Flow Node","Known Flow","313528.363470","717578.433469","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000102","Nodes","102","21.000000","26.381894","DDS demands","Known Flow","313561.228479","717615.978479","","0.000000","","","","","","","-13.300000","","","-11.893098","-13.300000","","","","","","","","","D1 PROFILE","",""
"60206300000187","Nodes","187","21.000000","37.717091","DDS demands","Known Flow","313193.915916","718218.902049","","0.000000","","","","","","","-12.399999","","","-11.088301","-12.399999","","","","","","","","","D1 PROFILE","",""
"60206300000030","Nodes","30","21.000000","36.427825","DDS demands","Known Flow","313160.129369","718350.088679","","0.000000","","","","","","","-1.669999","","","-1.493343","-1.669999","","","","","","","","","D1 PROFILE","",""
"60206300002331","Nodes","-137","21.000000","36.434441","Default Known Flow Node","Known Flow","313158.604785","718350.011130","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002337","Nodes","-1462469","21.000000","37.218186","Default Known Flow Node","Known Flow","313186.177376","718249.991652","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000192","Nodes","192","21.000000","37.218186","DDS demands","Known Flow","313188.558377","718250.718652","","0.000000","","","","","","","-9.710000","","","-8.682855","-9.710000","","","","","","","","","D1 PROFILE","",""
"60206300002325","Nodes","-124","21.000000","37.500762","Default Known Flow Node","Known Flow","313186.379377","718233.563647","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002343","Nodes","-1462487","21.000000","37.531818","Default Known Flow Node","Known Flow","313169.025372","718260.175655","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000199","Nodes","199","21.000000","36.518466","DDS demands","Known Flow","313163.232370","718338.230676","","0.000000","","","","-4.130000","","","-4.139999","","","-7.395182","-8.270000","","","","","","C4 PROFILE","","","D1 PROFILE","",""
"60206300002334","Nodes","-140","21.000000","35.289228","Default Known Flow Node","Known Flow","313130.181601","718413.230811","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002321","Nodes","-110","21.000000","23.986764","Default Known Flow Node","Known Flow","313063.172996","718129.013496","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002365","Nodes","-1462553","21.000000","36.518466","Default Known Flow Node","Known Flow","313160.143369","718336.907676","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002330","Nodes","-134","21.000000","36.526155","Default Known Flow Node","Known Flow","313162.595370","718334.179675","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002329","Nodes","-133","21.000000","36.533556","Default Known Flow Node","Known Flow","313157.810369","718332.320674","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000200","Nodes","P08116747, Station Road, -24.83","22.999998","25.308412","CSEP DDS Matched","Known Flow","312954.366313","718284.048661","","0.000000","","","","","","","","-24.830000","","-22.203430","-24.830000","","","","","","","","","","DC PROFILE",""
"60206300000193","Nodes","193","21.000000","37.304817","DDS demands","Known Flow","313180.887375","718252.075652","","0.000000","-1.139999","","-2.009999","","","","-1.360000","","","-4.032922","-4.509999","","","C1 PROFILE","","C3 PROFILE","","","","D1 PROFILE","",""
"60206300000189","Nodes","189","21.000000","37.137474","DDS demands","Known Flow","313260.220397","718264.545656","","0.000000","","","","","","","-2.630000","","","-2.351793","-2.630000","","","","","","","","","D1 PROFILE","",""
"60206300002359","Nodes","-1462536","21.000000","23.986764","Default Known Flow Node","Known Flow","313060.855342","718130.890619","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002380","Nodes","-4904539","21.000000","49.994944","Default Known Flow Node","Known Flow","313247.837656","718799.867920","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002370","Nodes","-153","21.000000","49.996678","Default Known Flow Node","Known Flow","313244.061392","718792.158799","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000133","Nodes","Moncrieffe House RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","313240.392391","718800.141802","","999998.967025","","","","","","","","","","7.565083","8.460000","","","","","","","","","","",""
"60206300000172","Nodes","172","21.000000","27.582985","DDS demands","Known Flow","313407.093437","718130.340619","","0.000000","","","","","","","-2.470000","","","-2.208718","-2.470000","","","","","","","","","D1 PROFILE","",""
"60206300002373","Nodes","-37","21.000000","25.737472","Default Known Flow Node","Known Flow","313408.709200","717508.982570","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002323","Nodes","-117","21.000000","23.624558","Default Known Flow Node","Known Flow","313440.697446","718190.522636","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000052","Nodes","52","21.000000","49.375525","DDS demands","Known Flow","313672.678509","719342.266949","","0.000000","","","","","","","-7.170000","","","-6.411542","-7.170000","","","","","","","","","D1 PROFILE","",""
"60206300001004","Nodes","P00055580, Wicks of Baiglie Road, -22.62","24.000000","25.681506","CSEP DDS Matched","Known Flow","313406.770913","717511.949873","","0.000000","","","","","","","","-22.620000","","-20.227208","-22.620000","","","","","","","","","","DC PROFILE",""
"60206300000173","Nodes","P10124946, Old Edinburgh Road, -18.46","24.000000","28.450076","CSEP DDS Matched","Known Flow","313409.047988","717977.218829","","0.000000","","","","","-5.539999","","","-12.919999","","-16.507262","-18.459999","","","","","","","CC PROFILE","","","DC PROFILE",""
"60206300000158","Nodes","158","21.000000","23.947221","DDS demands","Known Flow","313256.395396","717702.707503","","0.000000","","","","","","","-5.969999","","","-5.338480","-5.969999","","","","","","","","","D1 PROFILE","",""
"60206300000056","Nodes","56","21.000000","23.393018","DDS demands","Known Flow","313605.347491","718170.807630","","0.000000","","","","","","","-5.460000","","","-4.882429","-5.460000","","","","","","","","","D1 PROFILE","",""
"60206300000035","Nodes","P00044679, Clayton Road, -23.63","22.999998","23.562111","CSEP DDS Matched","Known Flow","313441.050446","718188.935635","","0.000000","","","","","","-16.520000","","-23.630000","","-35.902850","-40.150001","","","","","","","","CT PROFILE","","DC PROFILE",""
"60206300002314","Nodes","176","21.000000","24.025139","Default Known Flow Node","Known Flow","312978.175297","717421.170021","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000087","Nodes","87","21.000000","36.483440","Default Known Flow Node","Known Flow","313175.856374","718289.928663","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000094","Nodes","94","21.000000","23.606947","Default Known Flow Node","Known Flow","313115.604644","717518.525103","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300000092","Nodes","92","21.000000","23.263775","Default Known Flow Node","Known Flow","313063.009706","717514.402931","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002313","Nodes","","21.000000","27.669592","Default Known Flow Node","Known Flow","313293.231406","718118.573616","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300001064","Nodes","1064","21.000000","26.388648","Default Known Flow Node","Known Flow","313540.320645","717615.278863","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002315","Nodes","","21.000000","32.531762","Default Known Flow Node","Known Flow","313227.598388","718055.828599","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002316","Nodes","","21.000000","31.797118","Default Known Flow Node","Known Flow","313352.113422","717888.868554","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002000","Nodes","","21.000000","23.193232","Default Known Flow Node","Known Flow","312653.320231","717507.867450","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002003","Nodes","","21.000000","23.342948","Default Known Flow Node","Known Flow","312406.989164","717470.482440","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002004","Nodes","","21.000000","22.790650","Default Known Flow Node","Known Flow","312175.509101","717208.883369","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002005","Nodes","","21.000000","22.790650","Default Known Flow Node","Known Flow","312243.117120","717143.448351","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002006","Nodes","","21.000000","22.841140","Default Known Flow Node","Known Flow","312139.476092","717319.972399","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002010","Nodes","","21.000000","22.841140","Default Known Flow Node","Known Flow","312146.196858","717323.281772","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002008","Nodes","","21.000000","23.342500","Default Known Flow Node","Known Flow","312391.543160","717461.986437","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002009","Nodes","","21.000000","23.342500","Default Known Flow Node","Known Flow","312373.913155","717468.247439","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002007","Nodes","","21.000000","23.341309","Default Known Flow Node","Known Flow","312376.762156","717436.814431","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002011","Nodes","S13131888","21.000000","23.266736","Point Loads","Known Flow","312579.472211","717477.506442","","0.000000","","","","","","","","","-25.850000","-23.115534","-25.850000","","","","","","","","","","","PL-AF PROFILE"
"60206300002013","Nodes","","21.000000","23.341389","Default Known Flow Node","Known Flow","312379.468141","717436.363333","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002014","Nodes","","21.000000","23.341389","Default Known Flow Node","Known Flow","312380.402157","717446.358433","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002015","Nodes","","21.000000","24.568230","Default Known Flow Node","Known Flow","312022.092060","717974.280577","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002017","Nodes","","21.000000","24.015471","Default Known Flow Node","Known Flow","312945.942311","717424.827427","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002019","Nodes","","21.000000","24.083742","DDS demands","Known Flow","313220.100386","717497.231447","","0.000000","","","","","","","-1.539999","","","-1.377095","-1.539999","","","","","","","","","D1 PROFILE","",""
"60206300002020","Nodes","","21.000000","24.083742","Default Known Flow Node","Known Flow","313202.208381","717495.705447","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002023","Nodes","","21.000000","23.971957","Default Known Flow Node","Known Flow","312946.807311","717382.060416","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002080","Nodes","","21.000000","23.863862","DDS demands","Known Flow","312998.822325","717380.129415","","0.000000","","","","","","","-5.780000","","","-5.168579","-5.780000","","","","","","","","","D1 PROFILE","",""
"60206300002029","Nodes","","21.000000","24.140491","Default Known Flow Node","Known Flow","312916.595303","717580.800470","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002074","Nodes","","21.000000","23.772342","DDS demands","Known Flow","313124.705974","717455.231613","","0.000000","","","","","","","-13.329999","","","-11.919924","-13.329999","","","","","","","","","D1 PROFILE","",""
"60206300002035","Nodes","","21.000000","24.118493","Default Known Flow Node","Known Flow","313128.650361","717420.178426","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002036","Nodes","","21.000000","24.137294","Default Known Flow Node","Known Flow","313128.895361","717417.999425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002038","Nodes","","21.000000","23.980805","Default Known Flow Node","Known Flow","312946.261311","717430.751429","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002040","Nodes","","21.000000","24.257177","Default Known Flow Node","Known Flow","313229.568388","717450.466434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002045","Nodes","","21.000000","23.532503","Default Known Flow Node","Known Flow","313104.197354","717517.584453","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002046","Nodes","","21.000000","23.532503","Default Known Flow Node","Known Flow","313105.796355","717496.562447","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002048","Nodes","","21.000000","24.025139","Default Known Flow Node","Known Flow","312978.294320","717423.244427","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002049","Nodes","","21.000000","23.981493","Default Known Flow Node","Known Flow","312990.993323","717445.171433","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002039","Nodes","","21.000000","24.026006","Default Known Flow Node","Known Flow","313022.836332","717418.266426","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002034","Nodes","","21.000000","23.772342","Default Known Flow Node","Known Flow","313153.791368","717457.411436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002051","Nodes","","21.000000","23.772342","Default Known Flow Node","Known Flow","313175.528374","717459.705437","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002052","Nodes","","21.000000","23.953392","Default Known Flow Node","Known Flow","312969.897318","717318.713398","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002022","Nodes","","21.000000","23.957964","Default Known Flow Node","Known Flow","313214.994384","717559.048464","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002053","Nodes","","21.000000","23.968423","Default Known Flow Node","Known Flow","313217.556385","717526.258455","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002056","Nodes","","21.000000","24.248083","Default Known Flow Node","Known Flow","313229.758388","717453.669435","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002071","Nodes","","21.000000","24.254212","Default Known Flow Node","Known Flow","313229.052017","717451.775652","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002057","Nodes","","21.000000","23.724553","Default Known Flow Node","Known Flow","313126.934368","717519.459358","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002055","Nodes","","21.000000","23.790469","Default Known Flow Node","Known Flow","313137.035363","717520.292453","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002058","Nodes","","21.000000","23.724553","Default Known Flow Node","Known Flow","313125.231360","717498.085447","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002060","Nodes","","21.000000","23.881462","Default Known Flow Node","Known Flow","312997.412325","717573.208468","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002030","Nodes","","21.000000","24.020167","Default Known Flow Node","Known Flow","312947.887312","717460.935437","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002064","Nodes","","21.000000","24.455132","DDS demands","Known Flow","312903.827624","717619.689217","","0.000000","","","","","","","-2.499999","","","-2.235544","-2.499999","","","","","","","","","D1 PROFILE","",""
"60206300002065","Nodes","","21.000000","24.560102","Default Known Flow Node","Known Flow","312891.274296","717656.044490","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002066","Nodes","","21.000000","23.542223","Default Known Flow Node","Known Flow","313231.442389","717399.950421","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002068","Nodes","","21.000000","23.955268","Default Known Flow Node","Known Flow","313212.230384","717605.601477","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002059","Nodes","","21.000000","23.477118","Default Known Flow Node","Known Flow","312948.917312","717151.846353","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002061","Nodes","","21.000000","23.844210","Default Known Flow Node","Known Flow","313095.384352","717590.629472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002075","Nodes","","21.000000","24.135922","Default Known Flow Node","Known Flow","313127.305360","717417.880425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002079","Nodes","","21.000000","23.966360","Default Known Flow Node","Known Flow","313215.028384","717526.071455","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002024","Nodes","","21.000000","23.863862","Default Known Flow Node","Known Flow","313002.559326","717379.690415","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002084","Nodes","","21.000000","23.986764","Default Known Flow Node","Known Flow","313169.275372","718010.271587","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002087","Nodes","","21.000000","37.497647","Default Known Flow Node","Known Flow","313175.509374","718229.381646","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002122","Nodes","","21.000000","37.498083","Default Known Flow Node","Known Flow","313178.347374","718229.918646","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002089","Nodes","","21.000000","29.909083","Default Known Flow Node","Known Flow","313238.790391","717755.674517","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002098","Nodes","","21.000000","23.865190","Default Known Flow Node","Known Flow","313188.876377","717945.996569","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002106","Nodes","","21.000000","23.865190","Default Known Flow Node","Known Flow","313185.316376","717960.992573","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002088","Nodes","","21.000000","37.500762","Default Known Flow Node","Known Flow","313187.638377","718233.852647","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002100","Nodes","","21.000000","36.455889","Default Known Flow Node","Known Flow","313153.661368","718349.759679","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002104","Nodes","","21.000000","24.418300","Default Known Flow Node","Known Flow","312860.714288","717684.600498","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002105","Nodes","","21.000000","24.418300","Default Known Flow Node","Known Flow","312858.169287","717687.600499","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002114","Nodes","","21.000000","24.418181","Default Known Flow Node","Known Flow","312857.351287","717681.914497","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002117","Nodes","","21.000000","40.000000","Default Known Flow Node","Known Flow","313226.596387","718103.717612","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002115","Nodes","","21.000000","24.541411","Default Known Flow Node","Known Flow","312887.101295","717654.967490","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002128","Nodes","","21.000000","28.916450","Default Known Flow Node","Known Flow","313030.442334","718433.161702","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60206300002126","Nodes","","21.000000","28.126857","Default Known Flow Node","Known Flow","313005.156327","718445.003705","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
