"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"60211300000022","Nodes","22","21.000000","25.146442","DDS demands","Known Flow","328995.250678","744179.026707","","0.000000","-5.189999","","","","-10.529999","","-14.057104","-15.719999","","","C1 PROFILE","","","","D1 PROFILE",""
"60211300000021","Nodes","21","21.000000","25.304093","DDS demands","Known Flow","328774.351618","744460.334784","","0.000000","","-18.839999","","","-10.589999","","-26.316832","-29.429999","","","","C2 PROFILE","","","D1 PROFILE",""
"60211300000002","Nodes","2","21.000000","29.798554","Default Known Flow Node","Known Flow","328616.254575","744375.591761","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000001","Nodes","1, MEIGLE VILLAGE DG; ID 1647","21.000000","30.000000","Default Known Pressure Node","Known Pressure","328617.221575","744371.043760","","999998.967025","","","","","","","125.110023","139.910000","","","","","","","",""
"60211300000019","Nodes","19","21.000000","25.392186","DDS demands","Known Flow","328730.201606","744517.597800","","0.000000","","","","","-1.350000","","-1.207194","-1.350000","","","","","","","D1 PROFILE",""
"60211300000007","Nodes","7","21.000000","24.223731","DDS demands","Known Flow","328656.370586","744799.637876","","0.000000","-1.999999","","","","-10.280000","","-10.980995","-12.279999","","","C1 PROFILE","","","","D1 PROFILE",""
"60211300000009","Nodes","9","21.000000","24.223731","Default Known Flow Node","Known Flow","328693.407596","744854.356891","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000008","Nodes","8","21.000000","24.170732","DDS demands","Known Flow","328547.257556","744850.602890","","0.000000","","","","","-1.059999","","-0.947870","-1.059999","","","","","","","D1 PROFILE",""
"60211300000006","Nodes","6","21.000000","25.071746","DDS demands","Known Flow","328673.484591","744769.413868","","0.000000","","","","","-8.790000","","-7.860175","-8.790000","","","","","","","D1 PROFILE",""
"60211300000005","Nodes","5","21.000000","26.117330","DDS demands","Known Flow","328675.207591","744654.544837","","0.000000","","","","-1.940000","-2.970000","","-4.390609","-4.910000","","","","","","C4 PROFILE","D1 PROFILE",""
"60211300000010","Nodes","10","21.000000","26.087684","DDS demands","Known Flow","328715.075602","744653.760837","","0.000000","","","-2.440000","","-2.230000","","-4.175997","-4.670000","","","","","C3 PROFILE","","D1 PROFILE",""
"60211300000011","Nodes","11","21.000000","26.029693","DDS demands","Known Flow","328788.889909","744635.520928","","0.000000","","","","","-1.890000","","-1.690071","-1.890000","","","","","","","D1 PROFILE",""
"60211300000012","Nodes","12","21.000000","26.026658","DDS demands","Known Flow","328777.457619","744654.838837","","0.000000","","","","","-1.389999","","-1.242962","-1.389999","","","","","","","D1 PROFILE",""
"60211300000004","Nodes","4","21.000000","26.413334","DDS demands","Known Flow","328661.289587","744578.244816","","0.000000","","","","","-10.800000","","-9.657553","-10.800000","","","","","","","D1 PROFILE",""
"60211300000003","Nodes","3","21.000000","27.988782","DDS demands","Known Flow","328635.827384","744502.839780","","0.000000","","","","","-10.280000","","-9.192560","-10.280000","","","","","","","D1 PROFILE",""
"60211300000023","Nodes","23","21.000000","25.111090","DDS demands","Known Flow","328750.962612","744568.995814","","0.000000","","","","","-2.669999","","-2.387561","-2.669999","","","","","","","D1 PROFILE",""
"60211300000020","Nodes","20","21.000000","25.021295","DDS demands","Known Flow","328780.838620","744499.374795","","0.000000","","","","","-6.170000","","-5.517324","-6.170000","","","","","","","D1 PROFILE",""
"60211300000018","Nodes","18","21.000000","25.466072","DDS demands","Known Flow","328697.792597","744540.435806","","0.000000","","","","","-4.619999","","-4.131286","-4.619999","","","","","","","D1 PROFILE",""
"60211300000013","Nodes","13","21.000000","25.760736","DDS demands","Known Flow","328867.221643","744655.437837","","0.000000","","","","","-7.119999","","-6.366831","-7.119999","","","","","","","D1 PROFILE",""
"60211300000014","Nodes","14","21.000000","25.706716","DDS demands","Known Flow","328819.846631","744698.651849","","0.000000","","","","","-1.659999","","-1.484401","-1.659999","","","","","","","D1 PROFILE",""
"60211300000017","Nodes","17","21.000000","47.571260","DDS demands","Known Flow","328984.480675","745753.980136","","0.000000","","","","","-14.029999","","-12.545876","-14.029999","","","","","","","D1 PROFILE",""
"60211300000016","Nodes","16, GARDEN COTTAGES RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","328731.724494","745798.723188","","999998.967025","","","","","","","12.545876","14.029999","","","","","","","",""
"60211300000041","Nodes","41","21.000000","26.061004","Default Known Flow Node","Known Flow","328723.564604","744659.364838","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000033","Nodes","33","21.000000","28.053451","Default Known Flow Node","Known Flow","328640.720582","744502.308795","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000038","Nodes","38","21.000000","27.988782","Default Known Flow Node","Known Flow","328635.497580","744500.683795","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000048","Nodes","48","21.000000","26.033379","DDS demands","Known Flow","328786.202076","744634.901811","","0.000000","","","","","-3.049999","","-2.727364","-3.049999","","","","","","","D1 PROFILE",""
"60211300000042","Nodes","42","21.000000","26.061004","Default Known Flow Node","Known Flow","328723.062604","744659.739838","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000032","Nodes","32","21.000000","26.024885","Default Known Flow Node","Known Flow","328794.880624","744636.900832","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000049","Nodes","49","21.000000","26.072862","DDS demands","Known Flow","328775.165618","744608.018824","","0.000000","","","","","-1.429999","","-1.278731","-1.429999","","","","","","","D1 PROFILE",""
"60211300000054","Nodes","54","21.000000","25.805453","Default Known Flow Node","Known Flow","328852.549639","744651.791836","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000051","Nodes","51","21.000000","25.992822","Default Known Flow Node","Known Flow","328681.805593","744669.592841","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000052","Nodes","52","21.000000","25.810280","DDS demands","Known Flow","328648.463584","744684.887845","","0.000000","","","","","-2.039999","","-1.824204","-2.039999","","","","","","","D1 PROFILE",""
"60211300000060","Nodes","60","21.000000","49.999998","Default Known Flow Node","Known Flow","328731.355606","745796.980148","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000053","Nodes","53","21.000000","25.071746","Default Known Flow Node","Known Flow","328671.913590","744771.109869","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60211300000015","Nodes","Meigle Steading Off Alyth Road, NA:13823","21.000000","24.048718","Point Loads","Known Flow","328600.261321","744828.447753","","0.000000","","","","","","-8.579999","-7.672389","-8.579999","","","","","","","","PL-AF PROFILE"
