"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60202300000720","Nodes","P00074250, James Street, 107.10","22.999998","26.844005","CSEP DDS Matched","Known Flow","354893.413696","734195.986783","","0.000000","","","","","","-107.069996","","","","-95.743909","-107.069996","","","","","","","","DC PROFILE","","",""
"60202300000371","Nodes","371","21.000000","38.558695","DDS demands","Known Flow","355192.459807","734397.398046","","0.000000","","","","","-24.819999","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60202300000306","Nodes","306","21.000000","39.453190","DDS demands","Known Flow","356766.021785","735496.472928","","0.000000","","","","","-24.870001","","","","","-22.239199","-24.870001","","","","","","","D1 PROFILE","","","",""
"60202300000305","Nodes","305","21.000000","39.387379","DDS demands","Known Flow","357004.180300","735422.238325","","0.000000","","","","","-24.399999","","","","","-21.818916","-24.399999","","","","","","","D1 PROFILE","","","",""
"60202300006702","Nodes","-507","21.000000","35.354328","Default Known Flow Node","Known Flow","357209.927751","734662.396859","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000227","Nodes","227","21.000000","35.374100","DDS demands","Known Flow","357256.962478","734752.819782","","0.000000","","","","","-6.530000","","","","","-5.839243","-6.530000","","","","","","","D1 PROFILE","","","",""
"60202300006662","Nodes","-347","21.000000","34.014111","Default Known Flow Node","Known Flow","355379.003858","734804.778157","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000135","Nodes","135","21.000000","33.814814","DDS demands","Known Flow","355359.061499","734846.785433","","0.000000","","","","","-11.669999","","","","","-10.435522","-11.669999","","","","","","","D1 PROFILE","","","",""
"60202300006682","Nodes","-422","21.000000","39.305199","Default Known Flow Node","Known Flow","355971.216074","734422.501659","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000080","Nodes","80","21.000000","39.201436","DDS demands","Known Flow","355926.544007","734414.575050","","0.000000","-4.550000","","","","-24.270001","","","","","-25.771361","-28.820001","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60202300006652","Nodes","-326907","21.000000","39.128129","Default Known Flow Node","Known Flow","355920.770390","734420.029647","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000580","Nodes","580","21.000000","23.892599","DDS demands","Known Flow","354556.359144","733875.015168","","0.000000","","","","","-4.880000","","","","","-4.363783","-4.880000","","","","","","","D1 PROFILE","","","",""
"60202300000292","Nodes","292","21.000000","23.895825","DDS demands","Known Flow","354528.864626","733962.177927","","0.000000","","","","","-14.519999","","","","","-12.984044","-14.519999","","","","","","","D1 PROFILE","","","",""
"60202300000400","Nodes","400","21.000000","23.943855","Default Known Flow Node","Known Flow","354516.599623","733997.059937","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000587","Nodes","587","21.000000","23.105666","DDS demands","Known Flow","354654.857661","733990.202935","","0.000000","","","","","-19.450000","","","","","-17.392538","-19.450000","","","","","","","D1 PROFILE","","","",""
"60202300006542","Nodes","-1462583","21.000000","24.627476","Default Known Flow Node","Known Flow","354207.168539","734448.648060","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000453","Nodes","453","21.000000","24.627476","DDS demands","Known Flow","354200.767537","734447.419059","","0.000000","","","","","-7.949999","","","","","-7.109032","-7.949999","","","","","","","D1 PROFILE","","","",""
"60202300006614","Nodes","-241","21.000000","25.540209","Default Known Flow Node","Known Flow","354264.522554","734468.206065","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006686","Nodes","-46","21.000000","21.068147","Default Known Flow Node","Known Flow","354337.973848","734089.410768","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006565","Nodes","-1462717","21.000000","21.005230","Default Known Flow Node","Known Flow","354380.230392","734041.560684","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000121","Nodes","121","21.000000","21.005230","DDS demands","Known Flow","354375.602214","734050.439645","","0.000000","","","","","-5.570000","","","","","-4.980793","-5.570000","","","","","","","D1 PROFILE","","","",""
"60202300000122","Nodes","122","21.000000","21.585675","DDS demands","Known Flow","354425.353927","734107.188223","","0.000000","","","","","-7.050000","","","","","-6.304236","-7.050000","","","","","","","D1 PROFILE","","","",""
"60202300006704","Nodes","-54","21.000000","22.315531","Default Known Flow Node","Known Flow","354476.411730","734118.982995","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006707","Nodes","-55","21.000000","22.315531","Default Known Flow Node","Known Flow","354483.812229","734120.862192","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000455","Nodes","455","21.000000","24.836501","DDS demands","Known Flow","354193.412643","734491.001761","","0.000000","","","","","-8.770000","","","","","-7.842291","-8.770000","","","","","","","D1 PROFILE","","","",""
"60202300006620","Nodes","","21.000000","24.738980","Default Known Flow Node","Known Flow","354175.498215","734487.690772","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000120","Nodes","120","21.000000","21.068147","DDS demands","Known Flow","354372.462584","734077.354959","","0.000000","","","","","-10.920000","","","","","-9.764859","-10.920000","","","","","","","D1 PROFILE","","","",""
"60202300000123","Nodes","123","21.000000","21.769002","DDS demands","Known Flow","354432.802707","734079.063751","","0.000000","","","","","-5.209999","","","","","-4.658875","-5.209999","","","","","","","D1 PROFILE","","","",""
"60202300000125","Nodes","125","21.000000","22.315531","DDS demands","Known Flow","354477.607147","734114.752895","","0.000000","","","","","-13.800000","","","","","-12.340207","-13.800000","","","","","","","D1 PROFILE","","","",""
"60202300000021","Nodes","21","21.000000","25.999851","Default Known Flow Node","Known Flow","354415.659246","734433.094625","","0.000000","","","","","0.000000","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","",""
"60202300000452","Nodes","-267","21.000000","25.345579","DDS demands","Known Flow","354236.265547","734500.189074","","0.000000","","","","","-14.149999","","","","","-12.653183","-14.149999","","","","","","","D1 PROFILE","","","",""
"60202300000451","Nodes","","21.000000","24.750962","DDS demands","Known Flow","354176.467530","734487.922070","","0.000000","","","","","-6.439999","","","","","-5.758763","-6.439999","","","","","","","D1 PROFILE","","","",""
"60202300000454","Nodes","454","21.000000","25.540209","DDS demands","Known Flow","354264.108554","734469.892065","","0.000000","","","","","-2.450000","","","","","-2.190834","-2.450000","","","","","","","D1 PROFILE","","","",""
"60202300006624","Nodes","452","21.000000","25.318680","Default Known Flow Node","Known Flow","354234.473546","734499.900074","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006669","Nodes","-38","21.000000","21.492794","Default Known Flow Node","Known Flow","354406.564927","734078.843629","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000124","Nodes","124","21.000000","23.040729","Default Known Flow Node","Known Flow","354471.484266","734070.297901","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006633","Nodes","6633","21.000000","23.472485","Default Known Flow Node","Known Flow","354498.555528","734047.120435","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006519","Nodes","-1462476","21.000000","24.627476","Default Known Flow Node","Known Flow","354185.483533","734444.648059","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006684","Nodes","-44","21.000000","21.068147","Default Known Flow Node","Known Flow","354339.859575","734088.288962","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006531","Nodes","-1462517","21.000000","22.315531","Default Known Flow Node","Known Flow","354489.517764","734099.093702","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006612","Nodes","-24","21.000000","23.674903","Default Known Flow Node","Known Flow","354504.852876","734030.984964","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000301","Nodes","301","21.000000","25.653036","DDS demands","Known Flow","354482.859614","734208.451994","","0.000000","","","","","-7.639999","","","","","-6.831824","-7.639999","","","","","","","D1 PROFILE","","","",""
"60202300006654","Nodes","-33","21.000000","23.482564","Default Known Flow Node","Known Flow","354507.202620","734050.191951","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006585","Nodes","-1462798","21.000000","23.686340","Default Known Flow Node","Known Flow","354512.184622","734037.770948","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006618","Nodes","-25","21.000000","23.686340","Default Known Flow Node","Known Flow","354513.502298","734033.149932","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006590","Nodes","-151","21.000000","26.195497","Default Known Flow Node","Known Flow","354596.998906","734308.957496","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006608","Nodes","-219","21.000000","26.236311","Default Known Flow Node","Known Flow","354596.575271","734410.400112","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000391","Nodes","391","21.000000","23.879275","DDS demands","Known Flow","354510.129621","734014.263941","","0.000000","","","","","-9.790000","","","","","-8.754393","-9.790000","","","","","","","D1 PROFILE","","","",""
"60202300006588","Nodes","-1462821","21.000000","23.482564","Default Known Flow Node","Known Flow","354509.624621","734044.490950","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006568","Nodes","-1462726","21.000000","23.686340","Default Known Flow Node","Known Flow","354517.415623","734027.077945","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006673","Nodes","-40","21.000000","24.325394","Default Known Flow Node","Known Flow","354515.726816","734079.191527","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006548","Nodes","-1462624","21.000000","24.325394","Default Known Flow Node","Known Flow","354510.678670","734076.171726","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006510","Nodes","-129","21.000000","26.195497","Default Known Flow Node","Known Flow","354607.345648","734279.067014","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006526","Nodes","-1462494","21.000000","27.215009","Default Known Flow Node","Known Flow","354869.295719","734223.957999","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000403","Nodes","403","21.000000","24.073104","DDS demands","Known Flow","354545.539631","734023.008944","","0.000000","","","","","-17.430000","","","","","-15.586218","-17.430000","","","","","","","D1 PROFILE","","","",""
"60202300006609","Nodes","-220","21.000000","45.405281","Default Known Flow Node","Known Flow","355417.906868","734413.367050","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006621","Nodes","-260","21.000000","41.980768","Default Known Flow Node","Known Flow","355339.861369","734489.200905","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006732","Nodes","-70","21.000000","28.498995","Default Known Flow Node","Known Flow","355032.770661","734167.808468","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000047","Nodes","47","21.000000","37.845286","DDS demands","Known Flow","355190.059624","734399.130313","","0.000000","","","","","-5.760000","","","","","-5.150695","-5.760000","","","","","","","D1 PROFILE","","","",""
"60202300006718","Nodes","-62","21.000000","28.333012","Default Known Flow Node","Known Flow","355055.784649","734149.236951","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006527","Nodes","-1462495","21.000000","30.147335","Default Known Flow Node","Known Flow","355097.006945","734276.029477","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006509","Nodes","-128","21.000000","30.201126","Default Known Flow Node","Known Flow","355095.698873","734279.058381","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000027","Nodes","27","21.000000","30.014965","DDS demands","Known Flow","355099.849740","734273.475814","","0.000000","","","","","-5.019999","","","","","-4.488973","-5.019999","","","","","","","D1 PROFILE","","","",""
"60202300006603","Nodes","-195","21.000000","38.566992","Default Known Flow Node","Known Flow","355251.729617","734386.726326","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006541","Nodes","-1462580","21.000000","36.343233","Default Known Flow Node","Known Flow","355241.345429","734243.478930","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006515","Nodes","-139","21.000000","38.496443","Default Known Flow Node","Known Flow","355227.228816","734289.874016","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006535","Nodes","-1462560","21.000000","33.961430","Default Known Flow Node","Known Flow","355319.589841","734154.357980","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006623","Nodes","-265","21.000000","41.980768","Default Known Flow Node","Known Flow","355339.011847","734498.719073","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006572","Nodes","-1462740","21.000000","45.537750","Default Known Flow Node","Known Flow","355425.100870","734434.247056","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006611","Nodes","-232","21.000000","45.537750","Default Known Flow Node","Known Flow","355439.837552","734453.355317","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000491","Nodes","491","21.000000","46.554341","Default Known Flow Node","Known Flow","355462.415880","734333.712028","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000363","Nodes","363","21.000000","46.697910","Default Known Flow Node","Known Flow","355486.128471","734221.097654","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000063","Nodes","63","21.000000","46.669574","DDS demands","Known Flow","355494.476510","734224.409740","","0.000000","","","","","-0.810000","","","","","-0.724316","-0.810000","","","","","","","D1 PROFILE","","","",""
"60202300000542","Nodes","542","21.000000","46.694133","DDS demands","Known Flow","355478.427885","734244.252004","","0.000000","","","","","-4.689999","","","","","-4.193881","-4.689999","","","","","","","D1 PROFILE","","","",""
"60202300006594","Nodes","-162","21.000000","46.725621","Default Known Flow Node","Known Flow","355464.785881","734325.334026","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000420","Nodes","420","21.000000","45.370444","DDS demands","Known Flow","355414.589867","734410.446049","","0.000000","","","","","-3.829999","","","","","-3.424854","-3.829999","","","","","","","D1 PROFILE","","","",""
"60202300000419","Nodes","419","21.000000","43.415645","DDS demands","Known Flow","355380.141858","734408.102049","","0.000000","","","","","-4.960000","","","","","-4.435321","-4.960000","","","","","","","D1 PROFILE","","","",""
"60202300000254","Nodes","254","21.000000","41.824706","DDS demands","Known Flow","355348.385849","734406.971048","","0.000000","","","","","-15.720000","","","","","-14.057105","-15.720000","","","","","","","D1 PROFILE","","","",""
"60202300000417","Nodes","417","21.000000","38.931715","DDS demands","Known Flow","355277.113232","734404.339993","","0.000000","","","","","-6.829999","","","","","-6.107508","-6.829999","","","","","","","D1 PROFILE","","","",""
"60202300000382","Nodes","382","21.000000","35.934464","DDS demands","Known Flow","355217.261116","734287.446954","","0.000000","","","","","-15.840000","","","","","-14.164411","-15.840000","","","","","","","D1 PROFILE","","","",""
"60202300000062","Nodes","62","21.000000","45.746259","DDS demands","Known Flow","355453.973919","734330.452979","","0.000000","","","","","-7.340000","","","","","-6.563559","-7.340000","","","","","","","D1 PROFILE","","","",""
"60202300000466","Nodes","466","21.000000","39.430899","DDS demands","Known Flow","355365.024809","734282.933467","","0.000000","","","","","-2.069999","","","","","-1.851031","-2.069999","","","","","","","D1 PROFILE","","","",""
"60202300000457","Nodes","457","21.000000","37.202377","Default Known Flow Node","Known Flow","355379.365185","734223.593067","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000458","Nodes","458","21.000000","37.163525","Default Known Flow Node","Known Flow","355382.293987","734213.737222","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006750","Nodes","-89","21.000000","37.163525","Default Known Flow Node","Known Flow","355384.693859","734205.186993","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006748","Nodes","-85","21.000000","34.922196","Default Known Flow Node","Known Flow","355345.736822","734193.637096","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000033","Nodes","33","21.000000","28.186923","Default Known Flow Node","Known Flow","355134.783595","734147.070986","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000522","Nodes","522","21.000000","28.671727","DDS demands","Known Flow","355109.000308","734175.216859","","0.000000","","","","","-5.729999","","","","","-5.123868","-5.729999","","","","","","","D1 PROFILE","","","",""
"60202300006746","Nodes","-76","21.000000","28.598864","Default Known Flow Node","Known Flow","355078.425632","734172.177071","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000028","Nodes","28","21.000000","29.434234","Default Known Flow Node","Known Flow","355104.792705","734248.647014","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000519","Nodes","519","21.000000","29.273816","DDS demands","Known Flow","355096.952195","734245.699090","","0.000000","","","","","-13.189999","","","","","-11.794733","-13.189999","","","","","","","D1 PROFILE","","","",""
"60202300006595","Nodes","-163","21.000000","46.692000","Default Known Flow Node","Known Flow","355462.392880","734327.509027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006616","Nodes","-245","21.000000","31.668455","Default Known Flow Node","Known Flow","355056.883569","734475.196696","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006560","Nodes","-1462666","21.000000","45.805766","Default Known Flow Node","Known Flow","355455.105089","734330.669159","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000496","Nodes","496","21.000000","46.732249","Default Known Flow Node","Known Flow","355462.854514","734324.901824","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006607","Nodes","-213","21.000000","41.759269","Default Known Flow Node","Known Flow","355346.773849","734406.805048","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006517","Nodes","-142","21.000000","38.478455","Default Known Flow Node","Known Flow","355226.388076","734291.826916","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000414","Nodes","414","21.000000","39.352817","DDS demands","Known Flow","355324.622977","734307.374724","","0.000000","","","","","-12.020000","","","","","-10.748499","-12.020000","","","","","","","D1 PROFILE","","","",""
"60202300006513","Nodes","-136","21.000000","30.388049","Default Known Flow Node","Known Flow","355092.503419","734286.335363","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006617","Nodes","-249","21.000000","33.067445","Default Known Flow Node","Known Flow","355090.311753","734477.302430","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006606","Nodes","-210","21.000000","38.909683","Default Known Flow Node","Known Flow","355275.486505","734404.244383","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006584","Nodes","-1462794","21.000000","41.980768","Default Known Flow Node","Known Flow","355342.000174","734498.934796","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006622","Nodes","-263","21.000000","45.368357","Default Known Flow Node","Known Flow","355431.624505","734493.403126","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006747","Nodes","-83","21.000000","34.861087","Default Known Flow Node","Known Flow","355346.248854","734191.989342","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006549","Nodes","-1462625","21.000000","41.716993","Default Known Flow Node","Known Flow","355360.065333","734319.916138","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006752","Nodes","-93","21.000000","37.163525","Default Known Flow Node","Known Flow","355397.078863","734209.134995","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006749","Nodes","-87","21.000000","37.163525","Default Known Flow Node","Known Flow","355376.213433","734201.105648","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000459","Nodes","459","21.000000","37.163525","Default Known Flow Node","Known Flow","355416.096139","734195.016039","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006751","Nodes","-91","21.000000","37.163525","Default Known Flow Node","Known Flow","355397.871863","734207.255994","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300006577","Nodes","-1462761","21.000000","45.405281","Default Known Flow Node","Known Flow","355416.272868","734413.136050","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000054","Nodes","54","21.000000","45.411401","DDS demands","Known Flow","355432.790872","734493.473072","","0.000000","","","-7.040000","","-6.820000","","","","","-12.393860","-13.860000","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"60202300000058","Nodes","58","21.000000","46.706523","DDS demands","Known Flow","355464.175881","734329.745027","","0.000000","","","","","-5.630000","","","","","-5.034446","-5.630000","","","","","","","D1 PROFILE","","","",""
"60202300000064","Nodes","64","21.000000","46.460161","DDS demands","Known Flow","355517.176895","734228.056000","","0.000000","","","-2.559999","","-11.719999","","","","","-12.769430","-14.279999","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"60202300006505","Nodes","-117","21.000000","46.677731","Default Known Flow Node","Known Flow","355503.301403","734249.050814","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000492","Nodes","492","21.000000","43.715099","DDS demands","Known Flow","355547.540237","734346.481842","","0.000000","","","","","-9.729999","","","","","-8.700739","-9.729999","","","","","","","D1 PROFILE","","","",""
"60202300000057","Nodes","57","21.000000","42.556847","DDS demands","Known Flow","355585.162914","734352.576034","","0.000000","","","","","-8.939999","","","","","-7.994307","-8.939999","","","","","","","D1 PROFILE","","","",""
"60202300000525","Nodes","525","21.000000","41.703592","DDS demands","Known Flow","355617.327252","734358.815245","","0.000000","","","","","-1.389999","","","","","-1.242962","-1.389999","","","","","","","D1 PROFILE","","","",""
"60202300000075","Nodes","75","21.000000","39.125647","DDS demands","Known Flow","355936.102009","734346.575032","","0.000000","-1.460000","","","","-12.010000","","","","","-12.045115","-13.470000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60202300006592","Nodes","-158","21.000000","39.077256","Default Known Flow Node","Known Flow","355939.305341","734322.678461","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000364","Nodes","364","21.000000","46.764764","DDS demands","Known Flow","355536.233638","734151.940219","","0.000000","","","","","-13.109999","","","","","-11.723196","-13.109999","","","","","","","D1 PROFILE","","","",""
"60202300005016","Nodes","5016","21.000000","24.827895","Default Known Flow Node","Known Flow","354192.308535","734490.785071","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60202300000425","Nodes","425","21.000000","46.914074","Default Known Flow Node","Known Flow","355951.504013","734209.723995","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
