"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)"
"60206000002394","Nodes","2394","21.000000","24.420548","Default Known Flow Node","Known Flow","329420.855794","701332.093048","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000002452","Nodes","2452","21.000000","24.420548","Default Known Flow Node","Known Flow","329422.469032","701331.439033","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000000105","Nodes","105","21.000000","23.089329","DDS demands","Known Flow","329241.480745","701401.343067","","0.000000","","","","","-8.290000","","","","-7.413066","-8.290000","","","","","","","D1 PROFILE","","",""
"60206000001005","Nodes","Logger 9997, Mackie Gardens","21.000000","22.972546","Val Log Cath","Known Flow","329182.856249","701382.579591","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000000185","Nodes","185","21.000000","22.908188","DDS demands","Known Flow","329165.605725","701382.093062","","0.000000","","","","","-7.369999","","","","-6.590385","-7.369999","","","","","","","D1 PROFILE","","",""
"60206000000147","Nodes","SPG00098, High Street, 75.8","25.000000","28.708155","CSEP DDS Matched","Known Flow","329843.495909","701752.129163","","0.000000","","","","","-0.209999","-75.800001","","","-67.969506","-76.010001","","","","","","","D1 PROFILE","DC PROFILE","",""
"60206000001004","Nodes","Logger 9197, High Street","21.000000","28.141789","Val Log Cath","Known Flow","329862.024508","701697.769923","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000000196","Nodes","196","21.000000","27.933124","DDS demands","Known Flow","329866.730915","701679.343143","","0.000000","","-14.009999","","","-16.610000","","","","-27.380951","-30.620001","","","","C2 PROFILE","","","D1 PROFILE","","",""
"60206000002433","Nodes","2433","21.000000","27.604866","Default Known Flow Node","Known Flow","329475.230809","701457.968083","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000001003","Nodes","Logger 9556, George Street","21.000000","27.600257","Val Log Cath","Known Flow","329465.303709","701455.055516","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60206000000057","Nodes","57","21.000000","27.580543","DDS demands","Known Flow","329422.355795","701444.593079","","0.000000","","","","","-12.899999","","","","-11.535410","-12.899999","","","","","","","D1 PROFILE","","",""
"60206000000090","Nodes","90","21.000000","28.363742","DDS demands","Known Flow","329320.605767","701747.093161","","0.000000","","","","","-11.340000","","","","-10.140432","-11.340000","","","","","","","D1 PROFILE","","",""
"60206000001002","Nodes","Logger 9411, Balbirnie Avenue","21.000000","28.325219","Val Log Cath","Known Flow","329321.736317","701741.658814","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
