"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60204900001000","Nodes","1000","21.000000","27.840147","Default Known Flow Node","Known Flow","345819.886883","728242.788837","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000114","Nodes","114","21.000000","31.746426","DDS demands","Known Flow","346177.074369","728395.530384","","0.000000","","","","","-3.029999","","","","","","-2.709480","-3.029999","","","","","","","D1 PROFILE","","","","",""
"60204900001015","Nodes","1015","21.000000","35.288690","Default Known Flow Node","Known Flow","346088.020329","728499.908441","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001018","Nodes","1018","21.000000","36.512408","Default Known Flow Node","Known Flow","346154.621202","728550.296870","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001017","Nodes","1017","21.000000","36.476532","Default Known Flow Node","Known Flow","346155.183348","728544.273453","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001019","Nodes","1019","21.000000","36.480797","Default Known Flow Node","Known Flow","346150.437123","728547.219553","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000110","Nodes","110","21.000000","36.499319","DDS demands","Known Flow","346155.550348","728545.447453","","0.000000","","","","","-3.479999","","","","","","-3.111878","-3.479999","","","","","","","D1 PROFILE","","","","",""
"60204900000108","Nodes","108","21.000000","36.249970","Default Known Flow Node","Known Flow","346090.209858","728596.094766","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000225","Nodes","225","21.000000","36.429181","Default Known Flow Node","Known Flow","346145.792878","728554.210091","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001014","Nodes","1014","21.000000","32.837598","Default Known Flow Node","Known Flow","346281.055927","728252.147910","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000116","Nodes","116","21.000000","30.143548","DDS demands","Known Flow","346288.869610","728142.880802","","0.000000","-3.069999","","","","-9.560000","","","","","","-11.293972","-12.630000","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"60204900001011","Nodes","Logger - 9348","21.000000","30.185014","DDS demands","Known Flow","345795.407191","728494.910025","","0.000000","","","","","-8.329999","","","","","","-7.448834","-8.329999","","","","","","","D1 PROFILE","","","","",""
"60204900000089","Nodes","89","21.000000","30.459463","DDS demands","Known Flow","345807.512253","728518.161446","","0.000000","-8.839999","","","","-11.899999","","","","","","-18.546079","-20.739999","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"60204900001012","Nodes","1012","21.000000","27.975899","Default Known Flow Node","Known Flow","345632.093344","728298.399058","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001013","Nodes","1013","21.000000","27.859854","DDS demands","Known Flow","345611.280200","728263.339377","","0.000000","","","","","-1.019999","","","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","","","",""
"60204900001007","Nodes","1007","21.000000","28.543134","Default Known Flow Node","Known Flow","345681.600219","728234.634369","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000246","Nodes","246","21.000000","25.321602","DDS demands","Known Flow","346496.715441","727907.336280","","0.000000","","","","","-3.930000","","","","","","-3.514276","-3.930000","","","","","","","D1 PROFILE","","","","",""
"60204900000070","Nodes","70","21.000000","27.943398","Default Known Flow Node","Known Flow","345811.769202","728248.678575","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000115","Nodes","115","21.000000","33.096928","Default Known Flow Node","Known Flow","346196.290217","728376.786239","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000112","Nodes","112","21.000000","35.055405","DDS demands","Known Flow","346126.502340","728460.628430","","0.000000","","","","","-5.570000","","","","","","-4.980793","-5.570000","","","","","","","D1 PROFILE","","","","",""
"60204900000001","Nodes","TAYPORT DG, TEL, Clocked, Site ID 1493","21.000000","37.000000","Default Known Pressure Node","Known Pressure","346172.054352","728516.568446","","999998.967025","","","","","","","","","","","1487.397136","1663.350022","","","","","","","","","","","",""
"60204900001002","Nodes","1002","21.000000","36.857421","Default Known Flow Node","Known Flow","346186.086356","728527.327448","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900001006","Nodes","1006","21.000000","27.958704","Default Known Flow Node","Known Flow","345632.059205","728293.315385","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000207","Nodes","207","21.000000","29.923268","DDS demands","Known Flow","345707.720226","728610.454471","","0.000000","","","","","-18.379999","","","","","","-16.435724","-18.379999","","","","","","","D1 PROFILE","","","","",""
"60204900000252","Nodes","252","21.000000","29.953800","DDS demands","Known Flow","345529.327455","728568.508890","","0.000000","","","","","-16.020000","","","","","","-14.325371","-16.020000","","","","","","","D1 PROFILE","","","","",""
"60204900000709","Nodes","709","21.000000","46.137344","Default Known Flow Node","Known Flow","344967.392024","729131.825613","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000078","Nodes","78","21.000000","28.539063","DDS demands","Known Flow","345961.297295","728257.136375","","0.000000","","","","","-14.810000","","","","","","-13.243367","-14.810000","","","","","","","D1 PROFILE","","","","",""
"60204900000276","Nodes","276","21.000000","29.660498","DDS demands","Known Flow","345524.389556","728431.442201","","0.000000","","","","","-9.549999","","","","","","-8.539781","-9.549999","","","","","","","D1 PROFILE","","","","",""
"60204900000277","Nodes","277","21.000000","29.709304","DDS demands","Known Flow","345611.317200","728491.999439","","0.000000","","","","","-13.970000","","","","","","-12.492224","-13.970000","","","","","","","D1 PROFILE","","","","",""
"60204900000076","Nodes","76","21.000000","29.378816","DDS demands","Known Flow","345760.358240","728422.572420","","0.000000","","","","","-5.539999","","","","","","-4.953967","-5.539999","","","","","","","D1 PROFILE","","","","",""
"60204900000134","Nodes","Logger - 9336","21.000000","28.742984","DDS demands","Known Flow","345718.095181","728342.292202","","0.000000","-14.140000","","","","-19.979999","","","","","","-30.510714","-34.120000","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"60204900000075","Nodes","75","21.000000","28.687954","DDS demands","Known Flow","345671.760644","728284.132678","","0.000000","","","","","-5.339999","","","","","","-4.775123","-5.339999","","","","","","","D1 PROFILE","","","","",""
"60204900000074","Nodes","74","21.000000","28.628815","DDS demands","Known Flow","345651.358251","728268.023148","","0.000000","","","","","-8.660000","","","","","","-7.743927","-8.660000","","","","","","","D1 PROFILE","","","","",""
"60204900000073","Nodes","P13132993, SANDY HILL ROAD CSEP, 12.00 SCMH","22.999998","28.659300","CSEP Unmatched","Known Flow","345622.140203","728243.916371","","0.000000","","","","","-3.110000","","","","","-12.000000","-13.511632","-15.110000","","","","","","","D1 PROFILE","","","","","DC PROFILE"
"60204900000071","Nodes","71","21.000000","28.687699","DDS demands","Known Flow","345656.109212","728303.291387","","0.000000","","","","","-4.330000","","","","","","-3.871963","-4.330000","","","","","","","D1 PROFILE","","","","",""
"60204900000077","Nodes","77","21.000000","28.877018","DDS demands","Known Flow","345870.387270","728332.849396","","0.000000","-1.190000","","","","-18.290000","","","","","","-17.419365","-19.480001","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"60204900000726","Nodes","726","21.000000","28.542177","Default Known Flow Node","Known Flow","345959.664294","728258.848375","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000206","Nodes","206","21.000000","28.750749","DDS demands","Known Flow","345860.115000","728312.660579","","0.000000","","","","","-5.680000","","","","","","-5.079157","-5.680000","","","","","","","D1 PROFILE","","","","",""
"60204900000222","Nodes","222","21.000000","21.768067","DDS demands","Known Flow","345940.967289","728067.939323","","0.000000","","","","","-7.129999","","","","","","-6.375773","-7.129999","","","","","","","D1 PROFILE","","","","",""
"60204900000139","Nodes","139","21.000000","28.597995","DDS demands","Known Flow","345780.357246","728283.725382","","0.000000","","","","","-9.130000","","","","","","-8.164209","-9.130000","","","","","","","D1 PROFILE","","","","",""
"60204900000088","Nodes","88","21.000000","29.051193","DDS demands","Known Flow","345917.122283","728428.513422","","0.000000","","","","","-21.879999","","","","","","-19.565486","-21.879999","","","","","","","D1 PROFILE","","","","",""
"60204900000724","Nodes","724","21.000000","35.295759","DDS demands","Known Flow","345931.054287","728439.522425","","0.000000","","","","","-11.409999","","","","","","-10.203026","-11.409999","","","","","","","D1 PROFILE","","","","",""
"60204900000092","Nodes","92","21.000000","35.806450","DDS demands","Known Flow","346000.460306","728486.794437","","0.000000","","","","-5.290000","-5.870000","","","","","","-9.979472","-11.159999","","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"60204900000087","Nodes","87","21.000000","28.441062","DDS demands","Known Flow","346028.417313","728337.800397","","0.000000","","","","","-12.440000","","","","","","-11.124070","-12.440000","","","","","","","D1 PROFILE","","","","",""
"60204900000096","Nodes","96","21.000000","35.391492","DDS demands","Known Flow","346264.009412","728312.186398","","0.000000","","","","","-7.999999","","","-15.999999","","","-21.461229","-24.000000","","","","","","","D1 PROFILE","","","I2 PROFILE","",""
"60204900000224","Nodes","224","21.000000","27.563536","DDS demands","Known Flow","346030.314138","728101.557694","","0.000000","","","","","-3.049999","","","","","","-2.727364","-3.049999","","","","","","","D1 PROFILE","","","","",""
"60204900000138","Nodes","138","21.000000","25.941020","DDS demands","Known Flow","346018.014909","728133.100792","","0.000000","","","","","-7.499999","","","","","","-6.706634","-7.499999","","","","","","","D1 PROFILE","","","","",""
"60204900000204","Nodes","204","21.000000","35.115561","DDS demands","Known Flow","346113.657336","728468.517432","","0.000000","","","","","-2.369999","","","","","","-2.119296","-2.369999","","","","","","","D1 PROFILE","","","","",""
"60204900000094","Nodes","94","21.000000","35.598508","DDS demands","Known Flow","346092.328572","728414.703796","","0.000000","","","","","-29.349999","","","","","","-26.245294","-29.349999","","","","","","","D1 PROFILE","","","","",""
"60204900000084","Nodes","84","21.000000","28.242577","DDS demands","Known Flow","346111.507336","728269.452378","","0.000000","","","","","-13.600000","","","","","","-12.161363","-13.600000","","","","","","","D1 PROFILE","","","","",""
"60204900000085","Nodes","85","21.000000","28.210612","DDS demands","Known Flow","346152.841328","728224.592798","","0.000000","","","","","-8.209999","","","","","","-7.341529","-8.209999","","","","","","","D1 PROFILE","","","","",""
"60204900000082","Nodes","82","21.000000","28.338791","DDS demands","Known Flow","346023.166312","728206.271361","","0.000000","","","","","-14.149999","","","","","","-12.653183","-14.149999","","","","","","","D1 PROFILE","","","","",""
"60204900000721","Nodes","721","21.000000","28.208459","Default Known Flow Node","Known Flow","346171.669776","728208.784743","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60204900000117","Nodes","117","21.000000","28.881613","DDS demands","Known Flow","346205.334361","728115.227336","","0.000000","-20.419999","","","","-3.650000","","","","","","-21.523824","-24.069999","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
