"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"60204600001007","Nodes","1007","21.000000","36.884462","Default Known Flow Node","Known Flow","325909.710000","706863.675000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600001017","Nodes","1017","21.000000","36.884462","Default Known Flow Node","Known Flow","325907.960000","706856.550000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000116","Nodes","116","21.000000","38.222395","DDS demands","Known Flow","325767.210000","707261.300000","","0.000000","","","","","-6.530000","","-5.839243","-6.530000","","","","","","","D1 PROFILE",""
"60204600001006","Nodes","1006","21.000000","37.933034","Default Known Flow Node","Known Flow","325734.772500","707257.925000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000041","Nodes","41","21.000000","38.886559","DDS demands","Known Flow","325656.335000","707248.925000","","0.000000","-10.869999","","","","-3.970000","-0.629999","-13.833550","-15.469999","","","C1 PROFILE","","","","D1 PROFILE","I2 PROFILE"
"60204600000031","Nodes","31","21.000000","37.183768","DDS demands","Known Flow","325436.585000","707439.425000","","0.000000","-32.279998","","","","-11.890000","","-39.497604","-44.169998","","","C1 PROFILE","","","","D1 PROFILE",""
"60204600001005","Nodes","1005","21.000000","27.821649","Default Known Flow Node","Known Flow","325449.303750","707502.487500","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000033","Nodes","33","21.000000","38.541579","DDS demands","Known Flow","325448.710000","707566.425000","","0.000000","","","","","-3.589999","","-3.210242","-3.589999","","","","","","","D1 PROFILE",""
"60204600000113","Nodes","113","21.000000","35.118491","DDS demands","Known Flow","325616.085000","707243.800000","","0.000000","","","","","-36.080001","","-32.263382","-36.080001","","","","","","","D1 PROFILE",""
"60204600001003","Nodes","1003","21.000000","42.151193","Default Known Flow Node","Known Flow","325611.210000","707187.925000","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"60204600000114","Nodes","114","21.000000","36.576198","DDS demands","Known Flow","325618.335000","707135.675000","","0.000000","","","","","-7.770000","","-6.948073","-7.770000","","","","","","","D1 PROFILE",""
"60204600000099","Nodes","99","21.000000","34.243055","DDS demands","Known Flow","325143.835000","707204.925000","","0.000000","","","","","-22.079998","","-19.744330","-22.079998","","","","","","","D1 PROFILE",""
"60204600001002","Nodes","1002","21.000000","29.017981","Default Known Flow Node","Known Flow","325215.085000","707210.800000","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"60204600000098","Nodes","98","21.000000","36.867239","DDS demands","Known Flow","325266.835000","707214.050000","","0.000000","","","","","-15.769999","","-14.101816","-15.769999","","","","","","","D1 PROFILE",""
"60204600000024","Nodes","24","21.000000","24.562658","DDS demands","Known Flow","325017.335000","707366.675000","","0.000000","-9.260000","","","","-38.449998","","-42.663134","-47.709998","","","C1 PROFILE","","","","D1 PROFILE",""
"60204600001001","Nodes","1001","21.000000","33.311695","Default Known Flow Node","Known Flow","325176.210000","707354.425000","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"60204600001025","Nodes","1025","21.000000","33.461630","Default Known Flow Node","Known Flow","325184.710000","707356.800000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000112","Nodes","112","21.000000","36.865102","DDS demands","Known Flow","325896.210000","706865.675000","","0.000000","","","","","-4.579999","","-4.095518","-4.579999","","","","","","","D1 PROFILE",""
"60204600000103","Nodes","103","21.000000","29.196969","DDS demands","Known Flow","325072.460000","707260.050000","","0.000000","","","","","-8.319999","","-7.439892","-8.319999","","","","","","","D1 PROFILE",""
"60204600000102","Nodes","102","21.000000","29.816371","DDS demands","Known Flow","325081.960000","707166.550000","","0.000000","","","","","-10.280000","","-9.192560","-10.280000","","","","","","","D1 PROFILE",""
"60204600000101","Nodes","101","21.000000","35.737774","DDS demands","Known Flow","325171.335000","707105.175000","","0.000000","","","","","-34.659999","","-30.993592","-34.659999","","","","","","","D1 PROFILE",""
"60204600001033","Nodes","1033","21.000000","36.356059","Default Known Flow Node","Known Flow","325270.960000","707107.550000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600001031","Nodes","1031","21.000000","35.609411","Default Known Flow Node","Known Flow","325130.210000","707102.175000","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"60204600001009","Nodes","1009","21.000000","35.985398","Default Known Flow Node","Known Flow","325135.960000","707248.300000","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"60204600000100","Nodes","100","21.000000","33.945335","DDS demands","Known Flow","325154.710000","707143.800000","","0.000000","","","","","-8.560000","","-7.654505","-8.560000","","","","","","","D1 PROFILE",""
"60204600001020","Nodes","1020","21.000000","36.874188","Default Known Flow Node","Known Flow","325265.835000","707219.300000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000108","Nodes","108","21.000000","26.546399","Default Known Flow Node","Known Flow","325275.210000","707220.300000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60204600000109","Nodes","109","21.000000","26.231639","DDS demands","Known Flow","325306.710000","707223.550000","","0.000000","","","","","-2.890000","-83.249997","-77.027926","-86.139995","","","","","","","D1 PROFILE","I2 PROFILE"
"60204600000107","Nodes","107","21.000000","29.740315","DDS demands","Known Flow","325267.835000","707297.175000","","0.000000","","","","","-9.180000","-4.449999","-12.188190","-13.629999","","","","","","","D1 PROFILE","I2 PROFILE"
"60204600000025","Nodes","25","21.000000","33.807590","DDS demands","Known Flow","325204.460000","707361.800000","","0.000000","","","","-5.719999","-25.670000","","-28.069500","-31.390000","","","","","","C4 PROFILE","D1 PROFILE",""
