"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60604300000063","Nodes","63","21.000000","32.193004","DDS demands","Known Flow","272321.647257","846175.527462","","0.000000","","","","-6.329999","","-5.660398","-6.329999","","","","","","D1 PROFILE",""
"60604300009051","Nodes","-255205","21.000000","32.092321","Default Known Flow Node","Known Flow","272291.217249","846133.743450","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000062","Nodes","62","21.000000","33.771846","DDS demands","Known Flow","272307.273253","846193.624466","","0.000000","","","","-2.549999","","-2.280255","-2.549999","","","","","","D1 PROFILE",""
"60604300000078","Nodes","78","21.000000","40.719225","DDS demands","Known Flow","272198.032523","846197.553403","","0.000000","","","","-0.649999","","-0.581241","-0.649999","","","","","","D1 PROFILE",""
"60604300009042","Nodes","-255196","21.000000","40.719225","Default Known Flow Node","Known Flow","272195.642223","846190.652466","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009047","Nodes","-255201","21.000000","40.847300","Default Known Flow Node","Known Flow","272250.357376","846173.744904","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009041","Nodes","-255194","21.000000","40.880329","Default Known Flow Node","Known Flow","272187.306118","846286.212382","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000035","Nodes","35","21.000000","36.915091","DDS demands","Known Flow","272263.024241","846298.371495","","0.000000","","","","-7.629999","","-6.822881","-7.629999","","","","","","D1 PROFILE",""
"60604300000033","Nodes","33","21.000000","40.895177","DDS demands","Known Flow","272185.503772","846287.518455","","0.000000","","","","-1.599999","","-1.430748","-1.599999","","","","","","D1 PROFILE",""
"60604300000002","Nodes","Oakdene Park DG, Constant, Site ID 1115","21.000000","41.000000","Default Known Pressure Node","Known Pressure","272192.314839","846299.888845","","4658.700156","","","","","","226.693148","253.510003","","","","","","",""
"60604300009046","Nodes","-255200","21.000000","36.896873","Default Known Flow Node","Known Flow","272229.322232","846314.375499","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009052","Nodes","-255207","21.000000","35.076355","Default Known Flow Node","Known Flow","272297.205250","846285.201491","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000037","Nodes","37","21.000000","34.893133","DDS demands","Known Flow","272301.356251","846281.612490","","0.000000","","","","-28.030000","","-25.064925","-28.030000","","","","","","D1 PROFILE",""
"60604300009038","Nodes","-140","21.000000","34.702464","Default Known Flow Node","Known Flow","272303.378252","846275.768489","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000068","Nodes","68","21.000000","34.893133","Default Known Flow Node","Known Flow","272334.595260","846355.660511","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000061","Nodes","61","21.000000","34.598911","Default Known Flow Node","Known Flow","272294.931250","846239.525479","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009037","Nodes","-139","21.000000","34.162942","Default Known Flow Node","Known Flow","272318.988256","846223.152475","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000069","Nodes","69","21.000000","34.763817","Default Known Flow Node","Known Flow","272281.685246","846405.180524","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009044","Nodes","-255198","21.000000","40.719356","Default Known Flow Node","Known Flow","272226.309231","846231.509477","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000036","Nodes","36","21.000000","36.838813","DDS demands","Known Flow","272234.001233","846345.105508","","0.000000","","","","-2.650000","","-2.369677","-2.650000","","","","","","D1 PROFILE",""
"60604300009045","Nodes","-255199","21.000000","36.896873","Default Known Flow Node","Known Flow","272226.444231","846315.638500","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009048","Nodes","-255202","21.000000","40.847300","Default Known Flow Node","Known Flow","272253.517238","846171.128460","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000079","Nodes","79","21.000000","40.804602","Default Known Flow Node","Known Flow","272257.914074","846182.386433","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000064","Nodes","64","21.000000","32.172207","DDS demands","Known Flow","272300.315251","846123.077447","","0.000000","","","","-7.999999","","-7.153742","-7.999999","","","","","","D1 PROFILE",""
"60604300009049","Nodes","-255203","21.000000","32.092321","Default Known Flow Node","Known Flow","272284.105247","846129.010449","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009036","Nodes","-135","21.000000","33.919467","Default Known Flow Node","Known Flow","272291.485929","846200.448075","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009050","Nodes","-255204","21.000000","33.919467","Default Known Flow Node","Known Flow","272287.419248","846196.609467","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009054","Nodes","-255209","21.000000","33.919467","Default Known Flow Node","Known Flow","272301.971252","846187.116465","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009053","Nodes","-255208","21.000000","33.919467","Default Known Flow Node","Known Flow","272298.260251","846206.842470","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000041","Nodes","41","21.000000","34.153307","Default Known Flow Node","Known Flow","272330.517259","846235.798478","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009056","Nodes","-255215","21.000000","34.022992","DDS demands","Known Flow","272336.496261","846224.648475","","0.000000","","","","-4.600000","","-4.113401","-4.600000","","","","","","D1 PROFILE",""
"60604300009058","Nodes","-255218","21.000000","30.545874","Default Known Flow Node","Known Flow","272401.952279","846111.369444","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000067","Nodes","67","21.000000","30.370320","DDS demands","Known Flow","272338.795262","846064.047431","","0.000000","","","","-5.929999","","-5.302711","-5.929999","","","","","","D1 PROFILE",""
"60604300000071","Nodes","71","21.000000","65.619482","DDS demands","Known Flow","272768.519378","846404.381524","","0.000000","","","","-15.949999","","-14.262773","-15.949999","","","","","","D1 PROFILE",""
"60604300000072","Nodes","72","21.000000","64.943096","DDS demands","Known Flow","272887.314411","846381.041517","","0.000000","","","","-11.310000","","-10.113603","-11.310000","","","","","","D1 PROFILE",""
"60604300000074","Nodes","74","21.000000","65.622359","DDS demands","Known Flow","272890.047412","846317.373500","","0.000000","","","","-11.850000","","-10.596482","-11.850000","","","","","","D1 PROFILE",""
"60604300000076","Nodes","76","21.000000","55.655447","DDS demands","Known Flow","272733.146369","846335.084505","","0.000000","","","","-7.089999","","-6.340003","-7.089999","","","","","","D1 PROFILE",""
"60604300000097","Nodes","97","21.000000","24.179568","DDS demands","Known Flow","271663.752339","846544.823399","","0.000000","","","","-4.999999","","-4.471088","-4.999999","","","","","","D1 PROFILE",""
"60604300000100","Nodes","100","21.000000","22.433302","DDS demands","Known Flow","271922.539148","846482.256545","","0.000000","","","","-5.130000","","-4.587337","-5.130000","","","","","","D1 PROFILE",""
"60604300000019","Nodes","19","21.000000","23.496984","DDS demands","Known Flow","271793.423113","846891.292656","","0.000000","","","","-10.560000","","-9.442940","-10.560000","","","","","","D1 PROFILE",""
"60604300000021","Nodes","21","21.000000","23.472247","DDS demands","Known Flow","271857.914131","846924.574665","","0.000000","","","","-6.639999","","-5.937605","-6.639999","","","","","","D1 PROFILE",""
"60604300000016","Nodes","16","21.000000","24.188210","DDS demands","Known Flow","271688.878085","846578.388571","","0.000000","-3.199999","","","-14.239999","","-15.595158","-17.439999","","","C2 PROFILE","","","D1 PROFILE",""
"60604300000027","Nodes","27","21.000000","23.213484","DDS demands","Known Flow","271970.573107","846858.422287","","0.000000","","","","-7.199999","","-6.438368","-7.199999","","","","","","D1 PROFILE",""
"60604300000029","Nodes","29","21.000000","22.750365","DDS demands","Known Flow","271903.631143","846833.477641","","0.000000","","","","-8.409999","","-7.520371","-8.409999","","","","","","D1 PROFILE",""
"60604300000026","Nodes","26","21.000000","23.265519","DDS demands","Known Flow","271918.333147","846879.567653","","0.000000","","","","-9.509999","","-8.504011","-9.509999","","","","","","D1 PROFILE",""
"60604300000032","Nodes","32","21.000000","22.984820","DDS demands","Known Flow","271992.081335","846926.330987","","0.000000","","","","-6.550000","","-5.857127","-6.550000","","","","","","D1 PROFILE",""
"60604300000129","Nodes","129","21.000000","23.397370","Default Known Flow Node","Known Flow","271884.097138","846899.983659","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000022","Nodes","22","21.000000","23.467886","DDS demands","Known Flow","271854.824130","846928.349666","","0.000000","","","","-8.609999","","-7.699214","-8.609999","","","","","","D1 PROFILE",""
"60604300000128","Nodes","128","21.000000","23.467040","Default Known Flow Node","Known Flow","271852.705129","846931.822667","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000025","Nodes","25","21.000000","23.294320","DDS demands","Known Flow","271884.504138","846973.381679","","0.000000","","","","-5.030000","","-4.497915","-5.030000","","","","","","D1 PROFILE",""
"60604300000023","Nodes","23","21.000000","23.440126","DDS demands","Known Flow","271834.277124","846952.504673","","0.000000","","","","-4.750000","","-4.247534","-4.750000","","","","","","D1 PROFILE",""
"60604300000127","Nodes","127","21.000000","23.269872","Default Known Flow Node","Known Flow","271812.068118","846990.204683","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000013","Nodes","13","21.000000","23.563510","DDS demands","Known Flow","271755.470103","846852.722646","","0.000000","","","","-9.720000","","-8.691796","-9.720000","","","","","","D1 PROFILE",""
"60604300000014","Nodes","14","21.000000","23.582747","DDS demands","Known Flow","271798.071114","846780.629626","","0.000000","","","","-12.229999","","-10.936284","-12.229999","","","","","","D1 PROFILE",""
"60604300000012","Nodes","12","21.000000","23.727142","DDS demands","Known Flow","271702.128088","846777.166625","","0.000000","","","","-23.959999","","-21.425458","-23.959999","","","","","","D1 PROFILE",""
"60604300000015","Nodes","15","21.000000","23.796539","DDS demands","Known Flow","271788.477112","846691.615602","","0.000000","","","","-8.180000","","-7.314701","-8.180000","","","","","","D1 PROFILE",""
"60604300000133","Nodes","133","21.000000","23.657002","Default Known Flow Node","Known Flow","271714.091092","846816.716636","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000011","Nodes","11","21.000000","23.896653","DDS demands","Known Flow","271675.866007","846741.506539","","0.000000","","","","-12.780000","","-11.428103","-12.780000","","","","","","D1 PROFILE",""
"60604300000017","Nodes","17","21.000000","23.804409","DDS demands","Known Flow","271649.175074","846775.296625","","0.000000","","","","-7.820000","","-6.992783","-7.820000","","","","","","D1 PROFILE",""
"60604300009062","Nodes","-259902","21.000000","23.796539","Default Known Flow Node","Known Flow","271792.982113","846689.566601","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000010","Nodes","10","21.000000","24.193998","DDS demands","Known Flow","271658.620992","846666.061091","","0.000000","","","","-21.249999","","-19.002128","-21.249999","","","","","","D1 PROFILE",""
"60604300009061","Nodes","-259896","21.000000","24.179568","Default Known Flow Node","Known Flow","271660.374077","846542.011561","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000132","Nodes","132","21.000000","23.613241","Default Known Flow Node","Known Flow","271693.366086","846836.327641","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000130","Nodes","130","21.000000","23.353572","Default Known Flow Node","Known Flow","271855.022769","846890.574048","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009065","Nodes","-259923","21.000000","23.313659","Default Known Flow Node","Known Flow","271841.783126","846987.802683","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000028","Nodes","28","21.000000","23.177013","DDS demands","Known Flow","272020.134175","846829.464640","","0.000000","","","","-4.269999","","-3.818310","-4.269999","","","","","","D1 PROFILE",""
"60604300000030","Nodes","30","21.000000","23.119436","DDS demands","Known Flow","272069.297188","846850.862645","","0.000000","","","","-8.779999","","-7.851232","-8.779999","","","","","","D1 PROFILE",""
"60604300009063","Nodes","-259908","21.000000","23.073866","Default Known Flow Node","Known Flow","272087.153193","846862.724649","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000131","Nodes","131","21.000000","23.119436","Default Known Flow Node","Known Flow","272082.072192","846829.114639","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000031","Nodes","31","21.000000","22.908357","DDS demands","Known Flow","272054.812184","846899.689659","","0.000000","","","","-5.689999","","-5.088098","-5.689999","","","","","","D1 PROFILE",""
"60604300009064","Nodes","-259909","21.000000","23.073866","Default Known Flow Node","Known Flow","272102.243650","846867.521440","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000024","Nodes","24","21.000000","23.171432","DDS demands","Known Flow","271773.881108","847015.761690","","0.000000","","","","-5.239999","","-4.685700","-5.239999","","","","","","D1 PROFILE",""
"60604300009027","Nodes","9027","21.000000","41.465462","Default Known Flow Node","Known Flow","271892.605140","845994.185412","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000152","Nodes","152","21.000000","41.465462","Default Known Flow Node","Known Flow","271906.882144","845972.622406","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000086","Nodes","86","21.000000","33.514678","DDS demands","Known Flow","271917.560917","845794.113569","","0.000000","","","","-27.529999","","-24.617815","-27.529999","","","","","","D1 PROFILE",""
"60604300000137","Nodes","137","21.000000","31.847037","Default Known Flow Node","Known Flow","271879.341667","845740.890987","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000151","Nodes","151","21.000000","41.476726","Default Known Flow Node","Known Flow","271982.583165","845990.128411","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300001000","Nodes","1000","21.000000","41.552729","Default Known Flow Node","Known Flow","271980.169164","845982.518409","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000081","Nodes","81","21.000000","42.726861","Default Known Flow Node","Known Flow","271991.861304","845930.655551","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000080","Nodes","Whiteroses DG, Constant, Site ID 1116","21.000000","45.000001","Default Known Pressure Node","Known Pressure","271987.802166","845913.416390","","2945.299937","","","","","","318.949597","356.679987","","","","","","",""
"60604300000999","Nodes","999","21.000000","41.596430","DDS demands","Known Flow","272014.603173","845960.806403","","0.000000","","","","-21.790000","","-19.485006","-21.790000","","","","","","D1 PROFILE",""
"60604300009025","Nodes","9025","21.000000","41.436801","DDS demands","Known Flow","272024.834176","845968.296405","","0.000000","","","","-4.920000","","-4.399551","-4.920000","","","","","","D1 PROFILE",""
"60604300002318","Nodes","Culloden Centre RRI","21.000000","45.000001","Default Known Pressure Node","Known Pressure","271741.827099","846034.865423","","499.999994","","","","","","41.706318","46.640000","","","","","","",""
"60604300000138","Nodes","138","21.000000","40.598534","DDS demands","Known Flow","271707.508090","846056.266429","","0.000000","-10.670000","-9.770000","","","","-18.277813","-20.440001","","","C2 PROFILE","C4 PROFILE","","",""
"60604300009023","Nodes","","21.000000","40.505550","Default Known Flow Node","Known Flow","271707.628622","846091.083356","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000154","Nodes","154","21.000000","41.352526","Default Known Flow Node","Known Flow","272098.232196","846119.133446","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009031","Nodes","-1125349","21.000000","41.479282","Default Known Flow Node","Known Flow","272190.819221","846096.689440","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009030","Nodes","-1125348","21.000000","41.479299","Default Known Flow Node","Known Flow","272180.012507","846085.125223","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000144","Nodes","144","21.000000","32.357759","Default Known Flow Node","Known Flow","272424.241285","846260.016485","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000060","Nodes","60","21.000000","41.267247","Default Known Flow Node","Known Flow","272119.705202","846135.378451","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000059","Nodes","59","21.000000","41.352415","Default Known Flow Node","Known Flow","272083.630581","846107.928601","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000153","Nodes","153","21.000000","41.436719","Default Known Flow Node","Known Flow","272073.945189","846007.534416","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009033","Nodes","-1125351","21.000000","41.564622","Default Known Flow Node","Known Flow","272212.186227","846053.687428","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009032","Nodes","-1125350","21.000000","41.564634","Default Known Flow Node","Known Flow","272209.101163","846047.166867","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000140","Nodes","140","21.000000","32.094961","DDS demands","Known Flow","272488.089302","846264.402486","","0.000000","","","","-13.810000","","-12.349147","-13.810000","","","","","","D1 PROFILE",""
"60604300000145","Nodes","P00082261, Moray Park Place, -62.1","22.999998","25.532356","CSEP DDS Matched","Known Flow","272437.118288","846295.329494","","0.000000","","","","","-62.099996","-55.530922","-62.099996","","","","","","","DC PROFILE"
"60604300000141","Nodes","141","21.000000","31.922917","Default Known Flow Node","Known Flow","272488.856302","846246.641481","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000142","Nodes","142","21.000000","31.819361","DDS demands","Known Flow","272491.954303","846236.368478","","0.000000","","","","-8.409999","","-7.520371","-8.409999","","","","","","D1 PROFILE",""
"60604300000146","Nodes","146","21.000000","31.732536","Default Known Flow Node","Known Flow","272452.125292","846217.282473","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000042","Nodes","42","21.000000","31.863817","Default Known Flow Node","Known Flow","272522.197311","846279.846490","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000070","Nodes","Moray Park DG, Constant, Site ID 1114","21.000000","74.999996","Default Known Pressure Node","Known Pressure","272742.505371","846411.133526","","376.660004","","","","","","204.999428","229.249994","","","","","","",""
"60604300000046","Nodes","46","21.000000","30.772429","DDS demands","Known Flow","272599.594333","846291.905493","","0.000000","","","","-9.330000","","-8.343052","-9.330000","","","","","","D1 PROFILE",""
"60604300009068","Nodes","-43","21.000000","31.831341","DDS demands","Known Flow","272503.795306","846301.606496","","0.000000","","","","-8.729999","","-7.806521","-8.729999","","","","","","D1 PROFILE",""
"60604300000045","Nodes","45","21.000000","31.717281","DDS demands","Known Flow","272587.276329","846372.867515","","0.000000","","","","-4.530000","","-4.050806","-4.530000","","","","","","D1 PROFILE",""
"60604300000044","Nodes","44","21.000000","31.831341","Default Known Flow Node","Known Flow","272479.293300","846319.164501","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000047","Nodes","47","21.000000","30.902995","Default Known Flow Node","Known Flow","272655.398348","846315.011500","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000048","Nodes","48","21.000000","30.278279","Default Known Flow Node","Known Flow","272574.586326","846239.485479","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000049","Nodes","49","21.000000","30.278279","Default Known Flow Node","Known Flow","272547.987318","846248.060481","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000050","Nodes","50","21.000000","30.313907","Default Known Flow Node","Known Flow","272579.080327","846229.878476","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000058","Nodes","P00015253, Moray Park Gardens, -113","26.000000","30.333929","CSEP DDS Matched","Known Flow","272586.607329","846220.131474","","0.000000","","","","","-45.789999","-40.946233","-45.789999","","","","","","","DC PROFILE"
"60604300000009","Nodes","9","21.000000","25.012772","DDS demands","Known Flow","271576.986054","846708.257607","","0.000000","","","","-14.229999","","-12.724719","-14.229999","","","","","","D1 PROFILE",""
"60604300009066","Nodes","-268050","21.000000","24.995367","Default Known Flow Node","Known Flow","271569.211481","846717.475939","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300009067","Nodes","-289461","21.000000","23.494964","Default Known Flow Node","Known Flow","271793.024665","846893.448854","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000147","Nodes","147","21.000000","23.796457","Default Known Flow Node","Known Flow","271749.737101","846646.733590","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"60604300000001","Nodes","Culloden DG, Constant, Site ID 1113","21.000000","24.999999","Default Known Pressure Node","Known Pressure","271567.060052","846716.360609","","3964.900037","","","","","","227.855632","254.809990","","","","","","",""
"60604300000020","Nodes","20","21.000000","23.415322","DDS demands","Known Flow","271740.447099","846924.754665","","0.000000","","","","-3.629999","","-3.246010","-3.629999","","","","","","D1 PROFILE",""
