"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60600700000425","Nodes","425","21.000000","35.391072","DDS demands","Known Flow","319774.353169","863155.762082","","0.000000","","","","","","","-16.600000","","","","","","-14.844017","-16.600000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000422","Nodes","422","21.000000","35.002058","DDS demands","Known Flow","319877.853197","863091.512065","","0.000000","","","","","","","-12.930000","","","","","","-11.562238","-12.930000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001511","Nodes","1511","21.000000","23.448906","DDS demands","Known Flow","321713.353697","862869.512004","","0.000000","","","","-5.709999","","","-1.159999","","","","","","-6.143276","-6.869999","","","","","","C4 PROFILE","","","D1 PROFILE","","","","",""
"60600700000207","Nodes","207","21.000000","23.430922","DDS demands","Known Flow","321709.603696","862885.387008","","0.000000","-3.450000","","","","","","-5.670000","","","","","","-8.155267","-9.120000","","","C1 PROFILE","","","","","","D1 PROFILE","","","","",""
"60600701462709","Nodes","-1462709","21.000000","23.430922","Default Known Flow Node","Known Flow","321708.978696","862887.387009","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001428","Nodes","1428","21.000000","40.129535","DDS demands","Known Flow","323002.590048","861897.622740","","0.000000","","","","","","","-19.450000","","","","","","-17.392538","-19.450000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001470","Nodes","P00081171, Manitoba Avenue, 294.83","26.000000","35.012990","CSEP DDS Matched","Known Flow","323052.037061","861824.906720","","0.000000","","","","","","-154.149999","","-294.829994","","","","","-263.642260","-294.829994","","","","","","","","CT PROFILE","","DC PROFILE","","","",""
"60600700000870","Nodes","870","21.000000","20.951014","DDS demands","Known Flow","321186.728553","863013.887043","","0.000000","","","","","","","-10.520000","","","","","","-9.407172","-10.520000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001099","Nodes","Logger 10146, 21 Bibby Place","21.000000","20.887262","Val Log Cath","Known Flow","321168.002154","862989.582697","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000871","Nodes","871","21.000000","20.839703","DDS demands","Known Flow","321182.478552","862943.137024","","0.000000","","","","","","","-5.320000","","","","","","-4.757239","-5.320000","","","","","","","","","D1 PROFILE","","","","",""
"60600700007020","Nodes","-1045","21.000000","32.690861","Default Known Flow Node","Known Flow","322317.713861","863322.026127","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000122","Nodes","122","21.000000","32.168759","DDS demands","Known Flow","322310.714357","863364.522611","","0.000000","","","","","","","-22.330000","","","","","","-19.967885","-22.330000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000573","Nodes","573","21.000000","32.356364","DDS demands","Known Flow","322379.308236","863422.383175","","0.000000","","","","-4.349999","","","-10.039999","","","","","","-12.867795","-14.389998","","","","","","C4 PROFILE","","","D1 PROFILE","","","","",""
"60600700000120","Nodes","120","21.000000","33.683733","DDS demands","Known Flow","322401.899884","863328.586129","","0.000000","","","","","","","-11.180000","","","","","","-9.997356","-11.180000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000123","Nodes","123","21.000000","33.066741","DDS demands","Known Flow","322359.100255","863221.431899","","0.000000","","","","","","","-7.150000","","","","","","-6.393657","-7.150000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000121","Nodes","121","21.000000","32.826681","DDS demands","Known Flow","322330.034541","863250.707948","","0.000000","","","","","","","-19.680000","","","","","","-17.598209","-19.680000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000773","Nodes","773","21.000000","27.183912","DDS demands","Known Flow","321532.853648","863449.137162","","0.000000","","","","","","","-4.360000","","","","","","-3.898790","-4.360000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000092","Nodes","92","21.000000","26.959473","DDS demands","Known Flow","321536.416467","863441.836876","","0.000000","-2.619999","","","","","","","","","","","","-2.342850","-2.619999","","","C1 PROFILE","","","","","","","","","","",""
"60600700000776","Nodes","776","21.000000","25.091468","DDS demands","Known Flow","321564.603656","863381.012143","","0.000000","","","","","","","-11.810000","","","","","","-10.560714","-11.810000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000616","Nodes","616","21.000000","38.425339","Default Known Flow Node","Known Flow","320570.728386","862534.886913","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000994","Nodes","994","21.000000","37.985571","Default Known Flow Node","Known Flow","320546.665899","862529.610441","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000983","Nodes","P09121817, High Street, 10.34","22.999998","22.661534","CSEP DDS Matched","Known Flow","321297.008584","862701.441958","","0.000000","","","","","","","","-10.339999","","","","","-9.246212","-10.339999","","","","","","","","","","DC PROFILE","","","",""
"60600700000993","Nodes","993","21.000000","36.099497","DDS demands","Known Flow","320544.005452","862613.019266","","0.000000","","","","","","","-18.479999","","","","","","-16.525146","-18.479999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000620","Nodes","620","21.000000","36.069986","DDS demands","Known Flow","320540.228378","862591.386928","","0.000000","","","","","","","-4.480000","","","","","","-4.006096","-4.480000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000992","Nodes","992","21.000000","40.841255","DDS demands","Known Flow","320640.953598","862625.267589","","0.000000","","","","","","","-3.819999","","","","","","-3.415912","-3.819999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000989","Nodes","989","21.000000","40.280653","DDS demands","Known Flow","320636.103404","862595.386930","","0.000000","","","","","","","-9.430000","","","","","","-8.432475","-9.430000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000995","Nodes","995","21.000000","39.445723","DDS demands","Known Flow","320623.889354","862551.631409","","0.000000","","","","","","","-0.479999","","","","","","-0.429224","-0.479999","","","","","","","","","D1 PROFILE","","","","",""
"60600700001026","Nodes","P10123858, Pinefield Crescent, 41.91","22.999998","27.441471","CSEP DDS Matched","Known Flow","323296.530128","862494.082902","","0.000000","","","","","","","","-41.910001","","","","","-37.476672","-41.910001","","","","","","","","","","DC PROFILE","","","",""
"60600700000832","Nodes","832","21.000000","31.712711","DDS demands","Known Flow","322469.143755","862233.135968","","0.000000","","","","","","","-14.389999","","","-5.059999","","","-17.392538","-19.449998","","","","","","","","","D1 PROFILE","","","I2 PROFILE","",""
"60600700000833","Nodes","833","21.000000","31.659414","DDS demands","Known Flow","322491.978909","862197.636821","","0.000000","","","","","","","-4.309999","","","","","","-3.854079","-4.309999","","","","","","","","","D1 PROFILE","","","","",""
"60600700007121","Nodes","P10124866, 115 South Street, 14.03","22.999998","25.779875","CSEP DDS Matched","Known Flow","321145.295288","862600.810856","","0.000000","","","","","","","","-14.029999","","","","","-12.545876","-14.029999","","","","","","","","","","DC PROFILE","","","",""
"60600700001408","Nodes","1408","21.000000","25.576826","DDS demands","Known Flow","320943.324074","862330.633470","","0.000000","","","","","","","-2.150000","","","","","","-1.922568","-2.150000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000169","Nodes","169","21.000000","25.548893","DDS demands","Known Flow","320969.853494","862355.136864","","0.000000","","","","","","","-11.230000","","","","","","-10.042066","-11.230000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001039","Nodes","1039","21.000000","48.370704","Default Known Flow Node","Known Flow","322899.854020","861923.636747","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000834","Nodes","834","21.000000","48.735496","Default Known Flow Node","Known Flow","322919.845987","861922.510876","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001427","Nodes","1427","21.000000","49.798139","DDS demands","Known Flow","322936.727597","861860.638870","","0.000000","","","","","","","-7.269999","","","","","","-6.500963","-7.269999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000110","Nodes","110","21.000000","30.285198","DDS demands","Known Flow","322119.603807","863968.012303","","0.000000","","","","","","","-6.730000","","","","","","-6.018086","-6.730000","","","","","","","","","D1 PROFILE","","","","",""
"60600700099003","Nodes","Logger 9876, 33 Lesmurdie Road","21.000000","30.342311","Val Log Cath","Known Flow","322218.445616","863854.373111","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001056","Nodes","1056","21.000000","30.394291","DDS demands","Known Flow","322280.853851","863791.262255","","0.000000","","","","","","","-0.910000","","","","","","-0.813738","-0.910000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000155","Nodes","155","21.000000","35.672551","DDS demands","Known Flow","320358.391328","862737.720968","","0.000000","","-16.219999","-4.280000","","","","-5.709999","","","","","","-23.437451","-26.210000","","","","C2 PROFILE","C3 PROFILE","","","","D1 PROFILE","","","","",""
"60600700002000","Nodes","","21.000000","36.324181","Default Known Flow Node","Known Flow","320418.970346","862711.645760","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001133","Nodes","1133","21.000000","36.703209","Default Known Flow Node","Known Flow","320454.097354","862698.269958","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000738","Nodes","","21.000000","23.491436","DDS demands","Known Flow","321321.228590","862764.261976","","0.000000","-51.409998","","-2.650000","-0.079999","","","-15.689999","","","-1.940000","","","-64.178020","-71.769999","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","","D1 PROFILE","","","I2 PROFILE","",""
"60600700006617","Nodes","6617","21.000000","23.132601","Default Known Flow Node","Known Flow","321369.821700","862784.124545","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000733","Nodes","733","21.000000","22.962024","DDS demands","Known Flow","321443.728623","862812.136989","","0.000000","-19.650000","","","-31.509999","","","-3.469999","","","","","","-48.851124","-54.629998","","","C1 PROFILE","","","C4 PROFILE","","","D1 PROFILE","","","","",""
"60600700001572","Nodes","1572","21.000000","30.078563","Default Known Flow Node","Known Flow","321725.978700","862264.386839","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000538","Nodes","538","21.000000","30.079383","DDS demands","Known Flow","321727.853701","862251.636836","","0.000000","","","","","","","-1.940000","","","","","","-1.734782","-1.940000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000423","Nodes","423","21.000000","35.182654","DDS demands","Known Flow","319944.978216","863154.887082","","0.000000","","","","","","","-6.800000","","","","","","-6.080681","-6.800000","","","","","","","","","D1 PROFILE","","","","",""
"60600701462921","Nodes","-1462921","21.000000","35.182654","Default Known Flow Node","Known Flow","319974.728224","863137.137077","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000421","Nodes","421","21.000000","35.525518","DDS demands","Known Flow","319845.478189","863225.512101","","0.000000","","","","","","","-13.369999","","","","","","-11.955693","-13.369999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000420","Nodes","420","21.000000","35.432160","DDS demands","Known Flow","319973.978223","863264.512112","","0.000000","","","","","","","-16.049999","","","","","","-14.352197","-16.049999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000660","Nodes","660","21.000000","34.911918","DDS demands","Known Flow","319912.603207","863059.762056","","0.000000","-5.150000","","","","","","-2.730000","","","","","","-7.046437","-7.880000","","","C1 PROFILE","","","","","","D1 PROFILE","","","","",""
"60600700000424","Nodes","424","21.000000","35.001113","DDS demands","Known Flow","319830.978185","863015.012044","","0.000000","","","","","","","-7.739999","","","","","","-6.921246","-7.739999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000661","Nodes","661","21.000000","35.176030","DDS demands","Known Flow","319748.853162","863016.387044","","0.000000","","","","","","","-12.979999","","","","","","-11.606948","-12.979999","","","","","","","","","D1 PROFILE","","","","",""
"60600700326955","Nodes","-326955","21.000000","34.783111","Default Known Flow Node","Known Flow","319984.603226","863063.762057","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000662","Nodes","662","21.000000","35.173523","DDS demands","Known Flow","319745.603161","863060.637056","","0.000000","","","","","","","-5.630000","","","","","","-5.034446","-5.630000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000426","Nodes","426","21.000000","35.312123","DDS demands","Known Flow","319676.978143","863048.262053","","0.000000","","","","","","","-11.379999","","","","","","-10.176199","-11.379999","","","","","","","","","D1 PROFILE","","","","",""
"60600701462695","Nodes","-1462695","21.000000","35.173523","Default Known Flow Node","Known Flow","319740.728160","863066.512058","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000427","Nodes","427","21.000000","35.440971","DDS demands","Known Flow","319657.978138","863038.762050","","0.000000","","","","","","","-1.570000","","","","","","-1.403922","-1.570000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000674","Nodes","674","21.000000","35.440425","DDS demands","Known Flow","319637.353132","863028.387047","","0.000000","","","","","","","-4.050000","","","","","","-3.621582","-4.050000","","","","","","","","","D1 PROFILE","","","","",""
"60600701462805","Nodes","-1462805","21.000000","35.569453","Default Known Flow Node","Known Flow","319619.228127","863019.387045","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001013","Nodes","1013","21.000000","21.219898","DDS demands","Known Flow","321250.228571","861445.011617","","0.000000","","","","","","","-2.549999","","","","","","-2.280255","-2.549999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000949","Nodes","949","21.000000","21.207397","DDS demands","Known Flow","321311.478587","861475.761625","","0.000000","","","","","","","-12.570000","","","","","","-11.240319","-12.570000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000930","Nodes","930","21.000000","21.594864","DDS demands","Known Flow","321251.603571","861399.386604","","0.000000","","","","","","","-4.519999","","","","","","-4.041864","-4.519999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000929","Nodes","929","21.000000","21.899630","DDS demands","Known Flow","321337.728595","861327.011584","","0.000000","","","","","","","-2.750000","","","","","","-2.459099","-2.750000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000945","Nodes","945","21.000000","21.075041","DDS demands","Known Flow","321225.228564","861494.761630","","0.000000","","","","","","","-10.880000","","","","","","-9.729090","-10.880000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000946","Nodes","946","21.000000","20.954975","DDS demands","Known Flow","321172.978550","861474.511625","","0.000000","","","","","","","-4.460000","","","","","","-3.988211","-4.460000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000950","Nodes","950","21.000000","21.239861","DDS demands","Known Flow","321320.603590","861437.386614","","0.000000","","","","","","","-2.019999","","","","","","-1.806320","-2.019999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000948","Nodes","948","21.000000","21.399459","DDS demands","Known Flow","321386.853608","861482.636627","","0.000000","","","","","","","-5.339999","","","","","","-4.775123","-5.339999","","","","","","","","","D1 PROFILE","","","","",""
"60600700001014","Nodes","1014","21.000000","21.437491","DDS demands","Known Flow","321385.978608","861463.636622","","0.000000","","","","","","","-3.099999","","","","","","-2.772075","-3.099999","","","","","","","","","D1 PROFILE","","","","",""
"60600700001015","Nodes","1015","21.000000","21.422966","Default Known Flow Node","Known Flow","321412.978615","861452.511619","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700001019","Nodes","1019","21.000000","21.259846","DDS demands","Known Flow","321376.978605","861423.636611","","0.000000","","","","","","","-3.790000","","","","","","-3.389085","-3.790000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001016","Nodes","1016","21.000000","21.332906","DDS demands","Known Flow","321444.353624","861465.636622","","0.000000","","","","","","","-1.599999","","","","","","-1.430748","-1.599999","","","","","","","","","D1 PROFILE","","","","",""
"60600700001020","Nodes","Low Point, Marchfield Place, ID:1072","21.000000","21.077032","Referencing Low Point","Known Flow","321327.978592","861396.261603","","0.000000","","","","","","","-6.340000","","","","","","-5.669341","-6.340000","","","","","","","","","D1 PROFILE","","","","",""
"60600700001017","Nodes","1017","21.000000","21.300722","DDS demands","Known Flow","321450.853625","861450.386618","","0.000000","","","","","","","-5.539999","","","","","","-4.953967","-5.539999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000928","Nodes","928","21.000000","21.954402","Default Known Flow Node","Known Flow","321359.853601","861309.761580","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000927","Nodes","927","21.000000","21.971716","Default Known Flow Node","Known Flow","321397.978611","861329.886585","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000926","Nodes","926","21.000000","21.985569","DDS demands","Known Flow","321388.853608","861363.636594","","0.000000","","","","","","","-1.399999","","","","","","-1.251905","-1.399999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000924","Nodes","924","21.000000","21.995420","DDS demands","Known Flow","321406.353613","861370.886596","","0.000000","","","","","","","-1.640000","","","","","","-1.466517","-1.640000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000925","Nodes","925","21.000000","21.906606","DDS demands","Known Flow","321390.228609","861407.136606","","0.000000","","","","","","","-4.019999","","","","","","-3.594755","-4.019999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000923","Nodes","923","21.000000","22.026922","Default Known Flow Node","Known Flow","321430.228620","861381.011599","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000921","Nodes","921","21.000000","22.051085","DDS demands","Known Flow","321510.853642","861427.386612","","0.000000","","","","","","","-2.509999","","","","","","-2.244486","-2.509999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000241","Nodes","241","21.000000","38.012103","DDS demands","Known Flow","321856.603736","861302.011578","","0.000000","","","","","","","-12.839999","","","","","","-11.481757","-12.839999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000749","Nodes","749","21.000000","38.517681","DDS demands","Known Flow","321998.853774","861359.386593","","0.000000","","","","","","","-8.529999","","","","","","-7.627678","-8.529999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000533","Nodes","533","21.000000","37.195074","DDS demands","Known Flow","321615.728670","861316.386582","","0.000000","","","","","","","-13.109999","","","","","","-11.723196","-13.109999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000654","Nodes","-654","21.000000","37.457246","Default Known Flow Node","Known Flow","321650.097710","861295.509668","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000537","Nodes","537","21.000000","36.503778","DDS demands","Known Flow","321547.103652","861358.261593","","0.000000","","","","","","","-14.340000","","","","","","-12.823084","-14.340000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000536","Nodes","536","21.000000","37.122963","Default Known Flow Node","Known Flow","321569.853658","861317.261582","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000535","Nodes","535","21.000000","37.077622","DDS demands","Known Flow","321611.603669","861374.386597","","0.000000","","","","","","","-4.760000","","","","","","-4.256477","-4.760000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000534","Nodes","534","21.000000","37.145208","DDS demands","Known Flow","321622.353672","861355.011592","","0.000000","","","","","","","-4.550000","","","","","","-4.068691","-4.550000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000922","Nodes","922","21.000000","21.715809","DDS demands","Known Flow","321523.353645","861395.136603","","0.000000","","","","","","","-14.239999","","","","","","-12.733662","-14.239999","","","","","","","","","D1 PROFILE","","","","",""
"60600700006616","Nodes","6616","21.000000","37.407240","DDS demands","Known Flow","321657.478682","861132.761532","","0.000000","","","","","","","-5.519999","","","","","","-4.936082","-5.519999","","","","","","","","","D1 PROFILE","","","","",""
"60600700006613","Nodes","6613","21.000000","37.587585","DDS demands","Known Flow","321686.978690","861200.011550","","0.000000","","","","","","","-11.249999","","","","","","-10.059950","-11.249999","","","","","","","","","D1 PROFILE","","","","",""
"60600701462804","Nodes","-1462804","21.000000","36.115660","Default Known Flow Node","Known Flow","321756.978709","861170.386542","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000789","Nodes","789","21.000000","36.115660","DDS demands","Known Flow","321766.853711","861141.261534","","0.000000","","","","","","","-10.249999","","","","","","-9.165733","-10.249999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000750","Nodes","750","21.000000","35.706089","DDS demands","Known Flow","321979.728769","861485.636628","","0.000000","","","","","","","-6.959999","","","","","","-6.223756","-6.959999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000751","Nodes","751","21.000000","35.264197","DDS demands","Known Flow","321901.228748","861465.136622","","0.000000","","","","","","","-14.579999","","","","","","-13.037696","-14.579999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000752","Nodes","752","21.000000","34.714588","DDS demands","Known Flow","321812.978724","861349.636591","","0.000000","","","","","","","-19.340000","","","","","","-17.294174","-19.340000","","","","","","","","","D1 PROFILE","","","","",""
"60600700008152","Nodes","8152","21.000000","34.551877","DDS demands","Known Flow","321749.853707","861398.511604","","0.000000","","","","","","","-2.219999","","","","","","-1.985163","-2.219999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000756","Nodes","756","21.000000","37.705790","DDS demands","Known Flow","321729.603701","861250.261564","","0.000000","","","","","","","-14.470000","","","","","","-12.939333","-14.470000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000791","Nodes","791","21.000000","37.689935","Default Known Flow Node","Known Flow","321721.728699","861247.261563","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000503","Nodes","503","21.000000","37.561753","DDS demands","Known Flow","321659.603682","861265.761568","","0.000000","","","","","","","-7.949999","","","","","","-7.109032","-7.949999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000531","Nodes","531","21.000000","37.508484","DDS demands","Known Flow","321623.228672","861257.386565","","0.000000","","","","","","","-10.020000","","","","","","-8.960063","-10.020000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000532","Nodes","532","21.000000","37.398717","DDS demands","Known Flow","321568.603657","861254.011565","","0.000000","","","","","","","-5.169999","","","","","","-4.623106","-5.169999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000658","Nodes","-658","21.000000","37.116478","DDS demands","Known Flow","321566.478657","861313.886581","","0.000000","","","","","","","-5.460000","","","","","","-4.882429","-5.460000","","","","","","","","","D1 PROFILE","","","","",""
"60600701462846","Nodes","-1462846","21.000000","37.145208","Default Known Flow Node","Known Flow","321620.228671","861360.511594","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000754","Nodes","754","21.000000","33.980437","DDS demands","Known Flow","321810.603723","861466.886622","","0.000000","","","","","","","-5.229999","","","","","","-4.676759","-5.229999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000848","Nodes","848","21.000000","33.615090","DDS demands","Known Flow","321796.728719","861456.261620","","0.000000","","","","","","","-13.839999","","","","","","-12.375975","-13.839999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000849","Nodes","849","21.000000","33.430658","DDS demands","Known Flow","321759.978709","861429.261612","","0.000000","","","","","","","-8.619999","","","","","","-7.708158","-8.619999","","","","","","","","","D1 PROFILE","","","","",""
"60600701462712","Nodes","-1462712","21.000000","33.658132","Default Known Flow Node","Known Flow","321852.353735","861438.886615","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000919","Nodes","Mossend Place 5 Dom","21.000000","22.095294","Point Loads","Known Flow","321550.603653","861450.636618","","0.000000","","","","","","","","","","","-10.020000","","-8.960063","-10.020000","","","","","","","","","","","","","PL-AF PROFILE",""
"60600700000685","Nodes","-685","21.000000","22.075874","Default Known Flow Node","Known Flow","321558.353655","861437.261614","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000918","Nodes","918","21.000000","22.171033","DDS demands","Known Flow","321588.478663","861466.761622","","0.000000","","","","","","","-5.219999","","","","","","-4.667817","-5.219999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000913","Nodes","913","21.000000","22.171516","Default Known Flow Node","Known Flow","321577.603660","861483.511627","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000914","Nodes","914","21.000000","22.149514","DDS demands","Known Flow","321568.978658","861500.136632","","0.000000","","","","","","","-1.949999","","","","","","-1.743724","-1.949999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000915","Nodes","915","21.000000","21.633486","DDS demands","Known Flow","321557.978655","861494.261630","","0.000000","","","","","","","-1.949999","","","","","","-1.743724","-1.949999","","","","","","","","","D1 PROFILE","","","","",""
"60600701462794","Nodes","-1462794","21.000000","36.115660","Default Known Flow Node","Known Flow","321769.603712","861132.386531","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000628","Nodes","628","21.000000","36.411752","DDS demands","Known Flow","321823.603727","861167.511541","","0.000000","","","","","","","-10.169999","","","","","","-9.094195","-10.169999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000790","Nodes","790","21.000000","37.457246","DDS demands","Known Flow","321648.978679","861299.011577","","0.000000","","","","","","","-2.030000","","","","","","-1.815262","-2.030000","","","","","","","","","D1 PROFILE","","","","",""
"60600700008150","Nodes","8150","21.000000","37.190627","DDS demands","Known Flow","321603.103667","861111.886526","","0.000000","","","","","","","-7.239999","","","","","","-6.474137","-7.239999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000920","Nodes","920","21.000000","22.139542","DDS demands","Known Flow","321568.728657","861421.136610","","0.000000","","","","-4.269999","","","","","","","","","-3.818310","-4.269999","","","","","","C4 PROFILE","","","","","","","",""
"60600700000686","Nodes","-686","21.000000","22.075874","Default Known Flow Node","Known Flow","321575.603659","861438.136615","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60600700000252","Nodes","252","21.000000","35.734955","DDS demands","Known Flow","321979.995516","861483.875750","","0.000000","","","","","","","-14.880000","","","","","","-13.305963","-14.880000","","","","","","","","","D1 PROFILE","","","","",""
"60600700000240","Nodes","240","21.000000","38.573666","DDS demands","Known Flow","322004.103776","861361.386594","","0.000000","","","","","","","-17.589999","","","","","","-15.729293","-17.589999","","","","","","","","","D1 PROFILE","","","","",""
"60600700000625","Nodes","625","21.000000","37.024875","DDS demands","Known Flow","322019.603780","861257.011565","","0.000000","","","","","","","-21.920000","","","","","","-19.601258","-21.920000","","","","","","","","","D1 PROFILE","","","","",""
