"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","0.000000"
"D1","Flow Categories","-2197.120000","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-48.870000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-59.609998","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-60.270001","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-228.840007","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-42.920000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-429.289991","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","0"
"DL","Flow Categories","","","1.000000","Volumetric","0"
"CM","Flow Categories","","","1.000000","Volumetric","0"
"CH","Flow Categories","","","1.000000","Volumetric","0"
"PL-AF","Flow Categories","-89.999996","0.000000","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-37.020001","0.000000","1.000000","Volumetric","0"
