"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"60200400000156","Nodes","156","21.000000","39.498317","DDS demands","Known Flow","307858.974927","688333.214511","","0.000000","","","","","","-1.529999","","","","","","","","-1.368153","-1.529999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000158","Nodes","158","21.000000","39.493390","DDS demands","Known Flow","307853.507961","688359.991064","","0.000000","","","","","","-0.509999","","","","","","","","-0.456051","-0.509999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000157","Nodes","157","21.000000","39.492852","DDS demands","Known Flow","307852.482925","688365.236520","","0.000000","","","","","","-1.490000","","","","","","","","-1.332384","-1.490000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000742","Nodes","742","21.000000","32.348307","DDS demands","Known Flow","311770.058339","687155.328232","","0.000000","","","","","","-7.199999","","","","","","","","-6.438368","-7.199999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400003120","Nodes","3120","21.000000","30.893138","DDS demands","Known Flow","311842.850011","687133.289185","","0.000000","","","","-2.130000","","","","","","","","","","-1.904684","-2.130000","","","","","","C4 PROFILE","","","","","","","","",""
"60200400000740","Nodes","740","21.000000","32.679960","DDS demands","Known Flow","311740.350983","687162.339193","","0.000000","","","","","","-5.810000","","","","","","","","-5.195405","-5.810000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400011461","Nodes","","21.000000","32.391980","Default Known Flow Node","Known Flow","311786.906996","687152.389190","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400002669","Nodes","2669","21.000000","31.931800","DDS demands","Known Flow","311090.475806","686585.964036","","0.000000","","","","","","-0.519999","","","","","","","","-0.464993","-0.519999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001307","Nodes","1307","21.000000","39.374618","Default Known Flow Node","Known Flow","310092.260864","688854.659467","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400000114","Nodes","114","21.000000","39.551520","DDS demands","Known Flow","310156.344087","688851.218444","","0.000000","","","","","","-32.520001","","","","","","","","-29.079966","-32.520001","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000273","Nodes","273","21.000000","30.739976","DDS demands","Known Flow","309439.308357","688263.615492","","0.000000","","","","","","-28.420000","","","","","","","","-25.413673","-28.420000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001012","Nodes","1012","21.000000","29.790419","Default Known Flow Node","Known Flow","309525.111634","688273.522449","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400000192","Nodes","192","21.000000","32.094225","DDS demands","Known Flow","308392.402072","688231.724484","","0.000000","","","","","","-2.740000","","","","","","","","-2.450157","-2.740000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001004","Nodes","","21.000000","32.060936","Default Known Flow Node","Known Flow","308422.977080","688227.006482","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400000193","Nodes","193","21.000000","31.730713","DDS demands","Known Flow","308457.431698","688221.853012","","0.000000","","","","","","-19.260000","","","","","","","","-17.222636","-19.260000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400003159","Nodes","3159","21.000000","33.756411","Default Known Flow Node","Known Flow","310875.975748","686416.463990","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400001005","Nodes","1005","21.000000","34.039946","DDS demands","Known Flow","310702.475701","686432.963994","","0.000000","","","","","","-1.190000","","","","","","","","-1.064119","-1.190000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001011","Nodes","1011","21.000000","34.173796","DDS demands","Known Flow","310707.666670","686409.529172","","0.000000","","","","","","-1.679999","","","","","","","","-1.502286","-1.679999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001006","Nodes","1006","21.000000","34.360507","DDS demands","Known Flow","310715.849080","686362.715945","","0.000000","0.000000","","","","","-11.239999","","","","","","","","-10.051008","-11.239999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60200400001013","Nodes","1013","21.000000","33.831643","DDS demands","Known Flow","310696.224771","686465.095664","","0.000000","","","","","","-5.700000","","","","","","","","-5.097042","-5.700000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001014","Nodes","1014","21.000000","33.865284","DDS demands","Known Flow","310699.033352","686450.657665","","0.000000","","","","","","-2.580000","","","","","","","","-2.307082","-2.580000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001010","Nodes","1010","21.000000","34.633456","DDS demands","Known Flow","310714.968080","686359.469582","","0.000000","","","","","","-6.090000","","","","","","","","-5.445787","-6.090000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001306","Nodes","1306","21.000000","34.824219","Default Known Flow Node","Known Flow","310717.153705","686329.165966","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400011034","Nodes","","21.000000","35.343286","Default Known Flow Node","Known Flow","310465.350636","686351.713972","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400011666","Nodes","","21.000000","34.785955","Default Known Flow Node","Known Flow","310746.849994","686331.601405","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400000361","Nodes","361","21.000000","24.643882","DDS demands","Known Flow","309860.529122","688466.398381","","0.000000","","","","","","-8.169999","","","","","","","","-7.305760","-8.169999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000362","Nodes","362","21.000000","24.792633","DDS demands","Known Flow","309890.876708","688468.041548","","0.000000","","","","","","-16.280000","","","","","","","","-14.557867","-16.280000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400002102","Nodes","2102","21.000000","27.045795","DDS demands","Known Flow","309928.975490","688543.839569","","0.000000","","","","","","-4.309999","","","","","","","","-3.854079","-4.309999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400002101","Nodes","2101","21.000000","24.578868","DDS demands","Known Flow","309833.350464","688505.089558","","0.000000","","","","","","-5.639999","","","","","","","","-5.043388","-5.639999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000333","Nodes","333,","21.000000","31.655842","DDS demands","Known Flow","309717.975433","687778.839360","","0.000000","-7.159999","","","","","-20.430000","","","","","","","","-24.671472","-27.590000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60200400001126","Nodes","1126","21.000000","36.442015","DDS demands","Known Flow","311959.101043","685725.588802","","0.000000","","","","","","-12.229999","","","","","","","","-10.936285","-12.229999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001300","Nodes","Low Point, Masterson Road, ID:2000","21.000000","36.353979","Low Point","Known Flow","311972.535085","685681.033376","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400003185","Nodes","3185","21.000000","36.246974","Default Known Flow Node","Known Flow","312009.351056","685576.088761","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400001052","Nodes","1052","21.000000","42.337809","DDS demands","Known Flow","310586.584866","685804.032144","","0.000000","","","","","","-15.229999","","","","","","","","-13.618938","-15.229999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400000977","Nodes","977","21.000000","45.860699","DDS demands","Known Flow","310480.100640","685717.463799","","0.000000","","","","","","-12.300000","","","","","","","","-10.998880","-12.300000","","","","","","","","D1 PROFILE","","","","","","",""
"60200400001304","Nodes","1304","21.000000","37.891182","Default Known Flow Node","Known Flow","310201.776804","687776.851356","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400002659","Nodes","2659,","21.000000","37.479947","DDS demands","Known Flow","310185.441638","687813.379385","","0.000000","-14.850000","","","","","","","","","","","","","-13.279136","-14.850000","","","C1 PROFILE","","","","","","","","","","","",""
"60200400002158","Nodes","2158","21.000000","37.935553","DDS demands","Known Flow","310145.438539","687738.666367","","0.000000","","0.000000","","","","-30.069998","","","","","","","","-26.889131","-30.069998","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","",""
"60200400001140","Nodes","1140,","21.000000","38.009514","DDS demands","Known Flow","310362.722055","687842.213289","","0.000000","","","","-24.260000","","-4.670000","","","","","","","","-25.869724","-28.930001","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"60200400002725","Nodes","2725","21.000000","42.483108","Default Known Flow Node","Known Flow","309366.850337","687235.464213","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400003282","Nodes","3282","21.000000","42.543630","DDS demands","Known Flow","309368.100085","687205.720213","","0.000000","","","","","","-6.769999","","","","","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","","","","","",""
"60200400011890","Nodes","","21.000000","42.609935","Default Known Flow Node","Known Flow","309377.225340","687169.839195","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400010578","Nodes","","21.000000","42.490107","Default Known Flow Node","Known Flow","309528.475381","686896.464120","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400001134","Nodes","1134, Proposed logger, Brucefield Avenue","21.000000","42.390840","Val Log Cath","Known Flow","309526.492736","686900.218352","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400002837","Nodes","2837,","21.000000","37.632142","DDS demands","Known Flow","309110.225267","687469.089276","","0.000000","-20.410000","","","-6.979999","","","","","","","","","","-24.492628","-27.390001","","","C1 PROFILE","","","C4 PROFILE","","","","","","","","",""
"60200400002745","Nodes","2745,","21.000000","37.918613","DDS demands","Known Flow","309157.939047","687472.340641","","0.000000","-7.710000","","","-8.020000","","-2.030000","","","","","","","","-15.881310","-17.760001","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"60200400002746","Nodes","2746,","21.000000","38.409817","DDS demands","Known Flow","309183.600287","687474.089277","","0.000000","-34.799998","","","","","-0.449999","","","","","","","","-31.521180","-35.249999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"60200400001133","Nodes","1133","21.000000","36.400023","Default Known Flow Node","Known Flow","310279.225585","687827.839374","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400010865","Nodes","","21.000000","38.009514","Default Known Flow Node","Known Flow","310356.850607","687851.339380","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200400009926","Nodes","","21.000000","38.331957","Default Known Flow Node","Known Flow","310225.225571","685809.463825","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
