"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"60203700000127","Nodes","127","21.000000","24.234650","DDS demands","Known Flow","277649.591707","720999.722400","","0.000000","","","","","-3.309999","","","-2.959861","-3.309999","","","","","","","D1 PROFILE","",""
"60203700000126","Nodes","126","21.000000","24.276166","DDS demands","Known Flow","277669.591712","720949.598386","","0.000000","","","","","-7.020000","","","-6.277409","-7.020000","","","","","","","D1 PROFILE","",""
"60203700000278","Nodes","278","21.000000","27.183939","Default Known Flow Node","Known Flow","277443.965651","721230.098463","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000242","Nodes","242","21.000000","31.347999","DDS demands","Known Flow","276961.051595","722066.510813","","0.000000","","","","","-13.060000","","","-11.678486","-13.060000","","","","","","","D1 PROFILE","",""
"60203700000147","Nodes","147","21.000000","23.559549","DDS demands","Known Flow","277741.975732","720977.966394","","0.000000","","","","","-3.880000","","","-3.469565","-3.880000","","","","","","","D1 PROFILE","",""
"60203700000238","Nodes","238","21.000000","23.495427","DDS demands","Known Flow","277764.442289","720950.814715","","0.000000","","","","","-1.129999","","","-1.010466","-1.129999","","","","","","","D1 PROFILE","",""
"60203700000276","Nodes","276","21.000000","23.549112","Default Known Flow Node","Known Flow","277735.841730","721006.473402","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000048","Nodes","48","21.000000","27.468915","DDS demands","Known Flow","277847.091760","721377.348503","","0.000000","","","","","-3.859999","","","-3.451680","-3.859999","","","","","","","D1 PROFILE","",""
"60203700000059","Nodes","59","21.000000","27.451313","DDS demands","Known Flow","277822.845026","721366.650693","","0.000000","","","","","-2.829999","","","-2.530636","-2.829999","","","","","","","D1 PROFILE","",""
"60203700000038","Nodes","38","21.000000","28.243692","DDS demands","Known Flow","277586.591689","721369.848501","","0.000000","","","","","-19.700000","","","-17.616093","-19.700000","","","","","","","D1 PROFILE","",""
"60203700000039","Nodes","39","21.000000","27.555448","DDS demands","Known Flow","277741.188537","721426.647923","","0.000000","","","","","-18.159999","","","-16.238996","-18.159999","","","","","","","D1 PROFILE","",""
"60203700000113","Nodes","113","21.000000","27.484831","DDS demands","Known Flow","277824.020351","721462.001410","","0.000000","","","","","-8.390000","","","-7.502488","-8.390000","","","","","","","D1 PROFILE","",""
"60203700000052","Nodes","52","21.000000","27.535819","DDS demands","Known Flow","277774.091741","721346.973495","","0.000000","","","","","-6.099999","","","-5.454729","-6.099999","","","","","","","D1 PROFILE","",""
"60203700000049","Nodes","49","21.000000","27.434657","DDS demands","Known Flow","277845.717436","721471.063134","","0.000000","","","","","-6.480000","","","-5.794532","-6.480000","","","","","","","D1 PROFILE","",""
"60203700000053","Nodes","53","21.000000","27.481566","DDS demands","Known Flow","277750.216734","721336.973492","","0.000000","","","","","-5.280000","","","-4.721470","-5.280000","","","","","","","D1 PROFILE","",""
"60203700000054","Nodes","54","21.000000","27.535159","DDS demands","Known Flow","277802.341748","721358.723498","","0.000000","","","","","-0.509999","","","-0.456051","-0.509999","","","","","","","D1 PROFILE","",""
"60203700000108","Nodes","Cowden Farm Potential","21.000000","26.044578","PL demand","Known Flow","277644.212891","721231.346968","","0.000000","","","","","-11.300000","","","-10.104662","-11.300000","","","","","","","D1 PROFILE","",""
"60203700000040","Nodes","40","21.000000","25.774015","DDS demands","Known Flow","277682.552388","721209.772563","","0.000000","","","","","-2.240000","","","-2.003048","-2.240000","","","","","","","D1 PROFILE","",""
"60203700000277","Nodes","277","21.000000","25.277834","Default Known Flow Node","Known Flow","277501.591666","721101.098428","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000332","Nodes","332","21.000000","25.625794","Default Known Flow Node","Known Flow","277671.918713","721161.731444","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000110","Nodes","110","21.000000","24.250694","DDS demands","Known Flow","277691.423571","721114.250311","","0.000000","-4.790000","","","","-1.990000","","","-6.062797","-6.780000","","","C1 PROFILE","","","","D1 PROFILE","",""
"60203700000155","Nodes","155","21.000000","23.931675","DDS demands","Known Flow","277699.341720","721097.223427","","0.000000","","","","","-1.789999","","","-1.600649","-1.789999","","","","","","","D1 PROFILE","",""
"60203700000111","Nodes","111","21.000000","23.885127","DDS demands","Known Flow","277709.466723","721073.348420","","0.000000","","","","","-5.280000","","","-4.721470","-5.280000","","","","","","","D1 PROFILE","",""
"60203700000214","Nodes","214","21.000000","23.539198","Default Known Flow Node","Known Flow","277731.815451","721030.962283","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000347","Nodes","347","21.000000","23.885127","Default Known Flow Node","Known Flow","277721.341726","721042.723412","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000215","Nodes","215","21.000000","22.324141","DDS demands","Known Flow","277796.841747","721133.973437","","0.000000","","","","","-15.060000","","","-13.466921","-15.060000","","","","","","","D1 PROFILE","",""
"60203700000125","Nodes","125","21.000000","25.119890","DDS demands","Known Flow","277551.466680","721051.973414","","0.000000","","","","","-11.479999","","","-10.265620","-11.479999","","","","","","","D1 PROFILE","",""
"60203700000128","Nodes","128","21.000000","24.994258","DDS demands","Known Flow","277617.716698","721071.598420","","0.000000","","","","","-4.719999","","","-4.220708","-4.719999","","","","","","","D1 PROFILE","",""
"60203700000335","Nodes","335","21.000000","24.932390","Default Known Flow Node","Known Flow","277562.718339","721005.594325","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203700000109","Nodes","109","21.000000","25.277058","DDS demands","Known Flow","277499.091666","721098.348427","","0.000000","","","","","-9.989999","","","-8.933236","-9.989999","","","","","","","D1 PROFILE","",""
