"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"60204700000118","Nodes","118","21.000000","24.428777","DDS demands","Known Flow","328180.634457","697413.944982","","0.000000","-56.330001","","","","","","","-50.371297","-56.330001","","","C1 PROFILE","","","","","",""
"60204700000055","Nodes","55","21.000000","22.404722","DDS demands","Known Flow","328555.480559","697718.342065","","0.000000","","","","","-8.729999","","","-7.806521","-8.729999","","","","","","","D1 PROFILE","",""
"60204700001007","Nodes","Logger 9884, 89 Brown Crescent","21.000000","22.537579","Val Log Cath","Known Flow","328532.356152","697697.031704","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700000033","Nodes","33","21.000000","22.740938","DDS demands","Known Flow","328523.094486","697661.200595","","0.000000","","","","","-10.260000","","","-9.174676","-10.260000","","","","","","","D1 PROFILE","",""
"60204700059608","Nodes","-107","21.000000","34.576444","Default Known Flow Node","Known Flow","328923.224988","697814.467442","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700001003","Nodes","1003","21.000000","34.889989","Default Known Flow Node","Known Flow","328925.160391","697845.718504","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700000137","Nodes","137","21.000000","35.202372","DDS demands","Known Flow","328926.855660","697873.092107","","0.000000","","","","","-5.489999","","","-4.909256","-5.489999","","","","","","","D1 PROFILE","",""
"60204700000107","Nodes","107","21.000000","28.522964","DDS demands","Known Flow","329314.390417","697755.872451","","0.000000","-6.000000","-30.190000","","","-11.839999","","","-42.949288","-48.029999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","",""
"60204700059695","Nodes","-57","21.000000","26.235436","Default Known Flow Node","Known Flow","328662.480588","697497.092005","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700001001","Nodes","Logger 9348, Mrs Wood, 32 Strathore Road","21.000000","26.307481","Val Log Cath","Known Flow","328701.766354","697502.495387","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700000127","Nodes","127","21.000000","26.333259","DDS demands","Known Flow","328739.730609","697507.717008","","0.000000","","","","","-23.540001","","","-21.049891","-23.540001","","","","","","","D1 PROFILE","",""
"60204700000112","Nodes","112","21.000000","22.990066","DDS demands","Known Flow","328862.279642","697352.013965","","0.000000","","","","","-10.249999","","","-9.165733","-10.249999","","","","","","","D1 PROFILE","",""
"60204700001000","Nodes","Logger 9091, Mrs Colville, 1 Orchard Road","21.000000","23.116526","Val Log Cath","Known Flow","328930.695772","697362.718246","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700000098","Nodes","98","21.000000","23.173715","DDS demands","Known Flow","328962.193079","697368.072387","","0.000000","","","","","-6.659999","","","-5.955491","-6.659999","","","","","","","D1 PROFILE","",""
"60204700059612","Nodes","-112","21.000000","30.167049","Default Known Flow Node","Known Flow","329211.105737","697845.467100","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60204700059613","Nodes","-113","21.000000","30.155133","Default Known Flow Node","Known Flow","329211.355737","697849.967101","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
