"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)"
"60211500000011","Nodes","11","21.000000","62.189696","DDS demands","Known Flow","341268.663420","717281.169767","","0.000000","","-20.349999","-18.197333","-20.349999","","","","D1 PROFILE"
"60211500000010","Nodes","10","21.000000","69.334096","DDS demands","Known Flow","341175.110471","717258.643890","","0.000000","","-20.850000","-18.644443","-20.850000","","","","D1 PROFILE"
"60211500000012","Nodes","12","21.000000","70.686786","DDS demands","Known Flow","341487.331815","717470.101533","","0.000000","","-40.660001","-36.358899","-40.660001","","","","D1 PROFILE"
"60211500000006","Nodes","6","21.000000","64.984394","DDS demands","Known Flow","341386.500000","717161.750000","","0.000000","","-14.560000","-13.019812","-14.560000","","","","D1 PROFILE"
"60211500000009","Nodes","9","21.000000","64.041492","DDS demands","Known Flow","341282.375000","717188.625000","","0.000000","","-11.890000","-10.632251","-11.890000","","","","D1 PROFILE"
"60211500000005","Nodes","5","21.000000","68.393932","DDS demands","Known Flow","341423.750000","717187.875000","","0.000000","","-12.560000","-11.231377","-12.560000","","","","D1 PROFILE"
"60211500000008","Nodes","8","21.000000","68.181642","DDS demands","Known Flow","341361.875000","717270.125000","","0.000000","","-6.929999","-6.196929","-6.929999","","","","D1 PROFILE"
"60211500000004","Nodes","4","21.000000","72.656762","DDS demands","Known Flow","341564.500000","717283.500000","","0.000000","","-6.110000","-5.463671","-6.110000","","","","D1 PROFILE"
"60211500000007","Nodes","7","21.000000","72.376693","DDS demands","Known Flow","341459.250000","717259.625000","","0.000000","","-5.169999","-4.623106","-5.169999","","","","D1 PROFILE"
"60211500000003","Nodes","3","21.000000","74.308795","DDS demands","Known Flow","341596.000000","717315.250000","","0.000000","","-2.539999","-2.271313","-2.539999","","","","D1 PROFILE"
"60211500000002","Nodes","2","21.000000","74.812376","DDS demands","Known Flow","341567.500000","717364.000000","","0.000000","","-4.489999","-4.015038","-4.489999","","","","D1 PROFILE"
"60211500000001","Nodes","Dairsie DG, Constant, Site ID 1740","21.000000","74.999996","Default Known Pressure Node","Known Pressure","341573.750000","717368.625000","","3700.000084","","","143.772340","160.780005","","","",""
"60211500000013","Nodes","13","21.000000","69.715919","DDS demands","Known Flow","341587.250000","717539.375000","","0.000000","","-10.790000","-9.648611","-10.790000","","","","D1 PROFILE"
"60211500000014","Nodes","","21.000000","70.046766","Default Known Flow Node","Known Flow","341355.729119","717381.198987","","0.000000","","","0.000000","0.000000","","","",""
"60211500000016","Nodes","","21.000000","72.597041","Default Known Flow Node","Known Flow","341523.310469","717420.194120","","0.000000","","","0.000000","0.000000","","","",""
"60211500000018","Nodes","","21.000000","70.247807","DDS demands","Known Flow","341522.639504","717494.844015","","0.000000","-3.880000","","-3.469565","-3.880000","","","C3 PROFILE",""
"60211500000015","Nodes","","21.000000","70.168542","Default Known Flow Node","Known Flow","341354.231922","717358.187135","","0.000000","","","0.000000","0.000000","","","",""
"60211500000017","Nodes","","21.000000","72.597041","Default Known Flow Node","Known Flow","341511.520895","717372.084174","","0.000000","","","0.000000","0.000000","","","",""
"60211500000019","Nodes","","21.000000","70.247807","Default Known Flow Node","Known Flow","341531.150576","717484.571506","","0.000000","","","0.000000","0.000000","","","",""
"60211500000022","Nodes","-59762","21.000000","62.344106","Default Known Flow Node","Known Flow","341275.163971","717274.983759","","0.000000","","","0.000000","0.000000","","","",""
"60211500000020","Nodes","-59760","21.000000","69.334096","Default Known Flow Node","Known Flow","341130.875000","717218.250000","","0.000000","","","0.000000","0.000000","","","",""
"60211500000021","Nodes","-59761","21.000000","69.293461","Default Known Flow Node","Known Flow","341160.989970","717274.507663","","0.000000","","","0.000000","0.000000","","","",""
"60211500000024","Nodes","-59765","21.000000","68.321360","Default Known Flow Node","Known Flow","341392.500000","717235.250000","","0.000000","","","0.000000","0.000000","","","",""
"60211500000026","Nodes","-59766","21.000000","70.682118","Default Known Flow Node","Known Flow","341489.250000","717471.875000","","0.000000","","","0.000000","0.000000","","","",""
"60211500000025","Nodes","-59764","21.000000","63.856404","Default Known Flow Node","Known Flow","341345.750000","717219.250000","","0.000000","","","0.000000","0.000000","","","",""
"60211500000023","Nodes","-59763","21.000000","62.302948","Default Known Flow Node","Known Flow","341249.476312","717217.632129","","0.000000","","","0.000000","0.000000","","","",""
