"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"60203100000102","Nodes","102","21.000000","28.897044","DDS demands","Known Flow","321229.328565","709874.050373","","0.000000","-5.859999","","","","-4.230000","","","-9.022658","-10.090000","","","C1 PROFILE","","","","D1 PROFILE","",""
"60203100000119","Nodes","119","21.000000","29.360878","DDS demands","Known Flow","321306.703586","709889.175377","","0.000000","","","","","-17.389999","","","-15.550448","-17.389999","","","","","","","D1 PROFILE","",""
"60203100000199","Nodes","199","21.000000","36.285674","DDS demands","Known Flow","321684.649145","710098.557551","","0.000000","","","","","-1.450000","","","-1.296616","-1.450000","","","","","","","D1 PROFILE","",""
"60203100001001","Nodes","1001","21.000000","35.803598","Default Known Flow Node","Known Flow","321691.865902","710072.129989","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203100000092","Nodes","92","21.000000","34.758437","DDS demands","Known Flow","321700.836791","710005.558641","","0.000000","","","","","-30.610000","","","-27.372010","-30.610000","","","","","","","D1 PROFILE","",""
"60203100000196","Nodes","196","21.000000","29.861778","DDS demands","Known Flow","321389.070870","709905.188731","","0.000000","","","","","-11.209999","","","-10.024182","-11.209999","","","","","","","D1 PROFILE","",""
"60203100002127","Nodes","2127","21.000000","29.611830","DDS demands","Known Flow","321378.021025","709932.352933","","0.000000","","","","","-5.400000","","","-4.828776","-5.400000","","","","","","","D1 PROFILE","",""
"60203100002044","Nodes","2044","21.000000","29.611701","DDS demands","Known Flow","321385.330037","709945.589727","","0.000000","","","","","-0.330000","","","-0.295091","-0.330000","","","","","","","D1 PROFILE","",""
"60203100000197","Nodes","197","21.000000","29.592172","DDS demands","Known Flow","321345.619656","709936.611728","","0.000000","","","","","-2.710000","","","-2.423330","-2.710000","","","","","","","D1 PROFILE","",""
"60203100000101","Nodes","101","21.000000","31.642379","DDS demands","Known Flow","321497.037066","709927.518626","","0.000000","","","","","-17.299999","","","-15.469969","-17.299999","","","","","","","D1 PROFILE","",""
"60203100002071","Nodes","2071","21.000000","31.642379","Default Known Flow Node","Known Flow","321501.641168","709928.439447","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"60203100000099","Nodes","99","21.000000","33.692122","DDS demands","Known Flow","321533.919788","709973.613674","","0.000000","","","","","-24.579998","","","-21.979875","-24.579998","","","","","","","D1 PROFILE","",""
