"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60202200001000","Nodes","1000","21.000000","34.914483","Default Known Flow Node","Known Flow","324487.832247","686396.213194","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200000329","Nodes","-329","21.000000","35.042833","Default Known Flow Node","Known Flow","324486.769421","686426.090414","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200000270","Nodes","270","21.000000","28.029504","DDS demands","Known Flow","323324.854135","686598.339039","","0.000000","","","","","-7.159999","","","","","","-6.402599","-7.159999","","","","","","","D1 PROFILE","","","","",""
"60202200001007","Nodes","P07115715, Dollar Road CSEP, 28.52","24.000000","25.000400","CSEP DDS Matched","Known Flow","323111.446838","686489.765367","","0.000000","","","","","","-28.519999","","","","","-25.503094","-28.519999","","","","","","","","DC PROFILE","","","",""
"60202200000244","Nodes","-244","21.000000","28.096772","Default Known Flow Node","Known Flow","323329.980978","686476.439266","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200009406","Nodes","Logger 10273, Consafe Entrance Seaforth Place","21.000000","38.210637","Val Log Post","Known Flow","322962.570185","685778.676292","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202204904571","Nodes","-4904571","21.000000","38.192407","Default Known Flow Node","Known Flow","322996.738790","685783.144524","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200009832","Nodes","Logger 7015, 5 Duncanson Drive","21.000000","36.376640","Val Log Cath","Known Flow","324136.786302","686440.804503","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200000199","Nodes","-199","21.000000","71.506461","Default Known Flow Node","Known Flow","322391.853881","686349.213971","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202200001002","Nodes","1002","21.000000","71.434387","Default Known Flow Node","Known Flow","322380.978279","686326.335279","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
