"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"60601100004027","Nodes","4027","21.000000","38.821874","Default Known Flow Node","Known Flow","398193.374508","866494.637991","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004132","Nodes","4132","21.000000","39.564642","Default Known Flow Node","Known Flow","398213.499513","866180.137905","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000525","Nodes","525","21.000000","39.367312","DDS demands","Known Flow","398210.374513","866245.512923","","0.000000","","","","","","","-8.310000","","","","","","-7.430950","-8.310000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004176","Nodes","4176","21.000000","39.724904","Default Known Flow Node","Known Flow","398220.874515","866150.637897","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000522","Nodes","522","21.000000","39.601764","DDS demands","Known Flow","398219.124515","866106.012885","","0.000000","","","","","","","-6.719999","","","","","","-6.009144","-6.719999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004179","Nodes","4179","21.000000","39.792145","Default Known Flow Node","Known Flow","398246.249522","866153.137898","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004081","Nodes","4081","21.000000","39.792145","Default Known Flow Node","Known Flow","398244.874522","866166.387901","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000523","Nodes","523","21.000000","39.481004","DDS demands","Known Flow","398229.874518","866085.137879","","0.000000","","","","","","","-8.810000","","","","","","-7.878060","-8.810000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004070","Nodes","4070","21.000000","39.766555","Default Known Flow Node","Known Flow","398305.624538","866102.262884","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000296","Nodes","296","21.000000","39.059326","DDS demands","Known Flow","398335.624547","866338.137948","","0.000000","","","","","","","-7.030000","","","","","","-6.286352","-7.030000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004037","Nodes","4037","21.000000","39.012473","Default Known Flow Node","Known Flow","398329.874545","866375.637958","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000524","Nodes","524","21.000000","39.776689","DDS demands","Known Flow","398284.374533","866066.012874","","0.000000","","","","","","","-5.169999","","","","","","-4.623106","-5.169999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004066","Nodes","4066","21.000000","39.980973","Default Known Flow Node","Known Flow","398359.124553","866081.887878","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000085","Nodes","85","21.000000","40.179918","DDS demands","Known Flow","398882.288449","866051.333943","","0.000000","","","","","","","-14.919999","","","","","","-13.341730","-14.919999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000169","Nodes","169","21.000000","39.836668","DDS demands","Known Flow","398956.309716","866001.339856","","0.000000","","","","","","","-6.900000","","","","","","-6.170103","-6.900000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000084","Nodes","84","21.000000","40.782278","DDS demands","Known Flow","398817.401678","866209.257913","","0.000000","","","","","","","-13.420000","","","","","","-12.000404","-13.420000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004181","Nodes","4181","21.000000","40.696560","Default Known Flow Node","Known Flow","398823.869679","866187.439907","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000182","Nodes","182","21.000000","40.809517","DDS demands","Known Flow","398771.693137","866319.151743","","0.000000","","","","","","","-10.119999","","","","","","-9.049484","-10.119999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004199","Nodes","4199","21.000000","40.807096","Default Known Flow Node","Known Flow","398772.124665","866317.137942","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004208","Nodes","4208","21.000000","39.727777","DDS demands","Known Flow","398613.124905","866343.655970","","0.000000","","","","","","","-11.579999","","","","","","-10.355043","-11.579999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004028","Nodes","4028","21.000000","39.727777","Default Known Flow Node","Known Flow","398613.249622","866356.012953","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004219","Nodes","4219","21.000000","39.542742","DDS demands","Known Flow","398915.124704","866490.887990","","0.000000","","","","","","","-1.019999","","","","","","-0.912102","-1.019999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004050","Nodes","4050","21.000000","39.585317","Default Known Flow Node","Known Flow","398916.999705","866472.012984","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004100","Nodes","4100","21.000000","46.524550","Default Known Flow Node","Known Flow","399488.124860","866171.012903","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000393","Nodes","393","21.000000","46.524550","DDS demands","Known Flow","399488.999860","866172.637903","","0.000000","","","","","","","-1.890000","","","","","","-1.690071","-1.890000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000194","Nodes","194","21.000000","47.202264","DDS demands","Known Flow","399386.249832","866002.637857","","0.000000","","","","","","","-8.020000","","","","","","-7.171628","-8.020000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000312","Nodes","312","21.000000","47.136732","DDS demands","Known Flow","399408.874839","866023.512862","","0.000000","","","","","","","-7.669999","","","","","","-6.858651","-7.669999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000311","Nodes","311","21.000000","48.373112","Default Known Flow Node","Known Flow","399416.059841","866015.312860","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000310","Nodes","Crimond Court DG, Site ID 1250","21.000000","49.999998","Default Known Pressure Node","Known Pressure","399434.519956","866015.126182","","999998.967025","","","","","","","","","","","","","1974.059102","2207.581853","","","","","","","","","","","","","",""
"60601100000479","Nodes","479","21.000000","41.493366","DDS demands","Known Flow","399388.749833","866312.387941","","0.000000","","","","","","","-30.129999","","","","","","-26.942784","-30.129999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000204","Nodes","204","21.000000","41.494631","Default Known Flow Node","Known Flow","399394.624835","866312.887941","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000094","Nodes","94","21.000000","41.416044","DDS demands","Known Flow","399390.999834","866283.012933","","0.000000","","","","","","","-19.889998","","","","","","-17.785992","-19.889998","","","","","","","","","D1 PROFILE","","","","",""
"60601100000438","Nodes","438","21.000000","39.881878","DDS demands","Known Flow","399125.885766","866017.908118","","0.000000","","","","","","","-10.310000","","","","","","-9.219387","-10.310000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000439","Nodes","439","21.000000","39.643900","DDS demands","Known Flow","399088.874752","866038.012866","","0.000000","","","","-9.100000","","","-1.429999","","","","","","-9.416114","-10.530000","","","","","","C4 PROFILE","","","D1 PROFILE","","","","",""
"60601100000167","Nodes","167","21.000000","40.380204","DDS demands","Known Flow","399752.874932","866133.012892","","0.000000","","","","","","","-2.480000","","","","","","-2.217660","-2.480000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000174","Nodes","174","21.000000","46.599074","DDS demands","Known Flow","399515.624868","866220.262916","","0.000000","","","","","","","-8.079999","","","","","","-7.225280","-8.079999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000468","Nodes","468","21.000000","36.562344","DDS demands","Known Flow","399602.624891","866375.887958","","0.000000","","","","","","","-10.339999","","","","","","-9.246212","-10.339999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000467","Nodes","467","21.000000","36.968894","DDS demands","Known Flow","399596.124890","866449.637978","","0.000000","","","","","","","-20.959998","","","","","","-18.742805","-20.959998","","","","","","","","","D1 PROFILE","","","","",""
"60601100000365","Nodes","365","21.000000","40.654860","Default Known Flow Node","Known Flow","399735.499928","866347.637951","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000163","Nodes","163","21.000000","40.648959","DDS demands","Known Flow","399733.999927","866363.387955","","0.000000","","","-3.950000","","","","-15.489999","","","","","","-17.383595","-19.440000","","","","","C3 PROFILE","","","","D1 PROFILE","","","","",""
"60601100000366","Nodes","366","21.000000","40.703904","DDS demands","Known Flow","399710.374921","866348.137951","","0.000000","","","","","","","-17.759999","","","","","","-15.881309","-17.759999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004184","Nodes","4184","21.000000","41.023413","DDS demands","Known Flow","399543.374875","866239.137921","","0.000000","","","","","","","-27.330000","","","","","","-24.438976","-27.330000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000300","Nodes","300","21.000000","38.545055","DDS demands","Known Flow","398246.374522","866516.762997","","0.000000","-8.669999","","","","","","-9.479999","","","","","","-16.230054","-18.149998","","","C1 PROFILE","","","","","","D1 PROFILE","","","","",""
"60601100000442","Nodes","442","21.000000","30.908603","DDS demands","Known Flow","398221.624516","866562.013009","","0.000000","","","","","","","-8.680000","","","","","","-7.761811","-8.680000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000444","Nodes","444","21.000000","30.908603","Default Known Flow Node","Known Flow","398191.124507","866554.013007","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004222","Nodes","4222","21.000000","38.485405","Default Known Flow Node","Known Flow","398238.999520","866532.513001","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004086","Nodes","4086","21.000000","38.545055","Default Known Flow Node","Known Flow","398255.499525","866524.137999","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000286","Nodes","286","21.000000","30.928469","DDS demands","Known Flow","398321.624543","866601.388020","","0.000000","","","","","","","-12.250000","","","","","","-10.954169","-12.250000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000285","Nodes","285","21.000000","30.435759","DDS demands","Known Flow","398388.749561","866706.013048","","0.000000","","","","","","","-11.799999","","","","","","-10.551771","-11.799999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000440","Nodes","440","21.000000","30.908083","DDS demands","Known Flow","398283.374532","866601.138020","","0.000000","","","","","","","-1.029999","","","","","","-0.921044","-1.029999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000443","Nodes","443","21.000000","30.488960","DDS demands","Known Flow","398208.249512","866603.388020","","0.000000","","","","","","","-1.559999","","","","","","-1.394979","-1.559999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000441","Nodes","441","21.000000","30.884757","Default Known Flow Node","Known Flow","398245.249522","866574.263012","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000445","Nodes","445","21.000000","30.779153","Default Known Flow Node","Known Flow","398218.624515","866628.013027","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000446","Nodes","446","21.000000","30.366040","DDS demands","Known Flow","398226.624517","866612.138023","","0.000000","","","","","","","-10.899999","","","","","","-9.746974","-10.899999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000474","Nodes","P09121479, CSEP, WATERMILL RD, -20.49 SCMH","22.999998","23.498930","CSEP Unmatched","Known Flow","398203.612511","866698.483046","","0.000000","","","","","","","","-10.350000","","","","","-9.255155","-10.350000","","","","","","","","","","DC PROFILE","","","",""
"60601100004120","Nodes","4120","21.000000","23.291443","Default Known Flow Node","Known Flow","398172.624502","866682.263042","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000384","Nodes","384","21.000000","23.738378","DDS demands","Known Flow","398228.749518","866708.888049","","0.000000","","","","","","","-1.640000","","","","","","-1.466517","-1.640000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000391","Nodes","391","21.000000","23.731322","DDS demands","Known Flow","398214.374514","866636.013029","","0.000000","","","","","","","-2.840000","","","","","","-2.539578","-2.840000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000290","Nodes","290","21.000000","24.067789","DDS demands","Known Flow","398244.874522","866706.888048","","0.000000","","","","","","","-1.330000","","","","","","-1.189309","-1.330000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000289","Nodes","289","21.000000","29.118153","DDS demands","Known Flow","398353.124551","866759.263063","","0.000000","","","","","","","-7.409999","","","","","","-6.626154","-7.409999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000291","Nodes","291","21.000000","28.777254","DDS demands","Known Flow","398498.749591","866815.263078","","0.000000","","","","","","","-20.620000","","","","","","-18.438774","-20.620000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000293","Nodes","293","21.000000","30.302540","DDS demands","Known Flow","398424.999571","866682.763042","","0.000000","","","","","","","-14.959999","","","","","","-13.377499","-14.959999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000287","Nodes","287","21.000000","30.289157","DDS demands","Known Flow","398499.374591","866665.763037","","0.000000","","","","","","","-1.479999","","","","","","-1.323442","-1.479999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000288","Nodes","288","21.000000","30.197503","DDS demands","Known Flow","398463.624581","866736.513056","","0.000000","","","","","","","-3.349999","","","","","","-2.995629","-3.349999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004146","Nodes","4146","21.000000","23.731322","Default Known Flow Node","Known Flow","398196.624509","866627.388027","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000301","Nodes","301","21.000000","38.519173","DDS demands","Known Flow","398200.624510","866533.263001","","0.000000","","","","","","","-3.720000","","","","","","-3.326490","-3.720000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004112","Nodes","4112","21.000000","38.485405","Default Known Flow Node","Known Flow","398254.624525","866545.263004","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004046","Nodes","4046","21.000000","30.415412","DDS demands","Known Flow","398419.999570","866588.263016","","0.000000","","-44.019999","","","","","","","","","","","-39.363472","-44.019999","","","","C2 PROFILE","","","","","","","","","",""
"60601100000292","Nodes","292","21.000000","28.637571","DDS demands","Known Flow","398545.499604","866719.638052","","0.000000","","","","","","","-12.629999","","","","","","-11.293971","-12.629999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004075","Nodes","4075","21.000000","45.082765","Default Known Flow Node","Known Flow","398834.124682","866942.888113","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004302","Nodes","4302","21.000000","45.082765","Default Known Flow Node","Known Flow","398841.624684","866946.763114","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004113","Nodes","4113","21.000000","41.508382","Default Known Flow Node","Known Flow","398869.374692","866971.263120","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004316","Nodes","4316","21.000000","41.508382","Default Known Flow Node","Known Flow","398864.124690","866981.138123","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004020","Nodes","4020","21.000000","43.573684","Default Known Flow Node","Known Flow","398872.124693","866761.013063","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004278","Nodes","4278","21.000000","43.615964","Default Known Flow Node","Known Flow","398877.252217","866761.349619","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004154","Nodes","4154","21.000000","28.637571","Default Known Flow Node","Known Flow","398548.499605","866686.513043","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000351","Nodes","351","21.000000","33.087510","DDS demands","Known Flow","398640.249629","866586.513016","","0.000000","","","","","","","-5.039999","","","","","","-4.506857","-5.039999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000360","Nodes","360","21.000000","32.932077","DDS demands","Known Flow","398640.499630","866596.513018","","0.000000","","","","","","","-1.669999","","","","","","-1.493343","-1.669999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000058","Nodes","58","21.000000","32.976827","DDS demands","Known Flow","398640.999630","866633.263028","","0.000000","","","","","","","-16.399999","","","","","","-14.665173","-16.399999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000062","Nodes","62","21.000000","41.715929","DDS demands","Known Flow","398774.874666","866637.763030","","0.000000","","","","","","","-6.760000","","","","","","-6.044912","-6.760000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004235","Nodes","4235","21.000000","41.639992","DDS demands","Known Flow","398775.265448","866609.138237","","0.000000","","","","","","","-13.029999","","","","","","-11.651658","-13.029999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000333","Nodes","333","21.000000","42.296640","DDS demands","Known Flow","398738.124656","866921.138107","","0.000000","","","","","","","-15.800000","","","","","","-14.128643","-15.800000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000334","Nodes","334","21.000000","42.246655","DDS demands","Known Flow","398822.749679","866949.263114","","0.000000","","","","","","","-3.380000","","","","","","-3.022456","-3.380000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000335","Nodes","335","21.000000","41.725636","Default Known Flow Node","Known Flow","398687.374642","866939.513112","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000302","Nodes","302","21.000000","45.167056","DDS demands","Known Flow","398881.249695","866966.013119","","0.000000","","","","","","","-4.900000","","","","","","-4.381668","-4.900000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004306","Nodes","4306","21.000000","45.167056","Default Known Flow Node","Known Flow","398893.499698","866949.763114","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004317","Nodes","4317","21.000000","45.179402","Default Known Flow Node","Known Flow","398945.624713","866988.638125","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100002000","Nodes","2000","21.000000","42.777684","DDS demands","Known Flow","398777.749667","866809.138076","","0.000000","","","","","","","-3.619999","","","","","","-3.237068","-3.619999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004284","Nodes","4284","21.000000","43.167488","Default Known Flow Node","Known Flow","398778.499667","866871.013093","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004110","Nodes","4110","21.000000","42.693059","Default Known Flow Node","Known Flow","398741.624657","866806.763076","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000040","Nodes","40","21.000000","43.176549","DDS demands","Known Flow","398778.574277","866875.638907","","0.000000","","","","","","","-19.139998","","","","","","-17.115329","-19.139998","","","","","","","","","D1 PROFILE","","","","",""
"60601100004287","Nodes","4287","21.000000","43.216433","Default Known Flow Node","Known Flow","398778.624667","866878.763095","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004285","Nodes","4285","21.000000","42.805210","Default Known Flow Node","Known Flow","398744.624658","866873.388094","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000063","Nodes","63","21.000000","42.302783","DDS demands","Known Flow","398776.249667","866726.388054","","0.000000","","","","","","","-1.890000","","","","","","-1.690071","-1.890000","","","","","","","","","D1 PROFILE","","","","",""
"60601100004265","Nodes","4265","21.000000","42.019349","DDS demands","Known Flow","398776.037666","866680.749041","","0.000000","","","","","","","-9.859999","","","","","","-8.816988","-9.859999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000068","Nodes","68","21.000000","43.516162","DDS demands","Known Flow","398883.624696","866725.138053","","0.000000","","","","","","","-11.100000","","","","","","-9.925818","-11.100000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000066","Nodes","66","21.000000","42.871334","DDS demands","Known Flow","398872.249693","866814.513078","","0.000000","","","","","","","-7.389999","","","","","","-6.608270","-7.389999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000072","Nodes","72","21.000000","43.820416","DDS demands","Known Flow","398936.874710","866765.263064","","0.000000","","","","","","","-7.659999","","","","","","-6.849708","-7.659999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004266","Nodes","4266","21.000000","44.298917","Default Known Flow Node","Known Flow","398943.499712","866691.888044","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000067","Nodes","67","21.000000","43.751523","DDS demands","Known Flow","398932.374709","866815.638078","","0.000000","","","","","","","-4.539999","","","","","","-4.059749","-4.539999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004273","Nodes","4273","21.000000","33.055106","Default Known Flow Node","Known Flow","398725.399653","866738.163057","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000061","Nodes","61","21.000000","41.608023","DDS demands","Known Flow","398775.374666","866601.138020","","0.000000","","","","","","","-2.539999","","","","","","-2.271313","-2.539999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004138","Nodes","4138","21.000000","41.639992","DDS demands","Known Flow","398783.249668","866610.013022","","0.000000","","","","","","","-1.019999","","","","","","-0.912102","-1.019999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004099","Nodes","4099","21.000000","42.019349","Default Known Flow Node","Known Flow","398790.624670","866679.138041","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004127","Nodes","4127","21.000000","43.216433","Default Known Flow Node","Known Flow","398774.999666","866878.638095","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004308","Nodes","4308","21.000000","45.082765","Default Known Flow Node","Known Flow","398863.499690","866958.013117","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004318","Nodes","4318","21.000000","45.186273","Default Known Flow Node","Known Flow","398983.249723","866994.638127","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004307","Nodes","4307","21.000000","45.221554","Default Known Flow Node","Known Flow","398949.999714","866950.638115","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004103","Nodes","4103","21.000000","45.221554","Default Known Flow Node","Known Flow","398951.374714","866940.638112","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004267","Nodes","4267","21.000000","44.983485","Default Known Flow Node","Known Flow","399026.535952","866698.515479","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000265","Nodes","265","21.000000","42.380220","DDS demands","Known Flow","399272.874802","866643.888031","","0.000000","","","","","","","-5.550000","","","","","","-4.962909","-5.550000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000156","Nodes","156","21.000000","42.563311","DDS demands","Known Flow","399368.499828","866652.013033","","0.000000","","","","","","","-16.790000","","","","","","-15.013919","-16.790000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000274","Nodes","274","21.000000","40.267745","DDS demands","Known Flow","399492.124861","866648.763033","","0.000000","","","","","","","-13.229999","","","","","","-11.830502","-13.229999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000530","Nodes","530","21.000000","40.264251","Default Known Flow Node","Known Flow","399484.249859","866639.638030","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100004144","Nodes","4144","21.000000","40.959735","Default Known Flow Node","Known Flow","399025.749734","866613.638023","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000175","Nodes","175","21.000000","40.959735","DDS demands","Known Flow","399025.993947","866609.510233","","0.000000","","","","","","","-18.010000","","","","","","-16.104864","-18.010000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000041","Nodes","41","21.000000","45.193966","DDS demands","Known Flow","399005.124729","866996.263127","","0.000000","","","","","","","-16.899999","","","","","","-15.112282","-16.899999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000263","Nodes","263","21.000000","45.210700","DDS demands","Known Flow","399008.624730","866954.888116","","0.000000","","","","","","","-2.990000","","","","","","-2.673711","-2.990000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000486","Nodes","486","21.000000","45.442329","DDS demands","Known Flow","399050.999741","866999.388128","","0.000000","","","","","","","-1.549999","","","","","","-1.386037","-1.549999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004311","Nodes","4311","21.000000","45.442329","Default Known Flow Node","Known Flow","399053.999742","866966.388119","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000070","Nodes","70","21.000000","46.463182","DDS demands","Known Flow","399010.874730","866896.388100","","0.000000","","","","","","","-18.010000","","","","","","-16.104864","-18.010000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000345","Nodes","345","21.000000","44.640482","DDS demands","Known Flow","399126.432762","866836.760084","","0.000000","","","","","","","-20.499999","","","","","","-18.331467","-20.499999","","","","","","","","","D1 PROFILE","","","","",""
"60601100004283","Nodes","4283","21.000000","44.620209","Default Known Flow Node","Known Flow","399161.623771","866839.439084","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000043","Nodes","43","21.000000","46.294853","DDS demands","Known Flow","399107.749757","866979.388122","","0.000000","","","","","","","-6.809999","","","","","","-6.089623","-6.809999","","","","","","","","","D1 PROFILE","","","","",""
"60601100000050","Nodes","50","21.000000","46.208317","DDS demands","Known Flow","399149.624768","866983.138124","","0.000000","","","","","","","-5.820000","","","","","","-5.204348","-5.820000","","","","","","","","","D1 PROFILE","","","","",""
"60601100000308","Nodes","Fraserburgh District D.G, Site ID 1252","21.000000","49.999998","Default Known Pressure Node","Known Pressure","399276.848803","866929.593109","","999998.967025","","","","","","","","","","","","","3723.272790","4163.719893","","","","","","","","","","","","","",""
"60601100000309","Nodes","309","21.000000","48.708455","DDS demands","Known Flow","399348.570837","866922.392470","","0.000000","-47.549998","","","","","","-2.609999","","","","","","-44.853966","-50.159998","","","C1 PROFILE","","","","","","D1 PROFILE","","","","",""
"60601100000508","Nodes","508","21.000000","32.176152","Default Known Flow Node","Known Flow","399141.749766","866647.263032","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60601100000507","Nodes","507","21.000000","27.090671","DDS demands","Known Flow","399187.124778","866647.763032","","0.000000","","-57.890001","","","","","","","","","","","-51.766276","-57.890001","","","","C2 PROFILE","","","","","","","","","",""
"60601100000509","Nodes","509","21.000000","31.857944","DDS demands","Known Flow","399055.874743","866636.638029","","0.000000","","","","","","","-8.720000","","","","","","-7.797580","-8.720000","","","","","","","","","D1 PROFILE","","","","",""
