"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"62500700001295","Nodes","1295",21.000000,31.121946,"Default Known Flow Node","Known Flow",241210.837224,664212.650392,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500700000015","Nodes","15",21.000000,30.219183,"DDS demands","Known Flow",241242.210800,664223.934951,,0.000000,,,,,-5.189999,,,,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,,,,
"62500700000203","Nodes","203",21.000000,31.475472,"DDS demands","Known Flow",244173.082598,663077.207639,,0.000000,,,,,-5.099999,,,,,,,-4.560511,-5.099999,,"",,,,,"D1 PROFILE",,,,,,
"62500700008462","Nodes","-298944",21.000000,31.430127,"Default Known Flow Node","Known Flow",244174.457598,663069.957637,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500700000200","Nodes","200",21.000000,31.492669,"DDS demands","Known Flow",244203.832606,663184.082668,,0.000000,,,,,-3.890000,,,,,,,-3.478507,-3.890000,,"",,,,,"D1 PROFILE",,,,,,
"62500700001294","Nodes","1294",21.000000,31.630336,"Default Known Flow Node","Known Flow",244211.634727,663152.269367,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500700008470","Nodes","-298952",21.000000,31.705435,"Default Known Flow Node","Known Flow",244227.832613,663085.207641,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500700000999","Nodes","999",21.000000,28.934705,"DDS demands","Known Flow",240199.206516,663283.582695,,0.000000,-0.059999,,-3.309999,,-17.169999,,,,,,,-18.367234,-20.539998,,"","C1 PROFILE",,"C3  PROFILE",,"D1 PROFILE",,,,,,
"62500700001293","Nodes","1293, Logger 10128, 13 Steeple Street",21.000000,28.791843,"Val Log Cath","Known Flow",240238.873260,663272.285897,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500700001102","Nodes","1102",21.000000,28.821641,"DDS demands","Known Flow",240277.081538,663265.582690,,0.000000,,,,,-3.800000,,,,,,,-3.398028,-3.800000,,"",,,,,"D1 PROFILE",,,,,,
