"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"62506900000008","Nodes",,21.000000,74.579551,"DDS demands","Known Flow",235840.955331,635968.700262,,0.000000,-26.209998,,-74.269995,-89.851011,-100.479993,,"","C1 PROFILE",,"I2 PROFILE"
"62506900000007","Nodes",,21.000000,74.747379,"DDS demands","Known Flow",235751.330306,635959.075260,,0.000000,-49.250001,,,-44.040232,-49.250001,,"","C1 PROFILE",,
"62506901000012","Nodes",,21.000000,74.579551,"Default Known Flow Node","Known Flow",235848.705333,635976.700265,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000013","Nodes",,21.000000,73.945474,"Default Known Flow Node","Known Flow",235938.579070,635678.960507,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901462481","Nodes",,21.000000,73.945474,"Default Known Flow Node","Known Flow",235940.580358,635678.325183,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000010","Nodes",,21.000000,74.422951,"DDS demands","Known Flow",235853.455334,635793.325215,,0.000000,,-3.950000,,-3.532160,-3.950000,,"",,"D1 PROFILE",
"62506900000011","Nodes",,21.000000,74.409085,"Default Known Flow Node","Known Flow",235855.080334,635779.200211,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000012","Nodes",,21.000000,73.985501,"DDS demands","Known Flow",235932.080355,635731.075198,,0.000000,,,-31.030000,-27.747581,-31.030000,,"",,,"I2 PROFILE"
"62506900000017","Nodes",,21.000000,34.386712,"DDS demands","Known Flow",235926.955354,636731.700470,,0.000000,,-9.170000,,-8.199978,-9.170000,,"",,"D1 PROFILE",
"62506900000016","Nodes",,21.000000,34.964632,"Default Known Flow Node","Known Flow",235979.197841,636599.457791,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000032","Nodes",,21.000000,34.965511,"Default Known Flow Node","Known Flow",235981.055301,636593.068166,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000049","Nodes",,21.000000,35.028039,"Default Known Flow Node","Known Flow",235924.330353,636773.450481,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901462482","Nodes",,21.000000,35.028039,"Default Known Flow Node","Known Flow",235885.830343,636757.825477,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000048","Nodes",,21.000000,34.386206,"Default Known Flow Node","Known Flow",235926.205354,636742.700473,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000045","Nodes",,21.000000,34.986528,"Default Known Flow Node","Known Flow",235905.830348,636717.325466,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901462488","Nodes",,21.000000,34.965828,"Default Known Flow Node","Known Flow",235976.330367,636587.950431,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000005","Nodes",,21.000000,34.965828,"Default Known Flow Node","Known Flow",235977.964569,636591.320971,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000004","Nodes","Main Street RRI",21.000000,34.999999,"Default Known Pressure Node","Known Pressure",235984.328673,636580.960612,,99.999997,,,,19.610196,21.930001,,"",,,
"62506900000023","Nodes",,21.000000,34.999999,"Default Known Flow Node","Known Flow",235983.955370,636583.200430,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000002","Nodes",,21.000000,72.565348,"DDS demands","Known Flow",235766.080310,636725.075468,,0.000000,,-8.619999,,-7.708158,-8.619999,,"",,"D1 PROFILE",
"62506900000003","Nodes",,21.000000,72.400948,"DDS demands","Known Flow",235681.830287,636764.325479,,0.000000,,-5.239999,,-4.685701,-5.239999,,"",,"D1 PROFILE",
"62506900000018","Nodes",,21.000000,72.526143,"DDS demands","Known Flow",235806.455321,636685.325457,,0.000000,,-4.689999,,-4.193881,-4.689999,,"",,"D1 PROFILE",
"62506900000042","Nodes",,21.000000,74.363896,"Default Known Flow Node","Known Flow",235747.455305,636623.325441,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000019","Nodes",,21.000000,74.383080,"DDS demands","Known Flow",235782.830315,636625.325441,,0.000000,,-2.970000,,-2.655827,-2.970000,,"",,"D1 PROFILE",
"62506901462487","Nodes",,21.000000,34.986528,"Default Known Flow Node","Known Flow",235920.330352,636711.825465,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000015","Nodes",,21.000000,35.026112,"DDS demands","Known Flow",235920.830352,636815.325493,,0.000000,,-12.760000,,-11.410220,-12.760000,,"",,"D1 PROFILE",
"62506901462476","Nodes",,21.000000,34.965511,"Default Known Flow Node","Known Flow",235981.705369,636590.825432,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900326841","Nodes",,21.000000,74.291123,"Default Known Flow Node","Known Flow",235852.826334,635750.076203,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000003","Nodes",,21.000000,74.354674,"Default Known Flow Node","Known Flow",235862.365988,635768.331331,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000002","Nodes",,21.000000,74.291123,"Default Known Flow Node","Known Flow",235865.134824,635752.209561,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000006","Nodes",,21.000000,74.747379,"Default Known Flow Node","Known Flow",235766.509929,635849.332785,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000014","Nodes",,21.000000,74.747379,"Default Known Flow Node","Known Flow",235775.830313,635781.950212,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000021","Nodes",,21.000000,74.394669,"Default Known Flow Node","Known Flow",235921.580353,635781.700212,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900326840","Nodes",,21.000000,74.468748,"Default Known Flow Node","Known Flow",235844.580332,635830.575225,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000014","Nodes",,21.000000,74.986294,"Default Known Flow Node","Known Flow",235739.205303,636026.075278,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000006","Nodes","Olympic Complex DG, Tel, Constant, Site ID 3085",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",235738.955303,636029.450279,,3171.899981,,,,188.492171,210.790000,,"",,,
"62506900000009","Nodes",,21.000000,74.566409,"Default Known Flow Node","Known Flow",235853.955334,635898.575243,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901462475","Nodes",,21.000000,74.566409,"Default Known Flow Node","Known Flow",235857.580335,635886.575240,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900326838","Nodes",,21.000000,74.537132,"Default Known Flow Node","Known Flow",235832.705328,635883.325239,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000013","Nodes",,21.000000,74.969511,"Default Known Flow Node","Known Flow",235739.583896,636021.950607,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000020","Nodes",,21.000000,74.447757,"DDS demands","Known Flow",235903.580348,636009.075273,,0.000000,-23.079999,-3.000000,,-23.321203,-26.080000,,"","C1 PROFILE","D1 PROFILE",
"62506901000008","Nodes",,21.000000,74.537132,"Default Known Flow Node","Known Flow",235834.580329,635883.700239,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000007","Nodes",,21.000000,74.507214,"Default Known Flow Node","Known Flow",235837.582868,635859.461298,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901000005","Nodes",,21.000000,74.468748,"Default Known Flow Node","Known Flow",235847.585241,635831.075988,,0.000000,,,,0.000000,0.000000,,"",,,
"62506901462490","Nodes",,21.000000,74.747379,"Default Known Flow Node","Known Flow",235728.080300,635832.450225,,0.000000,,,,0.000000,0.000000,,"",,,
"62506900000001","Nodes","Shewalton Road RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",235749.080306,636597.450434,,99.999997,,,,19.243567,21.519999,,"",,,
