"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(TT)"
"62503400002514","Nodes","-477698",21.000000,23.843631,"Default Known Flow Node","Known Flow",226888.452895,684487.338465,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000481","Nodes","481",21.000000,25.435092,"Default Known Flow Node","Known Flow",226998.827925,684019.088337,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002512","Nodes","-477693",21.000000,24.209707,"Default Known Flow Node","Known Flow",226935.452908,684136.588369,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000370","Nodes","370",21.000000,24.679748,"DDS demands","Known Flow",226943.702910,684225.713394,,0.000000,,,,,-3.170000,,,,,-2.834670,-3.170000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002522","Nodes","-477736",21.000000,24.682695,"Default Known Flow Node","Known Flow",226812.077874,684276.713407,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002442","Nodes","-32059",21.000000,24.101105,"Default Known Flow Node","Known Flow",227252.702994,684054.838347,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000282","Nodes","282",21.000000,21.677231,"DDS demands","Known Flow",227468.203053,684318.088419,,0.000000,,,-1.510000,,-5.850000,,,,,-6.581443,-7.360000,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400000381","Nodes","381",21.000000,21.705120,"DDS demands","Known Flow",227374.828027,684331.963422,,0.000000,,,,,-11.159999,,,,,-9.979471,-11.159999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000397","Nodes","397",21.000000,21.248836,"DDS demands","Known Flow",227361.076959,684136.084465,,0.000000,,,,,-11.939999,,,,,-10.676961,-11.939999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002446","Nodes","-32072",21.000000,21.248760,"Default Known Flow Node","Known Flow",227360.328023,684133.338368,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000398","Nodes","398",21.000000,21.246979,"DDS demands","Known Flow",227336.078017,684159.838376,,0.000000,,,,,-4.230000,,,,,-3.782541,-4.230000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000438","Nodes","438",21.000000,21.340716,"Default Known Flow Node","Known Flow",227257.452995,684178.088381,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000437","Nodes","437",21.000000,21.176051,"DDS demands","Known Flow",227250.202993,684171.838379,,0.000000,,,,,-0.869999,,,,,-0.777969,-0.869999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000439","Nodes","439",21.000000,21.390995,"DDS demands","Known Flow",227172.702972,684285.838410,,0.000000,,,,,-4.610000,,,,,-4.122344,-4.610000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002537","Nodes","-478461",21.000000,21.390995,"Default Known Flow Node","Known Flow",227167.827971,684303.588415,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000377","Nodes","377",21.000000,21.236437,"DDS demands","Known Flow",227081.298947,684173.266379,,0.000000,,,,,-12.550000,,,,,-11.222435,-12.550000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000483","Nodes","483",21.000000,21.412536,"Default Known Flow Node","Known Flow",227066.077943,684182.963382,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000495","Nodes","495",21.000000,21.412536,"Default Known Flow Node","Known Flow",227042.952937,684207.088388,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000484","Nodes","484",21.000000,21.853173,"Default Known Flow Node","Known Flow",227092.702951,684237.713397,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000434","Nodes","434",21.000000,21.666566,"DDS demands","Known Flow",227196.728533,684129.216724,,0.000000,,,,,-1.890000,,,,,-1.690071,-1.890000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002450","Nodes","-32099",21.000000,21.688799,"Default Known Flow Node","Known Flow",227367.703025,684335.713423,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000513","Nodes","513",21.000000,21.241301,"DDS demands","Known Flow",227250.077993,684457.963457,,0.000000,,,,,-7.590000,,,,,-6.787114,-7.590000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002449","Nodes","-32098",21.000000,21.699679,"Default Known Flow Node","Known Flow",227372.453027,684333.213423,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002535","Nodes","-478456",21.000000,22.009900,"Default Known Flow Node","Known Flow",227353.203021,684418.588446,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000396","Nodes","396",21.000000,21.380314,"DDS demands","Known Flow",227302.078008,684230.213395,,0.000000,,,,,-15.330000,,,,,-13.708360,-15.330000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000147","Nodes","147",21.000000,21.686111,"Default Known Flow Node","Known Flow",227363.828024,684337.338424,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002534","Nodes","-478453",21.000000,21.987898,"Default Known Flow Node","Known Flow",227496.828061,684304.088415,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002536","Nodes","-478459",21.000000,21.176051,"Default Known Flow Node","Known Flow",227248.202993,684170.338378,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000435","Nodes","435",21.000000,21.438706,"DDS demands","Known Flow",227212.952983,684146.588372,,0.000000,,,,,-7.679999,,,,-3.930000,-10.381869,-11.610000,,,"",,,,,"D1 PROFILE",,,,"I2 PROFILE",
"62503400002447","Nodes","-32073",21.000000,21.481702,"Default Known Flow Node","Known Flow",227209.577982,684143.588371,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000436","Nodes","436",21.000000,21.563411,"DDS demands","Known Flow",227165.702970,684177.713380,,0.000000,,,,,-1.370000,,,,,-1.225078,-1.370000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000150","Nodes","150",21.000000,21.563633,"DDS demands","Known Flow",227166.878971,684109.086362,,0.000000,,,,,-12.069999,,,,,-10.793209,-12.069999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000379","Nodes","379",21.000000,23.556397,"DDS demands","Known Flow",227118.744958,684051.306346,,0.000000,,,,,-14.569999,,,,,-13.028754,-14.569999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002443","Nodes","-32063",21.000000,23.497225,"Default Known Flow Node","Known Flow",227048.811946,684105.844057,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000485","Nodes","485",21.000000,21.317283,"DDS demands","Known Flow",227138.452963,684211.963390,,0.000000,,,,,-6.480000,,,,,-5.794532,-6.480000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002469","Nodes","-32139",21.000000,28.872395,"DDS demands","Known Flow",226422.252229,684811.848945,,0.000000,,,,,-4.159999,,,,,-3.719946,-4.159999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000360","Nodes","360",21.000000,29.136408,"DDS demands","Known Flow",226426.103769,684793.517548,,0.000000,,,,,-0.589999,,,,,-0.527588,-0.589999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002468","Nodes","-32136",21.000000,29.139823,"Default Known Flow Node","Known Flow",226428.190364,684780.463435,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002460","Nodes","-32121",21.000000,29.124329,"Default Known Flow Node","Known Flow",226440.778773,684618.787501,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002461","Nodes","-32122",21.000000,29.340410,"Default Known Flow Node","Known Flow",226492.679787,684620.212501,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000389","Nodes","389",21.000000,28.933350,"DDS demands","Known Flow",226337.824746,684957.502279,,0.000000,,,,,-0.639999,,,,,-0.572299,-0.639999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002498","Nodes","-477114",21.000000,28.933350,"Default Known Flow Node","Known Flow",226342.185746,684953.588592,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002528","Nodes","-477758",21.000000,23.623798,"Default Known Flow Node","Known Flow",226863.327888,684518.713473,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000362","Nodes","362",21.000000,29.388761,"DDS demands","Known Flow",226522.327795,684865.213568,,0.000000,,,,,-7.469999,,,,,-6.679807,-7.469999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000458","Nodes","458",21.000000,50.892323,"Default Known Flow Node","Known Flow",226941.827910,684670.963515,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000457","Nodes","457",21.000000,50.976537,"Default Known Flow Node","Known Flow",226938.952909,684675.338516,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000459","Nodes","459",21.000000,50.556951,"DDS demands","Known Flow",226924.327905,684661.088512,,0.000000,,,,,-4.990000,,,,,-4.462147,-4.990000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002462","Nodes","-32123",21.000000,50.893581,"Default Known Flow Node","Known Flow",226938.577909,684636.088505,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000162","Nodes","162",21.000000,26.063421,"DDS demands","Known Flow",226616.702821,684721.213528,,0.000000,,,,,-2.170000,,,,,-1.940452,-2.170000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002467","Nodes","-32135",21.000000,26.455609,"Default Known Flow Node","Known Flow",226589.827814,684778.213544,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000361","Nodes","361",21.000000,28.979838,"DDS demands","Known Flow",226508.077792,684711.463526,,0.000000,,,,,-4.980000,,,,,-4.453205,-4.980000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002464","Nodes","-32130",21.000000,28.979968,"Default Known Flow Node","Known Flow",226506.577791,684713.338526,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002531","Nodes","-477764",21.000000,25.814190,"Default Known Flow Node","Known Flow",226601.202817,684674.463516,,0.000000,,,,,,,-9.999999,,,-8.942178,-9.999999,,,"",,,,,,,"DH PROFILE",,,
"62503400000124","Nodes","124",21.000000,25.849551,"DDS demands","Known Flow",226594.452815,684674.588516,,0.000000,,,,,-5.189999,,,,,-4.640990,-5.189999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002529","Nodes","-477760",21.000000,49.757767,"Default Known Flow Node","Known Flow",226762.952861,684678.713517,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002463","Nodes","-32126",21.000000,49.715803,"Default Known Flow Node","Known Flow",226766.440553,684662.460871,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002527","Nodes","-477753",21.000000,50.052885,"Default Known Flow Node","Known Flow",226781.827866,684605.588497,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002459","Nodes","-32118",21.000000,50.052885,"Default Known Flow Node","Known Flow",226786.827867,684582.963491,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002466","Nodes","-32134",21.000000,49.915822,"Default Known Flow Node","Known Flow",226806.327873,684747.963536,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000453","Nodes","453",21.000000,50.330061,"DDS demands","Known Flow",226868.452890,684644.213507,,0.000000,,,,,-5.440000,,,,,-4.864545,-5.440000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002524","Nodes","-477745",21.000000,50.330061,"Default Known Flow Node","Known Flow",226866.327889,684669.088514,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000450","Nodes","450",21.000000,50.052885,"DDS demands","Known Flow",226824.077878,684582.588491,,0.000000,,,,,-6.849999,,,,,-6.125392,-6.849999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000452","Nodes","452",21.000000,50.013404,"DDS demands","Known Flow",226823.702877,684600.838496,,0.000000,,,,,-2.669999,,,,,-2.387561,-2.669999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000454","Nodes","454",21.000000,50.008460,"DDS demands","Known Flow",226820.077876,684607.463497,,0.000000,,,,,-5.670000,,,,,-5.070216,-5.670000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000455","Nodes","455",21.000000,50.009652,"DDS demands","Known Flow",226798.577871,684665.338513,,0.000000,,,,,-9.659999,,,,,-8.638144,-9.659999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000456","Nodes","456",21.000000,49.915706,"DDS demands","Known Flow",226805.827873,684746.088535,,0.000000,,,,,-12.760000,,,,,-11.410220,-12.760000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002465","Nodes","-32132",21.000000,49.496026,"Default Known Flow Node","Known Flow",226774.452864,684746.088535,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002530","Nodes","-477761",21.000000,49.715803,"Default Known Flow Node","Known Flow",226769.202863,684649.588509,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002526","Nodes","-477752",21.000000,49.496026,"Default Known Flow Node","Known Flow",226768.202862,684725.338530,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000451","Nodes",,21.000000,49.953145,"Default Known Flow Node","Known Flow",226770.577863,684528.588476,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002416","Nodes","-1751366",21.000000,50.893581,"Default Known Flow Node","Known Flow",226951.571124,684640.720869,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002525","Nodes","-477749",21.000000,50.893581,"Default Known Flow Node","Known Flow",226952.952913,684641.213507,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000460","Nodes","460",21.000000,50.388778,"Default Known Flow Node","Known Flow",226914.827902,684617.463500,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000496","Nodes","Eda Yarrow Home RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",226141.958324,685264.196002,,499.999994,,,,,,,,,,20.102017,22.479999,,,"",,,,,,,,,,
"62503400000497","Nodes","497",21.000000,48.774846,"DDS demands","Known Flow",226145.577558,685330.364288,,0.000000,,,,,-11.039999,,,,,-9.872165,-11.039999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002500","Nodes","-477122",21.000000,48.706388,"Default Known Flow Node","Known Flow",226187.040704,685351.343700,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002426","Nodes","-3086128",21.000000,28.923202,"Default Known Flow Node","Known Flow",226254.294677,685025.225029,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000498","Nodes","498",21.000000,48.999069,"DDS demands","Known Flow",226091.141678,685425.967720,,0.000000,,,,,-1.970000,,,,,-1.761609,-1.970000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000181","Nodes","181",21.000000,25.895211,"DDS demands","Known Flow",225692.681637,685985.906278,,0.000000,,,,,-10.979999,,,,,-9.818512,-10.979999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002475","Nodes","-32164",21.000000,25.863994,"Default Known Flow Node","Known Flow",225696.644086,685961.194777,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000391","Nodes","391",21.000000,27.881561,"DDS demands","Known Flow",225738.929369,685798.758889,,0.000000,,,,,-9.899999,,,,,-8.852757,-9.899999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000392","Nodes","392",21.000000,28.273072,"DDS demands","Known Flow",225841.512213,685879.636791,,0.000000,,,,,-4.079999,,,,,-3.648408,-4.079999,,,"",,,,,"D1 PROFILE",,,,,
"62503400002495","Nodes","-476650",21.000000,28.706080,"Default Known Flow Node","Known Flow",225815.899687,685805.467241,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000394","Nodes","394",21.000000,28.704828,"DDS demands","Known Flow",225864.248815,685728.779979,,0.000000,,,-1.850000,,-3.479999,,,,,-4.766181,-5.330000,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400002474","Nodes","-32161",21.000000,28.702584,"Default Known Flow Node","Known Flow",225866.328781,685730.378751,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000390","Nodes","390",21.000000,28.583024,"Default Known Flow Node","Known Flow",225798.458186,685697.582352,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002473","Nodes","-32154",21.000000,28.730024,"Default Known Flow Node","Known Flow",225815.771603,685667.112786,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002472","Nodes","-32152",21.000000,28.758590,"Default Known Flow Node","Known Flow",225818.719604,685662.771785,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002471","Nodes","-32151",21.000000,29.075532,"Default Known Flow Node","Known Flow",225875.735620,685646.700780,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000510","Nodes","Shandon DG, Tel, Clocked, Site ID 3647",21.000000,29.000000,"Default Known Pressure Node","Known Pressure",225871.236618,685684.753791,,744.829986,,,,,,,,,,189.709729,212.151576,,,"",,,,,,,,,,
"62503400002470","Nodes","-32150",21.000000,31.643563,"Default Known Flow Node","Known Flow",226872.202891,683896.588304,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002496","Nodes","-476656",21.000000,29.462286,"Default Known Flow Node","Known Flow",225981.848283,685627.444632,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000511","Nodes","511",21.000000,29.454544,"DDS demands","Known Flow",226031.269662,685502.891741,,0.000000,,,,,-0.899999,,,,,-0.804796,-0.899999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000123","Nodes","123",21.000000,25.749893,"DDS demands","Known Flow",225703.897573,686069.229895,,0.000000,,,,,-7.030000,,,,,-6.286352,-7.030000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000122","Nodes","122",21.000000,26.075077,"DDS demands","Known Flow",225596.812957,686096.492686,,0.000000,,,,,-3.110000,,,,,-2.781017,-3.110000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000153","Nodes","153",21.000000,29.595324,"DDS demands","Known Flow",225927.212634,686079.899898,,0.000000,,,,,-5.420000,,,,,-4.846660,-5.420000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000427","Nodes","427",21.000000,25.005385,"DDS demands","Known Flow",225488.546514,686410.982988,,0.000000,,,,,-9.419999,,,,,-8.423532,-9.419999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000428","Nodes","428",21.000000,23.239306,"DDS demands","Known Flow",225525.488707,686435.661788,,0.000000,,,,,-5.639999,,,,,-5.043388,-5.639999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000425","Nodes","425",21.000000,25.109820,"DDS demands","Known Flow",225505.166519,686380.158980,,0.000000,,,-0.009999,,-4.739999,,,,,-4.247534,-4.749999,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400000426","Nodes","426",21.000000,25.295781,"DDS demands","Known Flow",225570.124536,686416.691990,,0.000000,,,,,-2.049999,,,,,-1.833146,-2.049999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000330","Nodes","330",21.000000,25.891309,"DDS demands","Known Flow",225582.187985,686124.615389,,0.000000,,,,,-1.469999,,,,,-1.314500,-1.469999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000440","Nodes","440",21.000000,23.450533,"DDS demands","Known Flow",225652.027701,686157.055918,,0.000000,,,,,-18.790001,,,,,-16.802355,-18.790001,,,"",,,,,"D1 PROFILE",,,,,
"62503400000441","Nodes","441",21.000000,23.467064,"DDS demands","Known Flow",225680.036566,686095.632902,,0.000000,,,,,-6.010000,,,,,-5.374249,-6.010000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000062","Nodes","62",21.000000,23.999980,"DDS demands","Known Flow",225752.869151,686214.094260,,0.000000,,,-3.059999,,-2.509999,,,,,-4.980793,-5.570000,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400000168","Nodes","168",21.000000,21.623826,"Default Known Flow Node","Known Flow",225470.470509,686872.763114,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000169","Nodes","169",21.000000,21.623826,"Default Known Flow Node","Known Flow",225474.823510,686862.210111,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000167","Nodes","167",21.000000,21.263407,"DDS demands","Known Flow",225424.605660,686853.537043,,0.000000,,,,,-17.520000,,,,,-15.666698,-17.520000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000166","Nodes","166",21.000000,24.139059,"DDS demands","Known Flow",225360.410734,686786.044231,,0.000000,,,-6.690000,,-10.899999,,,,,-15.729293,-17.589999,,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62503400000268","Nodes","268",21.000000,23.976025,"DDS demands","Known Flow",225321.527469,686959.034137,,0.000000,,,,,-1.620000,,,,,-1.448633,-1.620000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000329","Nodes","329",21.000000,24.722983,"DDS demands","Known Flow",225438.848501,686543.458024,,0.000000,,,,,-4.150000,,,,,-3.711004,-4.150000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000129","Nodes","129",21.000000,24.837563,"DDS demands","Known Flow",225486.508995,686571.206197,,0.000000,,,,,-11.499999,,,,,-10.283505,-11.499999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000130","Nodes","130",21.000000,25.723902,"DDS demands","Known Flow",225584.670526,686531.494856,,0.000000,,,,,-1.999999,,,,,-1.788435,-1.999999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000170","Nodes","170",21.000000,21.998663,"DDS demands","Known Flow",225508.442520,686876.717115,,0.000000,,,,,-4.900000,,,,,-4.381668,-4.900000,,,"",,,,,"D1 PROFILE",,,,,
"62503400002493","Nodes","-475859",21.000000,22.696507,"Default Known Flow Node","Known Flow",224954.930369,687483.583280,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002421","Nodes","-28322",21.000000,22.696507,"Default Known Flow Node","Known Flow",224955.804369,687481.455279,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002420","Nodes","-28321",21.000000,22.763937,"Default Known Flow Node","Known Flow",225009.336613,687376.015910,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000165","Nodes","165",21.000000,24.193875,"DDS demands","Known Flow",225389.883487,687095.899175,,0.000000,,,,,-1.929999,,,,,-1.725840,-1.929999,,,"",,,,,"D1 PROFILE",,,,,
"62503400000164","Nodes","164",21.000000,24.147866,"DDS demands","Known Flow",225358.182589,687093.134893,,0.000000,,,,,-1.070000,,,,,-0.956813,-1.070000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000131","Nodes","131",21.000000,23.147389,"Default Known Flow Node","Known Flow",225079.521524,687302.423822,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002419","Nodes","-28320",21.000000,22.684386,"Default Known Flow Node","Known Flow",225011.423655,687373.912510,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000327","Nodes","327",21.000000,23.690162,"Default Known Flow Node","Known Flow",225248.065132,687158.901192,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000163","Nodes","163",21.000000,23.852869,"DDS demands","Known Flow",225304.089465,687065.855736,,0.000000,,,,,-0.820000,,,,,-0.733258,-0.820000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000132","Nodes","132",21.000000,23.869026,"DDS demands","Known Flow",225304.576464,687042.251160,,0.000000,,,-4.400000,,,,,,,-3.934558,-4.400000,,,"",,,"C3  PROFILE",,,,,,,
"62503400000133","Nodes","133",21.000000,23.735141,"Default Known Flow Node","Known Flow",225264.961965,687167.583608,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002476","Nodes","-32186",21.000000,23.725472,"Default Known Flow Node","Known Flow",225260.931640,687166.102353,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000325","Nodes","325",21.000000,23.202797,"Default Known Flow Node","Known Flow",225122.841135,687259.876933,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000134","Nodes","134",21.000000,23.740511,"Default Known Flow Node","Known Flow",225268.713622,687173.912133,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000328","Nodes","328",21.000000,24.612626,"DDS demands","Known Flow",225403.599491,687248.235216,,0.000000,,,,,-4.050000,,,,,-3.621582,-4.050000,,,"",,,,,"D1 PROFILE",,,,,
"62503400000406","Nodes","406",21.000000,23.377397,"Default Known Flow Node","Known Flow",225153.337423,687284.307226,,0.000000,,,,,,,,0.000000,,0.000000,0.000000,,,"",,,,,,,,"DM PROFILE",,
"62503400002417","Nodes","-28314",21.000000,23.165416,"Default Known Flow Node","Known Flow",225103.863444,687274.357414,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000326","Nodes","326",21.000000,23.377397,"Default Known Flow Node","Known Flow",225163.848820,687317.709485,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400002418","Nodes","-28317",21.000000,23.377397,"Default Known Flow Node","Known Flow",225170.720561,687287.699290,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000444","Nodes","444",21.000000,22.993797,"Default Known Flow Node","Known Flow",224974.915374,687653.113326,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000443","Nodes","443",21.000000,22.990984,"Default Known Flow Node","Known Flow",224999.445866,687527.674522,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62503400000324","Nodes","324",21.000000,21.931497,"DDS demands","Known Flow",224716.626304,687846.123379,,0.000000,-29.469998,,,,,,,,,-26.352599,-29.469998,,,"","C1 PROFILE",,,,,,,,,
