"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"62505900000042","Nodes","42",21.000000,64.067835,"DDS demands","Known Flow",238497.706053,631457.949035,,0.000000,,,,,-8.819999,,,,,,-7.887001,-8.819999,,"",,,,,"D1 PROFILE",,,,,
"62505900001002","Nodes","1002",21.000000,59.512825,"Default Known Flow Node","Known Flow",238422.956033,631348.074005,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000056","Nodes","56",21.000000,58.835066,"DDS demands","Known Flow",238461.581044,631288.573989,,0.000000,,,,,-10.589999,,,,,,-9.469767,-10.589999,,"",,,,,"D1 PROFILE",,,,,
"62505900000048","Nodes","48",21.000000,56.708223,"DDS demands","Known Flow",238391.331025,631417.574024,,0.000000,-6.000000,,,,-13.839999,,,,,,-17.741282,-19.840000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"62505900000046","Nodes","46",21.000000,57.332055,"DDS demands","Known Flow",238394.706025,631390.824017,,0.000000,,,,,-11.199999,,,,,,-10.015240,-11.199999,,"",,,,,"D1 PROFILE",,,,,
"62505900000047","Nodes","47",21.000000,55.132633,"DDS demands","Known Flow",238250.705986,631284.323988,,0.000000,,,,0.000000,-15.279999,,,,,,-13.663649,-15.279999,,"",,,,"","D1 PROFILE",,,,,
"62505900000029","Nodes","29",21.000000,67.049630,"DDS demands","Known Flow",238497.706053,631489.574044,,0.000000,,,,,-4.709999,,,,,,-4.211766,-4.709999,,"",,,,,"D1 PROFILE",,,,,
"62505900000041","Nodes","41",21.000000,64.992013,"Default Known Flow Node","Known Flow",238507.706056,631480.949041,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000069","Nodes","69",21.000000,55.009505,"DDS demands","Known Flow",238669.831100,631353.449007,,0.000000,,,,,-5.689999,,-14.840000,,,,-5.088099,-5.689999,,"",,,,,"D1 PROFILE",,"DM PROFILE",,,
"62505900000043","Nodes","43",21.000000,63.956469,"DDS demands","Known Flow",238546.206067,631416.824024,,0.000000,,,,,-4.079999,,,,,,-3.648408,-4.079999,,"",,,,,"D1 PROFILE",,,,,
"62505900000058","Nodes","58",21.000000,54.023354,"DDS demands","Known Flow",238742.581120,631292.948990,,0.000000,,,,,-2.750000,,,,,,-2.459099,-2.750000,,"",,,,,"D1 PROFILE",,,,,
"62505900000059","Nodes","059, P13132823, SYMINGTON ROAD NORTH, SCH 30.19",22.999998,53.288300,"CSEP Unmatched","Known Flow",238757.230107,631303.213912,,0.000000,,,,,,,,,,-30.190000,-26.996438,-30.190000,,"",,,,,,,,,,"DC PROFILE"
"62505900000070","Nodes","70",21.000000,40.532809,"DDS demands","Known Flow",238672.456101,631442.824031,,0.000000,-6.000000,,,-2.859999,,,,,,,-7.922770,-8.859999,,"","",,,"C4 PROFILE",,,,,,
"62505900000044","Nodes","44",21.000000,63.757042,"DDS demands","Known Flow",238554.706069,631424.449026,,0.000000,,,,,-3.130000,,,,,,-2.798902,-3.130000,,"",,,,,"D1 PROFILE",,,,,
"62505900000062","Nodes","62",21.000000,38.797948,"DDS demands","Known Flow",237763.330854,631599.824074,,0.000000,,,,,-2.250000,,,,,,-2.011990,-2.250000,,"",,,,,"D1 PROFILE",,,,,
"62505901000028","Nodes","-28",21.000000,38.798079,"Default Known Flow Node","Known Flow",237763.955854,631603.199075,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000071","Nodes","71",21.000000,38.755056,"Default Known Flow Node","Known Flow",237701.580837,631645.449086,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000060","Nodes","60",21.000000,38.584602,"DDS demands","Known Flow",237792.580862,631627.449081,,0.000000,,,,,-21.270000,,,,,,-19.020016,-21.270000,,"",,,,,"D1 PROFILE",,,,,
"62505900000061","Nodes","61",21.000000,38.670616,"Default Known Flow Node","Known Flow",237730.955845,631660.574090,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000030","Nodes","30",21.000000,64.553161,"DDS demands","Known Flow",238455.706042,631533.449056,,0.000000,,,,,-27.659999,,,,,,-24.734067,-27.659999,,"",,,,,"D1 PROFILE",,,,,
"62505900000040","Nodes","40",21.000000,44.171445,"DDS demands","Known Flow",238189.455970,631766.824119,,0.000000,,,,,-5.189999,,,,,,-4.640990,-5.189999,,"",,,,,"D1 PROFILE",,,,,
"62505900000039","Nodes","39",21.000000,44.105470,"DDS demands","Known Flow",238165.705963,631739.324112,,0.000000,,,-1.749999,,-6.010000,,,,,,-6.939131,-7.760000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"62505900000027","Nodes","27",21.000000,49.736935,"DDS demands","Known Flow",238295.455998,631884.199151,,0.000000,,,,,-19.559999,,,,,,-17.490900,-19.559999,,"",,,,,"D1 PROFILE",,,,,
"62505900000023","Nodes","23",21.000000,52.295787,"DDS demands","Known Flow",238310.706003,631778.199122,,0.000000,,,,-3.950000,-20.900000,,,,,,-22.221316,-24.849999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"62505900000055","Nodes","55",21.000000,45.312072,"DDS demands","Known Flow",238209.958101,631556.978521,,0.000000,,,,0.000000,-18.030000,,,,,,-16.122749,-18.030000,,"",,,,"","D1 PROFILE",,,,,
"62505900000053","Nodes","53",21.000000,46.604819,"Default Known Flow Node","Known Flow",238291.205997,631540.199057,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505900000037","Nodes","37",21.000000,47.114306,"DDS demands","Known Flow",238232.580981,631685.824097,,0.000000,,,,,-1.379999,,,,,,-1.234020,-1.379999,,"",,,,,"D1 PROFILE",,,,,
"62505900000038","Nodes","38",21.000000,46.880602,"DDS demands","Known Flow",238209.205975,631659.824090,,0.000000,,,,,-7.300000,,,,,,-6.527790,-7.300000,,"",,,,,"D1 PROFILE",,,,,
"62505900000035","Nodes","35",21.000000,47.556610,"DDS demands","Known Flow",238239.455983,631680.449096,,0.000000,,,,,-12.310000,,,,,,-11.007822,-12.310000,,"",,,,,"D1 PROFILE",,,,,
"62505900000036","Nodes","36",21.000000,47.497292,"DDS demands","Known Flow",238283.830995,631731.324109,,0.000000,,,,,-7.809999,,,,,,-6.983841,-7.809999,,"",,,,,"D1 PROFILE",,,,,
"62505900000034","Nodes","34",21.000000,50.243558,"DDS demands","Known Flow",238284.580996,631643.949086,,0.000000,,,,,-2.089999,,,,,,-1.868915,-2.089999,,"",,,,,"D1 PROFILE",,,,,
"62505900000032","Nodes","32",21.000000,51.413851,"DDS demands","Known Flow",238304.089001,631626.618081,,0.000000,,,,,-10.640000,,,,,,-9.514479,-10.640000,,"",,,,,"",,,,,
"62505900000033","Nodes","33",21.000000,51.012019,"DDS demands","Known Flow",238265.330990,631602.324074,,0.000000,,,,,-9.209999,,,,,,-8.235746,-9.209999,,"",,,,,"D1 PROFILE",,,,,
"62505900000024","Nodes","24",21.000000,51.794067,"DDS demands","Known Flow",238362.581017,631827.449136,,0.000000,,,,,-8.800000,,,,,,-7.869117,-8.800000,,"",,,,,"D1 PROFILE",,,,,
"62505900000021","Nodes","21",21.000000,53.619508,"DDS demands","Known Flow",238335.581009,631734.449110,,0.000000,,,,,-23.040000,,,,,,-20.602781,-23.040000,,"",,,,,"D1 PROFILE",,,,,
"62505900000026","Nodes","P11126158, TOWNEND TERRACE CSEP, 104.03 SCMH",24.000000,41.210810,"CSEP Unmatched","Known Flow",238092.099419,631669.690052,,0.000000,,,,,,,,,,-36.000000,-32.191845,-36.000000,,"",,,,,,,,,,"DC PROFILE"
