"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"62505400000035","Nodes","35",21.000000,23.721152,"DDS demands","Known Flow",237869.825000,673366.345000,,0.000000,,,,,-7.659999,-6.849688,-7.659999,,"",,,,,"D1 PROFILE"
"62505400000054","Nodes","54",21.000000,24.032000,"DDS demands","Known Flow",237948.825000,673252.845000,,0.000000,,-23.450000,,,-2.209999,-22.945562,-25.660000,,"",,"C2 PROFILE",,,"D1 PROFILE"
"62505400000057","Nodes","57",21.000000,24.182103,"DDS demands","Known Flow",237950.356250,673258.782500,,0.000000,,,,,-5.119999,-4.578381,-5.119999,,"",,,,,"D1 PROFILE"
"62505400000025","Nodes","25",21.000000,23.954316,"DDS demands","Known Flow",237926.450000,673316.720000,,0.000000,,,,,-1.150000,-1.028347,-1.150000,,"",,,,,"D1 PROFILE"
"62505400000036","Nodes","36",21.000000,23.726651,"DDS demands","Known Flow",237869.825000,673363.595000,,0.000000,,,,,-7.719999,-6.903341,-7.719999,,"",,,,,"D1 PROFILE"
"62505400000021","Nodes","21",21.000000,31.983554,"DDS demands","Known Flow",237795.950000,673122.720000,,0.000000,,,,,-20.059999,-17.937956,-20.059999,,"",,,,,"D1 PROFILE"
"62505400000023","Nodes","23",21.000000,24.751825,"DDS demands","Known Flow",237818.950000,673265.470000,,0.000000,,,,,-2.119999,-1.895736,-2.119999,,"",,,,,"D1 PROFILE"
"62505400000024","Nodes","24",21.000000,24.659819,"DDS demands","Known Flow",237785.075000,673264.720000,,0.000000,,,,,-6.760000,-6.044894,-6.760000,,"",,,,,"D1 PROFILE"
"62505400000026","Nodes","26",21.000000,24.654803,"DDS demands","Known Flow",237858.075000,673269.345000,,0.000000,-6.849999,,,,-4.169999,-9.854251,-11.019999,,"","C1 PROFILE",,,,"D1 PROFILE"
"62505400000063","Nodes","63",21.000000,31.983554,"Default Known Flow Node","Known Flow",237792.700000,673104.720000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62505400000022","Nodes","22",21.000000,31.937582,"DDS demands","Known Flow",237793.450000,673190.220000,,0.000000,,,,,-3.010000,-2.691587,-3.010000,,"",,,,,"D1 PROFILE"
"62505400000064","Nodes","64",21.000000,33.643849,"DDS demands","Known Flow",237870.950000,673127.595000,,0.000000,,,,,-27.209999,-24.331595,-27.209999,,"",,,,,"D1 PROFILE"
"62505400000052","Nodes","52",21.000000,26.667595,"DDS demands","Known Flow",237953.200000,673450.345000,,0.000000,,,,,-3.829999,-3.424844,-3.829999,,"",,,,,"D1 PROFILE"
