"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-711.560008,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-32.909999,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-183.780006,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-43.969998,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-11.350000,0.000000,1.000000,"Volumetric",-1.000000
"DM","Flow Categories",,,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-39.347997,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"DC","Flow Categories",-10.800000,0.000000,1.000000,"Volumetric",-1.000000
