"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"62600100000058","Nodes","58,",21.000000,32.157203,"DDS demands","Known Flow",336416.233698,949891.909684,,0.000000,,,,,,-15.060000,,,,,,,-13.466921,-15.060000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000054","Nodes","54,",21.000000,33.151002,"DDS demands","Known Flow",336452.609708,949963.284703,,0.000000,,,,,,-18.700000,,,,,,,-16.721875,-18.700000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100001006","Nodes","Logger 9779, 62a  Henrietta St.,",21.000000,36.894486,"Val Log Post","Known Flow",336507.230817,951335.562632,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000175","Nodes","175,",21.000000,36.716384,"DDS demands","Known Flow",336491.939718,951340.134078,,0.000000,-0.629999,,,-4.920000,,-5.189999,,,,,,,-9.603900,-10.740000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,,
"62600100001001","Nodes","Logger 9249, Citizen Advice Bureau, 125 High Street,",21.000000,48.651513,"Val Log Post","Known Flow",336515.249760,951000.215173,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100006011","Nodes","6011,",21.000000,48.568207,"Default Known Flow Node","Known Flow",336534.368730,950997.297985,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000022","Nodes","22,",21.000000,45.559301,"DDS demands","Known Flow",336223.364645,950837.726941,,0.000000,,,-10.459999,,,,,,,,,,-9.353518,-10.459999,,"",,,"C3  PROFILE",,,,,,,,,
"62600100000172","Nodes","172,",21.000000,45.165195,"DDS demands","Known Flow",336341.203677,950789.541928,,0.000000,-3.910000,,,,,-0.660000,,,,,,,-4.086575,-4.569999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"62600100006002","Nodes","6002,",21.000000,72.317712,"DDS demands","Known Flow",336095.346020,950899.535403,,0.000000,,-6.000000,,,,,,,,,,,-5.365307,-6.000000,,"",,"C2 PROFILE",,,,,,,,,,
"62600100000094","Nodes","94,",21.000000,72.215112,"DDS demands","Known Flow",336094.467610,950907.287960,,0.000000,,,,,,-1.690000,,,,,,,-1.511228,-1.690000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006000","Nodes","6000,",21.000000,70.743490,"Default Known Flow Node","Known Flow",336179.997633,950874.998951,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000064","Nodes","64,",21.000000,44.964466,"DDS demands","Known Flow",336506.363722,950376.670816,,0.000000,,,,,,-7.649999,,,,,,,-6.840766,-7.649999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100001000","Nodes","Logger 9576, Opp 5 Upper Dunbar Street,",21.000000,46.981500,"Val Log Post","Known Flow",336524.331186,950411.880598,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000066","Nodes","66,",21.000000,48.800617,"DDS demands","Known Flow",336539.480731,950443.292834,,0.000000,,,,,,-11.439999,,,,,,,-10.229852,-11.439999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000117","Nodes",,21.000000,39.974525,"DDS demands","Known Flow",336561.221737,951313.897071,,0.000000,,,,,,-6.619999,,,,,,,-5.919722,-6.619999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000026","Nodes","26,",21.000000,50.907508,"DDS demands","Known Flow",336598.406153,950561.546530,,0.000000,,,,,,-4.699999,,,,,,,-4.202823,-4.699999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000209","Nodes","209,",21.000000,51.195451,"DDS demands","Known Flow",336576.241009,950520.982756,,0.000000,,,,,,-3.400000,,,,,,,-3.040340,-3.400000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000032","Nodes","32,",21.000000,51.350214,"DDS demands","Known Flow",336562.472737,950495.785848,,0.000000,,,,,,-8.369999,,,,,,,-7.484603,-8.369999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000208","Nodes","Logger 9176, The Bungalow, Harrow Hill,",21.000000,33.341516,"Val Log Post","Known Flow",336462.260301,949981.290508,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000052","Nodes","52,",21.000000,34.275749,"DDS demands","Known Flow",336495.341719,950044.269725,,0.000000,,,,,,-2.009999,,,,,,,-1.797377,-2.009999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000060","Nodes","60,",21.000000,31.693653,"DDS demands","Known Flow",336541.617732,949823.447665,,0.000000,,,,,,-12.799999,,,,,,,-11.445988,-12.799999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000207","Nodes","207,",21.000000,29.744702,"DDS demands","Known Flow",336742.607786,949985.660709,,0.000000,,,,,,-4.469999,,,,,,,-3.997153,-4.469999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000055","Nodes","55,",21.000000,30.828342,"DDS demands","Known Flow",336691.482773,949840.160670,,0.000000,,,,,,-12.579999,,,,,,,-11.249261,-12.579999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000056","Nodes","56,",21.000000,29.613380,"DDS demands","Known Flow",336686.732771,949947.410699,,0.000000,,,,,,-8.850000,,,,,,,-7.913828,-8.850000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000170","Nodes","170,",21.000000,61.243305,"DDS demands","Known Flow",335952.224571,950274.597788,,0.000000,,,,,,-3.739999,,,,,,,-3.344374,-3.739999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000083","Nodes","83,",21.000000,61.305516,"DDS demands","Known Flow",335941.230568,950324.280801,,0.000000,,,,,,-1.999999,,,,,,,-1.788435,-1.999999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000082","Nodes","82,",21.000000,61.376263,"DDS demands","Known Flow",335997.564584,950376.664816,,0.000000,,,,,,-6.159999,,,,,,,-5.508382,-6.159999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000149","Nodes","149, Radio Station Potential",21.000000,62.204145,"DDS demands","Known Flow",335940.134568,950421.915828,,0.000000,,-8.800000,,,,,,,,,,,-7.869117,-8.800000,,"",,"C2 PROFILE",,,,,,,,,,
"62600100000150","Nodes","150,",21.000000,62.704197,"DDS demands","Known Flow",336043.988596,950480.510844,,0.000000,,,,,,-12.870000,,,,,,,-11.508585,-12.870000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000081","Nodes","81,",21.000000,61.467340,"DDS demands","Known Flow",336074.383605,950448.036835,,0.000000,,,,,,-9.989999,,,,,,,-8.933236,-9.989999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006089","Nodes","6089,",21.000000,45.041755,"DDS demands","Known Flow",336480.845715,950385.144818,,0.000000,,,,,,-1.209999,,,,,,,-1.082003,-1.209999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000198","Nodes","198,",21.000000,44.983715,"DDS demands","Known Flow",336432.234702,950367.863813,,0.000000,,,,,,-4.369999,,,,,,,-3.907732,-4.369999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000079","Nodes","79,",21.000000,52.840847,"DDS demands","Known Flow",336237.648649,950167.539759,,0.000000,,,,,,-9.829999,,,,,,,-8.790161,-9.829999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000080","Nodes","80,",21.000000,48.640458,"DDS demands","Known Flow",336216.263643,950068.526732,,0.000000,,,,,,-11.230000,,,,,,,-10.042066,-11.230000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000072","Nodes","72,",21.000000,55.971023,"DDS demands","Known Flow",336348.486679,950489.031846,,0.000000,-2.099999,,,,,-9.750000,,,,,,,-10.596482,-11.850000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,
"62600100000073","Nodes","73,",21.000000,50.448137,"DDS demands","Known Flow",336399.988693,950465.259840,,0.000000,,,-1.120000,,,-9.540000,,,,,,,-9.532363,-10.660000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"62600100006095","Nodes","6095,",21.000000,36.101556,"DDS demands","Known Flow",336108.821614,951785.186199,,0.000000,,,,,,-7.210000,,,,,,,-6.447311,-7.210000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000097","Nodes","97,",21.000000,45.311435,"DDS demands","Known Flow",336427.373701,950412.048825,,0.000000,,,,,,-8.499999,,,,,,,-7.600851,-8.499999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000076","Nodes","76,",21.000000,57.566200,"DDS demands","Known Flow",336227.228646,950368.947814,,0.000000,,,,,,-5.209999,,,,,,,-4.658875,-5.209999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100000075","Nodes","75,",21.000000,57.540519,"DDS demands","Known Flow",336226.999646,950427.442829,,0.000000,,,,-10.589999,,-3.299999,,,,-6.000000,,,-17.785994,-19.890000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,"I2 PROFILE",,
"62600100006087","Nodes","6087,",21.000000,50.991779,"DDS demands","Known Flow",336346.386858,950374.692486,,0.000000,,,,,,-4.639999,,,,,,,-4.149170,-4.639999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006037","Nodes","6037,",21.000000,50.991779,"Default Known Flow Node","Known Flow",336337.707676,950357.435810,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"62600100000199","Nodes","199,",21.000000,50.148338,"DDS demands","Known Flow",336375.742687,950339.793806,,0.000000,,,,,,-4.760000,,,,,,,-4.256477,-4.760000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006094","Nodes","6094,",21.000000,49.559289,"DDS demands","Known Flow",336658.464483,950531.173811,,0.000000,,,,,,-6.150000,,,,,,,-5.499440,-6.150000,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006083","Nodes","6083,",21.000000,47.537204,"DDS demands","Known Flow",336429.255570,950330.978724,,0.000000,,,,,,-6.329999,,,,,,,-5.660399,-6.329999,,"",,,,,,"D1 PROFILE",,,,,,
"62600100006022","Nodes","6022,",21.000000,49.665975,"DDS demands","Known Flow",336293.321990,950309.543080,,0.000000,,,-1.190000,,,-9.699999,,,,,,,-9.738032,-10.889999,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,
"62600100006019","Nodes","6019,",21.000000,45.578320,"DDS demands","Known Flow",336406.595695,950389.407819,,0.000000,,,,,,-5.909999,,,,,,,-5.284827,-5.909999,,"",,,,,,"D1 PROFILE",,,,,,
