"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62503300000024","Nodes","24",21.000000,29.199079,"DDS demands","Known Flow",255428.725660,637178.643592,,0.000000,,,,,-19.209998,,,,,-17.177924,-19.209998,,"",,,,,"D1 PROFILE",,,,
"62503300000160","Nodes","160",21.000000,23.042147,"DDS demands","Known Flow",256829.117041,637923.028794,,0.000000,,,,,-20.629999,,,,,-18.447715,-20.629999,,"",,,,,"D1 PROFILE",,,,
"62503300001020","Nodes","1020",21.000000,21.806763,"DDS demands","Known Flow",256899.316846,637951.069298,,0.000000,,,,,-11.039999,,,,,-9.872165,-11.039999,,"",,,,,"D1 PROFILE",,,,
"62503300001019","Nodes","1019",21.000000,21.408942,"DDS demands","Known Flow",256949.797416,638008.998399,,0.000000,,,,,-5.619999,,,,,-5.025504,-5.619999,,"",,,,,"D1 PROFILE",,,,
"62503300001016","Nodes","1016",21.000000,21.259498,"DDS demands","Known Flow",256926.463471,638076.925089,,0.000000,,,,,-12.310000,,,,,-11.007822,-12.310000,,"",,,,,"D1 PROFILE",,,,
"62503300001017","Nodes","1017",21.000000,24.752630,"DDS demands","Known Flow",256758.960022,637982.887810,,0.000000,,,,,-6.569999,,,,,-5.875011,-6.569999,,"",,,,,"D1 PROFILE",,,,
"62503300001018","Nodes",,21.000000,22.966676,"DDS demands","Known Flow",256774.093696,638060.321547,,0.000000,,,,,-5.310000,,,,,-4.748297,-5.310000,,"",,,,,"D1 PROFILE",,,,
"62503300001013","Nodes","1013",21.000000,22.097848,"DDS demands","Known Flow",256809.145657,638094.892822,,0.000000,,,,,-8.560000,,,,,-7.654505,-8.560000,,"",,,,,"D1 PROFILE",,,,
"62503300012293","Nodes","-252",21.000000,21.395450,"Default Known Flow Node","Known Flow",256917.364075,638080.261977,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000058","Nodes",,21.000000,27.560684,"DDS demands","Known Flow",256741.714018,637932.691797,,0.000000,,,,,0.000000,,,,,0.000000,0.000000,,"",,,,,"D1 PROFILE",,,,
"62503300001015","Nodes","P09121279 (CP2), Plots 1-40 West Donnington Street CSEP, -7.66 scmh",22.999998,33.389009,"CSEP DDS Matched","Known Flow",256098.354378,637646.056544,,0.000000,,,,,,-7.659999,,,,-6.849708,-7.659999,,"",,,,,,"DC PROFILE",,,
"62503300000148","Nodes","148",21.000000,21.495342,"DDS demands","Known Flow",256865.247051,638097.370842,,0.000000,,,,,-14.640000,,,,,-13.091350,-14.640000,,"",,,,,"D1 PROFILE",,,,
"62503300000161","Nodes","161",21.000000,24.752061,"DDS demands","Known Flow",256761.089933,637982.537867,,0.000000,,,,,-1.970000,,,,,-1.761609,-1.970000,,"",,,,,"D1 PROFILE",,,,
"62503300000195","Nodes","195",21.000000,32.632239,"DDS demands","Known Flow",256167.236024,637477.891492,,0.000000,,,,,-2.150000,,,,,-1.922568,-2.150000,,"",,,,,"D1 PROFILE",,,,
"62503300012254","Nodes","-1462513",21.000000,34.892135,"Default Known Flow Node","Known Flow",256127.518850,637475.715672,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300012313","Nodes","-87",21.000000,34.849107,"Default Known Flow Node","Known Flow",256127.082192,637473.652187,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000223","Nodes","223",21.000000,35.330797,"DDS demands","Known Flow",257141.506226,637713.979044,,0.000000,,,,,-2.349999,,,,,-2.101411,-2.349999,,"",,,,,"D1 PROFILE",,,,
"62503300001008","Nodes","Logger 9672, 2 George Young Drive",21.000000,35.377560,"Val Log Cath","Known Flow",257144.430954,637702.354762,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000124","Nodes","124",21.000000,35.398305,"Default Known Flow Node","Known Flow",257153.687348,637665.316751,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000224","Nodes","224",21.000000,35.418767,"DDS demands","Known Flow",257144.741563,637739.034412,,0.000000,,,,,-0.669999,,,,,-0.599125,-0.669999,,"",,,,,"D1 PROFILE",,,,
"62503300001001","Nodes","1001",21.000000,35.463389,"Default Known Flow Node","Known Flow",257139.628474,637726.476656,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300001011","Nodes","1011",21.000000,34.095370,"Default Known Flow Node","Known Flow",255975.647809,637448.524665,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300001009","Nodes","1009",21.000000,34.154125,"DDS demands","Known Flow",255975.183809,637451.965666,,0.000000,,,,,-14.510000,,,,,-12.975102,-14.510000,,"",,,,,"D1 PROFILE",,,,
"62503300000031","Nodes","31",21.000000,34.685451,"DDS demands","Known Flow",256112.731846,637462.581669,,0.000000,,,,,-12.479999,,,,,-11.159838,-12.479999,,"",,,,,"D1 PROFILE",,,,
"62503300000029","Nodes","29",21.000000,33.848373,"DDS demands","Known Flow",255876.045288,637441.290822,,0.000000,,,,,-25.530000,,,,,-22.829382,-25.530000,,"",,,,,"D1 PROFILE",,,,
"62503300000171","Nodes","171",21.000000,32.666462,"DDS demands","Known Flow",255980.643930,637375.560042,,0.000000,,,,,-3.800000,,,,,-3.398028,-3.800000,,"",,,,,"D1 PROFILE",,,,
"62503300001010","Nodes","1010",21.000000,32.406096,"Default Known Flow Node","Known Flow",255983.786808,637339.925594,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000143","Nodes","143",21.000000,32.380327,"DDS demands","Known Flow",255981.196811,637337.146635,,0.000000,,,,,-2.519999,,,,,-2.253428,-2.519999,,"",,,,,"D1 PROFILE",,,,
"62503300000146","Nodes","146",21.000000,31.852600,"DDS demands","Known Flow",255922.798795,637329.738633,,0.000000,,,,,-14.689999,,,,,-13.136060,-14.689999,,"",,,,,"D1 PROFILE",,,,
"62503300000175","Nodes","P00092052, West Edith Street CSEP, -68.5 scmh",24.000000,32.278212,"CSEP DDS Matched","Known Flow",255974.823380,637336.586385,,0.000000,,,,,,-68.500000,,,,-61.253928,-68.500000,,"",,,,,,"DC PROFILE",,,
"62503300001000","Nodes","1000",21.000000,31.616696,"Default Known Flow Node","Known Flow",256377.592918,637796.020760,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300012280","Nodes","Logger 9767, 4 Campbell Street",21.000000,31.702745,"Val Log Cath","Known Flow",256351.576852,637792.703807,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300000042","Nodes","42",21.000000,31.626179,"DDS demands","Known Flow",256378.403047,637790.190493,,0.000000,,,,,-11.010000,,,-41.619998,,-47.062688,-52.629996,,"",,,,,"D1 PROFILE",,,"I2 PROFILE",
"62503300000093","Nodes","93",21.000000,35.708567,"DDS demands","Known Flow",256738.913017,637546.789692,,0.000000,,,,,-2.130000,,,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,,,
"62503300000068","Nodes","68",21.000000,35.698293,"Default Known Flow Node","Known Flow",256742.593018,637547.867692,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503300012252","Nodes","-1462511",21.000000,29.541008,"Default Known Flow Node","Known Flow",255420.012658,637291.797622,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
