"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"62503600000178","Nodes","178, Kilmaurs District/Kilmanock Road (A735) DG, Profiled, Site ID 3231",21.000000,32.000001,"Default Known Pressure Node","Known Pressure",241213.625792,641009.568634,,1982.400041,,,,,,,,,1258.531251,1407.409979,,"",,,,,,,,
"62503600000061","Nodes","61",21.000000,27.961113,"DDS demands","Known Flow",240886.128703,640971.410624,,0.000000,,,,,-6.979999,,,,-6.241640,-6.979999,,"",,,,,"D1 PROFILE",,,
"62503600000070","Nodes","70",21.000000,27.984467,"DDS demands","Known Flow",240861.103697,640892.947602,,0.000000,,,,,-11.629999,,,,-10.399753,-11.629999,,"",,,,,"D1 PROFILE",,,
"62503600000062","Nodes","62",21.000000,27.800035,"DDS demands","Known Flow",240951.408067,640949.958021,,0.000000,,,,,-5.179999,,,,-4.632048,-5.179999,,"",,,,,"D1 PROFILE",,,
"62503600000060","Nodes","60",21.000000,27.460757,"DDS demands","Known Flow",240833.180689,640813.760581,,0.000000,,,,,-4.750000,,,-8.209999,-11.589064,-12.960000,,"",,,,,"D1 PROFILE",,,"I2 PROFILE"
"62503600000063","Nodes","63",21.000000,27.831586,"DDS demands","Known Flow",240942.569327,640907.323021,,0.000000,,,,,-7.300000,,,,-6.527790,-7.300000,,"",,,,,"D1 PROFILE",,,
"62503600000126","Nodes","126",21.000000,27.416914,"Default Known Flow Node","Known Flow",240815.390409,640670.659018,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62503600000099","Nodes","99",21.000000,27.460757,"Default Known Flow Node","Known Flow",240842.425759,640736.060089,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62503600000064","Nodes","64",21.000000,27.056171,"DDS demands","Known Flow",241007.261740,640935.865026,,0.000000,,,,,-10.629999,,,,-9.505536,-10.629999,,"",,,,,"D1 PROFILE",,,
"62503600000065","Nodes","P00093667/338775, Braehead Terrace CSEP, -13.48SCMH",22.999998,26.420018,"CSEP DDS Matched","Known Flow",241033.988983,640985.514500,,0.000000,,,,,-6.439999,-13.499999,,,-17.830703,-19.940000,,"",,,,,"D1 PROFILE","DC PROFILE",,
"62503600000067","Nodes","67",21.000000,26.504797,"DDS demands","Known Flow",241068.493753,640931.120613,,0.000000,,,,,-5.650000,,,,-5.052331,-5.650000,,"",,,,,"D1 PROFILE",,,
"62503600000125","Nodes","125",21.000000,26.585384,"DDS demands","Known Flow",241060.374751,640871.405596,,0.000000,,,,,-8.100000,,,,-7.243165,-8.100000,,"",,,,,"D1 PROFILE",,,
"62503600000124","Nodes","124",21.000000,27.071336,"DDS demands","Known Flow",240999.326734,640869.688596,,0.000000,,,,,-9.620000,,,,-8.602376,-9.620000,,"",,,,,"D1 PROFILE",,,
"62503600000109","Nodes","109",21.000000,25.823915,"DDS demands","Known Flow",240309.307546,641394.396739,,0.000000,,,,,-1.120000,,,,-1.001524,-1.120000,,"",,,,,"D1 PROFILE",,,
"62503600000108","Nodes","108",21.000000,25.824324,"DDS demands","Known Flow",240304.408545,641422.038746,,0.000000,,,,,-5.670000,,,,-5.070216,-5.670000,,"",,,,,"D1 PROFILE",,,
"62503600000110","Nodes","110",21.000000,25.815848,"DDS demands","Known Flow",240294.830542,641467.282759,,0.000000,,,,,-3.970000,,,,-3.550045,-3.970000,,"",,,,,"D1 PROFILE",,,
"62503600000106","Nodes","106",21.000000,25.880924,"DDS demands","Known Flow",240354.417559,641433.389749,,0.000000,,,,,-12.029999,,,,-10.757440,-12.029999,,"",,,,,"D1 PROFILE",,,
"62503600000101","Nodes","101",21.000000,25.986832,"DDS demands","Known Flow",240359.493560,641398.277740,,0.000000,,,,,-3.039999,,,,-2.718422,-3.039999,,"",,,,,"D1 PROFILE",,,
"62503600000128","Nodes","128",21.000000,26.028207,"DDS demands","Known Flow",240354.765559,641363.456730,,0.000000,,,,,-2.460000,,,,-2.199776,-2.460000,,"",,,,,"D1 PROFILE",,,
"62503600000102","Nodes","102",21.000000,25.842472,"DDS demands","Known Flow",240409.539574,641391.574738,,0.000000,,,,,-6.760000,,,,-6.044912,-6.760000,,"",,,,,"D1 PROFILE",,,
"62503600000105","Nodes","105",21.000000,25.773382,"DDS demands","Known Flow",240406.442573,641465.878758,,0.000000,,,,,-9.319999,,,,-8.334110,-9.319999,,"",,,,,"D1 PROFILE",,,
"62503600000103","Nodes","103",21.000000,25.667895,"DDS demands","Known Flow",240494.641597,641437.541751,,0.000000,,,,,-18.360000,,,,-16.417840,-18.360000,,"",,,,,"D1 PROFILE",,,
"62503600000100","Nodes","100",21.000000,26.472886,"DDS demands","Known Flow",240500.262341,641337.336403,,0.000000,,,,,-15.689999,,,,-14.030278,-15.689999,,"",,,,,"D1 PROFILE",,,
"62503600000162","Nodes","162",21.000000,25.698893,"DDS demands","Known Flow",240808.329733,641355.320703,,0.000000,,,,,-9.460000,,,,-8.459301,-9.460000,,"",,,,,"D1 PROFILE",,,
"62503600000202","Nodes","202",21.000000,27.668031,"DDS demands","Known Flow",240848.344243,641191.256766,,0.000000,,,,,-4.750000,,,,-4.247535,-4.750000,,"",,,,,"D1 PROFILE",,,
"62503600000156","Nodes","156",21.000000,26.213008,"Default Known Flow Node","Known Flow",240859.432673,641384.264175,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
