"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62506800000026","Nodes","26",21.000000,39.108000,"DDS demands","Known Flow",241909.445891,609395.522923,,0.000000,,,,-5.749999,,,,-5.141752,-5.749999,,"",,,,"D1 PROFILE",,,
"62506800000039","Nodes","39",21.000000,34.978790,"DDS demands","Known Flow",241962.836586,609384.844785,,0.000000,,,,-13.760000,,,,-12.304439,-13.760000,,"",,,,"D1 PROFILE",,,
"62506800001001","Nodes","1001",21.000000,55.568632,"Default Known Flow Node","Known Flow",241591.854959,610348.428809,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800001000","Nodes","PATNA PRIMARY SCHOOL PL-AF MPRN 9306078803",21.000000,55.568632,"Point Loads","Known Flow",241598.090135,610351.831977,,0.000000,,,,,,,-37.099999,-33.175482,-37.099999,,"",,,,,,,"PL-AF PROFILE"
"62506800000080","Nodes","80",21.000000,57.363153,"DDS demands","Known Flow",241623.097159,610309.715492,,0.000000,,,,-19.169999,,,,-17.142156,-19.169999,,"",,,,"D1 PROFILE",,,
"62506800000010","Nodes","10",21.000000,51.967028,"DDS demands","Known Flow",241419.748189,610495.817035,,0.000000,,,,-9.090000,,,,-8.128440,-9.090000,,"",,,,"D1 PROFILE",,,
"62506800000024","Nodes","24",21.000000,48.607478,"DDS demands","Known Flow",241985.464281,609613.273186,,0.000000,,,,-1.019999,,,,-0.912102,-1.019999,,"",,,,"D1 PROFILE",,,
"62506800000082","Nodes","82",21.000000,50.987575,"Default Known Flow Node","Known Flow",241997.145590,609678.649944,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000023","Nodes","23",21.000000,56.237103,"DDS demands","Known Flow",241925.880000,609818.940000,,0.000000,,,,-26.840000,,,,-24.000809,-26.840000,,"",,,,"D1 PROFILE",,,
"62506800000096","Nodes","96",21.000000,34.881298,"DDS demands","Known Flow",241968.130000,609292.565000,,0.000000,,,,-9.370000,,,,-8.378822,-9.370000,,"",,,,"D1 PROFILE",,,
"62506800000027","Nodes","27",21.000000,34.776030,"DDS demands","Known Flow",241994.539898,609406.283839,,0.000000,,,,-8.619999,,,,-7.708158,-8.619999,,"",,,,"D1 PROFILE",,,
"62506800000022","Nodes","22",21.000000,31.731566,"DDS demands","Known Flow",241613.442792,609892.113721,,0.000000,,,,-23.320000,,,,-20.853161,-23.320000,,"",,,,"D1 PROFILE",,,
"62506800000106","Nodes","106",21.000000,38.186921,"DDS demands","Known Flow",241662.351525,609915.785965,,0.000000,,,,-9.999999,,,,-8.942178,-9.999999,,"",,,,"D1 PROFILE",,,
"62506800000029","Nodes","29",21.000000,42.661596,"DDS demands","Known Flow",241904.017609,609630.849744,,0.000000,,,,-13.260000,,,,-11.857329,-13.260000,,"",,,,"D1 PROFILE",,,
"62506800000028","Nodes","28",21.000000,48.043872,"DDS demands","Known Flow",241950.089040,609607.678506,,0.000000,,,,-13.189999,,,,-11.794733,-13.189999,,"",,,,"D1 PROFILE",,,
"62506800000099","Nodes","99",21.000000,36.445570,"DDS demands","Known Flow",241759.380000,609622.065000,,0.000000,,,,-1.139999,,,,-1.019408,-1.139999,,"",,,,"D1 PROFILE",,,
"62506800000033","Nodes","33",21.000000,36.409052,"DDS demands","Known Flow",241809.444411,609558.128686,,0.000000,,,,-22.049998,,,,-19.717504,-22.049998,,"",,,,"D1 PROFILE",,,
"62506800000102","Nodes","101089/01, CARNSHALLOCH AVE - ISEP 1 OF 2, 28.98",22.999998,29.188760,"CSEP DDS Matched","Known Flow",241652.921768,609822.595623,,0.000000,,,,-6.939999,-23.259999,,,-27.005381,-30.199998,,"",,,,"D1 PROFILE","DC PROFILE",,
"62506800000103","Nodes","103",21.000000,31.167359,"DDS demands","Known Flow",241552.425643,609998.453426,,0.000000,,,,-6.840000,,,,-6.116450,-6.840000,,"",,,,"D1 PROFILE",,,
"62506800000021","Nodes","21",21.000000,58.074499,"DDS demands","Known Flow",241770.493008,609933.201228,,0.000000,,,,-14.949999,,,,-13.368557,-14.949999,,"",,,,"D1 PROFILE",,,
"62506800000104","Nodes","104",21.000000,44.264856,"DDS demands","Known Flow",241701.040522,609922.460077,,0.000000,,,,-7.050000,,,,-6.304236,-7.050000,,"",,,,"D1 PROFILE",,,
"62506800000105","Nodes","105",21.000000,44.202723,"DDS demands","Known Flow",241724.817049,609906.713342,,0.000000,,,,-3.930000,,,,-3.514276,-3.930000,,"",,,,"D1 PROFILE",,,
"62506800000107","Nodes","107",21.000000,59.030748,"DDS demands","Known Flow",241734.385015,609999.841331,,0.000000,,,,-4.630000,,,,-4.140228,-4.630000,,"",,,,"D1 PROFILE",,,
"62506800000108","Nodes","108",21.000000,58.934493,"DDS demands","Known Flow",241703.706257,609980.366479,,0.000000,,,,-7.430000,,,,-6.644039,-7.430000,,"",,,,"D1 PROFILE",,,
"62506800000032","Nodes","32",21.000000,39.661764,"DDS demands","Known Flow",241903.022753,609715.056818,,0.000000,,,,-52.009996,,,,-46.508271,-52.009996,,"",,,,"D1 PROFILE",,,
"62506800000088","Nodes","88",21.000000,39.858630,"DDS demands","Known Flow",241789.937903,609752.408037,,0.000000,,,,-0.999999,,,,-0.894217,-0.999999,,"",,,,"D1 PROFILE",,,
"62506800000031","Nodes","31",21.000000,39.532020,"DDS demands","Known Flow",241856.112309,609678.061513,,0.000000,,,,-20.560000,,,,-18.385120,-20.560000,,"",,,,"D1 PROFILE",,,
"62506800000101","Nodes","101",21.000000,32.835397,"DDS demands","Known Flow",241770.006634,609722.954051,,0.000000,,,,-13.529999,,,,-12.098767,-13.529999,,"",,,,"D1 PROFILE",,,
"62506800000030","Nodes","30",21.000000,40.762117,"DDS demands","Known Flow",241885.967714,609647.465102,,0.000000,,,,-3.079999,,,,-2.754191,-3.079999,,"",,,,"D1 PROFILE",,,
"62506800000098","Nodes","98",21.000000,36.364816,"Default Known Flow Node","Known Flow",241812.579513,609477.550864,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000038","Nodes","38",21.000000,41.972598,"DDS demands","Known Flow",241896.136510,609563.502163,,0.000000,,,,-5.440000,,,,-4.864545,-5.440000,,"",,,,"D1 PROFILE",,,
"62506800000025","Nodes","25",21.000000,46.978673,"DDS demands","Known Flow",241995.401992,609514.558785,,0.000000,,,,-16.350000,,,,-14.620463,-16.350000,,"",,,,"D1 PROFILE",,,
"62506800000037","Nodes","37",21.000000,31.050536,"DDS demands","Known Flow",241675.762096,609785.873482,,0.000000,,,,-17.969998,,,,-16.069095,-17.969998,,"",,,,"D1 PROFILE",,,
"62506800000100","Nodes","101089/01, CARNSHALLOCH AVE - ISEP 2 OF 2, 5.72",22.999998,32.435990,"CSEP DDS Matched","Known Flow",241757.996850,609643.395041,,0.000000,,,,-4.510000,-5.719999,,,-9.147848,-10.229999,,"",,,,"D1 PROFILE","DC PROFILE",,
"62506800000034","Nodes","34",21.000000,41.882750,"DDS demands","Known Flow",241866.505000,609512.065000,,0.000000,,,,-7.099999,,,,-6.348946,-7.099999,,"",,,,"D1 PROFILE",,,
"62506800000071","Nodes","71",21.000000,73.948646,"DDS demands","Known Flow",242503.255000,609615.690000,,0.000000,,,,-15.089999,,,,-13.493747,-15.089999,,"",,,,"D1 PROFILE",,,
"62506800000073","Nodes","73",21.000000,74.031159,"Default Known Flow Node","Known Flow",242525.630000,609592.440000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000070","Nodes","DOONBANK CRESCENT RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",242473.005000,609591.690000,,999998.967025,,,,,,,,22.900918,25.610000,,"",,,,,,,
"62506800000072","Nodes","72",21.000000,72.652463,"DDS demands","Known Flow",242327.630000,609766.940000,,0.000000,,,,-10.520000,,,,-9.407172,-10.520000,,"",,,,"D1 PROFILE",,,
"62506800000012","Nodes","12",21.000000,48.470530,"DDS demands","Known Flow",241292.286979,610456.148335,,0.000000,,,,-24.120001,,,,-21.568536,-24.120001,,"",,,,"D1 PROFILE",,,
"62506800000011","Nodes","11",21.000000,49.518128,"DDS demands","Known Flow",241336.506573,610413.393428,,0.000000,,,,-7.530000,,,,-6.733460,-7.530000,,"",,,,"D1 PROFILE",,,
"62506800000090","Nodes","90",21.000000,51.466771,"DDS demands","Known Flow",241373.636859,610486.541767,,0.000000,,,,-3.099999,,,,-2.772075,-3.099999,,"",,,,"D1 PROFILE",,,
"62506800000009","Nodes","9",21.000000,55.496237,"DDS demands","Known Flow",241460.215947,610143.212558,,0.000000,,,,-42.970002,,,,-38.424545,-42.970002,,"",,,,"D1 PROFILE",,,
"62506800000093","Nodes","93",21.000000,55.536754,"DDS demands","Known Flow",241404.829459,610241.142289,,0.000000,,,,-3.359999,,,,-3.004572,-3.359999,,"",,,,"D1 PROFILE",,,
"62506800000008","Nodes","8",21.000000,61.588663,"DDS demands","Known Flow",241534.654081,610184.959370,,0.000000,-4.309999,,,-6.409999,,,,-9.586015,-10.719999,,"","C1 PROFILE",,,"D1 PROFILE",,,
"62506800000081","Nodes","81",21.000000,55.036452,"DDS demands","Known Flow",241559.975136,610273.043280,,0.000000,0.000000,-24.999999,,-3.720000,,,,-25.681938,-28.719999,,"","C1 PROFILE","C2 PROFILE",,"D1 PROFILE",,,
"62506800000113","Nodes","113",21.000000,48.161213,"Default Known Flow Node","Known Flow",241918.755000,610097.815000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000018","Nodes","18",21.000000,48.290698,"DDS demands","Known Flow",241921.358168,610174.302450,,0.000000,,,,-5.639999,,,,-5.043388,-5.639999,,"",,,,"D1 PROFILE",,,
"62506800000005","Nodes","5",21.000000,66.583084,"DDS demands","Known Flow",241680.316821,610315.443730,,0.000000,,,,-19.589999,,,,-17.517729,-19.589999,,"",,,,"D1 PROFILE",,,
"62506800000004","Nodes","4",21.000000,67.346075,"DDS demands","Known Flow",241703.505000,610350.315000,,0.000000,,,,-8.810000,,,,-7.878060,-8.810000,,"",,,,"D1 PROFILE",,,
"62506800000003","Nodes","3",21.000000,68.562627,"DDS demands","Known Flow",241793.207863,610325.495616,,0.000000,,,,-22.419998,,,,-20.048364,-22.419998,,"",,,,"D1 PROFILE",,,
"62506800000007","Nodes","7",21.000000,63.425242,"DDS demands","Known Flow",241629.924860,610238.892233,,0.000000,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,"D1 PROFILE",,,
"62506800000019","Nodes","19",21.000000,62.055514,"DDS demands","Known Flow",241660.415771,610175.232323,,0.000000,,,,-10.140000,,,,-9.067369,-10.140000,,"",,,,"D1 PROFILE",,,
"62506800000006","Nodes","6",21.000000,64.276655,"Default Known Flow Node","Known Flow",241655.830836,610258.797927,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000109","Nodes","109",21.000000,55.889279,"DDS demands","Known Flow",241609.880000,610125.565000,,0.000000,,-6.000000,,-8.590000,,,,-13.046639,-14.590000,,"",,"C2 PROFILE",,"D1 PROFILE",,,
"62506800000017","Nodes","17",21.000000,60.150091,"DDS demands","Known Flow",241792.416269,610289.322711,,0.000000,,,,-19.619999,,,,-17.544556,-19.619999,,"",,,,"D1 PROFILE",,,
"62506800000036","Nodes","36",21.000000,59.952921,"DDS demands","Known Flow",241883.619208,610078.390204,,0.000000,,,,-4.389999,,,,-3.925616,-4.389999,,"",,,,"D1 PROFILE",,,
"62506800000111","Nodes","111",21.000000,53.448664,"DDS demands","Known Flow",241625.130000,610044.940000,,0.000000,,,,-7.570000,,,,-6.769229,-7.570000,,"",,,,"D1 PROFILE",,,
"62506800000110","Nodes","110",21.000000,55.880246,"DDS demands","Known Flow",241562.880000,610109.690000,,0.000000,,,,-7.329999,,,,-6.554617,-7.329999,,"",,,,"D1 PROFILE",,,
"62506800000020","Nodes","20",21.000000,53.353638,"DDS demands","Known Flow",241633.260898,610005.356490,,0.000000,,,,-9.159999,,,,-8.191036,-9.159999,,"",,,,"D1 PROFILE",,,
"62506800000112","Nodes","112",21.000000,53.214787,"DDS demands","Known Flow",241559.630000,610025.315000,,0.000000,,,,-11.400000,,,,-10.194084,-11.400000,,"",,,,"D1 PROFILE",,,
"62506800000115","Nodes","115",21.000000,49.412926,"DDS demands","Known Flow",241879.666432,610244.092500,,0.000000,,,,-1.350000,,,,-1.207194,-1.350000,,"",,,,"D1 PROFILE",,,
"62506800000117","Nodes","117",21.000000,46.987385,"DDS demands","Known Flow",241849.190121,610387.601205,,0.000000,,,,-16.659999,,,,-14.897669,-16.659999,,"",,,,"D1 PROFILE",,,
"62506800000116","Nodes","116",21.000000,48.983737,"DDS demands","Known Flow",241841.505000,610215.065000,,0.000000,,,,-0.910000,,,,-0.813738,-0.910000,,"",,,,"D1 PROFILE",,,
"62506800000114","Nodes","114",21.000000,48.255455,"DDS demands","Known Flow",241869.505000,610153.065000,,0.000000,,,,-4.260000,,,,-3.809368,-4.260000,,"",,,,"D1 PROFILE",,,
"62506800000095","Nodes","95",21.000000,48.127979,"DDS demands","Known Flow",242015.988465,610095.610795,,0.000000,,,,-4.469999,,,,-3.997153,-4.469999,,"",,,,"D1 PROFILE",,,
"62506800000091","Nodes","91",21.000000,53.221239,"DDS demands","Known Flow",241358.200165,610553.456196,,0.000000,-15.999999,,,-6.020000,,,,-19.690677,-22.020000,,"","C1 PROFILE",,,"D1 PROFILE",,,
"62506800000035","Nodes","35",21.000000,53.649681,"DDS demands","Known Flow",241079.091353,610767.132243,,0.000000,,,,-5.700000,,,,-5.097042,-5.700000,,"",,,,"D1 PROFILE",,,
"62506800000077","Nodes","77",21.000000,53.725108,"DDS demands","Known Flow",241152.684404,610757.335541,,0.000000,,,,-6.409999,,,,-5.731936,-6.409999,,"",,,,"D1 PROFILE",,,
"62506800000074","Nodes","74",21.000000,53.630070,"DDS demands","Known Flow",241152.824254,610735.658871,,0.000000,,,,-2.160000,,,,-1.931510,-2.160000,,"",,,,"D1 PROFILE",,,
"62506800000076","Nodes","76",21.000000,53.737150,"DDS demands","Known Flow",241126.843903,610720.648216,,0.000000,,,,-3.229999,,,,-2.888323,-3.229999,,"",,,,"D1 PROFILE",,,
"62506800000089","Nodes","89",21.000000,35.821158,"DDS demands","Known Flow",241087.260169,610716.055628,,0.000000,,,,-14.779999,,,,-13.216540,-14.779999,,"",,,,"D1 PROFILE",,,
"62506800000013","Nodes","13",21.000000,36.943694,"DDS demands","Known Flow",241165.771553,610635.685339,,0.000000,,,,-23.069998,,,,-20.629606,-23.069998,,"",,,,"D1 PROFILE",,,
"62506800000079","Nodes","79",21.000000,53.649681,"Default Known Flow Node","Known Flow",241097.306281,610845.767881,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000016","Nodes","16",21.000000,57.049632,"DDS demands","Known Flow",241279.195474,610663.043775,,0.000000,,,,-16.809999,,,,-15.031803,-16.809999,,"",,,,"D1 PROFILE",,,
"62506800000075","Nodes","75",21.000000,53.537008,"DDS demands","Known Flow",241187.646775,610713.772427,,0.000000,,,,-3.660000,,,,-3.272837,-3.660000,,"",,,,"D1 PROFILE",,,
"62506800000015","Nodes","15",21.000000,57.317368,"DDS demands","Known Flow",241329.630000,610633.565000,,0.000000,-10.859999,,,-20.900000,,,,-28.400360,-31.760001,,"","C1 PROFILE",,,"D1 PROFILE",,,
"62506800000014","Nodes","14",21.000000,59.912244,"DDS demands","Known Flow",241575.798308,610580.141786,,0.000000,,,,-37.480000,,,,-33.515288,-37.480000,,"",,,,"D1 PROFILE",,,
"62506800000094","Nodes","94",21.000000,66.759887,"DDS demands","Known Flow",241712.380000,610523.065000,,0.000000,,,,-6.500000,,,,-5.812416,-6.500000,,"",,,,"D1 PROFILE",,,
"62506800000001","Nodes","1",21.000000,74.893812,"DDS demands","Known Flow",241717.686242,610662.780344,,0.000000,,,,-1.890000,,,,-1.690071,-1.890000,,"",,,,"D1 PROFILE",,,
"62506800000078","Nodes","78",21.000000,59.037053,"DDS demands","Known Flow",241679.963606,610618.231752,,0.000000,,,,-11.289999,,,,-10.095719,-11.289999,,"",,,,"D1 PROFILE",,,
"62506800000002","Nodes","2",21.000000,74.796637,"DDS demands","Known Flow",241722.019071,610665.156411,,0.000000,,-39.999997,-28.730000,-15.350000,,,,-75.185836,-84.079997,,"",,"C2 PROFILE","C3  PROFILE","D1 PROFILE",,,
"62506800000041","Nodes","41",21.000000,74.920697,"DDS demands","Known Flow",244470.542521,608107.608073,,0.000000,,,,-7.219999,,,,-6.456253,-7.219999,,"",,,,"D1 PROFILE",,,
"62506800000040","Nodes","CHAPEL ROW RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",244476.209105,608120.620229,,999998.967025,,,,,,,,9.451882,10.570000,,"",,,,,,,
"62506800000042","Nodes","42",21.000000,74.899590,"DDS demands","Known Flow",244394.568320,608138.669348,,0.000000,,,,-3.349999,,,,-2.995629,-3.349999,,"",,,,"D1 PROFILE",,,
"62506800000043","Nodes","43",21.000000,74.961908,"Default Known Flow Node","Known Flow",244481.665816,608102.780982,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000045","Nodes","45",21.000000,74.885979,"DDS demands","Known Flow",243595.654779,608671.362144,,0.000000,,,,-9.200000,,,,-8.226804,-9.200000,,"",,,,"D1 PROFILE",,,
"62506800000086","Nodes","86",21.000000,74.860870,"Default Known Flow Node","Known Flow",243694.719214,608785.270763,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000044","Nodes","WATERSIDE RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",243600.259157,608665.667256,,999998.967025,,,,,,,,17.168981,19.199999,,"",,,,,,,
"62506800000087","Nodes","87",21.000000,74.654091,"Default Known Flow Node","Known Flow",243614.728485,608849.128055,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000083","Nodes","83",21.000000,73.868624,"Default Known Flow Node","Known Flow",243802.327426,608699.031700,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000084","Nodes","84",21.000000,72.704803,"DDS demands","Known Flow",243952.337767,608547.430079,,0.000000,,,,-9.999999,,,,-8.942178,-9.999999,,"",,,,"D1 PROFILE",,,
"62506800000046","Nodes","46",21.000000,74.927190,"Default Known Flow Node","Known Flow",243532.642971,608740.749136,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000097","Nodes","97",21.000000,41.587973,"DDS demands","Known Flow",241853.880000,609421.190000,,0.000000,,,,-2.959999,,,,-2.646885,-2.959999,,"",,,,"D1 PROFILE",,,
"62506800000121","Nodes","121",21.000000,53.895188,"DDS demands","Known Flow",241032.362044,610751.080904,,0.000000,,,,-1.850000,,,,-1.654303,-1.850000,,"",,,,"D1 PROFILE",,,
"62506800000118","Nodes","118",21.000000,73.452758,"Default Known Flow Node","Known Flow",241761.826246,610596.554334,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000119","Nodes","119",21.000000,73.535303,"Default Known Flow Node","Known Flow",241803.537645,610534.706397,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000120","Nodes","120",21.000000,73.648111,"DDS demands","Known Flow",241591.700137,611005.495534,,0.000000,,,,-3.359999,,-6.000000,,-8.369879,-9.360000,,"",,,,"D1 PROFILE",,"I2 PROFILE",
"62506800000051","Nodes","51",21.000000,74.565349,"DDS demands","Known Flow",241874.539117,611923.145777,,0.000000,,,,-6.910000,,,,-6.179045,-6.910000,,"",,,,"D1 PROFILE",,,
"62506800000050","Nodes","POLNESSAN RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",241888.601326,611926.238685,,999998.967025,,,,,,,,17.338882,19.390000,,"",,,,,,,
"62506800000053","Nodes","53",21.000000,73.943994,"DDS demands","Known Flow",241898.279588,611804.764241,,0.000000,,,,-6.159999,,,,-5.508382,-6.159999,,"",,,,"D1 PROFILE",,,
"62506800000054","Nodes","54",21.000000,73.651514,"DDS demands","Known Flow",241913.999629,611702.102747,,0.000000,,,,-4.289999,,,,-3.836194,-4.289999,,"",,,,"D1 PROFILE",,,
"62506800000052","Nodes","52",21.000000,74.683754,"DDS demands","Known Flow",241869.726860,611942.073990,,0.000000,,,,-2.030000,,,,-1.815262,-2.030000,,"",,,,"D1 PROFILE",,,
"62506800001003","Nodes","1003",21.000000,61.565933,"Default Known Flow Node","Known Flow",241502.953265,610233.531796,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000092","Nodes","92",21.000000,61.589933,"DDS demands","Known Flow",241473.865853,610218.382102,,0.000000,,,,-5.429999,,,,-4.855602,-5.429999,,"",,,,"D1 PROFILE",,,
"62506800001004","Nodes","92488/01, Main Street, 11.72",22.999998,58.307299,"CSEP DDS Matched","Known Flow",241434.444444,610593.896057,,0.000000,,,,,-11.700000,,,-10.462349,-11.700000,,"",,,,,"DC PROFILE",,
"62506800000047","Nodes","47",21.000000,57.510510,"Default Known Flow Node","Known Flow",241365.686630,610610.896602,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000059","Nodes","59",21.000000,62.395069,"Default Known Flow Node","Known Flow",241576.132820,610209.208032,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000122","Nodes","122",21.000000,54.397726,"Default Known Flow Node","Known Flow",241619.252822,610076.284946,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000069","Nodes","69",21.000000,38.828724,"Default Known Flow Node","Known Flow",241198.180322,610621.167756,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000055","Nodes","55",21.000000,74.465913,"Default Known Flow Node","Known Flow",241666.932670,610789.470994,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000062","Nodes","62",21.000000,61.569373,"Default Known Flow Node","Known Flow",241498.408061,610232.272550,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000065","Nodes","65",21.000000,58.858306,"Default Known Flow Node","Known Flow",241483.668015,610582.733333,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000067","Nodes","67",21.000000,57.499275,"Default Known Flow Node","Known Flow",241363.387286,610612.126484,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000048","Nodes","48",21.000000,67.949549,"Default Known Flow Node","Known Flow",241676.650945,610800.137674,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000056","Nodes","56",21.000000,67.949549,"Default Known Flow Node","Known Flow",241678.663719,610793.483709,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000049","Nodes","49",21.000000,67.949549,"Default Known Flow Node","Known Flow",241678.970815,610792.531712,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000057","Nodes","57",21.000000,55.699465,"Default Known Flow Node","Known Flow",241563.599155,610228.071447,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000058","Nodes","58",21.000000,55.699465,"Default Known Flow Node","Known Flow",241564.947464,610228.818372,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000060","Nodes","60",21.000000,55.699465,"Default Known Flow Node","Known Flow",241564.607978,610229.418513,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000061","Nodes","61",21.000000,61.569373,"Default Known Flow Node","Known Flow",241499.102746,610240.060013,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000063","Nodes","63",21.000000,61.569373,"Default Known Flow Node","Known Flow",241497.350683,610254.288890,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000064","Nodes","64",21.000000,58.858306,"Default Known Flow Node","Known Flow",241469.154704,610542.410946,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000066","Nodes","66",21.000000,57.499275,"Default Known Flow Node","Known Flow",241368.401481,610621.414424,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000068","Nodes","68",21.000000,38.828724,"Default Known Flow Node","Known Flow",241220.224050,610639.144250,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800000085","Nodes","85",21.000000,54.397726,"Default Known Flow Node","Known Flow",241584.353292,610065.768749,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62506800001020","Nodes","1020",21.000000,34.799899,"Default Known Flow Node","Known Flow",241989.242216,609403.883327,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
