"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"62507200000021","Nodes","21",21.000000,36.566043,"DDS demands","Known Flow",250082.375000,621099.750000,,0.000000,,,-7.719999,,,-6.903361,-7.719999,,"",,,"D1 PROFILE",,
"62507200000018","Nodes","18",21.000000,39.503015,"DDS demands","Known Flow",250278.432280,621062.264607,,0.000000,,,-23.669999,,,-21.166137,-23.669999,,"",,,"D1 PROFILE",,
"62507200000038","Nodes","38",21.000000,36.587396,"DDS demands","Known Flow",250069.375000,621120.625000,,0.000000,,,-3.619999,,,-3.237068,-3.619999,,"",,,"D1 PROFILE",,
"62507200000020","Nodes","20",21.000000,37.174892,"DDS demands","Known Flow",250104.125000,621062.000000,,0.000000,,,-14.500000,,,-12.966160,-14.500000,,"",,,"D1 PROFILE",,
"62507200000017","Nodes","17",21.000000,43.504787,"DDS demands","Known Flow",250244.875000,621018.250000,,0.000000,-6.000000,,-1.580000,,,-6.778172,-7.580000,,"","C2 PROFILE",,"D1 PROFILE",,
"62507200000009","Nodes","9",21.000000,56.865793,"DDS demands","Known Flow",250508.000000,621056.250000,,0.000000,,,-37.169998,,,-33.238077,-37.169998,,"",,,"D1 PROFILE",,
"62507200000008","Nodes","8",21.000000,69.597809,"DDS demands","Known Flow",250690.000000,621165.000000,,0.000000,,,-19.200001,,,-17.168985,-19.200001,,"",,,"D1 PROFILE",,
"62507200000007","Nodes","7",21.000000,69.729965,"DDS demands","Known Flow",250701.000000,621166.750000,,0.000000,,,-3.170000,,,-2.834670,-3.170000,,"",,,"D1 PROFILE",,
"62507200000032","Nodes","32",21.000000,69.655417,"DDS demands","Known Flow",250678.000000,621099.875000,,0.000000,,,-2.390000,,,-2.137181,-2.390000,,"",,,"D1 PROFILE",,
"62507200000006","Nodes","6",21.000000,70.674712,"DDS demands","Known Flow",250795.500000,621194.750000,,0.000000,,,-35.779999,,-7.999999,-31.995117,-35.779999,,"",,,"D1 PROFILE",,"DM PROFILE"
"62507200000010","Nodes","10",21.000000,56.737121,"DDS demands","Known Flow",250501.875000,621052.375000,,0.000000,,,-20.040000,,,-17.920126,-20.040000,,"",,,"D1 PROFILE",,
"62507200000005","Nodes","5",21.000000,71.187220,"DDS demands","Known Flow",250834.000000,621201.875000,,0.000000,,,-23.989999,,,-21.452286,-23.989999,,"",,,"D1 PROFILE",,
"62507200000022","Nodes","22",21.000000,54.274027,"DDS demands","Known Flow",250630.500000,621384.250000,,0.000000,,,-15.590000,,,-13.940857,-15.590000,,"",,,"D1 PROFILE",,
"62507200000026","Nodes","26",21.000000,70.865570,"Default Known Flow Node","Known Flow",250894.375000,621095.750000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000029","Nodes","29",21.000000,72.814275,"Default Known Flow Node","Known Flow",250924.250000,621218.125000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000027","Nodes","27",21.000000,70.896071,"DDS demands","Known Flow",250904.375000,621055.125000,,0.000000,,,-1.909999,,,-1.707956,-1.909999,,"",,,"D1 PROFILE",,
"62507200000004","Nodes","4",21.000000,73.772501,"DDS demands","Known Flow",250972.000000,621241.125000,,0.000000,,,-7.099999,,,-6.348946,-7.099999,,"",,,"D1 PROFILE",,
"62507200000003","Nodes","3",21.000000,74.881549,"DDS demands","Known Flow",250996.125000,621290.250000,,0.000000,,,-1.779999,,,-1.591707,-1.779999,,"",,,"D1 PROFILE",,
"62507200000002","Nodes","OCHILTREE DG, Site ID 3273",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",250992.750000,621293.750000,,999998.967025,,,,,,436.727017,488.389989,,"",,,,,
"62507200000024","Nodes","24",21.000000,53.713269,"DDS demands","Known Flow",250601.625000,621411.500000,,0.000000,,,-4.320000,,,-3.863021,-4.320000,,"",,,"D1 PROFILE",,
"62507200000023","Nodes","23",21.000000,53.519477,"DDS demands","Known Flow",250754.250000,621352.500000,,0.000000,,,-8.630000,,,-7.717100,-8.630000,,"",,,"D1 PROFILE",,
"62507200000031","Nodes","31",21.000000,53.804321,"DDS demands","Known Flow",250559.000000,621368.625000,,0.000000,,,-5.700000,,,-5.097042,-5.700000,,"",,,"D1 PROFILE",,
"62507200000025","Nodes","25",21.000000,53.356248,"DDS demands","Known Flow",250540.625000,621469.625000,,0.000000,,,-7.420000,,,-6.635097,-7.420000,,"",,,"D1 PROFILE",,
"62507200000030","Nodes","30",21.000000,72.566433,"DDS demands","Known Flow",250934.000000,621170.875000,,0.000000,,,-7.979999,,,-7.135858,-7.979999,,"",,,"D1 PROFILE",,
"62507200000028","Nodes","28",21.000000,53.512556,"DDS demands","Known Flow",250376.625000,621550.125000,,0.000000,,,-2.089999,,,-1.868915,-2.089999,,"",,,"D1 PROFILE",,
"62507200001000","Nodes","1000",21.000000,52.838702,"Default Known Flow Node","Known Flow",250443.843750,621013.687500,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200001001","Nodes","1001",21.000000,63.312211,"Default Known Flow Node","Known Flow",250597.593750,621116.187500,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000019","Nodes","19",21.000000,39.181147,"DDS demands","Known Flow",250270.422894,621073.745873,,0.000000,,,-21.770001,,,-19.467124,-21.770001,,"",,,"D1 PROFILE",,
"62507200000014","Nodes","P00024213, WATSON FARM, 117.50",24.000000,27.740898,"CSEP DDS Matched","Known Flow",250117.875000,620940.750000,,0.000000,,-81.699998,-5.140000,-35.799999,,-109.666886,-122.640001,,"",,"CT PROFILE","D1 PROFILE","DC PROFILE",
"62507200001002","Nodes","1002",21.000000,39.263039,"Default Known Flow Node","Known Flow",250273.894774,621068.280240,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"625072000000-35","Nodes","35",21.000000,41.135551,"Default Known Flow Node","Known Flow",250214.125000,620912.625000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000040","Nodes",,21.000000,59.377479,"Default Known Flow Node","Known Flow",250542.837557,621079.556046,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000001","Nodes",,21.000000,61.440652,"Default Known Flow Node","Known Flow",250571.521404,621098.745309,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000039","Nodes",,21.000000,60.971768,"Default Known Flow Node","Known Flow",250564.997316,621094.380747,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000041","Nodes",,21.000000,61.440652,"Default Known Flow Node","Known Flow",250566.454794,621106.346073,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000042","Nodes",,21.000000,60.971768,"Default Known Flow Node","Known Flow",250587.834143,621060.203594,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000043","Nodes",,21.000000,59.377479,"Default Known Flow Node","Known Flow",250554.611558,621055.435538,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000048","Nodes",,21.000000,28.890457,"Default Known Flow Node","Known Flow",250128.250000,620968.125000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000051","Nodes",,21.000000,43.548772,"Default Known Flow Node","Known Flow",250250.750000,621006.125000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000044","Nodes",,21.000000,37.557261,"Default Known Flow Node","Known Flow",250113.250000,621060.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000046","Nodes",,21.000000,39.503015,"Default Known Flow Node","Known Flow",250275.338526,621060.408354,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000052","Nodes",,21.000000,43.548772,"Default Known Flow Node","Known Flow",250262.750000,621012.625000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000045","Nodes",,21.000000,38.460102,"Default Known Flow Node","Known Flow",250133.875000,621072.000000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000050","Nodes",,21.000000,27.732354,"Default Known Flow Node","Known Flow",250135.250000,620949.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000049","Nodes",,21.000000,27.725322,"Default Known Flow Node","Known Flow",250131.875000,620947.750000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62507200000047","Nodes",,21.000000,27.725322,"Default Known Flow Node","Known Flow",250134.375000,620943.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
