"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"C1","Flow Categories",-59.270000,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-19.300000,0.000000,1.000000,"Volumetric",-1.000000
"D1","Flow Categories",-1017.209997,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-7.819999,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-46.279999,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-126.100001,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"CT","Flow Categories",-36.919997,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-84.740005,0.000000,1.000000,"Volumetric",-1.000000
