"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"625004-3988","Nodes","-3988",21.000000,39.657297,"Default Known Flow Node","Known Flow",248099.625000,666009.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1466078","Nodes","-1466078",21.000000,39.657297,"Default Known Flow Node","Known Flow",248108.375000,665968.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004050","Nodes","4050",21.000000,27.332836,"DDS demands","Known Flow",248988.875000,666135.500000,,0.000000,,,,,,-10.880000,,,,,,,,,-9.729090,-10.880000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400004546","Nodes","4546",21.000000,27.095921,"DDS demands","Known Flow",248959.625000,666112.625000,,0.000000,,,,,,-38.979999,,,,,,,,,-34.856612,-38.979999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5378","Nodes","-5378",21.000000,28.427735,"Default Known Flow Node","Known Flow",248859.125000,666447.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463091","Nodes","-1463091",21.000000,28.427735,"Default Known Flow Node","Known Flow",248856.750000,666444.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5375","Nodes","-5375",21.000000,28.991158,"Default Known Flow Node","Known Flow",248953.250000,666379.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5374","Nodes","-5374",21.000000,29.120871,"Default Known Flow Node","Known Flow",248946.625000,666369.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004051","Nodes","4051",21.000000,28.056930,"DDS demands","Known Flow",248947.000000,666004.875000,,0.000000,,,,,,-18.450001,,,,,,,,,-16.498321,-18.450001,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400004800","Nodes","4800",21.000000,27.797709,"DDS demands","Known Flow",248823.875000,666474.625000,,0.000000,-41.319999,,,-4.920000,,,,,,,,,,,-41.348637,-46.239997,,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,,,,,
"62500400000173","Nodes","173",21.000000,28.415848,"Default Known Flow Node","Known Flow",248856.750000,666449.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5383","Nodes","-5383",21.000000,27.692511,"Default Known Flow Node","Known Flow",248810.250000,666484.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5382","Nodes","-5382",21.000000,27.692511,"Default Known Flow Node","Known Flow",248809.625000,666483.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000095","Nodes","95",21.000000,28.396013,"DDS demands","Known Flow",249067.875000,666118.500000,,0.000000,,,,,,-10.189999,,,,,,,,,-9.112079,-10.189999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400000222","Nodes","222",21.000000,32.653149,"DDS demands","Known Flow",249477.625000,666008.625000,,0.000000,,,,,,-9.840000,,,,,,,,,-8.799104,-9.840000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400000225","Nodes","225",21.000000,30.214502,"DDS demands","Known Flow",249142.500000,666238.875000,,0.000000,,,,,,-10.110000,,,,,,,,,-9.040542,-10.110000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005071","Nodes","5071",21.000000,30.340667,"Default Known Flow Node","Known Flow",249158.375000,666230.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000272","Nodes","272",21.000000,28.886096,"DDS demands","Known Flow",249224.250000,666178.375000,,0.000000,,,,,,-17.540001,,,,,,,,,-15.684583,-17.540001,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5352","Nodes","-5352",21.000000,29.680793,"Default Known Flow Node","Known Flow",249137.625000,666113.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004014","Nodes","4014",21.000000,33.935544,"DDS demands","Known Flow",249261.750000,666171.000000,,0.000000,,,,,,-33.560001,,,,,,,,,-30.009954,-33.560001,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5365","Nodes","-5365",21.000000,33.787202,"Default Known Flow Node","Known Flow",249304.125000,666232.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000229","Nodes","229",21.000000,31.829532,"DDS demands","Known Flow",249340.125000,666087.125000,,0.000000,,,,,,-29.280000,,,,,,,,,-26.182700,-29.280000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5349","Nodes","-5349",21.000000,31.868255,"Default Known Flow Node","Known Flow",249345.875000,666091.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464417","Nodes","-1464417",21.000000,31.475826,"Default Known Flow Node","Known Flow",249287.375000,666132.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000228","Nodes","228",21.000000,31.475826,"DDS demands","Known Flow",249285.875000,666130.625000,,0.000000,,,,,,-14.800000,,,,,,,,,-13.234425,-14.800000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1464431","Nodes","-1464431",21.000000,32.287619,"Default Known Flow Node","Known Flow",249404.000000,666038.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400003334","Nodes","3334",21.000000,32.287619,"DDS demands","Known Flow",249405.875000,666040.750000,,0.000000,,,,,,-15.270000,,,,,,,,,-13.654708,-15.270000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1463439","Nodes","-1463439",21.000000,32.392196,"Default Known Flow Node","Known Flow",249412.625000,666036.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000230","Nodes","230",21.000000,32.392196,"DDS demands","Known Flow",249411.750000,666034.875000,,0.000000,,,,,,-12.819999,,,,,,,,,-11.463872,-12.819999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-6107","Nodes","-6107",21.000000,32.407635,"Default Known Flow Node","Known Flow",249414.750000,666040.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5344","Nodes","-5344",21.000000,32.366897,"Default Known Flow Node","Known Flow",249410.125000,666044.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463180","Nodes","-1463180",21.000000,30.214502,"Default Known Flow Node","Known Flow",249144.875000,666237.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464721","Nodes","-1464721",21.000000,31.829532,"Default Known Flow Node","Known Flow",249341.625000,666088.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005072","Nodes","5072",21.000000,30.340511,"DDS demands","Known Flow",249165.500000,666240.250000,,0.000000,,,,,,-7.430000,,,,,,,,,-6.644039,-7.430000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5356","Nodes","-5356",21.000000,31.492291,"Default Known Flow Node","Known Flow",249286.250000,666135.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000231","Nodes","231",21.000000,29.875309,"DDS demands","Known Flow",249167.375000,666041.375000,,0.000000,,,,,,-16.169999,,,,,,,,,-14.459503,-16.169999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5341","Nodes","-5341",21.000000,29.778470,"Default Known Flow Node","Known Flow",249160.750000,666039.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000093","Nodes","93",21.000000,29.584643,"DDS demands","Known Flow",249165.750000,666016.125000,,0.000000,,,,,,-1.519999,,,,,,,,,-1.359211,-1.519999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400000226","Nodes","226",21.000000,29.400675,"DDS demands","Known Flow",249115.875000,666160.875000,,0.000000,,,,,,-14.409999,,,,,,,,,-12.885679,-14.409999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1463057","Nodes","-1463057",21.000000,32.287619,"Default Known Flow Node","Known Flow",249407.375000,666042.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000220","Nodes","220",21.000000,33.870847,"DDS demands","Known Flow",249468.250000,666114.625000,,0.000000,,,,,,-45.580003,,,,,,,,,-40.758456,-45.580003,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400000221","Nodes","221",21.000000,32.636110,"DDS demands","Known Flow",249424.125000,666051.625000,,0.000000,,,,,,-15.449999,,,,,,,,,-13.815665,-15.449999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5355","Nodes","-5355",21.000000,31.547431,"Default Known Flow Node","Known Flow",249287.125000,666134.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5348","Nodes","-5348",21.000000,31.872190,"Default Known Flow Node","Known Flow",249346.375000,666091.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6114","Nodes","-6114",21.000000,33.869020,"Default Known Flow Node","Known Flow",249443.625000,666094.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462587","Nodes","-1462587",21.000000,33.869020,"Default Known Flow Node","Known Flow",249438.750000,666087.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6120","Nodes","-6120",21.000000,33.869020,"Default Known Flow Node","Known Flow",249461.125000,666120.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004015","Nodes","4015",21.000000,34.422332,"DDS demands","Known Flow",249616.321606,666204.490816,,0.000000,,,,,,-12.430000,,,,,,,,,-11.115128,-12.430000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005073","Nodes","5073",21.000000,34.787763,"DDS demands","Known Flow",249560.750000,666255.000000,,0.000000,,,,,,-1.739999,,,,,,,,,-1.555939,-1.739999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005075","Nodes","5075",21.000000,34.737170,"Default Known Flow Node","Known Flow",249588.684192,666238.455869,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005078","Nodes","5078",21.000000,34.109766,"Default Known Flow Node","Known Flow",249629.250000,666188.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000232","Nodes","232",21.000000,31.317483,"DDS demands","Known Flow",249658.625000,666230.000000,,0.000000,,,,,,-18.510000,,,,,,,,,-16.551973,-18.510000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005080","Nodes","5080",21.000000,32.824920,"Default Known Flow Node","Known Flow",249938.375000,666167.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000235","Nodes","235",21.000000,31.939407,"DDS demands","Known Flow",249947.750000,666182.250000,,0.000000,,,,,,-44.490003,,,,,,,,,-39.783758,-44.490003,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1465197","Nodes","-1465197",21.000000,22.935350,"Default Known Flow Node","Known Flow",249570.125000,666324.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000216","Nodes","216",21.000000,22.935350,"DDS demands","Known Flow",249578.250000,666331.750000,,0.000000,,,,,,-29.089999,,,,,,,,,-26.012798,-29.089999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-4904846","Nodes","-4904846",21.000000,24.938104,"Default Known Flow Node","Known Flow",249606.875000,666346.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000214","Nodes","214",21.000000,25.474579,"Default Known Flow Node","Known Flow",249543.125000,666494.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6243","Nodes","-6243",21.000000,25.518098,"Default Known Flow Node","Known Flow",249572.125000,666459.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000218","Nodes","218",21.000000,34.706915,"DDS demands","Known Flow",249567.750000,666257.000000,,0.000000,,,,,,-22.830000,,,,,,,,,-20.414995,-22.830000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1464762","Nodes","-1464762",21.000000,34.706915,"Default Known Flow Node","Known Flow",249553.625000,666270.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904876","Nodes","-4904876",21.000000,34.979895,"Default Known Flow Node","Known Flow",249553.250000,666244.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6179","Nodes","-6179",21.000000,34.737170,"Default Known Flow Node","Known Flow",249568.750000,666256.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005077","Nodes","5077",21.000000,34.275708,"Default Known Flow Node","Known Flow",249627.875000,666195.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000219","Nodes","219",21.000000,32.698987,"DDS demands","Known Flow",249642.625000,666240.875000,,0.000000,,,,,,-27.520001,,,,,,,,,-24.608878,-27.520001,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400007829","Nodes","7829",21.000000,30.434317,"Default Known Flow Node","Known Flow",249668.875000,666244.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6169","Nodes","-6169",21.000000,34.029354,"Default Known Flow Node","Known Flow",249666.250000,666232.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6121","Nodes","-6121",21.000000,33.440693,"Default Known Flow Node","Known Flow",249590.125000,666133.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000233","Nodes","233",21.000000,25.781262,"DDS demands","Known Flow",249769.066764,666222.324632,,0.000000,,,,,,-61.029998,,,,,,,,,-54.574118,-61.029998,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-6164","Nodes","-6164",21.000000,25.917885,"Default Known Flow Node","Known Flow",249779.304858,666228.648161,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000234","Nodes","234",21.000000,31.920794,"DDS demands","Known Flow",249869.125000,666200.000000,,0.000000,,,,,,-33.240000,,,,,,,,,-29.723803,-33.240000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-6136","Nodes","-6136",21.000000,31.762069,"Default Known Flow Node","Known Flow",249997.250000,666171.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005079","Nodes","5079",21.000000,32.951062,"DDS demands","Known Flow",249936.750000,666174.375000,,0.000000,,,,,,-3.209999,,,,,,,,,-2.870439,-3.209999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005666","Nodes","5666",21.000000,25.550827,"Default Known Flow Node","Known Flow",249956.750000,666369.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004220","Nodes","4220",21.000000,25.423713,"DDS demands","Known Flow",249946.250000,666353.750000,,0.000000,,,,,,-11.719999,,,,,,,,,-10.480234,-11.719999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005667","Nodes","5667",21.000000,25.515747,"DDS demands","Known Flow",249984.250000,666349.375000,,0.000000,,,,,,-3.859999,,,,,,,,,-3.451680,-3.859999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400000238","Nodes","238",21.000000,27.340077,"DDS demands","Known Flow",249839.302754,666340.521087,,0.000000,,,,,,-28.959999,,,,,,,,,-25.896550,-28.959999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-6208","Nodes","-6208",21.000000,27.104545,"Default Known Flow Node","Known Flow",249856.875000,666364.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005467","Nodes","5467",21.000000,28.579773,"DDS demands","Known Flow",249887.500000,666305.000000,,0.000000,,,,,,-1.710000,,,,,,,,,-1.529112,-1.710000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400004713","Nodes","4713",21.000000,25.546637,"DDS demands","Known Flow",249684.125000,666443.000000,,0.000000,,,,,,-1.090000,,,,,,,,,-0.974697,-1.090000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400007071","Nodes","7071",21.000000,25.548406,"DDS demands","Known Flow",249689.000000,666437.625000,,0.000000,,,,,,-3.089999,,,,,,,,,-2.763133,-3.089999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005124","Nodes","5124",21.000000,24.235569,"Point Loads","Known Flow",249575.125000,666377.000000,,0.000000,,,,,,,,,,,-2.769999,,,,-2.476983,-2.769999,,,"",,,,,,,,,,,"PL-AF PROFILE",,,,
"625004-6221","Nodes","-6221",21.000000,24.235569,"Default Known Flow Node","Known Flow",249573.625000,666393.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005122","Nodes","5122",21.000000,23.986141,"Default Known Flow Node","Known Flow",249562.625000,666374.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6218","Nodes","-6218",21.000000,23.986141,"Default Known Flow Node","Known Flow",249552.125000,666385.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007811","Nodes","7811",21.000000,23.032773,"Default Known Flow Node","Known Flow",249582.250000,666335.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462919","Nodes","-1462919",21.000000,22.968946,"Default Known Flow Node","Known Flow",249582.750000,666324.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005074","Nodes","5074, ""STEWART AVENUE DG TEL""",21.000000,34.999999,"Default Known Pressure Node","Known Pressure",249552.500000,666243.375000,,999998.967025,,,,,,,,,,,,,,,1616.883880,1808.154479,,,"",,,,,,,,,,,,,,,
"625004-6187","Nodes","-6187",21.000000,24.805060,"Default Known Flow Node","Known Flow",249599.875000,666295.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462485","Nodes","-1462485",21.000000,24.805060,"Default Known Flow Node","Known Flow",249626.750000,666294.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465263","Nodes","-1465263",21.000000,24.805060,"Default Known Flow Node","Known Flow",249593.250000,666302.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463309","Nodes","-1463309",21.000000,27.104545,"Default Known Flow Node","Known Flow",249826.250000,666358.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007264","Nodes","7264",21.000000,26.309967,"DDS demands","Known Flow",249825.000000,666485.750000,,0.000000,,,,,,-18.329999,,,,,,,,,-16.391014,-18.329999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-4904745","Nodes","-4904745",21.000000,26.292105,"Default Known Flow Node","Known Flow",249822.125000,666487.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904848","Nodes","-4904848",21.000000,26.310913,"Default Known Flow Node","Known Flow",249819.250000,666478.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007810","Nodes","7810",21.000000,23.986141,"Default Known Flow Node","Known Flow",249536.000000,666370.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6220","Nodes","-6220",21.000000,23.986141,"Default Known Flow Node","Known Flow",249563.000000,666392.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007815","Nodes","7815",21.000000,25.237879,"Default Known Flow Node","Known Flow",249602.000000,666369.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465034","Nodes","-1465034",21.000000,25.237879,"Default Known Flow Node","Known Flow",249595.875000,666376.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007077","Nodes","7077",21.000000,25.059849,"Default Known Flow Node","Known Flow",249605.375000,666348.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904889","Nodes","-4904889",21.000000,31.986951,"Default Known Flow Node","Known Flow",249503.000000,666009.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464116","Nodes","-1464116",21.000000,33.440693,"Default Known Flow Node","Known Flow",249592.750000,666130.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005468","Nodes","5468",21.000000,28.579409,"DDS demands","Known Flow",249903.000000,666327.125000,,0.000000,,,,,,-0.440000,,,,,,,,,-0.393455,-0.440000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-6105","Nodes","-6105",21.000000,31.966322,"Default Known Flow Node","Known Flow",249501.875000,666008.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462769","Nodes","-1462769",21.000000,31.966322,"Default Known Flow Node","Known Flow",249510.000000,665999.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464938","Nodes","-1464938",21.000000,25.199536,"Default Known Flow Node","Known Flow",249478.750000,666389.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6247","Nodes","-6247",21.000000,25.518527,"Default Known Flow Node","Known Flow",249574.875000,666462.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6241","Nodes","-6241",21.000000,25.475939,"Default Known Flow Node","Known Flow",249579.625000,666455.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400000213","Nodes","213",21.000000,25.468520,"DDS demands","Known Flow",249577.500000,666453.125000,,0.000000,,,,,,-27.860001,,,,,,,,,-24.912911,-27.860001,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400007074","Nodes","7074",21.000000,25.237879,"Default Known Flow Node","Known Flow",249613.500000,666356.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007073","Nodes","7073",21.000000,25.359870,"Default Known Flow Node","Known Flow",249640.125000,666383.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-6230","Nodes","-6230",21.000000,25.554098,"Default Known Flow Node","Known Flow",249689.875000,666438.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904885","Nodes","-4904885",21.000000,25.554098,"Default Known Flow Node","Known Flow",249691.500000,666437.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007816","Nodes","7816",21.000000,25.671458,"DDS demands","Known Flow",249703.000000,666460.250000,,0.000000,,,,,,-1.570000,,,,,,,,,-1.403922,-1.570000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400007070","Nodes","7070",21.000000,25.822773,"DDS demands","Known Flow",249718.625000,666479.750000,,0.000000,,,,,,-1.830000,,,,,,,,,-1.636418,-1.830000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-4049","Nodes","-4049",21.000000,47.484971,"Default Known Flow Node","Known Flow",248370.875000,666741.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005704","Nodes","5704",21.000000,47.484971,"Default Known Flow Node","Known Flow",248372.125000,666744.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005705","Nodes","5705",21.000000,47.484971,"Default Known Flow Node","Known Flow",248358.375000,666746.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5385","Nodes","-5385",21.000000,27.443667,"Default Known Flow Node","Known Flow",248749.750000,666513.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005472","Nodes","5472",21.000000,27.443667,"DDS demands","Known Flow",248755.375000,666522.750000,,0.000000,,,,,,,,,,-8.180000,,,,,-7.314702,-8.180000,,,"",,,,,,,,,,"I2 PROFILE",,,,,
"625004-1465027","Nodes","-1465027",21.000000,27.443667,"Default Known Flow Node","Known Flow",248753.875000,666523.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5386","Nodes","-5386",21.000000,28.329369,"Default Known Flow Node","Known Flow",248800.625000,666516.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
