"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"62500400004664","Nodes","4664",21.000000,30.978445,"DDS demands","Known Flow",248757.750000,663068.250000,,0.000000,,,,,,-3.130000,,,,,,,,,-2.798902,-3.130000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400004612","Nodes","4612",21.000000,31.021732,"DDS demands","Known Flow",248705.125000,663133.000000,,0.000000,,,,,,-12.020000,,,,,,,,,-10.748499,-12.020000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001409","Nodes","1409",21.000000,30.842710,"DDS demands","Known Flow",248663.500000,663014.125000,,0.000000,,,,,,-14.170000,,,,,,,,,-12.671067,-14.170000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001408","Nodes","1408",21.000000,30.601616,"DDS demands","Known Flow",248599.875000,663080.500000,,0.000000,,,,,,-7.730000,,,,,,,,,-6.912304,-7.730000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400007690","Nodes","7690",21.000000,29.292763,"DDS demands","Known Flow",248564.375000,663018.500000,,0.000000,,,,,,-2.089999,,,,,,,,,-1.868915,-2.089999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1464042","Nodes","-1464042",21.000000,31.415197,"Default Known Flow Node","Known Flow",248727.375000,663007.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4534","Nodes","-4534",21.000000,29.155406,"Default Known Flow Node","Known Flow",248767.500000,663378.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462908","Nodes","-1462908",21.000000,29.025675,"Default Known Flow Node","Known Flow",248735.250000,663443.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4493","Nodes","-4493",21.000000,30.613540,"Default Known Flow Node","Known Flow",248773.125000,663181.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004529","Nodes","4529",21.000000,27.920241,"DDS demands","Known Flow",248994.625000,663334.000000,,0.000000,,,,-10.329999,,-19.229999,,,,,,,,,-26.433080,-29.559999,,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,,,,
"62500400007689","Nodes","7689",21.000000,29.259595,"DDS demands","Known Flow",248538.875000,663054.000000,,0.000000,,,,,,-1.519999,,,,,,,,,-1.359211,-1.519999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001407","Nodes","1407",21.000000,29.274741,"DDS demands","Known Flow",248612.000000,662985.250000,,0.000000,,,,,,-2.099999,,,,,,,,,-1.877857,-2.099999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-4904888","Nodes","-4904888",21.000000,30.254978,"Default Known Flow Node","Known Flow",248738.000000,663229.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4480","Nodes","-4480",21.000000,30.218803,"Default Known Flow Node","Known Flow",248525.250000,663150.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001531","Nodes","1531",21.000000,32.420131,"DDS demands","Known Flow",249035.875000,663024.625000,,0.000000,,,,,,-13.990000,,,,,,,,,-12.510108,-13.990000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001532","Nodes","1532",21.000000,32.296584,"DDS demands","Known Flow",249025.250000,663034.125000,,0.000000,-5.980000,,,,,-4.689999,,,,,,,,,-9.541305,-10.670000,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"625004-4471","Nodes","-4471",21.000000,29.846274,"Default Known Flow Node","Known Flow",249069.875000,663123.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4520","Nodes","-4520",21.000000,28.016356,"Default Known Flow Node","Known Flow",249001.250000,663307.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463152","Nodes","-1463152",21.000000,27.920241,"Default Known Flow Node","Known Flow",249009.375000,663330.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4511","Nodes","-4511",21.000000,29.325605,"Default Known Flow Node","Known Flow",249001.125000,663267.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465927","Nodes","-1465927",21.000000,28.173346,"Default Known Flow Node","Known Flow",249010.125000,663256.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4521","Nodes","-4521",21.000000,28.728958,"Default Known Flow Node","Known Flow",249013.125000,663329.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001527","Nodes","1527",21.000000,32.843590,"DDS demands","Known Flow",249161.125000,663092.625000,,0.000000,,,-30.700001,,,-14.860000,,,,,,,,,-40.740570,-45.560001,,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,,,,
"625004-4456","Nodes","-4456",21.000000,33.108564,"Default Known Flow Node","Known Flow",249157.625000,663088.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001522","Nodes","1522",21.000000,34.254177,"DDS demands","Known Flow",249481.000000,663075.625000,,0.000000,,,,,,-6.900000,,,,,,,,,-6.170103,-6.900000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5640","Nodes","-5640",21.000000,34.259923,"Default Known Flow Node","Known Flow",249482.375000,663076.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4444","Nodes","-4444",21.000000,34.226688,"Default Known Flow Node","Known Flow",249126.500000,663048.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4454","Nodes","-4454",21.000000,34.140853,"Default Known Flow Node","Known Flow",249095.375000,663085.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462655","Nodes","-1462655",21.000000,32.700397,"Default Known Flow Node","Known Flow",249150.250000,663137.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4472","Nodes","-4472",21.000000,32.743400,"Default Known Flow Node","Known Flow",249191.250000,663132.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464788","Nodes","-1464788",21.000000,34.259923,"Default Known Flow Node","Known Flow",249478.500000,663086.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465983","Nodes","-1465983",21.000000,28.055802,"Default Known Flow Node","Known Flow",249264.125000,663263.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4525","Nodes","-4525",21.000000,28.055802,"Default Known Flow Node","Known Flow",249236.000000,663342.875000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465010","Nodes","-1465010",21.000000,27.948145,"Default Known Flow Node","Known Flow",249310.500000,663303.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400007629","Nodes","7629, P08117648, VIOLET STREET,FY1(-25.94)&FY5(-66.09)",25.000000,27.774788,"CSEP Unmatched","Known Flow",249286.250000,663377.000000,,0.000000,,,,,,-25.759999,,,,,-25.939999,,,,-46.231064,-51.700001,,,"",,,,,,"D1 PROFILE",,,,,"PL-AF PROFILE",,,,
"62500400004185","Nodes","4185",21.000000,32.825255,"DDS demands","Known Flow",249166.250000,663098.000000,,0.000000,,,,,,-6.269999,,,,,,,,,-5.606746,-6.269999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400004186","Nodes","4186",21.000000,32.322109,"DDS demands","Known Flow",249195.375000,663077.625000,,0.000000,,,,,,-15.520000,,,,,,,,,-13.878262,-15.520000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-4443","Nodes","-4443",21.000000,32.408213,"Default Known Flow Node","Known Flow",249262.375000,663040.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001528","Nodes",,21.000000,32.438983,"DDS demands","Known Flow",249185.727751,663081.972472,,0.000000,,,,,,-3.079999,,,,,,,,,-2.754191,-3.079999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001526","Nodes","1526",21.000000,32.586047,"DDS demands","Known Flow",249250.000000,663183.125000,,0.000000,,,,,,-12.789999,,,,,,,,,-11.437046,-12.789999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001525","Nodes","1525",21.000000,32.615636,"DDS demands","Known Flow",249271.875000,663147.500000,,0.000000,,,,,,-4.489999,,,,,,,,,-4.015038,-4.489999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005516","Nodes","5516",21.000000,32.838274,"DDS demands","Known Flow",249337.500000,663220.125000,,0.000000,,,,,,-2.959999,,,,,,,,,-2.646885,-2.959999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400005517","Nodes","5517",21.000000,32.795269,"Default Known Flow Node","Known Flow",249387.750000,663267.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001524","Nodes","1524",21.000000,32.861912,"Default Known Flow Node","Known Flow",249407.750000,663183.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006637","Nodes","6637",21.000000,27.675703,"DDS demands","Known Flow",249339.500000,663460.750000,,0.000000,,,,,,-15.869999,,,,,,,,,-14.191237,-15.869999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400006638","Nodes","6638",21.000000,27.451134,"DDS demands","Known Flow",249367.000000,663469.125000,,0.000000,,,,,,-11.249999,,,,,,,,,-10.059950,-11.249999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1465469","Nodes","-1465469",21.000000,33.108564,"Default Known Flow Node","Known Flow",249136.125000,663115.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4482","Nodes","-4482",21.000000,31.730070,"Default Known Flow Node","Known Flow",249411.250000,663153.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5648","Nodes","-5648",21.000000,31.730070,"Default Known Flow Node","Known Flow",249421.750000,663161.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1464881","Nodes","-1464881",21.000000,32.408213,"Default Known Flow Node","Known Flow",249269.875000,663059.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463113","Nodes","-1463113",21.000000,32.408213,"Default Known Flow Node","Known Flow",249260.750000,663036.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1466261","Nodes","-1466261",21.000000,28.016356,"Default Known Flow Node","Known Flow",249003.250000,663316.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904777","Nodes","-4904777",21.000000,35.023933,"Default Known Flow Node","Known Flow",249482.875000,663008.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-4904827","Nodes","-4904827",21.000000,35.086917,"Default Known Flow Node","Known Flow",249489.000000,663001.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400004940","Nodes","4940",21.000000,29.070397,"DDS demands","Known Flow",249030.250000,663325.000000,,0.000000,-30.289999,,,,,,,,,,,,,,-27.085859,-30.289999,,,"","C1 PROFILE",,,,,,,,,,,,,,
"625004-5650","Nodes","-5650",21.000000,32.005442,"Default Known Flow Node","Known Flow",249416.125000,663181.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462860","Nodes","-1462860",21.000000,32.005442,"Default Known Flow Node","Known Flow",249411.000000,663184.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465017","Nodes","-1465017",21.000000,32.005442,"Default Known Flow Node","Known Flow",249419.250000,663187.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001523","Nodes","1523,",21.000000,32.005442,"DDS demands","Known Flow",249418.625000,663180.250000,,0.000000,,,,,,-2.490000,,,,,,,,,-2.226602,-2.490000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400001521","Nodes","1521",21.000000,34.400500,"DDS demands","Known Flow",249521.250000,663084.875000,,0.000000,,,,,,-9.999999,,,,,,,,,-8.942178,-9.999999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-5633","Nodes","-5633",21.000000,35.068239,"Default Known Flow Node","Known Flow",249539.625000,663014.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5641","Nodes","-5641",21.000000,34.447433,"Default Known Flow Node","Known Flow",249522.125000,663082.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001520","Nodes","1520",21.000000,34.980232,"DDS demands","Known Flow",249537.250000,663022.375000,,0.000000,,-1.009999,,,,-18.260000,,,,,,,,,-17.231579,-19.270001,,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,,,,,
"62500400006646","Nodes","6646",21.000000,39.013253,"DDS demands","Known Flow",249925.500000,663460.500000,,0.000000,-8.909999,,,,,-10.759999,,,,,,,,,-17.589266,-19.669999,,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"62500400005116","Nodes","5116, ""SCOTTS ROAD DG""",21.000000,39.000000,"Default Known Pressure Node","Known Pressure",249924.625000,663466.000000,,999998.967025,,,,,,,,,,,,,,,487.811491,545.517522,,,"",,,,,,,,,,,,,,,
"625004-5661","Nodes","-5661",21.000000,38.970719,"Default Known Flow Node","Known Flow",249953.250000,663324.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-5676","Nodes","-5676",21.000000,39.008910,"Default Known Flow Node","Known Flow",249925.625000,663459.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005115","Nodes","5115",21.000000,38.965327,"Default Known Flow Node","Known Flow",249931.750000,663460.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1465574","Nodes","-1465574",21.000000,38.965327,"Default Known Flow Node","Known Flow",249932.125000,663457.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1462493","Nodes","-1462493",21.000000,39.055788,"Default Known Flow Node","Known Flow",249975.000000,663300.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001109","Nodes","1109",21.000000,32.798509,"DDS demands","Known Flow",245154.250000,663948.125000,,0.000000,,,,-16.629998,,,,,,,,,,,-14.870842,-16.629998,,,"",,,,"C4 PROFILE",,,,,,,,,,,
"625004-1057","Nodes","-1057",21.000000,32.792700,"Default Known Flow Node","Known Flow",245218.375000,663942.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1463651","Nodes","-1463651",21.000000,32.827868,"Default Known Flow Node","Known Flow",245256.500000,663877.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006677","Nodes","6677",21.000000,32.827868,"DDS demands","Known Flow",245258.375000,663876.125000,,0.000000,,,,-21.090000,,,,,,,,,,,-18.859055,-21.090000,,,"",,,,"C4 PROFILE",,,,,,,,,,,
"625004-1465042","Nodes","-1465042",21.000000,32.798509,"Default Known Flow Node","Known Flow",245156.750000,663946.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1003","Nodes","-1003",21.000000,32.901159,"Default Known Flow Node","Known Flow",245485.750000,663720.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1063","Nodes","-1063",21.000000,32.792700,"Default Known Flow Node","Known Flow",245215.625000,663968.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006676","Nodes","6676",21.000000,32.900980,"DDS demands","Known Flow",245489.625000,663719.500000,,0.000000,,,,,,-28.179999,,,,,,,,,-25.199060,-28.179999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1043","Nodes","-1043",21.000000,29.163720,"Default Known Flow Node","Known Flow",245650.375000,663895.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1042","Nodes","-1042",21.000000,29.163720,"Default Known Flow Node","Known Flow",245650.625000,663889.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006673","Nodes","6673, ""WESTFIELD PARK DG""",21.000000,31.000000,"Default Known Pressure Node","Known Pressure",245657.250000,663713.875000,,999998.967025,,,,,,,,,,,,,,,659.360479,737.360033,,,"",,,,,,,,,,,,,,,
"62500400006674","Nodes","6674",21.000000,30.879069,"DDS demands","Known Flow",245653.125000,663705.875000,,0.000000,,,,,,-1.309999,,,,,,,,,-1.171425,-1.309999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1463201","Nodes","-1463201",21.000000,30.878268,"Default Known Flow Node","Known Flow",245649.750000,663704.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1000","Nodes","-1000",21.000000,30.878268,"Point Loads","Known Flow",245651.625000,663703.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001107","Nodes","1107",21.000000,31.008887,"Default Known Flow Node","Known Flow",245536.750000,663646.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-987","Nodes","-987",21.000000,31.008887,"Default Known Flow Node","Known Flow",245537.375000,663626.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006679","Nodes","6679",21.000000,28.889918,"DDS demands","Known Flow",245723.500000,663919.750000,,0.000000,-10.499999,,,,,,,,,,,,,,-9.389287,-10.499999,,,"","C1 PROFILE",,,,,,,,,,,,,,
"62500400006690","Nodes","6690",21.000000,28.557277,"DDS demands","Known Flow",245755.000000,663898.875000,,0.000000,,,,,,-20.280000,,,,,,,,,-18.134738,-20.280000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-969","Nodes","-969",21.000000,30.922578,"Default Known Flow Node","Known Flow",245666.125000,663518.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001110","Nodes","1110",21.000000,30.965728,"Default Known Flow Node","Known Flow",245600.875000,663611.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1038","Nodes","-1038",21.000000,29.490182,"Default Known Flow Node","Known Flow",245563.375000,663879.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1037","Nodes","-1037",21.000000,29.490182,"Default Known Flow Node","Known Flow",245563.375000,663878.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1040","Nodes","-1040",21.000000,29.252717,"Default Known Flow Node","Known Flow",245612.750000,663884.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1039","Nodes","-1039",21.000000,29.252717,"Default Known Flow Node","Known Flow",245613.500000,663883.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1049","Nodes","-1049",21.000000,28.954439,"Default Known Flow Node","Known Flow",245676.875000,663927.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1050","Nodes","-1050",21.000000,28.954439,"Default Known Flow Node","Known Flow",245682.250000,663929.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006689","Nodes","6689",21.000000,26.777381,"Default Known Flow Node","Known Flow",245866.875000,663898.750000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006688","Nodes","6688",21.000000,26.777381,"DDS demands","Known Flow",245889.750000,663977.250000,,0.000000,,,,,,-16.129999,,,,,,,,,-14.423734,-16.129999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1041","Nodes","-1041",21.000000,29.163720,"Default Known Flow Node","Known Flow",245644.875000,663888.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1030","Nodes","-1030",21.000000,29.206947,"Default Known Flow Node","Known Flow",245680.875000,663865.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001124","Nodes","1124",21.000000,30.830286,"DDS demands","Known Flow",245970.250000,663503.375000,,0.000000,,,,,,-3.729999,,,,,,,,,-3.335432,-3.729999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-970","Nodes","-970",21.000000,30.830286,"Default Known Flow Node","Known Flow",245965.875000,663519.625000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006691","Nodes","6691",21.000000,28.403098,"DDS demands","Known Flow",245696.000000,663822.375000,,0.000000,,,,,,-13.539999,,,,,,,,,-12.107709,-13.539999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400006692","Nodes","6692",21.000000,28.239186,"DDS demands","Known Flow",245683.375000,663796.375000,,0.000000,,,,,,-5.689999,,,,,,,,,-5.088099,-5.689999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400006696","Nodes","6696",21.000000,27.678650,"DDS demands","Known Flow",245646.375000,663746.250000,,0.000000,,,,,,-10.379999,,,,,,,,,-9.281981,-10.379999,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400006693","Nodes","6693",21.000000,28.051735,"DDS demands","Known Flow",245708.750000,663756.625000,,0.000000,,,,,,-22.510000,,,,,,,,,-20.128844,-22.510000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1009","Nodes","-1009",21.000000,28.155949,"Default Known Flow Node","Known Flow",245702.875000,663760.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006694","Nodes","6694",21.000000,28.247184,"DDS demands","Known Flow",245853.625000,663761.875000,,0.000000,,,,,,-28.450000,,,,,,,,,-25.440499,-28.450000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"62500400006695","Nodes","6695",21.000000,27.508767,"DDS demands","Known Flow",245766.375000,663803.875000,,0.000000,,,,,,-10.970000,,,,,,,,,-9.809570,-10.970000,,,"",,,,,,"D1 PROFILE",,,,,,,,,
"625004-1006","Nodes","-1006",21.000000,30.045565,"Default Known Flow Node","Known Flow",245564.875000,663745.500000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1005","Nodes","-1005",21.000000,30.045565,"Default Known Flow Node","Known Flow",245543.625000,663743.125000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001106","Nodes","1106",21.000000,31.181573,"Default Known Flow Node","Known Flow",245556.875000,663587.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001104","Nodes","1104",21.000000,31.008887,"Default Known Flow Node","Known Flow",245581.125000,663511.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001105","Nodes","1105",21.000000,31.008887,"Default Known Flow Node","Known Flow",245591.625000,663512.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001112","Nodes","1112",21.000000,30.922578,"Default Known Flow Node","Known Flow",245655.625000,663517.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001111","Nodes","1111",21.000000,30.836290,"Default Known Flow Node","Known Flow",245628.000000,663604.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001115","Nodes","1115",21.000000,30.943384,"Default Known Flow Node","Known Flow",245744.000000,663515.375000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400001114","Nodes","1114",21.000000,30.860190,"Default Known Flow Node","Known Flow",245740.250000,663525.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400005062","Nodes","5062",21.000000,30.942154,"Default Known Flow Node","Known Flow",245739.875000,663515.000000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"625004-1045","Nodes","-1045",21.000000,28.954439,"Default Known Flow Node","Known Flow",245714.250000,663906.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
"62500400006680","Nodes","6680",21.000000,28.479606,"Default Known Flow Node","Known Flow",245745.375000,663950.250000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,
