"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62502100000193","Nodes","193",21.000000,22.658401,"DDS demands","Known Flow",262052.763463,612469.612868,,0.000000,,,,-14.990000,,,,,-13.404326,-14.990000,,"",,,,"D1 PROFILE",,,,
"62502100000268","Nodes","268",21.000000,49.454462,"Default Known Flow Node","Known Flow",260698.226094,612748.934944,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000269","Nodes","269",21.000000,46.862548,"Default Known Flow Node","Known Flow",260600.033172,612830.954574,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000044","Nodes","44",21.000000,22.529774,"DDS demands","Known Flow",261857.532410,612733.697940,,0.000000,,,,-9.779999,,,,,-8.745450,-9.779999,,"",,,,"D1 PROFILE",,,,
"62502100000101","Nodes","101",21.000000,22.509048,"DDS demands","Known Flow",261890.982006,612668.195547,,0.000000,,,,-8.479999,,,,,-7.582967,-8.479999,,"",,,,"D1 PROFILE",,,,
"62502100000104","Nodes","104",21.000000,22.224797,"DDS demands","Known Flow",261981.806223,612685.174427,,0.000000,,,,-3.499999,,,,,-3.129762,-3.499999,,"",,,,"D1 PROFILE",,,,
"62502100000102","Nodes","102",21.000000,22.278212,"DDS demands","Known Flow",261959.186998,612731.364255,,0.000000,,,,-3.270000,,,,,-2.924092,-3.270000,,"",,,,"D1 PROFILE",,,,
"62502100000073","Nodes","73",21.000000,22.492252,"DDS demands","Known Flow",261956.652305,612566.983939,,0.000000,,,,-7.590000,,,,,-6.787114,-7.590000,,"",,,,"D1 PROFILE",,,,
"62502100000295","Nodes","295",21.000000,22.555332,"DDS demands","Known Flow",261969.933776,612539.202088,,0.000000,,,,-13.930000,,,,,-12.456455,-13.930000,,"",,,,"D1 PROFILE",,,,
"62502100000182","Nodes","182",21.000000,49.815535,"DDS demands","Known Flow",261623.251346,612954.319000,,0.000000,,,,-8.140000,,,,,-7.278933,-8.140000,,"",,,,"D1 PROFILE",,,,
"62502100000235","Nodes","235",21.000000,24.741323,"DDS demands","Known Flow",261813.566398,612817.443963,,0.000000,,,,-10.729999,,,,,-9.594957,-10.729999,,"",,,,"D1 PROFILE",,,,
"62502100000237","Nodes","237",21.000000,24.805895,"DDS demands","Known Flow",261889.980418,612818.725963,,0.000000,,,,-6.630000,,,,,-5.928664,-6.630000,,"",,,,"D1 PROFILE",,,,
"62502100000045","Nodes","45",21.000000,22.266988,"DDS demands","Known Flow",261915.310425,612731.131939,,0.000000,,,,-7.250000,,,,,-6.483080,-7.250000,,"",,,,"D1 PROFILE",,,,
"62502100000263","Nodes","263",21.000000,23.110598,"DDS demands","Known Flow",261928.773538,612903.314584,,0.000000,,,,-7.479999,,,,,-6.688749,-7.479999,,"",,,,"D1 PROFILE",,,,
"62502100000234","Nodes","234",21.000000,25.098391,"DDS demands","Known Flow",261864.460411,612955.237000,,0.000000,,,,-11.039999,,,,,-9.872165,-11.039999,,"",,,,"D1 PROFILE",,,,
"62502100000262","Nodes","262",21.000000,23.469608,"DDS demands","Known Flow",261954.327550,612932.592890,,0.000000,,,,-5.969999,,,,,-5.338480,-5.969999,,"",,,,"D1 PROFILE",,,,
"62502100000297","Nodes","297",21.000000,22.841241,"DDS demands","Known Flow",262007.256927,612594.515533,,0.000000,,,,-7.259999,,,,,-6.492022,-7.259999,,"",,,,"D1 PROFILE",,,,
"62502100000074","Nodes","74",21.000000,22.834228,"DDS demands","Known Flow",262006.572366,612582.531021,,0.000000,,,,-11.810000,,,,,-10.560714,-11.810000,,"",,,,"D1 PROFILE",,,,
"62502100000082","Nodes","82",21.000000,23.397144,"DDS demands","Known Flow",262341.766310,612900.024434,,0.000000,,,,-0.880000,,,,,-0.786911,-0.880000,,"",,,,"D1 PROFILE",,,,
"62502100000080","Nodes","80",21.000000,23.386097,"DDS demands","Known Flow",262353.047496,612898.711336,,0.000000,,,,-1.090000,,,,,-0.974697,-1.090000,,"",,,,"D1 PROFILE",,,,
"62502100000068","Nodes","68",21.000000,22.265940,"DDS demands","Known Flow",262071.312014,612682.255728,,0.000000,,,,-10.410000,,,,,-9.308808,-10.410000,,"",,,,"D1 PROFILE",,,,
"62502100000054","Nodes","54",21.000000,23.538941,"DDS demands","Known Flow",262115.557143,612930.605907,,0.000000,,,,-4.019999,,,,,-3.594755,-4.019999,,"",,,,"D1 PROFILE",,,,
"62502100000048","Nodes","48",21.000000,23.831035,"DDS demands","Known Flow",262057.962464,612979.781007,,0.000000,,,,-5.780000,,,,,-5.168579,-5.780000,,"",,,,"D1 PROFILE",,,,
"62502100000313","Nodes","313",21.000000,23.597784,"Default Known Flow Node","Known Flow",262421.042273,612712.505669,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000094","Nodes","94",21.000000,23.556499,"DDS demands","Known Flow",262267.901521,612714.858935,,0.000000,,,,-24.969998,,,,,-22.328621,-24.969998,,"",,,,"D1 PROFILE",,,,
"62502100000093","Nodes","93",21.000000,23.565101,"DDS demands","Known Flow",262404.141650,612702.807637,,0.000000,,,,-1.659999,,,,,-1.484401,-1.659999,,"",,,,"D1 PROFILE",,,,
"62502100000090","Nodes",,21.000000,23.448865,"Default Known Flow Node","Known Flow",262198.718502,612636.069913,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000092","Nodes","92",21.000000,23.526164,"DDS demands","Known Flow",262248.922808,612693.245044,,0.000000,,,,-1.679999,,,,,-1.502286,-1.679999,,"",,,,"D1 PROFILE",,,,
"62502100000091","Nodes","91",21.000000,23.725788,"DDS demands","Known Flow",262440.004580,612777.050155,,0.000000,,,,-13.449999,,,,,-12.027230,-13.449999,,"",,,,"D1 PROFILE",,,,
"62502100000085","Nodes","85",21.000000,23.656767,"DDS demands","Known Flow",262412.438433,612926.287626,,0.000000,,,,-1.879999,,,,,-1.681129,-1.879999,,"",,,,"D1 PROFILE",,,,
"62502100000230","Nodes","230",21.000000,23.320411,"DDS demands","Known Flow",262306.538670,612907.992746,,0.000000,,,,-25.270000,,,,,-22.596886,-25.270000,,"",,,,"D1 PROFILE",,,,
"62502100000251","Nodes","251",21.000000,22.977720,"DDS demands","Known Flow",262358.669492,612863.956698,,0.000000,,,,-5.010000,,,,,-4.480031,-5.010000,,"",,,,"D1 PROFILE",,,,
"62502100000252","Nodes","252",21.000000,23.128351,"DDS demands","Known Flow",262383.466553,612828.177966,,0.000000,,,,-1.039999,,,,,-0.929986,-1.039999,,"",,,,"D1 PROFILE",,,,
"62502100000253","Nodes","253",21.000000,22.194025,"DDS demands","Known Flow",262308.223306,612838.519101,,0.000000,-4.320000,,,-1.659999,,,,,-5.347423,-5.980000,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"62502100000254","Nodes","254",21.000000,22.470551,"DDS demands","Known Flow",262313.174534,612822.459964,,0.000000,,,,-6.380000,,,,,-5.705110,-6.380000,,"",,,,"D1 PROFILE",,,,
"62502100000063","Nodes","63",21.000000,21.512945,"DDS demands","Known Flow",262175.888555,612744.508180,,0.000000,,,,-5.260000,,,,,-4.703586,-5.260000,,"",,,,"D1 PROFILE",,,,
"62502100000256","Nodes","256",21.000000,22.470551,"Default Known Flow Node","Known Flow",262302.084530,612814.460962,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000255","Nodes","255",21.000000,22.561681,"Default Known Flow Node","Known Flow",262333.235539,612820.053963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000060","Nodes","60",21.000000,21.086661,"DDS demands","Known Flow",262150.958398,612781.378906,,0.000000,,,,-5.879999,,,,,-5.258001,-5.879999,,"",,,,"D1 PROFILE",,,,
"62502100000066","Nodes","66",21.000000,21.401479,"DDS demands","Known Flow",262168.438892,612739.188183,,0.000000,,,,-2.339999,,,,,-2.092469,-2.339999,,"",,,,"D1 PROFILE",,,,
"62502100000258","Nodes","258",21.000000,21.123843,"DDS demands","Known Flow",262130.726922,612715.238607,,0.000000,,,,-1.789999,,,,,-1.600649,-1.789999,,"",,,,"D1 PROFILE",,,,
"62502100000300","Nodes","300",21.000000,23.432515,"DDS demands","Known Flow",262111.304479,612897.950985,,0.000000,,,,-7.239999,,,,,-6.474137,-7.239999,,"",,,,"D1 PROFILE",,,,
"62502100000301","Nodes","301",21.000000,23.238739,"DDS demands","Known Flow",262040.067459,612859.469974,,0.000000,,,,-6.059999,,,,,-5.418960,-6.059999,,"",,,,"D1 PROFILE",,,,
"62502100000051","Nodes","51",21.000000,23.498579,"DDS demands","Known Flow",262089.569473,612908.975988,,0.000000,,,,-6.749999,,,,,-6.035970,-6.749999,,"",,,,"D1 PROFILE",,,,
"62502100000049","Nodes","49",21.000000,23.613136,"DDS demands","Known Flow",262075.624469,612941.758997,,0.000000,,,,-8.920000,,,,,-7.976423,-8.920000,,"",,,,"D1 PROFILE",,,,
"62502100000201","Nodes","201",21.000000,24.143076,"DDS demands","Known Flow",262060.236465,612995.440011,,0.000000,,,,-1.840000,,,,,-1.645360,-1.840000,,"",,,,"D1 PROFILE",,,,
"62502100000242","Nodes","242",21.000000,23.451746,"DDS demands","Known Flow",262151.286597,612925.738791,,0.000000,,,,-19.739999,,,,,-17.651861,-19.739999,,"",,,,"D1 PROFILE",,,,
"62502100000050","Nodes","50",21.000000,22.460933,"DDS demands","Known Flow",262081.261470,612804.934959,,0.000000,,,-1.190000,-3.510000,,,,,-4.202824,-4.700000,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"62502100000086","Nodes","Low Point, Glenafton Drive, ID: 3282",21.000000,22.848718,"Low Point","Known Flow",262534.186594,612948.218998,,0.000000,,,,-8.079999,,,,,-7.225280,-8.079999,,"",,,,"D1 PROFILE",,,,
"62502100000281","Nodes","281",21.000000,22.792686,"DDS demands","Known Flow",262542.237596,612953.702000,,0.000000,,,,-3.130000,,,,,-2.798902,-3.130000,,"",,,,"D1 PROFILE",,,,
"62502100000285","Nodes","285",21.000000,22.848718,"Default Known Flow Node","Known Flow",262530.408593,612953.047000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000089","Nodes","89",21.000000,22.889072,"DDS demands","Known Flow",262548.847598,612917.417990,,0.000000,,,,-13.290000,,,,,-11.884156,-13.290000,,"",,,,"D1 PROFILE",,,,
"62502100000314","Nodes","314",21.000000,22.980227,"Default Known Flow Node","Known Flow",262565.540769,612820.276636,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000298","Nodes","298",21.000000,30.978437,"Default Known Flow Node","Known Flow",261835.774404,613425.927128,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000219","Nodes","219",21.000000,26.236122,"DDS demands","Known Flow",261969.899440,613294.973093,,0.000000,,,,-2.570000,,,,,-2.298140,-2.570000,,"",,,,"D1 PROFILE",,,,
"62502100000125","Nodes","125",21.000000,23.946880,"DDS demands","Known Flow",261997.311448,613419.283127,,0.000000,,,,-2.450000,,,,,-2.190834,-2.450000,,"",,,,"D1 PROFILE",,,,
"62502100000126","Nodes","126",21.000000,23.637613,"DDS demands","Known Flow",261978.926064,613330.188166,,0.000000,,,,-12.520000,,,,,-11.195608,-12.520000,,"",,,,"D1 PROFILE",,,,
"62502100000124","Nodes","124",21.000000,23.946048,"DDS demands","Known Flow",261998.621725,613427.803051,,0.000000,,,,-4.670000,,,,,-4.175997,-4.670000,,"",,,,"D1 PROFILE",,,,
"62502100000175","Nodes","175",21.000000,24.551424,"DDS demands","Known Flow",261920.763427,613382.822117,,0.000000,,,,-21.879999,,,,,-19.565486,-21.879999,,"",,,,"D1 PROFILE",,,,
"62502100000123","Nodes","123",21.000000,25.304193,"DDS demands","Known Flow",261907.066423,613308.232096,,0.000000,,,,-17.899999,,,,,-16.006500,-17.899999,,"",,,,"D1 PROFILE",,,,
"62502100000218","Nodes","218",21.000000,26.399059,"DDS demands","Known Flow",261972.802441,613285.059090,,0.000000,,,,-3.980000,,,,,-3.558987,-3.980000,,"",,,,"D1 PROFILE",,,,
"62502100000181","Nodes","181",21.000000,49.982656,"DDS demands","Known Flow",261644.978352,613247.258080,,0.000000,,,,-14.489999,,,,,-12.957217,-14.489999,,"",,,,"D1 PROFILE",,,,
"62502100000003","Nodes","3, Afton Road RRI,",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",261642.790351,613245.064079,,999998.893283,,,,,,,,,24.984448,27.939999,,"",,,,,,,,
"62502100000220","Nodes","220",21.000000,29.025763,"DDS demands","Known Flow",261733.825737,613288.198579,,0.000000,,,,-8.869999,,,,,-7.931712,-8.869999,,"",,,,"D1 PROFILE",,,,
"62502100000028","Nodes","28",21.000000,27.606687,"DDS demands","Known Flow",261937.971837,613235.998082,,0.000000,,,-2.859999,-3.749999,,,,,-5.910780,-6.610000,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"62502100000228","Nodes","228",21.000000,26.994797,"DDS demands","Known Flow",261898.930002,613196.622775,,0.000000,-1.890000,,,-7.960000,,,,,-8.808046,-9.850000,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"62502100000227","Nodes","227",21.000000,26.905978,"Default Known Flow Node","Known Flow",261855.774409,613229.545075,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000129","Nodes","129",21.000000,27.001888,"DDS demands","Known Flow",261910.897424,613195.272066,,0.000000,,,,-4.909999,,,,,-4.390609,-4.909999,,"",,,,"D1 PROFILE",,,,
"62502100000145","Nodes","145",21.000000,27.039098,"DDS demands","Known Flow",261929.717227,613191.083947,,0.000000,,,,-1.940000,,,,,-1.734782,-1.940000,,"",,,,"D1 PROFILE",,,,
"62502100000288","Nodes","288",21.000000,25.472757,"DDS demands","Known Flow",261969.134440,613080.178034,,0.000000,,,,-9.239999,,,,,-8.262573,-9.239999,,"",,,,"D1 PROFILE",,,,
"62502100000233","Nodes","233",21.000000,25.532800,"DDS demands","Known Flow",261901.029421,613009.668015,,0.000000,,,,-7.620000,,,,,-6.813940,-7.620000,,"",,,,"D1 PROFILE",,,,
"62502100000238","Nodes","238",21.000000,25.594483,"DDS demands","Known Flow",261942.334433,612951.331999,,0.000000,,,,-3.749999,,,,,-3.353317,-3.749999,,"",,,,"D1 PROFILE",,,,
"62502100000121","Nodes","121",21.000000,25.300084,"DDS demands","Known Flow",261831.448402,613323.073100,,0.000000,,,,-4.880000,,,,,-4.363783,-4.880000,,"",,,,"D1 PROFILE",,,,
"62502100000176","Nodes","176",21.000000,24.541906,"DDS demands","Known Flow",261876.970415,613392.838119,,0.000000,,,,-4.849999,,,,,-4.336956,-4.849999,,"",,,,"D1 PROFILE",,,,
"62502100000231","Nodes","231",21.000000,22.901372,"DDS demands","Known Flow",262284.805526,613009.877015,,0.000000,,,,-11.600000,,,,,-10.372928,-11.600000,,"",,,,"D1 PROFILE",,,,
"62502100000239","Nodes","239",21.000000,24.574376,"Default Known Flow Node","Known Flow",262081.618471,613002.450013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000243","Nodes","243",21.000000,23.269417,"DDS demands","Known Flow",262102.197339,613004.299935,,0.000000,,,,-4.249999,,,,,-3.800425,-4.249999,,"",,,,"D1 PROFILE",,,,
"62502100000272","Nodes","272",21.000000,23.529956,"DDS demands","Known Flow",262014.241452,613327.726102,,0.000000,,,,-3.240000,,,,,-2.897266,-3.240000,,"",,,,"D1 PROFILE",,,,
"62502100000283","Nodes","283",21.000000,26.191449,"Default Known Flow Node","Known Flow",262214.264213,613174.436686,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000214","Nodes","214",21.000000,26.253952,"DDS demands","Known Flow",262174.542902,613179.158710,,0.000000,,,,-3.780000,,,,,-3.380143,-3.780000,,"",,,,"D1 PROFILE",,,,
"62502100000322","Nodes","322",21.000000,22.499008,"Default Known Flow Node","Known Flow",262189.665500,613292.552092,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000277","Nodes","277",21.000000,22.499008,"DDS demands","Known Flow",262140.720487,613302.159095,,0.000000,,,,-13.000000,,,,,-11.624833,-13.000000,,"",,,,"D1 PROFILE",,,,
"62502100000241","Nodes","241",21.000000,25.025189,"Default Known Flow Node","Known Flow",262021.462674,613122.907674,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000280","Nodes","280",21.000000,24.133367,"DDS demands","Known Flow",262054.975463,613011.696016,,0.000000,,,,-2.819999,,,,,-2.521694,-2.819999,,"",,,,"D1 PROFILE",,,,
"62502100000316","Nodes","S13131538",21.000000,26.907268,"Point Loads","Known Flow",262079.548904,613210.273708,,0.000000,,,,,,,,-18.459998,-16.507261,-18.459998,,"",,,,,,,,"PL-AF PROFILE"
"62502100000290","Nodes","290",21.000000,24.495328,"DDS demands","Known Flow",262401.355219,613057.984146,,0.000000,,,,-1.090000,,,,,-0.974697,-1.090000,,"",,,,"D1 PROFILE",,,,
"62502100000167","Nodes","167",21.000000,24.603489,"DDS demands","Known Flow",262430.856559,613062.645934,,0.000000,,,,-10.379999,,,,,-9.281981,-10.379999,,"",,,,"D1 PROFILE",,,,
"62502100000315","Nodes","315",21.000000,26.045303,"DDS demands","Known Flow",262327.550657,613158.330215,,0.000000,,,,-3.319999,,,,,-2.968803,-3.319999,,"",,,,"D1 PROFILE",,,,
"62502100000150","Nodes","150",21.000000,23.834244,"DDS demands","Known Flow",262498.494506,613135.499744,,0.000000,,,,-14.239999,,,,,-12.733662,-14.239999,,"",,,,"D1 PROFILE",,,,
"62502100000284","Nodes","284",21.000000,26.194441,"DDS demands","Known Flow",262214.218507,613178.849061,,0.000000,,,,-3.049999,,,,,-2.727364,-3.049999,,"",,,,"D1 PROFILE",,,,
"62502100000215","Nodes","215",21.000000,26.442112,"Default Known Flow Node","Known Flow",262155.900491,613195.296066,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000287","Nodes","287",21.000000,24.558789,"DDS demands","Known Flow",262028.369456,613031.674021,,0.000000,,,,-11.939999,,,,,-10.676961,-11.939999,,"",,,,"D1 PROFILE",,,,
"62502100000260","Nodes","260",21.000000,24.540246,"DDS demands","Known Flow",262073.828468,613046.780025,,0.000000,,,,-9.829999,,,,,-8.790161,-9.829999,,"",,,,"D1 PROFILE",,,,
"62502100000327","Nodes","327",21.000000,24.126659,"DDS demands","Known Flow",262127.111483,613040.791024,,0.000000,,,,-1.220000,,,,,-1.090945,-1.220000,,"",,,,"D1 PROFILE",,,,
"62502100000185","Nodes","185",21.000000,22.447790,"Default Known Flow Node","Known Flow",262179.780111,613125.624830,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000273","Nodes","273",21.000000,23.191179,"DDS demands","Known Flow",262066.702505,613315.872543,,0.000000,,,,-3.459999,,,,,-3.093993,-3.459999,,"",,,,"D1 PROFILE",,,,
"62502100000274","Nodes","274",21.000000,22.015171,"DDS demands","Known Flow",262075.267469,613367.647112,,0.000000,,,,-22.790001,,,,,-20.379228,-22.790001,,"",,,,"D1 PROFILE",,,,
"62502100000276","Nodes","276",21.000000,21.969828,"Default Known Flow Node","Known Flow",262116.097480,613376.811115,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000317","Nodes","317",21.000000,26.661550,"DDS demands","Known Flow",262126.448699,613189.699684,,0.000000,,,,-9.050000,,,,,-8.092672,-9.050000,,"",,,,"D1 PROFILE",,,,
"62502100000278","Nodes","278",21.000000,22.453694,"Default Known Flow Node","Known Flow",262151.943490,613365.903112,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000289","Nodes","289",21.000000,25.336595,"DDS demands","Known Flow",262354.929545,613162.760057,,0.000000,,,,-7.649999,,,,,-6.840766,-7.649999,,"",,,,"D1 PROFILE",,,,
"62502100000217","Nodes","217",21.000000,23.035421,"DDS demands","Known Flow",262315.348534,613158.204055,,0.000000,,,,-7.780000,,,,,-6.957015,-7.780000,,"",,,,"D1 PROFILE",,,,
"62502100000165","Nodes","165",21.000000,22.901372,"Default Known Flow Node","Known Flow",262280.210525,613012.084016,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000171","Nodes","171",21.000000,21.435268,"DDS demands","Known Flow",262609.927719,613003.717996,,0.000000,,,,-7.450000,,,,,-6.661923,-7.450000,,"",,,,"D1 PROFILE",,,,
"62502100000225","Nodes","225",21.000000,23.758620,"DDS demands","Known Flow",262565.653602,613127.781047,,0.000000,,,,-8.520000,,,,,-7.618736,-8.520000,,"",,,,"D1 PROFILE",,,,
"62502100000088","Nodes","88",21.000000,21.416047,"DDS demands","Known Flow",262639.437622,612911.381988,,0.000000,,,,-6.999999,,,,,-6.259525,-6.999999,,"",,,,"D1 PROFILE",,,,
"62502100000226","Nodes","226",21.000000,23.821400,"DDS demands","Known Flow",262575.699605,613112.227043,,0.000000,,,,-4.230000,,,,,-3.782541,-4.230000,,"",,,,"D1 PROFILE",,,,
"62502100000168","Nodes","168",21.000000,21.061506,"DDS demands","Known Flow",262597.495611,613042.108024,,0.000000,,,,-4.130000,,,,,-3.693120,-4.130000,,"",,,,"D1 PROFILE",,,,
"62502100000246","Nodes","246",21.000000,34.799948,"DDS demands","Known Flow",261900.615421,613752.753217,,0.000000,,,,-3.469999,,,,,-3.102936,-3.469999,,"",,,,"D1 PROFILE",,,,
"62502100000115","Nodes","115",21.000000,34.755063,"DDS demands","Known Flow",261886.194417,613783.782226,,0.000000,,,,-13.449999,,,,,-12.027230,-13.449999,,"",,,,"D1 PROFILE",,,,
"62502100000116","Nodes","116",21.000000,34.751973,"DDS demands","Known Flow",261814.215398,613794.502229,,0.000000,0.000000,,-2.939999,-17.120000,,,-0.680000,,-18.546079,-20.739999,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE",,,"I2 PROFILE",
"62502100000198","Nodes","198",21.000000,24.506946,"DDS demands","Known Flow",261943.952433,614433.117402,,0.000000,,,,-20.150000,,,,,-18.018490,-20.150000,,"",,,,"D1 PROFILE",,,,
"62502100000224","Nodes","224",21.000000,24.322783,"Default Known Flow Node","Known Flow",261655.730704,614419.770010,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62502100000206","Nodes","206",21.000000,24.768849,"DDS demands","Known Flow",261718.397189,614373.888462,,0.000000,,,,-16.829999,,,,,-15.049686,-16.829999,,"",,,,"D1 PROFILE",,,,
"62502100000199","Nodes","199",21.000000,23.967157,"DDS demands","Known Flow",261877.381415,614452.173408,,0.000000,,,,-18.110000,,,,,-16.194286,-18.110000,,"",,,,"D1 PROFILE",,,,
"62502100000210","Nodes","210",21.000000,26.936268,"DDS demands","Known Flow",261908.656423,614306.100368,,0.000000,,,,-5.929999,,,,,-5.302711,-5.929999,,"",,,,"D1 PROFILE",,,,
"62502100000208","Nodes","208",21.000000,27.499196,"DDS demands","Known Flow",261904.324261,614289.164961,,0.000000,,,,-14.009999,,,,,-12.527992,-14.009999,,"",,,,"D1 PROFILE",,,,
"62502100000209","Nodes","209",21.000000,31.230279,"DDS demands","Known Flow",261943.033111,614234.385246,,0.000000,,,,-2.630000,,,,,-2.351793,-2.630000,,"",,,,"D1 PROFILE",,,,
"62502100000212","Nodes","212",21.000000,26.528483,"DDS demands","Known Flow",261919.530877,614347.704335,,0.000000,,,,-4.510000,,,,,-4.032922,-4.510000,,"",,,,"D1 PROFILE",,,,
"62502100000213","Nodes","213",21.000000,26.094041,"DDS demands","Known Flow",262065.501898,614305.283496,,0.000000,,,,-13.040000,,,,,-11.660601,-13.040000,,"",,,,"D1 PROFILE",,,,
"62502100000319","Nodes","319",21.000000,22.768384,"DDS demands","Known Flow",262255.663860,614298.115114,,0.000000,,,,-13.399999,,,,,-11.982519,-13.399999,,"",,,,"D1 PROFILE",,,,
"62502100000245","Nodes","245",21.000000,21.284986,"Default Known Flow Node","Known Flow",262445.105847,614318.869648,,0.000000,,,,-6.000000,,,,,-5.365307,-6.000000,,"",,,,"D1 PROFILE",,,,
