"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62501400001151","Nodes","1151",21.000000,31.971063,"DDS demands","Known Flow",223165.451882,643764.702384,,0.000000,,,,,,-8.970000,,,,,-8.021135,-8.970000,,"",,,,,,"D1 PROFILE",,,,
"62501400001256","Nodes","Logger 9171, 1 Montfode Drive",21.000000,31.869492,"Val Log Cath","Known Flow",223224.243629,643754.004663,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000025","Nodes","25",21.000000,31.866868,"DDS demands","Known Flow",223249.951905,643747.202379,,0.000000,,,,,,-9.399999,,,,,-8.405647,-9.399999,,"",,,,,,"D1 PROFILE",,,,
"62501400003127","Nodes",,21.000000,35.325861,"Default Known Flow Node","Known Flow",224628.919484,642422.726050,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001159","Nodes","P09122244, Princes Place / Hill Street SCH 7.48",22.999998,27.166372,"CSEP DDS Matched","Known Flow",222990.484771,642135.102175,,0.000000,,,,,,,-7.479999,,,,-6.688749,-7.479999,,"",,,,,,,"DC PROFILE",,,
"62501400000220","Nodes","220",21.000000,37.323482,"DDS demands","Known Flow",224723.077306,642388.827009,,0.000000,,,,,,-6.740000,,,,,-6.027028,-6.740000,,"",,,,,,"D1 PROFILE",,,,
"62501400000030","Nodes","30",21.000000,35.022076,"DDS demands","Known Flow",223147.576877,643108.577205,,0.000000,,,,,,-37.419997,,,,,-33.461632,-37.419997,,"",,,,,,"D1 PROFILE",,,,
"62501400001154","Nodes","Logger 9068, 42 Eglinton Road",21.000000,35.201324,"Val Log Cath","Known Flow",223169.808666,643089.753209,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003989","Nodes",,21.000000,36.084180,"Default Known Flow Node","Known Flow",223265.355909,643004.601177,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001871","Nodes","1871",21.000000,34.695992,"Default Known Flow Node","Known Flow",227040.062936,642238.319968,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001834","Nodes","1834",21.000000,34.197629,"DDS demands","Known Flow",227129.577961,642256.326973,,0.000000,,,,,,-8.920000,,,,,-7.976423,-8.920000,,"",,,,,,"D1 PROFILE",,,,
"62501400004005","Nodes",,21.000000,34.657805,"Default Known Flow Node","Known Flow",227039.385347,642245.797993,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001870","Nodes","1870",21.000000,35.270106,"DDS demands","Known Flow",227045.577938,642169.576950,,0.000000,,,,,,-0.769999,,,,,-0.688547,-0.769999,,"",,,,,,"D1 PROFILE",,,,
"62501400005104","Nodes","5104",21.000000,31.259645,"Default Known Flow Node","Known Flow",226719.822911,641681.018345,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001110","Nodes","1110",21.000000,31.215152,"Default Known Flow Node","Known Flow",226703.631225,641717.670571,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003767","Nodes",,21.000000,31.183866,"Default Known Flow Node","Known Flow",226673.577836,641785.951845,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003761","Nodes",,21.000000,31.285395,"Default Known Flow Node","Known Flow",226748.638488,641642.388663,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400004192","Nodes",,21.000000,26.447261,"DDS demands","Known Flow",223576.719994,644040.408459,,0.000000,,,,,,-6.409999,,,,,-5.731936,-6.409999,,"",,,,,,"D1 PROFILE",,,,
"62501400001098","Nodes","1098",21.000000,26.468799,"Default Known Flow Node","Known Flow",223577.670792,644021.835075,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003764","Nodes",,21.000000,31.212964,"DDS demands","Known Flow",226695.452842,641714.076826,,0.000000,,,,,,-1.879999,,,,,-1.681129,-1.879999,,"",,,,,,"D1 PROFILE",,,,
"62501400004188","Nodes",,21.000000,26.428928,"DDS demands","Known Flow",223582.326995,643989.077445,,0.000000,,,,,,-6.179999,,,,,-5.526266,-6.179999,,"",,,,,,"D1 PROFILE",,,,
"62501400004190","Nodes",,21.000000,24.813275,"DDS demands","Known Flow",223540.701984,644015.077452,,0.000000,,,,,,-10.150000,,,,,-9.076311,-10.150000,,"",,,,,,"D1 PROFILE",,,,
"62501400001001","Nodes","1001",21.000000,24.842665,"Default Known Flow Node","Known Flow",223564.575277,644021.327391,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400004186","Nodes",,21.000000,24.871422,"Default Known Flow Node","Known Flow",223542.826985,643969.452439,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003396","Nodes",,21.000000,26.924340,"DDS demands","Known Flow",223367.451937,643994.202446,,0.000000,,,,,,-3.420000,,,,,-3.058225,-3.420000,,"",,,,,,"D1 PROFILE",,,,
"62501400003228","Nodes",,21.000000,26.983921,"Default Known Flow Node","Known Flow",223372.953935,644007.583752,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001092","Nodes","1092",21.000000,28.072791,"DDS demands","Known Flow",227317.179012,642833.312130,,0.000000,,,,,,-6.949999,,,,,-6.214813,-6.949999,,"",,,,,,"D1 PROFILE",,,,
"62501400002050","Nodes","Logger 9233, 167 HAYOCKS ROAD, STEVENSTON",21.000000,27.759907,"Val Log Cath","Known Flow",227360.850570,642882.645385,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003964","Nodes",,21.000000,27.688556,"Default Known Flow Node","Known Flow",227370.203026,642892.077146,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003162","Nodes",,21.000000,32.624980,"Default Known Flow Node","Known Flow",224733.321972,642588.830969,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001014","Nodes","1014",21.000000,30.677707,"DDS demands","Known Flow",224775.327320,642657.202082,,0.000000,,,,,,-3.359999,,,,,-3.004572,-3.359999,,"",,,,,,"D1 PROFILE",,,,
"62501400001286","Nodes","P00031831, Dykesmains Farm, 37.10",22.999998,27.471249,"CSEP DDS Matched","Known Flow",224601.452273,642905.827150,,0.000000,,,,,,-10.989999,-37.099999,,,,-43.002937,-48.089999,,"",,,,,,"D1 PROFILE","DC PROFILE",,,
"62501400000162","Nodes","162",21.000000,34.360102,"DDS demands","Known Flow",223567.897769,642671.323293,,0.000000,,,,,,-18.350000,,,,,-16.408899,-18.350000,,"",,,,,,"D1 PROFILE",,,,
"62501400000288","Nodes","288",21.000000,34.361212,"DDS demands","Known Flow",223597.113822,642548.130034,,0.000000,,,,,,-27.189999,,,,,-24.313783,-27.189999,,"",,,,,,"D1 PROFILE",,,,
"62501400000164","Nodes","164",21.000000,34.382534,"DDS demands","Known Flow",223702.952028,642379.327007,,0.000000,,,,,,-32.099998,,,,,-28.704394,-32.099998,,"",,,,,,"D1 PROFILE",,,,
"62501400001088","Nodes","1088",21.000000,36.263712,"Default Known Flow Node","Known Flow",223534.451982,643249.202243,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001300","Nodes","1300",21.000000,35.353839,"DDS demands","Known Flow",223560.647260,643349.098131,,0.000000,,,,,,-11.719999,,,,,-10.480234,-11.719999,,"",,,,,,"D1 PROFILE",,,,
"62501400001299","Nodes","1299",21.000000,35.029798,"DDS demands","Known Flow",223570.559767,643388.909073,,0.000000,,,,,,-17.200001,,,,,-15.380549,-17.200001,,"",,,,,,"D1 PROFILE",,,,
"62501400004087","Nodes",,21.000000,34.268197,"Default Known Flow Node","Known Flow",223594.951999,643485.077308,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000053","Nodes","53",21.000000,34.262323,"DDS demands","Known Flow",223632.957300,643469.496768,,0.000000,,,,,,-8.689999,,,,,-7.770753,-8.689999,,"",,,,,,"D1 PROFILE",,,,
"62501400002044","Nodes","Logger 9145, 56 STANLEY ROAD",21.000000,34.420589,"Val Log Cath","Known Flow",223643.720213,643464.308119,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400004084","Nodes",,21.000000,34.677634,"Default Known Flow Node","Known Flow",223659.984807,643457.360912,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003148","Nodes",,21.000000,34.646640,"Default Known Flow Node","Known Flow",224862.327344,642496.327039,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000218","Nodes","218",21.000000,34.805221,"DDS demands","Known Flow",224882.177275,642482.827063,,0.000000,-9.100000,,,,,-6.860000,,,,,-14.271718,-15.960000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"62501400001197","Nodes","1197",21.000000,34.209362,"DDS demands","Known Flow",224904.327355,642662.202084,,0.000000,,,,,,-7.820000,,,,,-6.992784,-7.820000,,"",,,,,,"D1 PROFILE",,,,
"62501400001315","Nodes","1315",21.000000,34.403664,"DDS demands","Known Flow",224907.702356,642683.202089,,0.000000,,,,,,-5.709999,,,,,-5.105984,-5.709999,,"",,,,,,"D1 PROFILE",,,,
"62501400000205","Nodes","205",21.000000,34.276708,"DDS demands","Known Flow",224177.952158,642597.827066,,0.000000,,,,,,-18.979998,,,,,-16.972255,-18.979998,,"",,,,,,"D1 PROFILE",,,,
"62501400001000","Nodes","Logger 9387, 9 High Road, Saltcoats",21.000000,34.353225,"Val Log Cath","Known Flow",224141.741872,642611.446701,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400002697","Nodes","2697",21.000000,34.617092,"Default Known Flow Node","Known Flow",224057.936600,642644.287932,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400002042","Nodes",,21.000000,21.990643,"DDS demands","Known Flow",227334.703016,640714.951554,,0.000000,,,,,,-13.369999,,,,,-11.955693,-13.369999,,"",,,,,,"D1 PROFILE",,,,
"62501400001265","Nodes",,21.000000,22.108531,"DDS demands","Known Flow",227333.557789,640739.709678,,0.000000,,,,,,-19.929999,,,,,-17.821762,-19.929999,,"",,,,,,"D1 PROFILE",,,,
"62501400001266","Nodes","1266",21.000000,21.635494,"DDS demands","Known Flow",227169.202971,640775.076570,,0.000000,,,,,,-7.070000,,,,,-6.322121,-7.070000,,"",,,,,,"D1 PROFILE",,,,
"62501400000991","Nodes","991",21.000000,32.310534,"DDS demands","Known Flow",226628.952824,641487.201764,,0.000000,,,-41.590000,,,-14.129999,,,,,-49.825822,-55.719998,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,
"62501400002051","Nodes","Logger 9728, 11 Moorpark Road West, Stevenston",21.000000,32.219545,"Val Log Cath","Known Flow",226674.115779,641494.000488,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001243","Nodes","1243",21.000000,34.474850,"DDS demands","Known Flow",224904.952355,642704.577095,,0.000000,,,,,,-8.239999,,,,,-7.368355,-8.239999,,"",,,,,,"D1 PROFILE",,,,
"62501400002049","Nodes","Logger 9267, 49 SANNOX DRIVE, SALTCOATS",21.000000,34.629178,"Val Log Cath","Known Flow",224931.264424,642701.218744,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000243","Nodes","243",21.000000,34.528600,"DDS demands","Known Flow",224986.452377,642694.452093,,0.000000,,,,,,-7.629999,,,,,-6.822882,-7.629999,,"",,,,,,"D1 PROFILE",,,,
"62501400001634","Nodes","1634",21.000000,54.585958,"DDS demands","Known Flow",225189.327433,642842.827133,,0.000000,,,,,,-22.399999,,,,,-20.030480,-22.399999,,"",,,,,,"D1 PROFILE",,,,
"62501400002048","Nodes","Logger 9052, 35 BURNS AVENUE, SALTCOATS",21.000000,37.558103,"Val Log Cath","Known Flow",225050.266991,642929.675994,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001638","Nodes","1638",21.000000,33.243287,"DDS demands","Known Flow",225030.952390,642964.952166,,0.000000,,,,,,-14.919999,,,,,-13.341730,-14.919999,,"",,,,,,"D1 PROFILE",,,,
"62501400002046","Nodes","Logger 9630, 152 GLENCAIRN STREET, STEVENSTON",21.000000,32.083193,"Val Log Cath","Known Flow",226024.751638,642116.326525,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001629","Nodes","1629",21.000000,70.507049,"DDS demands","Known Flow",225343.327475,643116.327207,,0.000000,,,,,,-8.909999,,,,,-7.967481,-8.909999,,"",,,,,,"D1 PROFILE",,,,
"62501400002045","Nodes","Logger 9321, 110 Dalry Road",21.000000,64.575986,"Val Log Cath","Known Flow",225314.453876,643004.334224,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001970","Nodes","1970",21.000000,58.024017,"Default Known Flow Node","Known Flow",225277.672457,642878.951143,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400004387","Nodes",,21.000000,33.490060,"Default Known Flow Node","Known Flow",224915.952358,641681.201817,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400002043","Nodes","Logger 9687, 1 Braehead Place, Saltcoats",21.000000,33.423975,"Val Log Cath","Known Flow",224928.449807,641677.222827,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000284","Nodes","284",21.000000,33.251450,"DDS demands","Known Flow",224938.371657,641674.063868,,0.000000,,,,,,-0.880000,,,,,-0.786911,-0.880000,,"",,,,,,"D1 PROFILE",,,,
"62501400000553","Nodes","553",21.000000,32.182130,"DDS demands","Known Flow",223091.201862,643776.327387,,0.000000,,,,,,-8.339999,,,,,-7.457777,-8.339999,,"",,,,,,"D1 PROFILE",,,,
"62501400002041","Nodes","2041",21.000000,32.086877,"Default Known Flow Node","Known Flow",223131.633535,643769.997176,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000036","Nodes","36",21.000000,33.931178,"DDS demands","Known Flow",222755.326770,643421.827290,,0.000000,,-6.760000,,,,-3.469999,,,,,-9.147848,-10.230000,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,
"62501400002038","Nodes","Logger 9691, 97 Eglinton Road, Ardrossan",21.000000,34.139127,"Val Log Cath","Known Flow",222871.226754,643331.829508,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001211","Nodes","1211",21.000000,34.202275,"DDS demands","Known Flow",222915.201814,643296.952256,,0.000000,,,,,,-13.820000,,,,,-12.358091,-13.820000,,"",,,,,,"D1 PROFILE",,,,
"62501400002714","Nodes","2714",21.000000,29.159012,"Default Known Flow Node","Known Flow",223126.308451,642519.002707,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003638","Nodes",,21.000000,29.159012,"Default Known Flow Node","Known Flow",223141.201875,642511.577043,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001245","Nodes","1245",21.000000,40.984010,"Default Known Flow Node","Known Flow",223490.826971,642844.952133,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003974","Nodes",,21.000000,40.984010,"Default Known Flow Node","Known Flow",223492.956971,642841.104132,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003678","Nodes",,21.000000,27.866771,"Default Known Flow Node","Known Flow",227075.577946,640922.451610,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001463","Nodes","1463",21.000000,27.866771,"DDS demands","Known Flow",227077.327946,640921.201610,,0.000000,-3.549999,,,,,-5.689999,,,,,-8.262573,-9.239999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"62501400003683","Nodes",,21.000000,37.504580,"Default Known Flow Node","Known Flow",227239.452990,640983.951627,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001782","Nodes","1782",21.000000,37.502698,"Default Known Flow Node","Known Flow",227241.702991,640966.576622,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001267","Nodes","1267",21.000000,21.244827,"DDS demands","Known Flow",227047.077938,640903.576605,,0.000000,,,,,,-5.749999,,,,,-5.141752,-5.749999,,"",,,,,,"D1 PROFILE",,,,
"62501400000539","Nodes","539",21.000000,27.840488,"DDS demands","Known Flow",227169.702971,640856.826593,,0.000000,,,,,,-16.319999,,,,,-14.593634,-16.319999,,"",,,,,,"D1 PROFILE",,,,
"62501400001464","Nodes","1464",21.000000,27.830980,"DDS demands","Known Flow",227224.452986,640832.951586,,0.000000,,,,,,-3.479999,,,,,-3.111878,-3.479999,,"",,,,,,"D1 PROFILE",,,,
"62501400001397","Nodes","1397",21.000000,27.956154,"DDS demands","Known Flow",227168.062660,640867.333073,,0.000000,,,,,,-4.510000,,,,,-4.032922,-4.510000,,"",,,,,,"D1 PROFILE",,,,
"62501400001396","Nodes","1396",21.000000,29.373556,"DDS demands","Known Flow",227155.554811,640947.448002,,0.000000,,,,,,-13.439999,,,,,-12.018288,-13.439999,,"",,,,,,"D1 PROFILE",,,,
"62501400003677","Nodes",,21.000000,27.867262,"Default Known Flow Node","Known Flow",227077.944153,640922.207000,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001293","Nodes","1293",21.000000,22.495383,"DDS demands","Known Flow",227289.078004,640837.326587,,0.000000,,,,,,-19.580000,,,,,-17.508786,-19.580000,,"",,,,,,"D1 PROFILE",,,,
"62501400003676","Nodes",,21.000000,22.420494,"Default Known Flow Node","Known Flow",227266.202998,640837.576587,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001269","Nodes","1269",21.000000,21.613269,"DDS demands","Known Flow",227491.578059,640696.826549,,0.000000,,,,,,-6.949999,,,,,-6.214813,-6.949999,,"",,,,,,"D1 PROFILE",,,,
"62501400001465","Nodes","1465",21.000000,22.570815,"DDS demands","Known Flow",227355.953022,640837.076587,,0.000000,,,,,,-8.749999,,,,,-7.824406,-8.749999,,"",,,,,,"D1 PROFILE",,,,
"62501400001291","Nodes","1291",21.000000,22.593810,"DDS demands","Known Flow",227375.578027,640837.326587,,0.000000,,,,,,-6.550000,,,,,-5.857127,-6.550000,,"",,,,,,"D1 PROFILE",,,,
"62501400003673","Nodes",,21.000000,22.329052,"Default Known Flow Node","Known Flow",227412.953038,640768.201568,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001292","Nodes","1292",21.000000,22.501548,"DDS demands","Known Flow",227436.578044,640849.451591,,0.000000,,,,,,-3.950000,,,,,-3.532160,-3.950000,,"",,,,,,"D1 PROFILE",,,,
"62501400001264","Nodes","1264",21.000000,26.318698,"DDS demands","Known Flow",227461.078051,640922.951611,,0.000000,,,,,,-15.580000,,,,,-13.931915,-15.580000,,"",,,,,,"D1 PROFILE",,,,
"62501400003679","Nodes",,21.000000,26.318090,"Default Known Flow Node","Known Flow",227464.578052,640922.951611,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001262","Nodes","1262",21.000000,26.580648,"DDS demands","Known Flow",227460.703051,640978.326626,,0.000000,,,,,,-2.049999,,,,,-1.833146,-2.049999,,"",,,,,,"D1 PROFILE",,,,
"62501400001872","Nodes","1872",21.000000,37.456103,"DDS demands","Known Flow",227204.960958,640961.395054,,0.000000,,,,,,-1.249999,,,,,-1.117772,-1.249999,,"",,,,,,"D1 PROFILE",,,,
"62501400003571","Nodes",,21.000000,37.456103,"Default Known Flow Node","Known Flow",227202.702980,640961.076621,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001263","Nodes","1263",21.000000,26.235033,"DDS demands","Known Flow",227397.328033,640979.951626,,0.000000,,,,,,-16.799999,,,,,-15.022860,-16.799999,,"",,,,,,"D1 PROFILE",,,,
"62501400001295","Nodes","1295",21.000000,25.813485,"DDS demands","Known Flow",227284.578003,640970.951624,,0.000000,,,,,,-7.139999,,,,,-6.384715,-7.139999,,"",,,,,,"D1 PROFILE",,,,
"62501400003680","Nodes",,21.000000,29.373556,"Default Known Flow Node","Known Flow",227155.202968,640949.701618,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003687","Nodes",,21.000000,29.843685,"Default Known Flow Node","Known Flow",227149.952966,640998.201631,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400004008","Nodes",,21.000000,27.867262,"Default Known Flow Node","Known Flow",227079.702947,640925.076611,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001462","Nodes","1462",21.000000,27.912519,"DDS demands","Known Flow",227080.447280,640928.832280,,0.000000,,,,,,-5.670000,,,,,-5.070216,-5.670000,,"",,,,,,"D1 PROFILE",,,,
"62501400001123","Nodes","1123",21.000000,37.504617,"DDS demands","Known Flow",227237.951701,640983.085254,,0.000000,,,,,,-13.009999,,,-0.860000,,-12.402802,-13.869999,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",
"62501400003682","Nodes",,21.000000,37.504580,"Default Known Flow Node","Known Flow",227261.327996,640982.576627,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001294","Nodes","1294",21.000000,22.334610,"DDS demands","Known Flow",227246.702992,640928.826612,,0.000000,,,,,,-4.489999,,,,,-4.015038,-4.489999,,"",,,,,,"D1 PROFILE",,,,
"62501400001466","Nodes","1466",21.000000,22.325862,"DDS demands","Known Flow",227414.578038,640767.826568,,0.000000,,,,,,-5.500000,,,,,-4.918198,-5.500000,,"",,,,,,"D1 PROFILE",,,,
"62501400001261","Nodes","1261",21.000000,26.931513,"DDS demands","Known Flow",227506.328063,640984.951627,,0.000000,,,,,,-6.919999,,,,,-6.187987,-6.919999,,"",,,,,,"D1 PROFILE",,,,
"62501400003670","Nodes",,21.000000,21.274517,"Default Known Flow Node","Known Flow",227581.953084,640686.451546,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400001271","Nodes","1271",21.000000,25.312038,"DDS demands","Known Flow",227527.828069,640820.701583,,0.000000,,,,,,-29.899999,,,,,-26.737115,-29.899999,,"",,,,,,"D1 PROFILE",,,,
"62501400003268","Nodes",,21.000000,22.416504,"Default Known Flow Node","Known Flow",227519.328067,640757.826566,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400003322","Nodes",,21.000000,26.862683,"Default Known Flow Node","Known Flow",227544.828074,640936.951614,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62501400000538","Nodes","538",21.000000,26.862683,"DDS demands","Known Flow",227544.006827,640937.993966,,0.000000,,,,,,-7.790000,,,,,-6.965957,-7.790000,,"",,,,,,"D1 PROFILE",,,,
