"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"62502800001638","Nodes","-1462576",21.000000,36.857084,"Default Known Flow Node","Known Flow",228381.828301,649333.828899,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000021","Nodes","21",21.000000,30.228804,"DDS demands","Known Flow",228389.703303,649604.703973,,0.000000,,,,,-10.810000,,,-9.666496,-10.810000,,"",,,,,"D1 PROFILE",,
"62502800001000","Nodes","Logger 10101, 15 Wingfaulds Avenue",21.000000,30.268231,"Val Log Cath","Known Flow",228434.333665,649575.801304,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000033","Nodes","33",21.000000,30.244350,"DDS demands","Known Flow",228504.828335,649527.828952,,0.000000,,,,,-6.939999,,,-6.205872,-6.939999,,"",,,,,"D1 PROFILE",,
"62502800000180","Nodes","180",21.000000,29.163878,"DDS demands","Known Flow",229971.953734,648838.703764,,0.000000,,,,,-14.290000,,,-12.778373,-14.290000,,"",,,,,"D1 PROFILE",,
"62502800000303","Nodes","303",21.000000,26.378117,"DDS demands","Known Flow",230028.482714,648782.887323,,0.000000,,,,,-10.339999,,,-9.246212,-10.339999,,"",,,,,"D1 PROFILE",,
"62502800000186","Nodes","186",21.000000,23.402667,"DDS demands","Known Flow",230175.453789,648985.328804,,0.000000,,,,,-3.059999,,,-2.736306,-3.059999,,"",,,,,"D1 PROFILE",,
"62502800000304","Nodes","304",21.000000,23.999997,"DDS demands","Known Flow",230112.328772,648891.078779,,0.000000,,,,,-4.169999,,,-3.728888,-4.169999,,"",,,,,"D1 PROFILE",,
"62502800000181","Nodes","181",21.000000,25.006607,"DDS demands","Known Flow",230125.453776,648898.578781,,0.000000,,,,,-7.479999,,,-6.688749,-7.479999,,"",,,,,"D1 PROFILE",,
"62502800001757","Nodes","-34",21.000000,28.673903,"DDS demands","Known Flow",230004.578743,648998.328808,,0.000000,,,,,-6.449999,,,-5.767705,-6.449999,,"",,,,,"D1 PROFILE",,
"62502800001601","Nodes","-1462482",21.000000,29.854833,"Default Known Flow Node","Known Flow",228349.953293,649419.578923,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001707","Nodes","-225",21.000000,29.854833,"Default Known Flow Node","Known Flow",228353.203293,649422.328923,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001681","Nodes","-171",21.000000,34.215763,"DDS demands","Known Flow",228351.439360,649262.606093,,0.000000,,,,,-5.239999,,,-4.685701,-5.239999,,"",,,,,"D1 PROFILE",,
"62502800001609","Nodes","-1462509",21.000000,34.172435,"Default Known Flow Node","Known Flow",228334.953288,649294.953889,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000037","Nodes","37",21.000000,29.757891,"DDS demands","Known Flow",228456.328322,649420.203923,,0.000000,,,,,-10.060000,,,-8.995832,-10.060000,,"",,,,,"D1 PROFILE",,
"62502800001700","Nodes","-215",21.000000,29.757891,"Default Known Flow Node","Known Flow",228464.203324,649406.578919,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000211","Nodes","211",21.000000,38.028997,"DDS demands","Known Flow",228418.703311,649297.328889,,0.000000,,,,,-2.949999,,,-2.637942,-2.949999,,"",,,,,"D1 PROFILE",,
"62502800000172","Nodes","172",21.000000,29.532141,"DDS demands","Known Flow",228290.078276,649370.703909,,0.000000,,,,,-13.919999,,,-12.447512,-13.919999,,"",,,,,"D1 PROFILE",,
"62502800000171","Nodes","171",21.000000,29.321678,"DDS demands","Known Flow",228204.953253,649375.328910,,0.000000,,,,,-5.619999,,,-5.025504,-5.619999,,"",,,,,"D1 PROFILE",,
"62502800000190","Nodes","190",21.000000,29.294064,"DDS demands","Known Flow",228211.828255,649392.828915,,0.000000,,,,,-9.430000,,,-8.432475,-9.430000,,"",,,,,"D1 PROFILE",,
"62502800001691","Nodes","-198",21.000000,29.204746,"DDS demands","Known Flow",228230.078260,649361.078907,,0.000000,,,,,-4.920000,,,-4.399552,-4.920000,,"",,,,,"D1 PROFILE",,
"62502800000191","Nodes","191",21.000000,29.074036,"DDS demands","Known Flow",228255.703267,649429.203925,,0.000000,,,,,-3.329999,,,-2.977745,-3.329999,,"",,,,,"D1 PROFILE",,
"62502800001598","Nodes","-1462477",21.000000,29.074036,"Default Known Flow Node","Known Flow",228251.078266,649437.078927,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001772","Nodes","-4904549",21.000000,29.117732,"Default Known Flow Node","Known Flow",228261.400913,649420.926213,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000028","Nodes","28",21.000000,29.862343,"DDS demands","Known Flow",228355.906016,649424.149124,,0.000000,,,,,-7.040000,,,-6.295294,-7.040000,,"",,,,,"D1 PROFILE",,
"62502800000030","Nodes","30",21.000000,29.927003,"DDS demands","Known Flow",228420.453312,649468.328936,,0.000000,,,,,-9.790000,,,-8.754393,-9.790000,,"",,,,,"D1 PROFILE",,
"62502800000187","Nodes","187",21.000000,29.453091,"DDS demands","Known Flow",228336.203289,649453.703932,,0.000000,,,,,-5.150000,,,-4.605222,-5.150000,,"",,,,,"D1 PROFILE",,
"62502800001699","Nodes","-212",21.000000,29.416082,"Default Known Flow Node","Known Flow",228185.703248,649403.078918,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001603","Nodes",,21.000000,29.561987,"DDS demands","Known Flow",228205.945750,649478.318981,,0.000000,,,,,-9.859999,,,-8.816988,-9.859999,,"",,,,,"D1 PROFILE",,
"62502800001689","Nodes","-194",21.000000,29.268901,"DDS demands","Known Flow",228249.328265,649357.578906,,0.000000,,,,,-4.330000,,,-3.871963,-4.330000,,"",,,,,"D1 PROFILE",,
"62502800001661","Nodes","-1462635",21.000000,29.379556,"Default Known Flow Node","Known Flow",228206.828254,649366.828908,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001617","Nodes","-1462534",21.000000,29.268901,"Default Known Flow Node","Known Flow",228249.578265,649328.078898,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001606","Nodes","-1462498",21.000000,29.841008,"Default Known Flow Node","Known Flow",228358.453295,649418.578922,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001709","Nodes","-229",21.000000,29.858690,"Default Known Flow Node","Known Flow",228471.953326,649431.078926,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001695","Nodes","-204",21.000000,29.757891,"Default Known Flow Node","Known Flow",228456.203321,649380.578912,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000230","Nodes","230",21.000000,38.720243,"DDS demands","Known Flow",228548.703347,649300.703890,,0.000000,,,,,-4.419999,,,-3.952443,-4.419999,,"",,,,,"D1 PROFILE",,
"62502800000229","Nodes","229",21.000000,38.843901,"Default Known Flow Node","Known Flow",228563.078351,649240.828874,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000220","Nodes","220",21.000000,46.599308,"DDS demands","Known Flow",228738.453398,649324.703897,,0.000000,,,,,-6.929999,,,-6.196929,-6.929999,,"",,,,,"D1 PROFILE",,
"62502800000237","Nodes","237",21.000000,46.812037,"DDS demands","Known Flow",228759.203404,649250.578877,,0.000000,,,,,-5.559999,,,-4.971851,-5.559999,,"",,,,,"D1 PROFILE",,
"62502800000055","Nodes","55",21.000000,34.822004,"DDS demands","Known Flow",228930.374857,649157.900840,,0.000000,,,,,-9.399999,,,-8.405647,-9.399999,,"",,,,,"D1 PROFILE",,
"62502800001685","Nodes","-185",21.000000,31.661417,"DDS demands","Known Flow",228995.578468,649308.328892,,0.000000,,,,,-8.390000,,,-7.502488,-8.390000,,"",,,,,"D1 PROFILE",,
"62502800001633","Nodes","-1462564",21.000000,31.618112,"Default Known Flow Node","Known Flow",228972.953462,649323.203896,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000209","Nodes","209",21.000000,41.265891,"DDS demands","Known Flow",228579.828355,649133.578845,,0.000000,,,,,-8.369999,,,-7.484603,-8.369999,,"",,,,,"D1 PROFILE",,
"62502800000210","Nodes","210",21.000000,39.726827,"DDS demands","Known Flow",228557.203349,649047.203821,,0.000000,,,,,-13.999999,,,-12.519050,-13.999999,,"",,,,,"D1 PROFILE",,
"62502800000207","Nodes","207",21.000000,44.791287,"DDS demands","Known Flow",228674.953381,649156.203851,,0.000000,,,,,-10.800000,,,-9.657553,-10.800000,,"",,,,,"D1 PROFILE",,
"62502800000224","Nodes","224",21.000000,44.920871,"DDS demands","Known Flow",228687.578384,649159.078852,,0.000000,,,,,-3.540000,,,-3.165531,-3.540000,,"",,,,,"D1 PROFILE",,
"62502800000208","Nodes","208",21.000000,43.675623,"DDS demands","Known Flow",228699.578388,649103.578837,,0.000000,,,,,-15.840000,,,-14.164411,-15.840000,,"",,,,,"D1 PROFILE",,
"62502800000225","Nodes","225",21.000000,42.935965,"DDS demands","Known Flow",228673.203381,649273.828883,,0.000000,,,,,-17.459998,,,-15.613043,-17.459998,,"",,,,,"D1 PROFILE",,
"62502800001674","Nodes","-1462660",21.000000,42.978442,"Default Known Flow Node","Known Flow",228663.078378,649303.453891,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000223","Nodes","223",21.000000,45.550400,"DDS demands","Known Flow",228715.953392,649166.828854,,0.000000,,,,,-11.839999,,,-10.587540,-11.839999,,"",,,,,"D1 PROFILE",,
"62502800000226","Nodes","226",21.000000,39.678285,"DDS demands","Known Flow",228617.703365,649255.828878,,0.000000,,,,,-13.170000,,,-11.776849,-13.170000,,"",,,,,"D1 PROFILE",,
"62502800001680","Nodes","-169",21.000000,39.776044,"Default Known Flow Node","Known Flow",228619.578366,649256.453878,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000227","Nodes","227",21.000000,39.462839,"DDS demands","Known Flow",228637.328371,649198.828862,,0.000000,,,,,-3.270000,,,-2.924092,-3.270000,,"",,,,,"D1 PROFILE",,
"62502800000167","Nodes","167",21.000000,30.046050,"DDS demands","Known Flow",228547.828346,649386.453913,,0.000000,,,,,-14.489999,,,-12.957217,-14.489999,,"",,,,,"D1 PROFILE",,
"62502800001651","Nodes","-1462613",21.000000,30.046050,"Default Known Flow Node","Known Flow",228527.328341,649375.578911,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000166","Nodes","166",21.000000,30.144319,"DDS demands","Known Flow",228615.953365,649460.203934,,0.000000,,,-1.559999,,-9.509999,,,-9.898992,-11.069999,,"",,,"C3  PROFILE",,"D1 PROFILE",,
"62502800000165","Nodes","165",21.000000,30.197550,"DDS demands","Known Flow",228589.203358,649492.453942,,0.000000,,,,,-19.139998,,,-17.115329,-19.139998,,"",,,,,"D1 PROFILE",,
"62502800001717","Nodes","-245",21.000000,30.320721,"Default Known Flow Node","Known Flow",228574.828354,649485.953941,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001623","Nodes","-1462545",21.000000,43.802831,"Default Known Flow Node","Known Flow",228655.203376,649091.578833,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000216","Nodes","216",21.000000,39.664838,"DDS demands","Known Flow",228714.453392,649044.203820,,0.000000,,,,,-2.759999,,,-2.468041,-2.759999,,"",,,,,"D1 PROFILE",,
"62502800000217","Nodes","217",21.000000,38.992706,"DDS demands","Known Flow",228734.578397,648954.453796,,0.000000,,,,,-8.310000,,,-7.430950,-8.310000,,"",,,,,"D1 PROFILE",,
"62502800000203","Nodes","203",21.000000,46.577696,"DDS demands","Known Flow",228746.078400,649173.078855,,0.000000,,,,,-5.859999,,,-5.240117,-5.859999,,"",,,,,"D1 PROFILE",,
"62502800001589","Nodes","-126",21.000000,48.088502,"Default Known Flow Node","Known Flow",228774.328408,649179.703857,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000204","Nodes","204",21.000000,46.509842,"DDS demands","Known Flow",228749.078401,649155.953851,,0.000000,,,,,-11.719999,,,-10.480234,-11.719999,,"",,,,,"D1 PROFILE",,
"62502800000205","Nodes","205",21.000000,45.282795,"DDS demands","Known Flow",228776.953409,649032.828817,,0.000000,,,,,-3.469999,,,-3.102936,-3.469999,,"",,,,,"D1 PROFILE",,
"62502800000243","Nodes","243",21.000000,44.541621,"DDS demands","Known Flow",228791.817116,649317.523901,,0.000000,,,,,-9.869999,,,-8.825930,-9.869999,,"",,,,,"D1 PROFILE",,
"62502800001647","Nodes","-1462605",21.000000,44.541621,"Default Known Flow Node","Known Flow",228789.453412,649317.828895,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000239","Nodes","239",21.000000,44.825331,"DDS demands","Known Flow",228763.953405,649323.578896,,0.000000,,,,,-3.599999,,,-3.219184,-3.599999,,"",,,,,"D1 PROFILE",,
"62502800000241","Nodes","241",21.000000,44.994474,"Default Known Flow Node","Known Flow",228780.703410,649328.078898,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000240","Nodes","240",21.000000,44.495721,"DDS demands","Known Flow",228743.703400,649405.703919,,0.000000,,,,,-10.819999,,,-9.675437,-10.819999,,"",,,,,"D1 PROFILE",,
"62502800000238","Nodes","238",21.000000,45.388161,"DDS demands","Known Flow",228773.828408,649266.078881,,0.000000,,,,,-1.649999,,,-1.475459,-1.649999,,"",,,,,"D1 PROFILE",,
"62502800000242","Nodes","242",21.000000,44.776107,"DDS demands","Known Flow",228803.953416,649269.578882,,0.000000,,,,,-5.899999,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,
"62502800000202","Nodes","202",21.000000,49.946504,"DDS demands","Known Flow",228767.078406,649213.703866,,0.000000,,,,,-3.790000,,,-3.389085,-3.790000,,"",,,,,"D1 PROFILE",,
"62502800000244","Nodes","244",21.000000,44.686587,"DDS demands","Known Flow",228803.953416,649225.953870,,0.000000,,,,,-5.480000,,,-4.900314,-5.480000,,"",,,,,"D1 PROFILE",,
"62502800000200","Nodes","St Margarets Avenue DG, Constant, Site ID 3472",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",228762.953405,649212.453866,,1387.709986,,,,,,,,327.346353,366.069998,,"",,,,,,,
"62502800000054","Nodes","54",21.000000,34.542330,"DDS demands","Known Flow",228941.022453,649199.959863,,0.000000,-0.230000,-21.470000,,,-17.110001,,,-34.704598,-38.810003,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,
"62502800000057","Nodes","57",21.000000,35.692799,"DDS demands","Known Flow",228969.703461,649071.953828,,0.000000,,,,,-1.850000,,,-1.654303,-1.850000,,"",,,,,"D1 PROFILE",,
"62502800001784","Nodes","-81",21.000000,35.296346,"Default Known Flow Node","Known Flow",228929.078450,649101.828836,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001775","Nodes","-56",21.000000,35.981962,"Default Known Flow Node","Known Flow",228937.203452,649027.203816,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000231","Nodes","231",21.000000,38.498477,"DDS demands","Known Flow",228534.703343,649232.453872,,0.000000,,,,,-16.049999,,,-14.352197,-16.049999,,"",,,,,"D1 PROFILE",,
"62502800001678","Nodes","-162",21.000000,38.915564,"Default Known Flow Node","Known Flow",228566.953352,649241.953874,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001654","Nodes","-1462621",21.000000,38.744235,"Default Known Flow Node","Known Flow",228580.703355,649195.953862,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000228","Nodes","228",21.000000,39.687782,"DDS demands","Known Flow",228598.328360,649317.703895,,0.000000,,,,,-3.190000,,,-2.852555,-3.190000,,"",,,,,"D1 PROFILE",,
"62502800001771","Nodes","-48",21.000000,35.984761,"Default Known Flow Node","Known Flow",228936.453452,649018.578813,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000002","Nodes","Kilwinning Road DG, Tel, Clocked, Site ID 3470",21.000000,35.999999,"Default Known Pressure Node","Known Pressure",228933.578451,649018.828813,,1840.839933,,,,,,,,472.326947,528.201173,,"",,,,,,,
"62502800001753","Nodes","-326841",21.000000,35.984761,"Default Known Flow Node","Known Flow",228936.203452,649014.453812,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001774","Nodes","-51",21.000000,38.177600,"DDS demands","Known Flow",228628.328368,649021.578814,,0.000000,,,,,-4.280000,,,-3.827252,-4.280000,,"",,,,,"D1 PROFILE",,
"62502800000218","Nodes","218",21.000000,37.602894,"DDS demands","Known Flow",228584.453356,648961.578798,,0.000000,,,,,-13.689999,,,-12.241842,-13.689999,,"",,,,,"D1 PROFILE",,
"62502800001760","Nodes","-35",21.000000,33.187102,"DDS demands","Known Flow",229186.953520,648998.703808,,0.000000,,,,,-4.090000,,,-3.657351,-4.090000,,"",,,,,"D1 PROFILE",,
"62502800001770","Nodes","-47",21.000000,33.168361,"Default Known Flow Node","Known Flow",229248.453537,649015.703813,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001652","Nodes","-1462614",21.000000,33.187102,"Default Known Flow Node","Known Flow",229188.203521,649022.078814,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001702","Nodes","-217",21.000000,29.683707,"DDS demands","Known Flow",229062.453486,649406.828919,,0.000000,,,,,-3.489999,,,-3.120820,-3.489999,,"",,,,,"D1 PROFILE",,
"62502800000274","Nodes","274",21.000000,33.757044,"DDS demands","Known Flow",229222.181198,649166.361571,,0.000000,,,,,-6.670000,,,-5.964433,-6.670000,,"",,,,,"D1 PROFILE",,
"62502800000275","Nodes","275",21.000000,34.058813,"Default Known Flow Node","Known Flow",229230.078532,649267.328881,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000162","Nodes","162",21.000000,29.052153,"Default Known Flow Node","Known Flow",229071.953489,649444.203929,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800001711","Nodes","-235",21.000000,29.052153,"Default Known Flow Node","Known Flow",229053.453484,649457.453933,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000160","Nodes","160",21.000000,29.505618,"DDS demands","Known Flow",229068.828488,649418.953922,,0.000000,,-15.999999,,-3.829999,-2.480000,,,-19.950002,-22.309998,,"",,"C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,
"62502800000163","Nodes","163",21.000000,29.567251,"Default Known Flow Node","Known Flow",229093.203495,649450.703931,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62502800000072","Nodes","72",21.000000,29.883113,"DDS demands","Known Flow",229108.953499,649465.953935,,0.000000,,-0.039999,,-2.300000,-3.930000,,,-5.606746,-6.269999,,"",,"C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,
"62502800000144","Nodes","144",21.000000,29.839064,"DDS demands","Known Flow",229134.203506,649445.328930,,0.000000,,,,,-0.499999,,,-0.447108,-0.499999,,"",,,,,"D1 PROFILE",,
