"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96113900006453","Nodes","Logger 6453, os Ruscombe House","21.000000","28.159296","Val Log Post","Known Flow","557994.056561","126518.771039","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900000134","Nodes","","21.000000","32.141256","Default Known Flow Node","Known Flow","559569.449789","127185.175094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113906902211","Nodes","","21.000000","31.640341","DDS demands","Known Flow","559503.777402","127083.203791","","0.000000","","","","","-62.809999","","-56.165826","-62.809999","","","","","","","D1 PROFILE",""
"96113900006456","Nodes","Logger 6456, op Applecross, East Street","21.000000","31.379300","Val Log Post","Known Flow","559610.471431","127024.077774","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113906902212","Nodes","","21.000000","31.382154","DDS demands","Known Flow","559614.029274","127020.002697","","0.000000","","0.000000","-3.989999","0.000000","-19.069999","","-20.620665","-23.060000","","","","C2 PROFILE","C3 PROFILE","C4 PROFILE","D1 PROFILE",""
"96113906902207","Nodes","","21.000000","33.921123","DDS demands","Known Flow","559164.064975","127113.431854","","0.000000","","","-7.739999","-7.949999","-28.210000","","-39.256165","-43.899997","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE",""
"96113900006457","Nodes","Logger 6455, op Rose & Crown Pub","21.000000","34.089787","Val Log Post","Known Flow","559173.969485","127125.448988","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900123764","Nodes","","21.000000","33.775494","Default Known Flow Node","Known Flow","559195.689013","127166.477182","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113906902198","Nodes","","21.000000","33.227294","DDS demands","Known Flow","558535.305982","126959.023145","","0.000000","-7.889999","0.000000","-23.200001","","-39.499999","","-63.122843","-70.590001","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","","D1 PROFILE",""
"96113900006454","Nodes","Logger 6454, West Street/South Street","21.000000","32.447829","Val Log Post","Known Flow","558492.431011","126920.702906","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113906902197","Nodes","","21.000000","32.414854","DDS demands","Known Flow","558494.584940","126918.018779","","0.000000","","","","","-30.110000","","-26.924900","-30.110000","","","","","","","D1 PROFILE",""
"96113906902191","Nodes","","21.000000","26.684011","DDS demands","Known Flow","557813.025061","126435.773645","","0.000000","","","","-11.989999","-11.289999","","-20.817391","-23.279999","","","","","","C4 PROFILE","D1 PROFILE",""
"96113900119236","Nodes","","21.000000","27.411154","Default Known Flow Node","Known Flow","557934.093902","126416.818094","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900390609","Nodes","","21.000000","27.305776","Default Known Flow Node","Known Flow","556660.994804","125738.996175","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900389741","Nodes","","21.000000","26.749133","Default Known Flow Node","Known Flow","556950.888797","125932.459130","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900119209","Nodes","","21.000000","26.404628","Default Known Flow Node","Known Flow","557167.712952","126037.909369","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900119212","Nodes","","21.000000","25.432706","Default Known Flow Node","Known Flow","557455.131210","126231.377384","","0.000000","","","","","-2.669999","","-2.387561","-2.669999","","","","","","","D1 PROFILE",""
"96113906902190","Nodes","","21.000000","25.411353","DDS demands","Known Flow","557562.139397","126313.495826","","0.000000","","","0.000000","","-29.780000","","-26.629810","-29.780000","","","","","C3 PROFILE","","D1 PROFILE",""
"96113900119216","Nodes","","21.000000","25.411838","Default Known Flow Node","Known Flow","557566.160402","126316.601443","","0.000000","","","","","-13.780000","","-12.322322","-13.780000","","","","","","","D1 PROFILE",""
"96113900119217","Nodes","","21.000000","25.564943","Default Known Flow Node","Known Flow","557575.282401","126321.097824","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900119240","Nodes","","21.000000","27.710530","Default Known Flow Node","Known Flow","557983.344568","126457.366517","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113906902194","Nodes","","21.000000","27.909956","DDS demands","Known Flow","558009.479366","126481.472782","","0.000000","","","-1.770000","","-53.270002","","-49.217756","-55.040002","","","","","C3 PROFILE","","D1 PROFILE",""
"96113900123659","Nodes","","21.000000","27.908499","Default Known Flow Node","Known Flow","558011.556484","126475.837944","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900123664","Nodes","","21.000000","28.572035","Default Known Flow Node","Known Flow","558079.749015","126231.899559","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900123677","Nodes","","21.000000","28.616316","Default Known Flow Node","Known Flow","558155.842035","126311.010580","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900119230","Nodes","","21.000000","29.294376","Default Known Flow Node","Known Flow","557873.198213","126733.159656","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96113900119237","Nodes","","21.000000","29.691347","Default Known Flow Node","Known Flow","557945.825608","126701.018827","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
