"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"96110005802026","Nodes","5802026","21.000000","24.058250","DDS demands","Known Flow","564359.799752","161549.400099","","0.000000","","","","-3.749999","-3.353317","-3.749999","","","","","","D1 PROFILE"
"96110000003656","Nodes","Logger 3656, 6 Churchside","21.000000","24.051786","Val Log Post","Known Flow","564308.024500","161529.157500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110002794238","Nodes","2794238","21.000000","23.809073","Default Known Flow Node","Known Flow","564619.459500","161685.338300","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802033","Nodes","5802033","21.000000","23.784931","DDS demands","Known Flow","564601.519800","161717.986200","","0.000000","","","","-5.519999","-4.936082","-5.519999","","","","","","D1 PROFILE"
"96110000117672","Nodes","117672","21.000000","23.726057","Default Known Flow Node","Known Flow","564594.208974","161741.291749","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802038","Nodes","5802038","21.000000","23.552951","DDS demands","Known Flow","564577.670689","161884.034573","","0.000000","","","","-13.449999","-12.027230","-13.449999","","","","","","D1 PROFILE"
"96110000003654","Nodes","Logger 3654, 4 Fern Down","21.000000","23.613830","Val Log Post","Known Flow","564583.672735","161865.471543","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110002794220","Nodes","2794220","21.000000","23.552951","Default Known Flow Node","Known Flow","564547.019800","161851.611300","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802032","Nodes","5802032","21.000000","23.971188","DDS demands","Known Flow","564674.530958","161677.150412","","0.000000","","","","-8.420000","-7.529314","-8.420000","","","","","","D1 PROFILE"
"96110000003655","Nodes","Logger 3655, 36 Beechmast","21.000000","23.912103","Val Log Post","Known Flow","564666.173800","161699.309700","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110002794246","Nodes","2794246","21.000000","23.838777","Default Known Flow Node","Known Flow","564661.145884","161741.511755","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802025","Nodes","5802025","21.000000","24.081229","DDS demands","Known Flow","564353.214400","161619.534327","","0.000000","","","","-6.959999","-6.223756","-6.959999","","","","","","D1 PROFILE"
"96110005802024","Nodes","5802024","21.000000","24.022641","DDS demands","Known Flow","564256.120578","161550.344201","","0.000000","","","","-17.719999","-15.845541","-17.719999","","","","","","D1 PROFILE"
"96110000117616","Nodes","117616","21.000000","24.003669","Default Known Flow Node","Known Flow","564193.792946","161581.010567","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000003659","Nodes","Logger 3659, 148 Timberbank","21.000000","24.288696","Val Log Post","Known Flow","563643.891400","161365.718900","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802076","Nodes","5802076","21.000000","24.256109","Default Known Flow Node","Known Flow","563654.633600","161390.040400","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802054","Nodes","5802054","21.000000","24.264743","DDS demands","Known Flow","563670.624045","161397.698876","","0.000000","","","","-6.869999","-6.143277","-6.869999","","","","","","D1 PROFILE"
"96110003361720","Nodes","3361720","21.000000","24.275352","Default Known Flow Node","Known Flow","563640.479941","161338.117711","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802027","Nodes","5802027","21.000000","24.095559","DDS demands","Known Flow","564295.769700","161525.361200","","0.000000","","","","-12.600000","-11.267146","-12.600000","","","","","","D1 PROFILE"
"96110005802022","Nodes","5802022","21.000000","24.208968","DDS demands","Known Flow","564022.195612","161494.327894","","0.000000","","","","-2.710000","-2.423330","-2.710000","","","","","","D1 PROFILE"
"96110000003657","Nodes","Logger 3657, 8 Croftside, Waterloo Rd","21.000000","24.212021","Val Log Post","Known Flow","564067.769985","161500.787511","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133830","Nodes","133830","21.000000","24.273046","Default Known Flow Node","Known Flow","563815.974819","161427.800596","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802057","Nodes","5802057","21.000000","24.152196","DDS demands","Known Flow","563947.369690","161480.358545","","0.000000","","","","-12.000000","-10.730614","-12.000000","","","","","","D1 PROFILE"
"96110000133799","Nodes","133799","21.000000","24.336883","Default Known Flow Node","Known Flow","563408.394500","161224.111100","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000351664","Nodes","351664","21.000000","24.382226","Default Known Flow Node","Known Flow","563371.933813","161185.676534","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133801","Nodes","133801","21.000000","24.291544","Default Known Flow Node","Known Flow","563450.769500","161248.236100","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802051","Nodes","5802051","21.000000","24.291544","DDS demands","Known Flow","563458.176642","161250.334724","","0.000000","","","","-30.809999","-27.550853","-30.809999","","","","","","D1 PROFILE"
"96110000133804","Nodes","133804","21.000000","24.297262","Default Known Flow Node","Known Flow","563478.894500","161273.736100","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133806","Nodes","133806","21.000000","24.291544","Default Known Flow Node","Known Flow","563483.912958","161206.878322","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802052","Nodes","5802052","21.000000","24.315318","DDS demands","Known Flow","563551.009326","161275.701871","","0.000000","","","","-14.279999","-12.769430","-14.279999","","","","","","D1 PROFILE"
"96110000133824","Nodes","133824","21.000000","24.245148","Default Known Flow Node","Known Flow","563721.245648","161410.458010","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802055","Nodes","5802055","21.000000","24.245148","DDS demands","Known Flow","563720.415785","161409.005751","","0.000000","","","","-6.550000","-5.857127","-6.550000","","","","","","D1 PROFILE"
"96110005802053","Nodes","5802053","21.000000","24.299046","DDS demands","Known Flow","563625.291296","161295.874291","","0.000000","","","","-8.859999","-7.922770","-8.859999","","","","","","D1 PROFILE"
"96110000133816","Nodes","133816","21.000000","24.265160","Default Known Flow Node","Known Flow","563671.868838","161397.180212","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133819","Nodes","133819","21.000000","24.225994","Default Known Flow Node","Known Flow","563686.495162","161399.047403","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133817","Nodes","133817","21.000000","24.228020","Default Known Flow Node","Known Flow","563674.214101","161476.459734","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802066","Nodes","5802066","21.000000","24.227450","DDS demands","Known Flow","563674.214101","161474.189062","","0.000000","","","","-19.420000","-17.365711","-19.420000","","","","","","D1 PROFILE"
"96110000133818","Nodes","133818","21.000000","24.228431","Default Known Flow Node","Known Flow","563686.054037","161473.702489","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133820","Nodes","133820","21.000000","24.231090","Default Known Flow Node","Known Flow","563688.154887","161411.184139","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000320393","Nodes","320393","21.000000","24.245148","Default Known Flow Node","Known Flow","563727.486904","161445.104763","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802056","Nodes","5802056","21.000000","24.261757","Default Known Flow Node","Known Flow","563728.870008","161368.619117","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133827","Nodes","133827","21.000000","24.262076","Default Known Flow Node","Known Flow","563729.284939","161367.927565","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133821","Nodes","133821","21.000000","24.261757","Default Known Flow Node","Known Flow","563703.769500","161350.611100","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133829","Nodes","133829","21.000000","24.272066","Default Known Flow Node","Known Flow","563808.894600","161421.486100","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000133828","Nodes","133828","21.000000","24.181491","Default Known Flow Node","Known Flow","563804.771677","161480.911786","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110000117577","Nodes","117577","21.000000","24.012551","Default Known Flow Node","Known Flow","563729.196818","161589.668987","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96110005802065","Nodes","5802065","21.000000","24.015588","DDS demands","Known Flow","563764.716627","161593.723759","","0.000000","","","","-11.910000","-10.650135","-11.910000","","","","","","D1 PROFILE"
"96110000117579","Nodes","117579","21.000000","24.106135","Default Known Flow Node","Known Flow","563769.744545","161573.449896","","0.000000","","","","","0.000000","0.000000","","","","","",""
