"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"96112306314013","Nodes","6314013","21.000000","34.392648","DDS demands","Known Flow","583944.620000","164154.555000","","0.000000","","","","-4.320000","-3.863021","-4.320000","","","","","","D1 PROFILE"
"96112306314014","Nodes","6314014","21.000000","28.971015","DDS demands","Known Flow","583815.745000","163929.523750","","0.000000","","","","-22.839999","-20.423936","-22.839999","","","","","","D1 PROFILE"
"96112306314015","Nodes","6314015","21.000000","27.201692","DDS demands","Known Flow","583682.870000","163756.180000","","0.000000","","","0.000000","-6.650000","-5.946549","-6.650000","","","","","C4 PROFILE","D1 PROFILE"
"96112306314035","Nodes","6314035","21.000000","41.335557","Default Known Flow Node","Known Flow","584053.620000","164502.180000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314012","Nodes","6314012","21.000000","38.596754","DDS demands","Known Flow","584008.182500","164408.930000","","0.000000","","","","0.000000","0.000000","0.000000","","","","","","D1 PROFILE"
"96112306314052","Nodes","6314052","21.000000","36.762777","DDS demands","Known Flow","583982.120000","164347.805000","","0.000000","","-14.569999","","-9.939999","-21.917280","-24.509999","","","","C2 PROFILE","","D1 PROFILE"
"96112306314045","Nodes","6314045","21.000000","26.903981","DDS demands","Known Flow","583642.120000","163906.555000","","0.000000","","","","-5.789999","-5.177521","-5.789999","","","","","","D1 PROFILE"
"96112306314039","Nodes","6314039","21.000000","32.255751","DDS demands","Known Flow","584135.745000","163971.180000","","0.000000","-3.289999","","-6.809999","-4.630000","-13.171829","-14.730000","","","C1 PROFILE","","C4 PROFILE","D1 PROFILE"
"96112306314053","Nodes","6314053","21.000000","31.985570","Default Known Flow Node","Known Flow","584183.620000","163908.805000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314054","Nodes","6314054","21.000000","31.507429","DDS demands","Known Flow","584203.495000","163946.555000","","0.000000","","","","-7.070000","-6.322121","-7.070000","","","","","","D1 PROFILE"
"96112306314056","Nodes","6314056","21.000000","32.015167","Default Known Flow Node","Known Flow","584229.245000","163867.930000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314058","Nodes","6314058","21.000000","31.594858","DDS demands","Known Flow","584267.495000","163908.430000","","0.000000","","","","-2.869999","-2.566405","-2.869999","","","","","","D1 PROFILE"
"96112306314057","Nodes","6314057","21.000000","32.015167","Default Known Flow Node","Known Flow","584230.370000","163866.680000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314059","Nodes","6314059","21.000000","31.878490","DDS demands","Known Flow","584301.245000","163642.430000","","0.000000","","","","-3.199999","-2.861497","-3.199999","","","","","","D1 PROFILE"
"96112306314065","Nodes","6314065","21.000000","31.806137","Default Known Flow Node","Known Flow","584311.870000","163600.555000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314061","Nodes","6314061","21.000000","31.925284","Default Known Flow Node","Known Flow","584330.370000","163580.305000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314062","Nodes","6314062","21.000000","31.923287","Default Known Flow Node","Known Flow","584345.495000","163574.805000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314060","Nodes","6314060","21.000000","31.898619","DDS demands","Known Flow","584318.472332","163536.972837","","0.000000","","","","-2.920000","-2.611116","-2.920000","","","","","","D1 PROFILE"
"96112306314066","Nodes","6314066","21.000000","31.922210","Default Known Flow Node","Known Flow","584343.745000","163566.305000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314064","Nodes","6314064","21.000000","31.802567","DDS demands","Known Flow","584303.995000","163597.805000","","0.000000","","","","-2.480000","-2.217660","-2.480000","","","","","","D1 PROFILE"
"96112306314043","Nodes","6314043","21.000000","25.076240","Default Known Flow Node","Known Flow","583561.245000","164078.430000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314042","Nodes","6314042","21.000000","23.712148","DDS demands","Known Flow","583490.370000","164187.430000","","0.000000","","","","-5.050000","-4.515800","-5.050000","","","","","","D1 PROFILE"
"96112306314044","Nodes","6314044","21.000000","23.374290","DDS demands","Known Flow","583609.495000","164457.805000","","0.000000","","","","-0.649999","-0.581241","-0.649999","","","","","","D1 PROFILE"
"96112306314032","Nodes","6314032","21.000000","36.365536","DDS demands","Known Flow","583970.245000","164312.930000","","0.000000","","","","-8.510000","-7.609794","-8.510000","","","","","","D1 PROFILE"
"96112306314051","Nodes","6314051","21.000000","35.522489","Default Known Flow Node","Known Flow","583948.370000","164243.805000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314049","Nodes","6314049","21.000000","35.608811","Default Known Flow Node","Known Flow","583918.620000","164258.430000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314050","Nodes","6314050","21.000000","36.829447","DDS demands","Known Flow","583937.620000","164359.430000","","0.000000","","","","-2.470000","-2.208718","-2.470000","","","","","","D1 PROFILE"
"96112306314016","Nodes","6314016","21.000000","33.014801","Default Known Flow Node","Known Flow","584169.745000","164054.930000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314038","Nodes","6314038","21.000000","31.432648","DDS demands","Known Flow","584395.995000","164419.555000","","0.000000","","","","-4.330000","-3.871963","-4.330000","","","","","","D1 PROFILE"
"96112306314036","Nodes","6314036","21.000000","32.821361","Default Known Flow Node","Known Flow","584242.995000","164225.305000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314040","Nodes","6314040","21.000000","33.008614","Default Known Flow Node","Known Flow","584169.620000","164054.305000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314063","Nodes","6314063","21.000000","31.146242","DDS demands","Known Flow","584560.120000","164340.680000","","0.000000","","","","-5.239999","-4.685701","-5.239999","","","","","","D1 PROFILE"
"96112306314047","Nodes","6314047","21.000000","23.267414","Default Known Flow Node","Known Flow","583661.745000","164533.305000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314048","Nodes","6314048","21.000000","23.067753","DDS demands","Known Flow","583729.745000","164626.180000","","0.000000","","","","-1.710000","-1.529112","-1.710000","","","","","","D1 PROFILE"
"96112306314001","Nodes","MUNNS LANE DG, Site ID:5451","21.000000","44.000001","Default Known Pressure Node","Known Pressure","584087.870000","164603.180000","","10563.999988","","","","","182.098518","203.640003","","","","","",""
"96112306314011","Nodes","6314011","21.000000","43.962715","DDS demands","Known Flow","584087.870000","164601.930000","","0.000000","","","","-5.280000","-4.721470","-5.280000","","","","","","D1 PROFILE"
"96112306314034","Nodes","6314034","21.000000","39.433131","DDS demands","Known Flow","584010.620000","164516.680000","","0.000000","","","","-5.270000","-4.712528","-5.270000","","","","","","D1 PROFILE"
"96112306314033","Nodes","6314033","21.000000","38.826624","DDS demands","Known Flow","583987.995000","164575.180000","","0.000000","","","","-13.600000","-12.161363","-13.600000","","","","","","D1 PROFILE"
"96112306314031","Nodes","6314031","21.000000","37.874267","DDS demands","Known Flow","583953.245000","164408.555000","","0.000000","","","","-15.979999","-14.289601","-15.979999","","","","","","D1 PROFILE"
"96112306314037","Nodes","6314037","21.000000","42.690294","DDS demands","Known Flow","584281.745000","164533.180000","","0.000000","","","","-9.209999","-8.235746","-9.209999","","","","","","D1 PROFILE"
"96112306314017","Nodes","6314017","21.000000","31.411788","Default Known Flow Node","Known Flow","584223.620000","163975.430000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314055","Nodes","6314055","21.000000","31.410705","Default Known Flow Node","Known Flow","584223.995000","163976.055000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314023","Nodes","6314023","21.000000","32.225654","Default Known Flow Node","Known Flow","584519.495000","163296.180000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314067","Nodes","6314067","21.000000","32.225654","Default Known Flow Node","Known Flow","584524.245000","163287.805000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314024","Nodes","6314024","21.000000","32.221917","Default Known Flow Node","Known Flow","584522.870000","163298.180000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314026","Nodes","6314026","21.000000","32.202585","Default Known Flow Node","Known Flow","584555.120000","163240.805000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314027","Nodes","6314027","21.000000","32.186862","Default Known Flow Node","Known Flow","584562.495000","163226.055000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314025","Nodes","6314025","21.000000","31.346669","DDS demands","Known Flow","584553.370000","163190.180000","","0.000000","","","","-3.700000","-3.308606","-3.700000","","","","","","D1 PROFILE"
"96112306314022","Nodes","6314022","21.000000","31.282126","DDS demands","Known Flow","584262.745000","163979.055000","","0.000000","","","","-4.739999","-4.238592","-4.739999","","","","","","D1 PROFILE"
"96112306314029","Nodes","6314029","21.000000","23.335095","Default Known Flow Node","Known Flow","583386.495000","164218.180000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314028","Nodes","6314028","21.000000","23.310466","Default Known Flow Node","Known Flow","583382.620000","164209.680000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314030","Nodes","6314030","21.000000","23.124010","DDS demands","Known Flow","583430.745000","164139.305000","","0.000000","","","-3.459999","-3.099999","-5.866069","-6.560000","","","","","C4 PROFILE","D1 PROFILE"
"96112306314041","Nodes","6314041","21.000000","23.203066","Default Known Flow Node","Known Flow","583366.245000","164223.430000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314019","Nodes","6314019","21.000000","32.991198","DDS demands","Known Flow","584172.745000","164066.180000","","0.000000","","","","-5.639999","-5.043388","-5.639999","","","","","","D1 PROFILE"
"96112306314018","Nodes","6314018","21.000000","32.593780","Default Known Flow Node","Known Flow","584152.370000","164010.180000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314021","Nodes","6314021","21.000000","32.574748","DDS demands","Known Flow","584214.870000","164030.805000","","0.000000","","","","-1.789999","-1.600649","-1.789999","","","","","","D1 PROFILE"
"96112306314020","Nodes","6314020","21.000000","32.977947","DDS demands","Known Flow","584174.745000","164036.430000","","0.000000","","","","-2.369999","-2.119296","-2.369999","","","","","","D1 PROFILE"
"96112306314068","Nodes","6314068","21.000000","26.824953","Default Known Flow Node","Known Flow","583701.495000","163592.430000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96112306314069","Nodes","6314069","21.000000","26.773702","DDS demands","Known Flow","583880.682500","163628.836250","","0.000000","","","","-0.759999","-0.679605","-0.759999","","","","","","D1 PROFILE"
"96112306314046","Nodes","6314046","21.000000","26.754893","DDS demands","Known Flow","583651.995000","163521.805000","","0.000000","","","","-3.400000","-3.040340","-3.400000","","","","","","D1 PROFILE"
