"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"96107705304229","Nodes","5304229","21.000000","21.633626","DDS demands","Known Flow","612394.150000","131882.655000","","0.000000","-1.779999","-1.591707","-1.779999","","","D1 PROFILE"
"96107705304384","Nodes","5304384","21.000000","21.623824","DDS demands","Known Flow","612382.775000","131888.530000","","0.000000","-7.920000","-7.082205","-7.920000","","","D1 PROFILE"
"96107705304367","Nodes","5304367","21.000000","21.652608","DDS demands","Known Flow","612456.900000","131803.780000","","0.000000","-4.409999","-3.943500","-4.409999","","","D1 PROFILE"
"96107700002753","Nodes","Logger 2753, so 18 Bewery Gardens","21.000000","21.656845","Val Log Post","Known Flow","612404.712500","131934.998750","","0.000000","","0.000000","0.000000","","",""
"96107705304226","Nodes","5304226","21.000000","21.657044","DDS demands","Known Flow","612401.650000","131941.780000","","0.000000","-1.070000","-0.956813","-1.070000","","","D1 PROFILE"
"96107705304228","Nodes","5304228","21.000000","21.667879","DDS demands","Known Flow","612502.650000","131985.155000","","0.000000","-8.449999","-7.556141","-8.449999","","","D1 PROFILE"
"96107700002752","Nodes","Logger 2752, os 47 Redoubt way","21.000000","21.645416","Val Log Post","Known Flow","612530.087500","132091.655000","","0.000000","","0.000000","0.000000","","",""
"96107705304225","Nodes","5304225","21.000000","21.641644","DDS demands","Known Flow","612536.275000","132109.655000","","0.000000","-33.720001","-30.153029","-33.720001","","","D1 PROFILE"
"96107705304362","Nodes","5304362","21.000000","21.657274","DDS demands","Known Flow","612440.150000","131959.030000","","0.000000","-9.359999","-8.369879","-9.359999","","","D1 PROFILE"
"96107705304227","Nodes","5304227","21.000000","21.655296","DDS demands","Known Flow","612442.400000","131953.123750","","0.000000","-3.489999","-3.120820","-3.489999","","","D1 PROFILE"
"96107705304373","Nodes","5304373","21.000000","21.643123","DDS demands","Known Flow","612467.400000","131892.155000","","0.000000","-9.300000","-8.316226","-9.300000","","","D1 PROFILE"
