"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96108705501387","Nodes","5501387","21.000000","24.304649","DDS demands","Known Flow","613391.125000","164138.125000","","0.000000","","","","-0.209999","","-0.187785","-0.209999","","","","","","D1 PROFILE",""
"96108705501388","Nodes","5501388","21.000000","24.316696","DDS demands","Known Flow","613397.750000","164025.000000","","0.000000","","","","-1.999999","","-1.788435","-1.999999","","","","","","D1 PROFILE",""
"96108705501366","Nodes","5501366","21.000000","33.689387","Default Known Flow Node","Known Flow","613575.500000","165360.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108700004454","Nodes","Logger 4454","21.000000","33.646420","Val Log Post","Known Flow","613607.187500","165484.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108705501342","Nodes","5501342","21.000000","33.646420","DDS demands","Known Flow","613609.000000","165491.125000","","0.000000","","","","-23.049999","","-20.611722","-23.049999","","","","","","D1 PROFILE",""
"96108705501294","Nodes","5501294","21.000000","31.399936","DDS demands","Known Flow","614277.875000","165550.125000","","0.000000","","","","-9.159999","","-8.191036","-9.159999","","","","","","D1 PROFILE",""
"96108700004455","Nodes","Logger 4455","21.000000","31.211620","Val Log Post","Known Flow","614294.750000","165542.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108705501295","Nodes","5501295","21.000000","27.964032","DDS demands","Known Flow","614330.375000","165219.000000","","0.000000","","","","-1.900000","","-1.699014","-1.900000","","","","","","D1 PROFILE",""
"96108705501272","Nodes","5501272","21.000000","34.364060","DDS demands","Known Flow","613241.875000","165421.500000","","0.000000","","","","-16.219999","","-14.504213","-16.219999","","","","","","D1 PROFILE",""
"96108700004453","Nodes","Logger 4453","21.000000","35.031647","Val Log Post","Known Flow","613119.500000","165486.500000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108705501271","Nodes","5501271","21.000000","35.096850","DDS demands","Known Flow","613114.750000","165492.250000","","0.000000","","","","-42.189998","","-37.727050","-42.189998","","","","","","D1 PROFILE",""
"96108705501382","Nodes","5501382","21.000000","26.155313","DDS demands","Known Flow","613709.875000","164516.093750","","0.000000","","","","-9.659999","","-8.638144","-9.659999","","","","","","D1 PROFILE",""
"96108700004456","Nodes","Logger 4456","21.000000","25.993050","Val Log Cath","Known Flow","613647.812500","164475.937500","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108705501381","Nodes","5501381","21.000000","25.928928","DDS demands","Known Flow","613634.125000","164451.500000","","0.000000","","","","-1.469999","","-1.314500","-1.469999","","","","","","D1 PROFILE",""
"96108705501276","Nodes","5501276","21.000000","36.304746","DDS demands","Known Flow","613513.250000","165953.500000","","0.000000","","","","-13.729999","","-12.277611","-13.729999","","","","","","D1 PROFILE",""
"96108705501390","Nodes","5501390","21.000000","36.304746","Default Known Flow Node","Known Flow","613513.000000","165958.656250","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
