"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96123005914104","Nodes","-387159","21.000000","24.419593","DDS demands","Known Flow","583160.175000","144112.040000","","0.000000","","","-1.330000","","","-1.189309","-1.330000","","","","","D1 PROFILE","",""
"96123005914049","Nodes","5914049","21.000000","25.517683","DDS demands","Known Flow","583303.675000","144203.040000","","0.000000","","","-8.189999","","","-7.323644","-8.189999","","","","","D1 PROFILE","",""
"96123005914072","Nodes","5914072","21.000000","34.914047","DDS demands","Known Flow","584050.050000","144359.243125","","0.000000","","","-4.340000","","","-3.880905","-4.340000","","","","","D1 PROFILE","",""
"96123005914012","Nodes","5914012","21.000000","35.384250","DDS demands","Known Flow","584121.862500","144424.633750","","0.000000","","","-10.750000","","","-9.612842","-10.750000","","","","","D1 PROFILE","",""
"96123005914017","Nodes","5914017","21.000000","29.458567","DDS demands","Known Flow","583845.800000","144132.040000","","0.000000","-6.000000","","-4.159999","","","-9.085254","-10.159999","","","C1 PROFILE","","D1 PROFILE","",""
"96123005914071","Nodes","5914071","21.000000","31.272843","DDS demands","Known Flow","583859.425000","144240.040000","","0.000000","","","-12.239999","","","-10.945226","-12.239999","","","","","D1 PROFILE","",""
"96123005914035","Nodes","5914035","21.000000","33.252644","DDS demands","Known Flow","583871.550000","144327.290000","","0.000000","","","-6.510000","","","-5.821358","-6.510000","","","","","D1 PROFILE","",""
"96123005914067","Nodes","P11127034, 24 KNIGHTS WAY, -5.17SCMH","22.999998","29.784857","CSEP DDS Matched","Known Flow","583685.436512","144469.707229","","0.000000","","","","-5.169999","","-4.623106","-5.169999","","","","","","DC PROFILE",""
"96123005914068","Nodes","5914068","21.000000","27.052832","DDS demands","Known Flow","583953.362500","144397.946250","","0.000000","","","-15.250000","","","-13.636823","-15.250000","","","","","D1 PROFILE","",""
"96123005914101","Nodes","-381360","21.000000","26.848951","DDS demands","Known Flow","583968.800000","144403.665000","","0.000000","","","-5.980000","","","-5.347423","-5.980000","","","","","D1 PROFILE","",""
"96123005914133","Nodes","-387208","21.000000","29.547071","DDS demands","Known Flow","583760.550000","144513.790000","","0.000000","","","-4.750000","","","-4.247535","-4.750000","","","","","D1 PROFILE","",""
