"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96113706807028","Nodes","","21.000000","67.214634","Default Known Flow Node","Known Flow","564074.375000","144507.500000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807029","Nodes","","21.000000","67.133293","Default Known Flow Node","Known Flow","564077.750000","144517.875000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807011","Nodes","","21.000000","69.925500","DDS demands","Known Flow","565273.187500","145720.000000","","0.000000","","-21.610000","","-19.324049","-21.610000","","","","D1 PROFILE",""
"96113706807001","Nodes","Whetsted Road DG, Constant, Site ID 3101","21.000000","69.999999","Default Known Pressure Node","Known Pressure","565284.375000","145735.125000","","1653.999943","","","","383.279615","428.619997","","","","",""
"96113706807071","Nodes","","21.000000","68.470144","DDS demands","Known Flow","564984.125000","145471.250000","","0.000000","","-14.160000","","-12.662125","-14.160000","","","","D1 PROFILE",""
"96113706807012","Nodes","","21.000000","68.810916","DDS demands","Known Flow","565068.125000","145486.000000","","0.000000","","-17.069999","","-15.264299","-17.069999","","","","D1 PROFILE",""
"96113706807078","Nodes","","21.000000","69.172162","DDS demands","Known Flow","565156.750000","145525.125000","","0.000000","","-16.509999","","-14.763537","-16.509999","","","","D1 PROFILE",""
"96113706807030","Nodes","","21.000000","67.092628","Default Known Flow Node","Known Flow","564174.125000","144483.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807021","Nodes","","21.000000","66.970676","DDS demands","Known Flow","564258.750000","144781.125000","","0.000000","","-1.739999","","-1.555939","-1.739999","","","","D1 PROFILE",""
"96113706807020","Nodes","","21.000000","66.889471","DDS demands","Known Flow","564312.125000","144841.750000","","0.000000","","-1.240000","","-1.108830","-1.240000","","","","D1 PROFILE",""
"96113706807043","Nodes","","21.000000","62.940170","DDS demands","Known Flow","564536.638778","145421.234809","","0.000000","","-41.280000","","-36.913316","-41.280000","","","","D1 PROFILE",""
"96113706807053","Nodes","","21.000000","66.686395","Default Known Flow Node","Known Flow","564553.000000","144842.625000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807042","Nodes","","21.000000","66.565162","Default Known Flow Node","Known Flow","564292.375000","145063.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807033","Nodes","","21.000000","66.574577","DDS demands","Known Flow","564093.000000","145132.875000","","0.000000","","-3.520000","","-3.147647","-3.520000","","","","D1 PROFILE",""
"96113706807040","Nodes","","21.000000","66.595474","Default Known Flow Node","Known Flow","564280.875000","145176.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807034","Nodes","","21.000000","63.551965","Default Known Flow Node","Known Flow","564172.000000","145109.125000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807035","Nodes","","21.000000","63.551965","DDS demands","Known Flow","564193.875000","145111.625000","","0.000000","","-8.669999","","-7.752868","-8.669999","","","","D1 PROFILE",""
"96113706807036","Nodes","","21.000000","63.926978","Default Known Flow Node","Known Flow","564194.000000","145007.000000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807037","Nodes","","21.000000","63.886186","DDS demands","Known Flow","564205.000000","145039.000000","","0.000000","","-23.389999","","-20.915755","-23.389999","","","","D1 PROFILE",""
"96113706807044","Nodes","","21.000000","66.028342","Default Known Flow Node","Known Flow","564324.875000","145284.250000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807047","Nodes","","21.000000","66.028342","Default Known Flow Node","Known Flow","564405.625000","145351.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807045","Nodes","","21.000000","67.059267","DDS demands","Known Flow","564336.125000","145196.250000","","0.000000","-2.380000","-6.610000","","-8.039018","-8.989999","","","C3 PROFILE","D1 PROFILE",""
"96113706807018","Nodes","","21.000000","66.529429","DDS demands","Known Flow","564351.375000","145090.250000","","0.000000","","-8.709999","","-7.788637","-8.709999","","","","D1 PROFILE",""
"96113706807046","Nodes","","21.000000","66.663426","DDS demands","Known Flow","564344.417649","145142.242786","","0.000000","","-5.369999","","-4.801949","-5.369999","","","","D1 PROFILE",""
"96113706807038","Nodes","","21.000000","63.551965","Default Known Flow Node","Known Flow","564207.000000","145113.125000","","0.000000","","","","0.000000","0.000000","","","","",""
"96113706807039","Nodes","","21.000000","66.560374","Default Known Flow Node","Known Flow","564276.000000","145051.375000","","0.000000","","","","0.000000","0.000000","","","","",""
