"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"96110705910010","Nodes","BURGESS HALL DG,","21.000000","32.999999","Default Known Pressure Node","Known Pressure","581912.690000","152601.020000","","499.999994","","","","","","78.717286","88.029214","","","","","","",""
"96110705910144","Nodes","5910144","21.000000","32.887451","DDS demands","Known Flow","581907.565000","152610.145000","","0.000000","","","0.000000","0.000000","","0.000000","0.000000","","","","","D1 PROFILE","I2 PROFILE",""
"96110705910333","Nodes","5910333","21.000000","31.564922","DDS demands","Known Flow","582048.940000","152776.020000","","0.000000","","","-6.900000","","","-6.170103","-6.900000","","","","","D1 PROFILE","",""
"96110700002157","Nodes","Logger 2157","21.000000","31.684069","Val Log Post","Known Flow","582012.440000","152793.238750","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910332","Nodes","5910332","21.000000","31.691536","DDS demands","Known Flow","582008.815000","152794.895000","","0.000000","","","-1.999999","","","-1.788435","-1.999999","","","","","D1 PROFILE","",""
"96110705910338","Nodes","5910338","21.000000","31.664974","DDS demands","Known Flow","582001.940000","153039.270000","","0.000000","","","-4.709999","","","-4.211766","-4.709999","","","","","D1 PROFILE","",""
"96110700002155","Nodes","Logger 2155","21.000000","31.652676","Val Log Post","Known Flow","581987.627500","153037.020000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910339","Nodes","5910339","21.000000","31.650607","DDS demands","Known Flow","581934.315000","153028.520000","","0.000000","","","-5.349999","","","-4.784065","-5.349999","","","","","D1 PROFILE","",""
"96110705910145","Nodes","5910145","21.000000","32.619202","DDS demands","Known Flow","581943.190000","152668.895000","","0.000000","","-3.749999","-13.229999","","","-15.183819","-16.979999","","","","C4 PROFILE","D1 PROFILE","",""
"96110700002154","Nodes","Logger 2154","21.000000","32.647601","Val Log Post","Known Flow","581938.440000","152653.645000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910401","Nodes","5910401","21.000000","32.879972","DDS demands","Known Flow","581908.565000","152611.645000","","0.000000","","","-1.230000","","","-1.099888","-1.230000","","","","","D1 PROFILE","",""
"96110705910330","Nodes","5910330","21.000000","32.879248","DDS demands","Known Flow","581900.565000","152616.520000","","0.000000","","","-9.679999","","","-8.656029","-9.679999","","","","","D1 PROFILE","",""
"96110705910400","Nodes","5910400","21.000000","32.794624","DDS demands","Known Flow","581903.690000","152619.770000","","0.000000","","","-13.560000","","","-12.125594","-13.560000","","","","","D1 PROFILE","",""
"96110705910331","Nodes","5910331","21.000000","32.586705","DDS demands","Known Flow","581857.065000","152452.395000","","0.000000","","","-15.779999","","","-14.110758","-15.779999","","","","","D1 PROFILE","",""
"96110705910335","Nodes","5910335","21.000000","31.710169","DDS demands","Known Flow","581996.065000","152801.270000","","0.000000","-6.000000","","-7.649999","","","-12.206074","-13.650000","","","C1 PROFILE","","D1 PROFILE","",""
"96110705910334","Nodes","5910334","21.000000","31.503383","DDS demands","Known Flow","582083.940000","152775.395000","","0.000000","","","-3.940000","","","-3.523218","-3.940000","","","","","D1 PROFILE","",""
"96110705910414","Nodes","5910414","21.000000","31.900491","Default Known Flow Node","Known Flow","582040.065000","152954.895000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910415","Nodes","5910415","21.000000","31.900491","Default Known Flow Node","Known Flow","582040.315000","152955.020000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910408","Nodes","5910408","21.000000","31.706156","Default Known Flow Node","Known Flow","582003.190000","152797.520000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910336","Nodes","5910336","21.000000","31.671950","DDS demands","Known Flow","582022.565000","152916.770000","","0.000000","","","-17.440000","","","-15.595160","-17.440000","","","","","D1 PROFILE","",""
"96110705910398","Nodes","5910398","21.000000","29.228181","DDS demands","Known Flow","581793.940000","152941.395000","","0.000000","","","-2.069999","","","-1.851031","-2.069999","","","","","D1 PROFILE","",""
"96110705910409","Nodes","5910409","21.000000","31.859483","Default Known Flow Node","Known Flow","582039.315000","152954.145000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910410","Nodes","5910410","21.000000","31.488555","DDS demands","Known Flow","582116.315000","152759.895000","","0.000000","","","-2.430000","","","-2.172949","-2.430000","","","","","D1 PROFILE","",""
"96110705910413","Nodes","5910413","21.000000","31.686742","DDS demands","Known Flow","582012.690000","152823.145000","","0.000000","","","-1.549999","","","-1.386037","-1.549999","","","","","D1 PROFILE","",""
"96110705910179","Nodes","5910179","22.999998","31.861717","DDS demands","Known Flow","582038.440000","152955.895000","","0.000000","0.000000","","-4.770000","","","-4.265419","-4.770000","","","C1 PROFILE","","D1 PROFILE","",""
"96110705910416","Nodes","5910416","21.000000","32.676582","Default Known Flow Node","Known Flow","582074.065000","152976.395000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910397","Nodes","FORGE LANE DG","21.000000","32.999999","Default Known Pressure Node","Known Pressure","582081.315000","152962.395000","","349.999985","","","","","","52.553886","58.770788","","","","","","",""
"96110705910399","Nodes","5910399","21.000000","30.774406","DDS demands","Known Flow","581845.315000","153289.645000","","0.000000","","","-4.650000","","","-4.158113","-4.650000","","","","","D1 PROFILE","",""
"96110705910341","Nodes","5910341","21.000000","31.311526","Default Known Flow Node","Known Flow","581850.065000","153222.395000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910402","Nodes","5910402","21.000000","31.649062","DDS demands","Known Flow","581931.190000","153050.145000","","0.000000","","","-1.159999","","","-1.037292","-1.159999","","","","","D1 PROFILE","",""
"96110705910406","Nodes","5910406","21.000000","31.595025","DDS demands","Known Flow","581993.315000","153072.520000","","0.000000","","","-0.990000","","","-0.885275","-0.990000","","","","","D1 PROFILE","",""
"96110705910340","Nodes","5910340","21.000000","31.692288","Default Known Flow Node","Known Flow","581931.815000","153018.020000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910404","Nodes","5910404","21.000000","31.577425","DDS demands","Known Flow","581945.440000","152959.395000","","0.000000","","","-4.119999","","","-3.684177","-4.119999","","","","","D1 PROFILE","",""
"96110705910403","Nodes","5910403, P14133287, UPPER STREET, SCH 8.12","22.999998","32.807840","CSEP Unmatched","Known Flow","581923.440000","152601.520000","","0.000000","","","","","-8.120000","-7.261049","-8.120000","","","","","","","DC PROFILE"
"96110705910405","Nodes","5910405","21.000000","31.641736","DDS demands","Known Flow","581955.065000","152975.270000","","0.000000","","","-2.730000","","","-2.441214","-2.730000","","","","","D1 PROFILE","",""
"96110705910407","Nodes","5910407","21.000000","31.765275","Default Known Flow Node","Known Flow","582002.315000","153035.770000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910412","Nodes","5910412","21.000000","31.646273","Default Known Flow Node","Known Flow","581930.315000","153054.520000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110705910411","Nodes","5910411","21.000000","31.652117","DDS demands","Known Flow","581920.440000","153093.770000","","0.000000","","","-2.990000","","","-2.673711","-2.990000","","","","","D1 PROFILE","",""
"96110705910417","Nodes","5910417","21.000000","29.456467","DDS demands","Known Flow","582577.480539","153137.534377","","0.000000","","","-6.809999","","","-6.089623","-6.809999","","","","","D1 PROFILE","",""
"96110705910418","Nodes","5910418","21.000000","29.485452","DDS demands","Known Flow","582554.148413","153144.610260","","0.000000","","","-14.199999","","","-12.697893","-14.199999","","","","","D1 PROFILE","",""
"96110705910419","Nodes","5910419","21.000000","21.310503","Default Known Flow Node","Known Flow","583840.486799","152920.690349","","0.000000","","-28.299998","","","","-25.306366","-28.299998","","","","C4 PROFILE","","",""
"96110705910420","Nodes","5910420","21.000000","21.179345","DDS demands","Known Flow","584052.428689","152921.794047","","0.000000","-3.270000","0.000000","-1.259999","","","-4.050807","-4.530000","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96110700000001","Nodes","1","21.000000","29.999949","DDS demands","Known Flow","582800.356126","153477.596400","","0.000000","","","-0.730000","","","-0.652779","-0.730000","","","","","D1 PROFILE","",""
"96110700000007","Nodes","PENFOLD HILL DG,","21.000000","30.000000","Default Known Pressure Node","Known Pressure","582791.018356","153433.830845","","5000.000020","","","","","","10.203026","11.410001","","","","","","",""
"96110700000003","Nodes","3","21.000000","29.643902","DDS demands","Known Flow","582346.864180","153181.265001","","0.000000","","","-5.870000","","","-5.249059","-5.870000","","","","","D1 PROFILE","",""
"96110700000005","Nodes","5","21.000000","29.865787","DDS demands","Known Flow","582389.523023","153210.154217","","0.000000","","","0.000000","","","0.000000","0.000000","","","","","D1 PROFILE","",""
"96110700000004","Nodes","4","21.000000","29.648991","DDS demands","Known Flow","582413.822364","153234.453558","","0.000000","","-4.600000","-4.739999","","","-8.351995","-9.339999","","","","C4 PROFILE","D1 PROFILE","",""
"96110700000008","Nodes","WYKEHAM GROVE DG,","21.000000","30.000000","Default Known Pressure Node","Known Pressure","582412.537358","153192.605787","","5000.000020","","","","","","41.473826","46.380000","","","","","","",""
"96110700000002","Nodes","2","21.000000","29.259379","DDS demands","Known Flow","582781.744885","153320.021228","","0.000000","","","-0.360000","","","-0.321918","-0.360000","","","","","D1 PROFILE","",""
"96110700000009","Nodes","9","21.000000","29.659378","DDS demands","Known Flow","582443.979432","153172.240831","","0.000000","","","-10.159999","","","-9.085253","-10.159999","","","","","D1 PROFILE","",""
"96110700000010","Nodes","10","21.000000","29.657523","Default Known Flow Node","Known Flow","582443.686579","153171.504490","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110700000011","Nodes","11","21.000000","22.331347","DDS demands","Known Flow","583524.377431","153153.544656","","0.000000","","-8.439999","","","","-7.547198","-8.439999","","","","C4 PROFILE","","",""
"96110700000015","Nodes","15","21.000000","21.581715","DDS demands","Known Flow","583549.526696","153174.253514","","0.000000","-34.759999","-42.230001","0.000000","","","-68.845841","-76.989996","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96110700000013","Nodes","13","21.000000","21.053347","DDS demands","Known Flow","583623.955518","153089.214970","","0.000000","-1.820000","-24.840001","-2.400000","","","-25.985974","-29.060001","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96110700000014","Nodes","14","21.000000","21.176715","DDS demands","Known Flow","583840.288587","152834.169669","","0.000000","","","-1.590000","","","-1.421806","-1.590000","","","","","D1 PROFILE","",""
"96110700000019","Nodes","19","21.000000","21.531260","Default Known Flow Node","Known Flow","583543.769022","153181.656238","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110700000017","Nodes","17","21.000000","21.377925","Default Known Flow Node","Known Flow","583701.875245","153251.014912","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110700000016","Nodes","16","21.000000","21.095322","DDS demands","Known Flow","583699.102795","153309.343356","","0.000000","","-7.040000","","","","-6.295294","-7.040000","","","","C4 PROFILE","","",""
"96110700000018","Nodes","18","21.000000","21.498537","Default Known Flow Node","Known Flow","583617.123948","153182.579768","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110700000021","Nodes","21","21.000000","29.999955","Default Known Flow Node","Known Flow","582793.332175","153444.686061","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96110700000023","Nodes","23","21.000000","29.259515","DDS demands","Known Flow","582793.999994","153318.387213","","0.000000","","","-2.200000","","","-1.967279","-2.200000","","","","","D1 PROFILE","",""
"96110700000022","Nodes","22","21.000000","30.043607","DDS demands","Known Flow","582748.658235","153428.380008","","0.000000","","","-2.109999","","","-1.886799","-2.109999","","","","","D1 PROFILE","",""
"96110700000024","Nodes","24","21.000000","29.232371","DDS demands","Known Flow","582792.446348","153306.269589","","0.000000","","-6.010000","","","","-5.374249","-6.010000","","","","C4 PROFILE","","",""
"96110700000025","Nodes","LEEDS CASTLE DG","21.000000","30.000033","Default Known Pressure Node","Known Pressure","583440.408270","153116.966114","","0.000000","","","","","","139.453285","155.949992","","","","","","",""
"96110705910421","Nodes","","21.000000","31.686356","Default Known Flow Node","Known Flow","581938.565000","153018.895000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
