"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"96105600211921","Nodes","","21.000000","38.627580","DDS demands","Known Flow","598733.304076","141632.815750","","0.000000","","","","","-6.979999","","","","-6.241640","-6.979999","","","","","","","D1 PROFILE","","",""
"96105600211917","Nodes","","21.000000","38.627580","Default Known Flow Node","Known Flow","598726.554074","141637.440751","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211927","Nodes","","21.000000","38.744416","Default Known Flow Node","Known Flow","598757.179082","141645.315753","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211929","Nodes","","21.000000","39.371873","DDS demands","Known Flow","598777.552061","141940.361662","","0.000000","","","","","-15.310000","","","","-13.690476","-15.310000","","","","","","","D1 PROFILE","","",""
"96105600211925","Nodes","","21.000000","39.384588","DDS demands","Known Flow","598750.929081","141959.815839","","0.000000","","","","","-6.530000","","","","-5.839243","-6.530000","","","","","","","D1 PROFILE","","",""
"96105600211931","Nodes","","21.000000","39.369050","DDS demands","Known Flow","598800.804094","141941.190833","","0.000000","","","","","-9.239999","","","","-8.262573","-9.239999","","","","","","","D1 PROFILE","","",""
"96105600211928","Nodes","","21.000000","39.346842","DDS demands","Known Flow","598777.179088","141950.440836","","0.000000","","","","","-6.469999","","","","-5.785589","-6.469999","","","","","","","D1 PROFILE","","",""
"96105600211934","Nodes","","21.000000","40.868333","Default Known Flow Node","Known Flow","598818.304099","141692.565766","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211933","Nodes","","21.000000","40.868333","Default Known Flow Node","Known Flow","598817.179099","141690.940765","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211942","Nodes","","21.000000","64.066092","Default Known Flow Node","Known Flow","598890.179119","141310.190662","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211935","Nodes","","21.000000","40.630018","DDS demands","Known Flow","598818.679099","141808.815797","","0.000000","","","","","-5.130000","","","","-4.587338","-5.130000","","","","","","","D1 PROFILE","","",""
"96105600211932","Nodes","","21.000000","40.505933","DDS demands","Known Flow","598807.179096","141815.690799","","0.000000","","","","","-7.309999","","","","-6.536732","-7.309999","","","","","","","D1 PROFILE","","",""
"96105600211938","Nodes","","21.000000","40.611208","DDS demands","Known Flow","598836.929104","141833.065804","","0.000000","","","","","-1.570000","","","","-1.403922","-1.570000","","","","","","","D1 PROFILE","","",""
"96105650021318","Nodes","","21.000000","40.627770","DDS demands","Known Flow","598840.929105","141826.940802","","0.000000","","","","","-4.219999","","","","-3.773599","-4.219999","","","","","","","D1 PROFILE","","",""
"96105600211943","Nodes","","21.000000","41.004476","DDS demands","Known Flow","598871.429113","141769.315787","","0.000000","","","","","-6.999999","","","","-6.259525","-6.999999","","","","","","","D1 PROFILE","","",""
"96105600211940","Nodes","","21.000000","41.034414","Default Known Flow Node","Known Flow","598845.942193","141735.876595","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105650021317","Nodes","","21.000000","41.096465","DDS demands","Known Flow","598857.312544","141731.602299","","0.000000","","-3.250000","","","","","","","-2.906208","-3.250000","","","","C3 PROFILE","","","","","",""
"96105600211944","Nodes","","21.000000","41.001624","Default Known Flow Node","Known Flow","598875.304115","141768.315786","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211946","Nodes","","21.000000","40.785919","DDS demands","Known Flow","598886.929118","141833.815804","","0.000000","","","","","-4.369999","","","","-3.907732","-4.369999","","","","","","","D1 PROFILE","","",""
"96105600211947","Nodes","","21.000000","40.980595","DDS demands","Known Flow","598891.054119","141758.440784","","0.000000","","","","","-3.800000","","","","-3.398028","-3.800000","","","","","","","D1 PROFILE","","",""
"96105600211948","Nodes","","21.000000","41.495120","Default Known Flow Node","Known Flow","598941.929133","141760.815784","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"96105600211957","Nodes","","21.000000","41.348728","DDS demands","Known Flow","598971.554141","141784.065791","","0.000000","","","","","-2.140000","","","","-1.913626","-2.140000","","","","","","","D1 PROFILE","","",""
"96105600211955","Nodes","","21.000000","41.348544","DDS demands","Known Flow","598967.679140","141781.940790","","0.000000","","","","","-0.759999","","","","-0.679605","-0.759999","","","","","","","D1 PROFILE","","",""
"96105600211950","Nodes","","21.000000","41.312416","DDS demands","Known Flow","598950.429135","141802.440796","","0.000000","","","","","-4.320000","","","","-3.863021","-4.320000","","","","","","","D1 PROFILE","","",""
"96105600218514","Nodes","","21.000000","38.554014","Default Known Flow Node","Known Flow","598560.179029","141998.940849","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
