"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"96107100005202","Nodes","5202","21.000000","38.412426","Default Known Flow Node","Known Flow","635822.943801","144898.173531","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213044","Nodes","5213044","21.000000","34.802669","DDS demands","Known Flow","636127.834230","144029.165396","","0.000000","","","","","-8.159999","","","-7.296817","-8.159999","","","","","","","D1 PROFILE","",""
"96107105213081","Nodes","5213081","21.000000","34.619299","DDS demands","Known Flow","636211.555047","144151.296550","","0.000000","","","","","-9.850000","","","-8.808046","-9.850000","","","","","","","D1 PROFILE","",""
"96107105213043","Nodes","5213043","21.000000","35.068350","DDS demands","Known Flow","636281.859484","144276.317166","","0.000000","","","","","-12.550000","","","-11.222435","-12.550000","","","","","","","D1 PROFILE","",""
"96107100000046","Nodes","46","21.000000","29.339198","Default Known Flow Node","Known Flow","636789.099319","144927.989821","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213078","Nodes","5213078","21.000000","29.183662","DDS demands","Known Flow","636884.278948","145048.506532","","0.000000","","","","","-11.109999","","","-9.934760","-11.109999","","","","","","","D1 PROFILE","",""
"96107100000047","Nodes","47","21.000000","29.051945","Default Known Flow Node","Known Flow","636948.349966","145145.095036","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000038","Nodes","38","21.000000","32.217267","DDS demands","Known Flow","636433.498536","144545.130465","","0.000000","","","","","-5.440000","","","-4.864545","-5.440000","","","","","","","D1 PROFILE","",""
"96107105213072","Nodes","5213072","21.000000","32.216539","DDS demands","Known Flow","636431.305046","144546.649035","","0.000000","","","","","-8.569999","","","-7.663447","-8.569999","","","","","","","D1 PROFILE","",""
"96107100000034","Nodes","34","21.000000","31.734699","DDS demands","Known Flow","636357.875000","144559.625000","","0.000000","","","","","-6.300000","","","-5.633573","-6.300000","","","","","","","D1 PROFILE","",""
"96107100000012","Nodes","12","21.000000","41.236273","Default Known Flow Node","Known Flow","635794.442949","144359.022588","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213067","Nodes","5213067","21.000000","40.984281","DDS demands","Known Flow","635886.800332","144279.863612","","0.000000","","","","","-6.010000","","","-5.374249","-6.010000","","","","","","","D1 PROFILE","",""
"96107100000015","Nodes","15","21.000000","41.043012","Default Known Flow Node","Known Flow","635894.229325","144327.647034","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000026","Nodes","26","21.000000","41.185467","Default Known Flow Node","Known Flow","635866.169704","144548.861916","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213060","Nodes","5213060","21.000000","42.414018","DDS demands","Known Flow","635971.875000","144492.906250","","0.000000","","","","","-6.159999","","","-5.508382","-6.159999","","","","","","","D1 PROFILE","",""
"96107105213034","Nodes","5213034","21.000000","43.907506","DDS demands","Known Flow","636061.431525","144514.225047","","0.000000","","","","","-8.130000","","","-7.269991","-8.130000","","","","","","","D1 PROFILE","",""
"96107105213058","Nodes","5213058","21.000000","41.183831","DDS demands","Known Flow","635865.260827","144547.079075","","0.000000","","","","","-6.939999","","","-6.205872","-6.939999","","","","","","","D1 PROFILE","",""
"96107105213059","Nodes","5213059","21.000000","39.120415","DDS demands","Known Flow","635789.450018","144584.245126","","0.000000","","","","","-17.339999","","","-15.505737","-17.339999","","","","","","","D1 PROFILE","",""
"96107100000020","Nodes","20","21.000000","39.206877","Default Known Flow Node","Known Flow","635730.177306","144581.518120","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213056","Nodes","5213056","21.000000","41.088205","DDS demands","Known Flow","635908.498347","144600.952185","","0.000000","","","","","-5.530000","","","-4.945025","-5.530000","","","","","","","D1 PROFILE","",""
"96107105213057","Nodes","5213057","21.000000","40.858639","DDS demands","Known Flow","635984.141421","144618.685088","","0.000000","","","","","-14.640000","","","-13.091350","-14.640000","","","","","","","D1 PROFILE","",""
"96107100000030","Nodes","30","21.000000","41.087099","Default Known Flow Node","Known Flow","635913.233416","144607.784985","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213011","Nodes","5213011","21.000000","35.863585","DDS demands","Known Flow","636054.669747","145196.851164","","0.000000","","","","","-10.079999","","","-9.013715","-10.079999","","","","","","","D1 PROFILE","",""
"96107105213045","Nodes","5213045","21.000000","35.803758","DDS demands","Known Flow","636081.384907","145158.317693","","0.000000","","","","","-17.729999","","","-15.854482","-17.729999","","","","","","","D1 PROFILE","",""
"96107100000086","Nodes","86","21.000000","35.716951","Default Known Flow Node","Known Flow","636019.500000","145075.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213027","Nodes","5213027","21.000000","24.152578","DDS demands","Known Flow","636728.428156","144635.919077","","0.000000","","","","","-22.079998","","","-19.744330","-22.079998","","","","","","","D1 PROFILE","",""
"96107105213026","Nodes","5213026","21.000000","26.594415","DDS demands","Known Flow","636667.254148","144715.675740","","0.000000","","","","","-8.270000","","","-7.395182","-8.270000","","","","","","","D1 PROFILE","",""
"96107105213024","Nodes","5213024","21.000000","24.510834","DDS demands","Known Flow","636800.097522","144809.530956","","0.000000","","","","","-23.309999","","","-20.844218","-23.309999","","","","","","","D1 PROFILE","",""
"96107105213021","Nodes","5213021","21.000000","24.013776","DDS demands","Known Flow","636935.498260","144906.059779","","0.000000","","","","","-19.290000","","","-17.249463","-19.290000","","","","","","","D1 PROFILE","",""
"96107105213076","Nodes","5213076","21.000000","30.200078","DDS demands","Known Flow","636538.375180","144701.361210","","0.000000","","","","","-11.640000","","","-10.408696","-11.640000","","","","","","","D1 PROFILE","",""
"96107105213025","Nodes","5213025","21.000000","29.646614","DDS demands","Known Flow","636641.012569","144826.696973","","0.000000","","","","","-5.079999","","","-4.542626","-5.079999","","","","","","","D1 PROFILE","",""
"96107100000044","Nodes","44","21.000000","29.494078","DDS demands","Known Flow","636683.642810","144850.190119","","0.000000","","","","","-13.390000","","","-11.973577","-13.390000","","","","","","","D1 PROFILE","",""
"96107105213039","Nodes","5213039","21.000000","22.364980","DDS demands","Known Flow","636704.134737","144399.647134","","0.000000","","","","","-17.360000","","","-15.523622","-17.360000","","","","","","","D1 PROFILE","",""
"96107105213040","Nodes","5213040","21.000000","21.735568","Default Known Flow Node","Known Flow","636957.687500","144590.796875","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000066","Nodes","66","21.000000","22.130231","DDS demands","Known Flow","636766.685243","144452.478966","","0.000000","","","","-5.769999","-8.339999","","","-12.617414","-14.110000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96107105213030","Nodes","5213030","21.000000","35.458297","DDS demands","Known Flow","636385.083367","144441.162334","","0.000000","","","","","-10.889999","","","-9.738032","-10.889999","","","","","","","D1 PROFILE","",""
"96107105213028","Nodes","5213028","21.000000","28.412802","DDS demands","Known Flow","636586.886818","144515.332796","","0.000000","","","","","-14.140000","","","-12.644242","-14.140000","","","","","","","D1 PROFILE","",""
"96107105213080","Nodes","5213080","21.000000","34.534509","DDS demands","Known Flow","636393.181620","144363.038729","","0.000000","","-6.000000","","","-1.129999","","","-6.375773","-7.129999","","","","C2 PROFILE","","","D1 PROFILE","",""
"96107105213035","Nodes","5213035","21.000000","33.342100","DDS demands","Known Flow","636348.812500","144261.000000","","0.000000","-6.000000","","","","-8.479999","","","-12.948275","-14.479999","","","C1 PROFILE","","","","D1 PROFILE","",""
"96107100000057","Nodes","57","21.000000","32.001106","Default Known Flow Node","Known Flow","636257.513812","144098.084754","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000054","Nodes","54","21.000000","34.933276","Default Known Flow Node","Known Flow","636092.189173","143980.225078","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213046","Nodes","5213046","21.000000","36.786777","DDS demands","Known Flow","635895.312500","144995.296875","","0.000000","","","","","-11.289999","","","-10.095719","-11.289999","","","","","","","D1 PROFILE","",""
"96107105213012","Nodes","5213012","21.000000","36.415332","DDS demands","Known Flow","635938.625000","145044.796875","","0.000000","","","","","-11.649999","","","-10.417637","-11.649999","","","","","","","D1 PROFILE","",""
"96107105213019","Nodes","5213019","21.000000","41.321991","DDS demands","Known Flow","635769.218033","144388.277792","","0.000000","","","","","-1.059999","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","",""
"96107105213066","Nodes","5213066","21.000000","41.235932","DDS demands","Known Flow","635798.690350","144363.977889","","0.000000","","","","","-14.009999","","","-12.527992","-14.009999","","","","","","","D1 PROFILE","",""
"96107100000024","Nodes","24","21.000000","41.145805","Default Known Flow Node","Known Flow","635775.552127","144456.430993","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000022","Nodes","22","21.000000","41.188882","Default Known Flow Node","Known Flow","635766.219839","144445.808070","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000010","Nodes","10","21.000000","41.285543","Default Known Flow Node","Known Flow","635715.000000","144355.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000011","Nodes","11","21.000000","41.015629","Default Known Flow Node","Known Flow","635738.268436","144416.687195","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213064","Nodes","5213064","21.000000","41.322538","Default Known Flow Node","Known Flow","635719.125000","144359.796875","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100005203","Nodes","5203","21.000000","41.321009","Default Known Flow Node","Known Flow","635749.875000","144360.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213061","Nodes","5213061","21.000000","41.152882","DDS demands","Known Flow","635825.529568","144480.250731","","0.000000","","","","","-11.890000","","","-10.632251","-11.890000","","","","","","","D1 PROFILE","",""
"96107105213068","Nodes","5213068","21.000000","41.045329","DDS demands","Known Flow","635889.170613","144332.805526","","0.000000","","","","","-5.010000","","","-4.480031","-5.010000","","","","","","","D1 PROFILE","",""
"96107100000013","Nodes","13","21.000000","41.053438","Default Known Flow Node","Known Flow","635893.609343","144339.178704","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213069","Nodes","5213069","21.000000","41.075296","DDS demands","Known Flow","635906.008988","144356.042221","","0.000000","","","","","-8.069999","","","-7.216338","-8.069999","","","","","","","D1 PROFILE","",""
"96107105213070","Nodes","5213070","21.000000","41.097587","DDS demands","Known Flow","635914.062040","144366.794789","","0.000000","","","","","-7.369999","","","-6.590385","-7.369999","","","","","","","D1 PROFILE","",""
"96107100000016","Nodes","16","21.000000","40.946210","Default Known Flow Node","Known Flow","635939.116041","144350.338384","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000017","Nodes","17","21.000000","41.135083","Default Known Flow Node","Known Flow","635944.276151","144410.534819","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000014","Nodes","14","21.000000","41.097587","Default Known Flow Node","Known Flow","635891.540437","144360.546956","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213020","Nodes","5213020","21.000000","41.145476","DDS demands","Known Flow","635947.010911","144414.073920","","0.000000","","","","","-7.999999","","","-7.153743","-7.999999","","","","","","","D1 PROFILE","",""
"96107105213063","Nodes","5213063","21.000000","41.188882","DDS demands","Known Flow","635734.946748","144470.727264","","0.000000","","","","","-16.500000","","","-14.754595","-16.500000","","","","","","","D1 PROFILE","",""
"96107100000021","Nodes","21","21.000000","41.188882","Default Known Flow Node","Known Flow","635762.745051","144440.744808","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213031","Nodes","5213031","21.000000","35.746963","DDS demands","Known Flow","636356.558128","144450.949180","","0.000000","","","","","-6.489999","","","-5.803474","-6.489999","","","","","","","D1 PROFILE","",""
"96107100000059","Nodes","59","21.000000","35.592611","DDS demands","Known Flow","636369.542743","144447.399570","","0.000000","","","","","-10.920000","","","-9.764859","-10.920000","","","","","","","D1 PROFILE","",""
"96107105213036","Nodes","5213036","21.000000","31.981411","DDS demands","Known Flow","636256.200399","144095.960116","","0.000000","","","","","-15.869999","","","-14.191237","-15.869999","","","","","","","D1 PROFILE","",""
"96107100000055","Nodes","55","21.000000","32.462051","Default Known Flow Node","Known Flow","636144.590666","143952.813522","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000058","Nodes","58","21.000000","35.358142","DDS demands","Known Flow","636313.245705","144333.829446","","0.000000","","","","","-10.779999","","","-9.639668","-10.779999","","","","","","","D1 PROFILE","",""
"96107100000056","Nodes","56","21.000000","31.518222","Default Known Flow Node","Known Flow","636176.875000","143856.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000060","Nodes","60","21.000000","34.317249","Default Known Flow Node","Known Flow","636425.792885","144336.646859","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000062","Nodes","62","21.000000","25.412576","Default Known Flow Node","Known Flow","636441.363678","144092.301716","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000061","Nodes","61","21.000000","25.412576","Default Known Flow Node","Known Flow","636438.522780","144086.315539","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213079","Nodes","5213079","21.000000","25.412576","DDS demands","Known Flow","636484.038023","144201.026937","","0.000000","","","","","-4.709999","","","-4.211766","-4.709999","","","","","","","D1 PROFILE","",""
"96107105213082","Nodes","5213082","21.000000","22.501803","DDS demands","Known Flow","636680.668741","144382.215346","","0.000000","","","","","-6.919999","","","-6.187987","-6.919999","","","","","","","D1 PROFILE","",""
"96107100000064","Nodes","64","21.000000","21.816098","DDS demands","Known Flow","636678.875000","144300.750000","","0.000000","","","","","-4.169999","","","-3.728888","-4.169999","","","","","","","D1 PROFILE","",""
"96107105213083","Nodes","5213083","21.000000","21.782313","DDS demands","Known Flow","636680.500000","144248.093750","","0.000000","","","","","-8.479999","","","-7.582967","-8.479999","","","","","","","D1 PROFILE","",""
"96107100000063","Nodes","63","21.000000","22.266160","Default Known Flow Node","Known Flow","636643.574731","144136.964689","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213062","Nodes","5213062","21.000000","41.215832","DDS demands","Known Flow","635768.900390","144515.522244","","0.000000","","","","","-7.489999","","","-6.697691","-7.489999","","","","","","","D1 PROFILE","",""
"96107105213018","Nodes","5213018","21.000000","41.178336","DDS demands","Known Flow","635856.632028","144535.078101","","0.000000","","","","","-9.379999","","","-8.387763","-9.379999","","","","","","","D1 PROFILE","",""
"96107100000025","Nodes","25","21.000000","41.182162","Default Known Flow Node","Known Flow","635776.732919","144513.186993","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000027","Nodes","27","21.000000","41.191310","Default Known Flow Node","Known Flow","635868.822348","144533.094469","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000018","Nodes","18","21.000000","41.275060","Default Known Flow Node","Known Flow","635713.661189","144505.892117","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213047","Nodes","5213047","21.000000","37.283295","DDS demands","Known Flow","635849.331102","144945.789879","","0.000000","","","","","-7.669999","","","-6.858651","-7.669999","","","","","","","D1 PROFILE","",""
"96107100000082","Nodes","82","21.000000","37.301969","Default Known Flow Node","Known Flow","635886.542748","144924.252956","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000032","Nodes","32","21.000000","39.810564","DDS demands","Known Flow","635952.569440","144861.536929","","0.000000","","","","","-0.970000","","","-0.867391","-0.970000","","","","","","","D1 PROFILE","",""
"96107105213052","Nodes","5213052","21.000000","39.903412","DDS demands","Known Flow","635989.227899","144813.669051","","0.000000","","","","","-13.910000","","","-12.438570","-13.910000","","","","","","","D1 PROFILE","",""
"96107100000023","Nodes","23","21.000000","41.218241","Default Known Flow Node","Known Flow","635770.450009","144517.680466","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000019","Nodes","19","21.000000","41.305832","Default Known Flow Node","Known Flow","635722.404838","144565.692322","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213016","Nodes","5213016","21.000000","41.105675","DDS demands","Known Flow","635884.990267","144603.383573","","0.000000","","","","","-5.769999","","","-5.159637","-5.769999","","","","","","","D1 PROFILE","",""
"96107100000028","Nodes","28","21.000000","41.106468","Default Known Flow Node","Known Flow","635884.375000","144604.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000029","Nodes","29","21.000000","41.091291","Default Known Flow Node","Known Flow","635904.829362","144603.687350","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000081","Nodes","81","21.000000","41.110027","DDS demands","Known Flow","635882.245186","144609.726187","","0.000000","","","","","-4.130000","","","-3.693120","-4.130000","","","","","","","D1 PROFILE","",""
"96107105213015","Nodes","5213015","21.000000","41.169579","DDS demands","Known Flow","635960.831176","144725.772661","","0.000000","","","","","-9.760000","","","-8.727566","-9.760000","","","","","","","D1 PROFILE","",""
"96107105213055","Nodes","5213055","21.000000","41.477108","DDS demands","Known Flow","635982.502303","144703.884697","","0.000000","","","","","-21.139998","","","-18.903766","-21.139998","","","","","","","D1 PROFILE","",""
"96107105213050","Nodes","5213050","21.000000","37.810416","DDS demands","Known Flow","635762.858974","144954.395316","","0.000000","","","","","-15.079999","","","-13.484805","-15.079999","","","","","","","D1 PROFILE","",""
"96107105213049","Nodes","5213049","21.000000","37.812150","DDS demands","Known Flow","635773.256423","144945.924625","","0.000000","","","","","-6.239999","","","-5.579919","-6.239999","","","","","","","D1 PROFILE","",""
"96107100000072","Nodes","72","21.000000","37.802423","Default Known Flow Node","Known Flow","635770.847975","144941.988867","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000073","Nodes","73","21.000000","37.804712","Default Known Flow Node","Known Flow","635785.181182","144928.947999","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213013","Nodes","5213013","21.000000","38.003287","DDS demands","Known Flow","635811.345137","144908.960930","","0.000000","","","","","-8.069999","","","-7.216338","-8.069999","","","","","","","D1 PROFILE","",""
"96107100000071","Nodes","71","21.000000","37.802443","DDS demands","Known Flow","635733.805192","144863.741326","","0.000000","","","","","-10.529999","","","-9.416113","-10.529999","","","","","","","D1 PROFILE","",""
"96107100000074","Nodes","74","21.000000","40.763304","DDS demands","Known Flow","635786.581863","144697.351272","","0.000000","","","","","-10.169999","","","-9.094195","-10.169999","","","","","","","D1 PROFILE","",""
"96107105213042","Nodes","5213042","21.000000","41.268004","DDS demands","Known Flow","635824.275578","144666.490921","","0.000000","","","","","-5.650000","","","-5.052331","-5.650000","","","","","","","D1 PROFILE","",""
"96107105213054","Nodes","5213054","21.000000","40.343291","DDS demands","Known Flow","635830.745231","144792.139394","","0.000000","","","","","-4.960000","","","-4.435321","-4.960000","","","","","","","D1 PROFILE","",""
"96107105213014","Nodes","5213014","21.000000","40.300366","DDS demands","Known Flow","635856.628231","144854.011887","","0.000000","","","","-6.000000","-10.770000","","","-14.996035","-16.770000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96107105213053","Nodes","5213053","21.000000","40.680381","DDS demands","Known Flow","635904.135875","144793.801338","","0.000000","","","","-2.720000","-5.960000","","","-7.761811","-8.680000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96107100000031","Nodes","31","21.000000","37.215400","Default Known Flow Node","Known Flow","635926.250000","144890.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213048","Nodes","5213048","21.000000","37.051341","DDS demands","Known Flow","635930.088940","144967.552098","","0.000000","","","","","-15.399999","","","-13.770955","-15.399999","","","","","","","D1 PROFILE","",""
"96107100000083","Nodes","83","21.000000","40.637329","Default Known Flow Node","Known Flow","635925.347431","144809.703790","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000085","Nodes","85","21.000000","37.045764","DDS demands","Known Flow","635978.250000","144971.125000","","0.000000","","","","","-2.700000","","","-2.414388","-2.700000","","","","","","","D1 PROFILE","",""
"96107100000084","Nodes","84","21.000000","37.137934","Default Known Flow Node","Known Flow","635951.500000","144993.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213073","Nodes","5213073","21.000000","31.556970","DDS demands","Known Flow","636450.893626","144565.882677","","0.000000","","","","","-16.270000","","","-14.548925","-16.270000","","","","","","","D1 PROFILE","",""
"96107100000033","Nodes","33","21.000000","30.634674","DDS demands","Known Flow","636352.518161","144637.274773","","0.000000","","","","","-7.570000","","","-6.769229","-7.570000","","","","","","","D1 PROFILE","",""
"96107100000036","Nodes","36","21.000000","30.400955","Default Known Flow Node","Known Flow","636425.912337","144672.940650","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000035","Nodes","35","21.000000","30.094880","Default Known Flow Node","Known Flow","636401.250000","144678.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213032","Nodes","5213032","21.000000","30.942706","DDS demands","Known Flow","636470.562048","144587.639896","","0.000000","","","","","-7.719999","","","-6.903361","-7.719999","","","","","","","D1 PROFILE","",""
"96107100000040","Nodes","40","21.000000","30.400955","Default Known Flow Node","Known Flow","636469.943766","144644.157142","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000065","Nodes","65","21.000000","22.277219","Default Known Flow Node","Known Flow","636785.899386","144512.135739","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213074","Nodes","5213074","21.000000","30.575978","DDS demands","Known Flow","636502.720626","144633.829540","","0.000000","","","","","-6.710000","","","-6.000202","-6.710000","","","","","","","D1 PROFILE","",""
"96107100000041","Nodes","41","21.000000","29.934857","Default Known Flow Node","Known Flow","636485.250000","144728.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213077","Nodes","5213077","21.000000","29.343706","DDS demands","Known Flow","636778.178120","144915.580288","","0.000000","","","","","-17.360000","","","-15.523622","-17.360000","","","","","","","D1 PROFILE","",""
"96107100000042","Nodes","42","21.000000","29.494078","Default Known Flow Node","Known Flow","636674.663038","144873.139203","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000045","Nodes","45","21.000000","28.246097","DDS demands","Known Flow","636578.143796","144646.945277","","0.000000","","","","","-11.709999","","","-10.471291","-11.709999","","","","","","","D1 PROFILE","",""
"96107100000043","Nodes","43","21.000000","28.179046","DDS demands","Known Flow","636726.005608","144956.477229","","0.000000","-6.000000","","","","-6.800000","","","-11.445989","-12.800000","","","C1 PROFILE","","","","D1 PROFILE","",""
"96107100000048","Nodes","48","21.000000","23.793085","Default Known Flow Node","Known Flow","636966.672033","144856.104606","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000049","Nodes","49","21.000000","23.790003","Default Known Flow Node","Known Flow","636970.827546","144855.923931","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107105213084","Nodes","5213084","21.000000","22.547082","DDS demands","Known Flow","637158.158128","144953.862972","","0.000000","","","","","-15.100000","","","-13.502690","-15.100000","","","","","","","D1 PROFILE","",""
"96107100000051","Nodes","51","21.000000","22.547082","Default Known Flow Node","Known Flow","637159.065803","144954.547957","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000052","Nodes","52","21.000000","22.325622","Default Known Flow Node","Known Flow","637175.785368","144967.268625","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000053","Nodes","53","21.000000","22.635703","Default Known Flow Node","Known Flow","637213.087725","144999.344280","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000067","Nodes","67","21.000000","21.647927","Default Known Flow Node","Known Flow","637038.258211","144701.441708","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000075","Nodes","75","21.000000","37.853641","Default Known Flow Node","Known Flow","635797.705380","145020.294811","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96107100000078","Nodes","78","21.000000","36.786777","Default Known Flow Node","Known Flow","635871.100838","145015.974506","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
