"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"96107605216030","Nodes","-136425","21.000000","33.938661","Default Known Flow Node","Known Flow","624905.625000","160441.000000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216029","Nodes","-136424","21.000000","33.931313","DDS demands","Known Flow","624894.000000","160424.625000","","0.000000","","","-2.300000","-2.056701","-2.300000","","","","","D1 PROFILE"
"96107605216018","Nodes","5216018","21.000000","31.133096","DDS demands","Known Flow","624954.875000","160575.296875","","0.000000","","","-8.109999","-7.252106","-8.109999","","","","","D1 PROFILE"
"96107600006602","Nodes","Logger 6602","21.000000","33.724179","Default Known Flow Node","Known Flow","624910.937500","160451.062500","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216012","Nodes","5216012","21.000000","33.938669","DDS demands","Known Flow","624906.000000","160441.625000","","0.000000","","","-5.099999","-4.560511","-5.099999","","","","","D1 PROFILE"
"96107605216015","Nodes","5216015","21.000000","27.249435","DDS demands","Known Flow","625071.625000","160946.000000","","0.000000","-3.089999","","-5.719999","-7.878059","-8.809999","","","C3 PROFILE","","D1 PROFILE"
"96107600006604","Nodes","Logger 6604","21.000000","27.233190","Default Known Flow Node","Known Flow","625090.812500","160944.531250","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216021","Nodes","5216021","21.000000","27.143987","DDS demands","Known Flow","625196.250000","160940.500000","","0.000000","","","-3.039999","-2.718422","-3.039999","","","","","D1 PROFILE"
"96107605216014","Nodes","5216014","21.000000","26.929994","DDS demands","Known Flow","624731.750000","160699.375000","","0.000000","","","-7.909999","-7.073263","-7.909999","","","","","D1 PROFILE"
"96107605216023","Nodes","5216023","21.000000","27.612298","DDS demands","Known Flow","624844.437500","160690.312500","","0.000000","","","-9.289999","-8.307284","-9.289999","","","","","D1 PROFILE"
"96107605216013","Nodes","5216013","21.000000","28.919937","DDS demands","Known Flow","624980.875000","160695.250000","","0.000000","","","-8.399999","-7.511430","-8.399999","","","","","D1 PROFILE"
"96107605216039","Nodes","-149031","21.000000","26.959273","Default Known Flow Node","Known Flow","625074.750000","160973.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216022","Nodes","5216022","21.000000","25.286635","DDS demands","Known Flow","625074.500000","161113.000000","","0.000000","","","-11.949999","-10.685903","-11.949999","","","","","D1 PROFILE"
"96107605216016","Nodes","5216016","21.000000","24.361220","DDS demands","Known Flow","625091.375000","161254.500000","","0.000000","","-3.930000","-10.479999","-12.885679","-14.409999","","","","C4 PROFILE","D1 PROFILE"
"96107605216024","Nodes","-136418","21.000000","26.731306","DDS demands","Known Flow","624623.500000","160523.625000","","0.000000","","","-4.320000","-3.863021","-4.320000","","","","","D1 PROFILE"
"96107605216019","Nodes","5216019","21.000000","26.759027","DDS demands","Known Flow","624660.812500","160614.500000","","0.000000","","","-5.719999","-5.114926","-5.719999","","","","","D1 PROFILE"
"96107605216027","Nodes","-136421","21.000000","26.868046","Default Known Flow Node","Known Flow","624699.125000","160646.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216031","Nodes","-136430","21.000000","34.113496","Default Known Flow Node","Known Flow","624964.625000","160433.000000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216017","Nodes","5216017","21.000000","34.347321","DDS demands","Known Flow","625050.625000","160410.500000","","0.000000","","","-6.989999","-6.250582","-6.989999","","","","","D1 PROFILE"
"96107605216032","Nodes","-136433","21.000000","34.639247","Default Known Flow Node","Known Flow","625149.000000","160382.125000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216033","Nodes","-136434","21.000000","34.665803","Default Known Flow Node","Known Flow","625158.750000","160387.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216011","Nodes","5216011","21.000000","34.693530","DDS demands","Known Flow","625181.500000","160377.593750","","0.000000","","","-7.089999","-6.340004","-7.089999","","","","","D1 PROFILE"
"96107605216001","Nodes","Longmete Road DG, Site ID 6601","21.000000","34.999999","Default Known Pressure Node","Known Pressure","625283.000000","160335.000000","","2299.000019","","","","134.544005","150.459995","","","","",""
"96107605216041","Nodes","-149033","21.000000","24.278884","Default Known Flow Node","Known Flow","625095.375000","161277.875000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216025","Nodes","-136419","21.000000","26.580451","DDS demands","Known Flow","624639.000000","160763.250000","","0.000000","","","-6.449999","-5.767705","-6.449999","","","","","D1 PROFILE"
"96107605216026","Nodes","-136420","21.000000","26.750461","Default Known Flow Node","Known Flow","624684.875000","160741.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216028","Nodes","-136423","21.000000","26.929573","Default Known Flow Node","Known Flow","624732.000000","160700.250000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216020","Nodes","5216020","21.000000","27.852346","DDS demands","Known Flow","625054.625000","160823.000000","","0.000000","","","-15.229999","-13.618938","-15.229999","","","","","D1 PROFILE"
"96107605216036","Nodes","-149027","21.000000","27.730741","Default Known Flow Node","Known Flow","625060.375000","160850.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216037","Nodes","-149028","21.000000","27.700815","DDS demands","Known Flow","625060.750000","160857.250000","","0.000000","","","-2.669999","-2.387561","-2.669999","","","","","D1 PROFILE"
"96107605216038","Nodes","-149030","21.000000","27.235820","Default Known Flow Node","Known Flow","625072.375000","160951.250000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216035","Nodes","-149025","21.000000","26.884851","DDS demands","Known Flow","625050.000000","160953.000000","","0.000000","","","-5.110000","-4.569453","-5.110000","","","","","D1 PROFILE"
"96107605216043","Nodes","-149036","21.000000","26.863518","DDS demands","Known Flow","625267.875000","161050.125000","","0.000000","","","-5.280000","-4.721470","-5.280000","","","","","D1 PROFILE"
"96107605216040","Nodes","-149032","21.000000","24.259696","Default Known Flow Node","Known Flow","625082.000000","161281.875000","","0.000000","","","","0.000000","0.000000","","","","",""
"96107605216034","Nodes","-149024","21.000000","23.178774","DDS demands","Known Flow","624946.000000","161326.000000","","0.000000","","","-12.279999","-10.980995","-12.279999","","","","","D1 PROFILE"
"96107605216042","Nodes","-149034","21.000000","24.278884","Default Known Flow Node","Known Flow","625097.750000","161291.500000","","0.000000","","","","0.000000","0.000000","","","","",""
