"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96112906501034","Nodes","6501034","21.000000","38.900486","DDS demands","Known Flow","544372.502406","147540.853524","","0.000000","","","","","","","-17.309999","","","","","","","","","-15.478911","-17.309999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501035","Nodes","6501035","21.000000","38.523981","DDS demands","Known Flow","544527.154692","147504.192665","","0.000000","","","","","","","-15.180000","","","","","","","","","-13.574228","-15.180000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501060","Nodes","6501060","21.000000","32.423490","DDS demands","Known Flow","544639.823966","145068.581599","","0.000000","","","","","","","-5.320000","","","","","","","","","-4.757239","-5.320000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501156","Nodes","6501156","21.000000","31.154786","DDS demands","Known Flow","544674.310049","144910.858492","","0.000000","","","","","","","-1.909999","","","","","","","","","-1.707956","-1.909999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000314","Nodes","-314","21.000000","30.394969","Default Known Flow Node","Known Flow","544697.664373","144815.066616","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501070","Nodes","6501070","21.000000","33.763927","Default Known Flow Node","Known Flow","544532.673947","145548.319393","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501150","Nodes","6501150","21.000000","33.393984","DM site","Known Flow","544544.616132","145503.560363","","0.000000","","-65.019996","-16.709999","","","","","","","","","","","","","-73.084425","-81.729992","","","","C2 PROFILE","C3 PROFILE","","","","","","","","","","","",""
"96112900000319","Nodes","-319","21.000000","32.797605","DDS demands","Known Flow","544584.908343","145329.186755","","0.000000","","","","","","","-11.750000","","","","","","","","","-10.507060","-11.750000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000653","Nodes","-653","21.000000","38.532875","Default Known Flow Node","Known Flow","544654.454046","147489.828132","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000117","Nodes","-117","21.000000","32.288260","DDS demands","Known Flow","543939.414167","146530.442082","","0.000000","","","","","","","-5.039999","","","","","","","","","-4.506857","-5.039999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000120","Nodes","-120","21.000000","32.274717","DDS demands","Known Flow","543960.664173","146535.442084","","0.000000","","","","","","","-6.569999","","","","","","","","","-5.875011","-6.569999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000123","Nodes","-123","21.000000","32.273098","DDS demands","Known Flow","543982.164179","146540.442085","","0.000000","","","","","","","-3.099999","","","","","","","","","-2.772075","-3.099999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501132","Nodes","6501132","21.000000","31.751027","DDS demands","Known Flow","544402.539293","146077.441959","","0.000000","-29.120000","","","","","","","","","","","","","","","-26.039625","-29.120000","","","C1 PROFILE","","","","","","","","","","","","","",""
"96112900003263","Nodes","Logger 3263, 73 High Street","21.000000","31.997598","Val Log Post","Known Flow","544411.723069","146085.741533","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000398","Nodes","-398","21.000000","34.166452","Default Known Flow Node","Known Flow","544547.003259","146116.362194","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501136","Nodes","6501136","21.000000","39.094517","DDS demands","Known Flow","544811.539404","146185.066988","","0.000000","","","","","","","-17.589999","","","","","","","","","-15.729293","-17.589999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501135","Nodes","6501135","21.000000","38.176618","DDS demands","Known Flow","544775.345586","146156.095076","","0.000000","","","","","","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000394","Nodes","-394","21.000000","35.649134","DDS demands","Known Flow","544661.539363","146086.316961","","0.000000","","","","","","","-4.429999","","","","","","","","","-3.961385","-4.429999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000461","Nodes","-461","21.000000","44.956715","Default Known Flow Node","Known Flow","544607.164349","146322.567026","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501140","Nodes","6501140","21.000000","44.133962","DDS demands","Known Flow","544624.344845","146314.166674","","0.000000","","","","","","","-10.180000","","","","","","","","","-9.103139","-10.180000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000453","Nodes","-453","21.000000","43.550411","DDS demands","Known Flow","544634.914356","146305.692021","","0.000000","","","","","","","-0.880000","","","","","","","","","-0.786911","-0.880000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501095","Nodes","6501095","21.000000","28.000739","DDS demands","Known Flow","543965.501174","146345.317032","","0.000000","","","","","","","-12.850000","","","","","","","","","-11.490700","-12.850000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900003261","Nodes","Logger 3261, Stangrove Road / Crouch House Road","21.000000","28.352385","Val Log Post","Known Flow","543983.468188","146348.722616","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501121","Nodes","6501121","21.000000","31.056990","DDS demands","Known Flow","544121.603194","146382.709010","","0.000000","","","","","","","-5.239999","","","","","","","","","-4.685701","-5.239999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501179","Nodes","P00092859, 6-8 STANGROVE ROAD, 5.31","22.999998","32.898414","CSEP DDS Matched","Known Flow","544205.207239","146412.797050","","0.000000","","","","","","","","-5.310000","","","","","","","","-4.748297","-5.310000","","","","","","","","","","DC PROFILE","","","","","","",""
"96112906501143","Nodes","","21.000000","23.710663","DDS demands","Known Flow","543816.006104","145944.112035","","0.000000","","","","","","","-12.510000","","","","","","","","","-11.186666","-12.510000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501168","Nodes","6501168","21.000000","23.687832","DDS demands","Known Flow","543938.787128","145967.940440","","0.000000","","","","","","","-20.300000","","","","","","","","","-18.152622","-20.300000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112906501154","Nodes","6501154","21.000000","23.819814","DDS demands","Known Flow","544064.183058","146012.442124","","0.000000","","","","","","","-14.699999","","","","","","","","","-13.145002","-14.699999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112901462718","Nodes","-1462718","21.000000","37.196003","Default Known Flow Node","Known Flow","543918.414161","146703.817129","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900003260","Nodes","Logger 3260, os 4 Cedar Drive","21.000000","37.487665","Val Log Post","Known Flow","543926.100020","146689.652996","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900003265","Nodes","Logger 3265, Main Road / Swan Lane","21.000000","43.700120","Val Log Post","Known Flow","544018.781285","147716.830357","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000272","Nodes","-272","21.000000","43.738742","Default Known Flow Node","Known Flow","544021.289189","147717.442405","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000472","Nodes","-472","21.000000","33.725969","Default Known Flow Node","Known Flow","544337.163130","146374.705097","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501072","Nodes","P00027766, 21 HIGH STREET, 4.85","23.700000","33.700072","CSEP DDS Matched","Known Flow","544342.534956","146366.823377","","0.000000","","","","","","","","-4.849999","","","","","","","","-4.336956","-4.849999","","","","","","","","","","DC PROFILE","","","","","","",""
"96112900000470","Nodes","-470","21.000000","33.696548","Default Known Flow Node","Known Flow","544355.289280","146370.692039","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900003264","Nodes","Logger 3264, Marsh Green Road","21.000000","30.164626","Val Log Post","Known Flow","544669.539366","144794.691610","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501153","Nodes","6501153","21.000000","28.216844","DDS demands","Known Flow","544362.848192","144657.839122","","0.000000","","","","","","","-5.870000","","","","","","","","","-5.249059","-5.870000","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900000006","Nodes","-6","21.000000","25.344634","Default Known Flow Node","Known Flow","543900.914156","144304.066476","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501107","Nodes","6501107","21.000000","44.207828","DM site","Known Flow","544332.030750","146958.940708","","0.000000","","-47.509999","","","","","-7.010000","","","","","","","","","-48.752760","-54.519997","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","","","",""
"96112901221865","Nodes","-1221865","21.000000","44.201437","Default Known Flow Node","Known Flow","544336.910143","146959.597893","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112901462619","Nodes","-1462619","21.000000","44.126564","Default Known Flow Node","Known Flow","544392.664290","146974.067203","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900003259","Nodes","Logger 3259, op Eden Valley School","21.000000","44.153975","Val Log Post","Known Flow","544398.916438","146976.287793","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112906501108","Nodes","6501108","21.000000","44.077796","DDS demands","Known Flow","544430.539301","146987.567207","","0.000000","","","","","","","","","","","-25.010000","","","","","-22.364390","-25.010000","","","","","","","","","","","","","I2 PROFILE","","","",""
"96112906501029","Nodes","6501029","21.000000","40.224129","DDS demands","Known Flow","544982.039451","147561.317363","","0.000000","","","","","","","-15.189999","","","","","","","","","-13.583169","-15.189999","","","","","","","","","D1 PROFILE","","","","","","","",""
"96112900003257","Nodes","Logger 3257, os Fairholme, Four Elms Road / Swan Lane","21.000000","40.224129","Val Log Post","Known Flow","545103.217960","147579.786734","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000666","Nodes","-666","21.000000","40.224129","Default Known Flow Node","Known Flow","545193.539508","147604.317374","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000543","Nodes","-543","21.000000","43.766017","Default Known Flow Node","Known Flow","544741.414385","147196.942264","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900003258","Nodes","Logger 3258, Four Elms Road / Field Drive, Edenbridge","21.000000","43.749234","Val Log Post","Known Flow","544750.142320","147202.954509","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900000553","Nodes","-553","21.000000","43.724473","Default Known Flow Node","Known Flow","544759.289390","147216.442269","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96112900032561","Nodes","-32561","21.000000","40.311836","Default Known Flow Node","Known Flow","544345.472294","147725.650415","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
