"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-26250.659958","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-2186.489978","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-4528.360020","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-825.279998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-905.999995","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-937.079987","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"DC","Flow Categories","-1047.649993","0.000000","1.000000","Volumetric","-1.000000"
"CT","Flow Categories","-8.410000","0.000000","1.000000","Volumetric","-1.000000"
"DH","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"PL-DC","Flow Categories","-220.240001","0.000000","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-AF","Flow Categories","-286.229997","0.000000","1.000000","Volumetric","-1.000000"
"CM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"TT","Flow Categories","","","1.000000","Volumetric","0.000000"
"PL-PL","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
