"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96107305215107","Nodes","5215107,","21.000000","39.082882","Default Known Flow Node","Known Flow","630729.062780","142011.815853","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300006241","Nodes","6241,","21.000000","29.287139","Default Known Flow Node","Known Flow","630151.100622","144171.372440","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214409","Nodes","5214409,","21.000000","29.292663","DDS demands","Known Flow","630158.937625","144179.066442","","0.000000","","","","","","","","","-28.340000","","","-25.342135","-28.340000","","","","","","","","","","","I2 PROFILE","",""
"96107300005520","Nodes","5520,","21.000000","32.946810","Default Known Flow Node","Known Flow","631270.187927","142344.190943","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215095","Nodes","5215095,","21.000000","33.043871","DDS demands","Known Flow","631203.936779","142400.557620","","0.000000","","","","","","-33.650002","","","","","","-30.090435","-33.650002","","","","","","","","D1 PROFILE","","","","",""
"96107300005009","Nodes","5009,","21.000000","33.788227","Default Known Flow Node","Known Flow","631045.187866","142454.565973","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214063","Nodes","5214063,","21.000000","21.867715","DDS demands","Known Flow","630281.303420","144794.507113","","0.000000","","","","","","-25.690000","","","","","","-22.972457","-25.690000","","","","","","","","D1 PROFILE","","","","",""
"96107305214062","Nodes","5214062,","21.000000","22.854398","DDS demands","Known Flow","630411.562693","144905.066640","","0.000000","","","","","","-40.080000","","","","","","-35.840253","-40.080000","","","","","","","","D1 PROFILE","","","","",""
"96107305215213","Nodes","5215213,","21.000000","30.754620","DDS demands","Known Flow","632049.813139","141825.940802","","0.000000","-6.049999","","-14.590000","","","-31.940000","","","","","","-47.017977","-52.580001","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305215531","Nodes","5215531,","21.000000","30.669328","Default Known Flow Node","Known Flow","632073.575378","141854.430607","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215532","Nodes","5215532,","21.000000","30.832586","Default Known Flow Node","Known Flow","632087.943844","141872.186207","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300004715","Nodes","Logger 4715, Dublin Man of War PH, Lower Road","21.000000","28.463270","Val Log Post","Known Flow","629128.272477","143570.961499","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300005293","Nodes","5293,","21.000000","28.828114","Default Known Flow Node","Known Flow","629128.925456","143578.573648","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214122","Nodes","5214122,","21.000000","28.361106","DDS demands","Known Flow","630064.231309","143197.210633","","0.000000","","","","","","-7.489999","","","","","","-6.697691","-7.489999","","","","","","","","D1 PROFILE","","","","",""
"96107305215270","Nodes","5215270,","21.000000","29.849755","DDS demands","Known Flow","630268.562654","140763.190513","","0.000000","","","","","","-11.689999","","","","","","-10.453406","-11.689999","","","","","","","","D1 PROFILE","","","","",""
"96107305215243","Nodes","5215243,","21.000000","29.192448","DDS demands","Known Flow","630187.137489","140696.115369","","0.000000","","","-5.820000","","","-22.000000","","","","","","-24.877143","-27.820002","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107300005469","Nodes","5469,","21.000000","29.459923","DDS demands","Known Flow","630111.312612","140631.315477","","0.000000","","","","","","-1.900000","","","","","","-1.699014","-1.900000","","","","","","","","D1 PROFILE","","","","",""
"96107300004721","Nodes","Logger 4721, Maison Dieu Road","21.000000","30.748857","Val Log Post","Known Flow","632010.755447","141771.082343","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215214","Nodes","5215214,","21.000000","30.810236","DDS demands","Known Flow","632001.272305","141757.762801","","0.000000","","","","","","-41.540000","","","","","","-37.145812","-41.540000","","","","","","","","D1 PROFILE","","","","",""
"96107300006349","Nodes","6349,","21.000000","28.354939","Default Known Flow Node","Known Flow","630152.312623","143203.191177","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214166","Nodes","5214166,","21.000000","23.264860","DDS demands","Known Flow","628710.420141","143243.549993","","0.000000","","","","","","-22.309998","","","","","","-19.949999","-22.309998","","","","","","","","D1 PROFILE","","","","",""
"96107300006253","Nodes","6253,","21.000000","38.308491","Default Known Flow Node","Known Flow","630846.187812","144067.941412","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214082","Nodes","5214082,","21.000000","38.228239","DDS demands","Known Flow","630854.312814","144054.316408","","0.000000","","","","","","-9.520000","","","","","","-8.512955","-9.520000","","","","","","","","D1 PROFILE","","","","",""
"96107305215198","Nodes","5215198,","21.000000","33.313429","DDS demands","Known Flow","630726.937779","141177.815626","","0.000000","","","","","","-10.369999","","","","","","-9.273039","-10.369999","","","","","","","","D1 PROFILE","","","","",""
"96107305215538","Nodes","5215538,","21.000000","33.023442","DDS demands","Known Flow","631189.923281","142186.331190","","0.000000","","","","","","-0.589999","","","","","","-0.527588","-0.589999","","","","","","","","D1 PROFILE","","","","",""
"96107305215066","Nodes","","21.000000","31.289252","Default Known Flow Node","Known Flow","631821.688077","141907.190824","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214180","Nodes","5214180,","21.000000","29.212265","DDS demands","Known Flow","629865.812545","143028.941129","","0.000000","","","","","","-26.799999","","","","","","-23.965039","-26.799999","","","","","","","","D1 PROFILE","","","","",""
"96107300004716","Nodes","Logger 4716, Crabble Lane/Lower Road","21.000000","29.227766","Val Log Post","Known Flow","629878.682540","143024.118922","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214178","Nodes","5214178,","21.000000","28.996488","DDS demands","Known Flow","629769.002381","143141.388121","","0.000000","","","-9.770000","","","-27.389998","","","","","","-33.229136","-37.159999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305214179","Nodes","5214179,","21.000000","29.035042","DDS demands","Known Flow","629805.693774","143110.143294","","0.000000","","","","","","-4.199999","","","","","","-3.755715","-4.199999","","","","","","","","D1 PROFILE","","","","",""
"96107305214312","Nodes","P08118358, Park Avenue, -6.65","22.999998","30.711907","CSEP DDS Matched","Known Flow","631710.757162","142066.716818","","0.000000","","","","","","","-6.650000","","","","","-5.946549","-6.650000","","","","","","","","","DC PROFILE","","","",""
"96107305214173","Nodes","5214173,","21.000000","28.758686","DDS demands","Known Flow","629646.298634","143270.772495","","0.000000","","","","","","-43.730000","","","","","","-39.104147","-43.730000","","","","","","","","D1 PROFILE","","","","",""
"96107305215196","Nodes","5215196,","21.000000","33.134156","DDS demands","Known Flow","630754.812787","141171.815624","","0.000000","","","","","","-22.100000","","","","","","-19.762216","-22.100000","","","","","","","","D1 PROFILE","","","","",""
"96107305215297","Nodes","5215297,","21.000000","32.996551","DDS demands","Known Flow","630774.741806","141120.443010","","0.000000","","","","","","-10.199999","","","","","","-9.121022","-10.199999","","","","","","","","D1 PROFILE","","","","",""
"96107305215199","Nodes","5215199,","21.000000","32.867117","DDS demands","Known Flow","630796.187798","141059.065593","","0.000000","","","","","","-16.319999","","","","","","-14.593634","-16.319999","","","","","","","","D1 PROFILE","","","","",""
"96107305215471","Nodes","5215471,","21.000000","35.676422","Default Known Flow Node","Known Flow","631578.563011","141541.315725","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300005685","Nodes","5685,","21.000000","38.649283","Default Known Flow Node","Known Flow","631638.938027","141554.190728","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215162","Nodes","5215162,","21.000000","35.772981","DDS demands","Known Flow","631566.606439","141596.325251","","0.000000","","-10.819999","","","","-34.360000","","","-3.660000","","","-43.673600","-48.840001","","","","C2 PROFILE","","","","D1 PROFILE","","","I2 PROFILE","",""
"96107305215161","Nodes","5215161, Crescent House","21.000000","36.019623","Daily Metered Site","Known Flow","631555.189569","141658.566601","","0.000000","","-237.450001","","","","-13.579999","","","","","","-224.475527","-251.030005","","","","C2 PROFILE","","","","D1 PROFILE","","","","",""
"96107305215484","Nodes","5215484,","21.000000","35.700102","Default Known Flow Node","Known Flow","631575.813010","141547.690726","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300005683","Nodes","5683,","21.000000","35.657333","Default Known Flow Node","Known Flow","631636.438026","141562.315730","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300004723","Nodes","Logger 4723, Folkestone Road","21.000000","33.095713","Val Log Post","Known Flow","631100.886973","141297.800907","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215309","Nodes","5215309,","21.000000","33.091778","DDS demands","Known Flow","631087.189478","141292.090507","","0.000000","","","","","","-30.519999","","","","","","-27.291530","-30.519999","","","","","","","","D1 PROFILE","","","","",""
"96107305215282","Nodes","5215282,","21.000000","31.468650","DDS demands","Known Flow","631585.563013","140592.440466","","0.000000","-15.999999","","","","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","","","","",""
"96107300004722","Nodes","Logger 4722, Shell Garage, Limekiln Roundabout","21.000000","31.466480","Val Log Post","Known Flow","631588.939204","140606.693089","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300005815","Nodes","5815,","21.000000","31.501190","Default Known Flow Node","Known Flow","631603.188017","140660.690485","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215039","Nodes","5215039,","21.000000","33.721068","DDS demands","Known Flow","630718.754631","142615.484529","","0.000000","","","","","","-36.009997","","","","","","-32.200784","-36.009997","","","","","","","","D1 PROFILE","","","","",""
"96107300004718","Nodes","Logger 4718, Bunkers Hill/London Road","21.000000","36.125864","Val Log Post","Known Flow","630620.291663","142700.622056","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214140","Nodes","5214140,","21.000000","35.550644","DDS demands","Known Flow","630915.059518","143438.941346","","0.000000","","","","","","-27.510000","","","","","","-24.599935","-27.510000","","","","","","","","D1 PROFILE","","","","",""
"96107300004713","Nodes","Logger 4713, Ontario Way","21.000000","35.582390","Val Log Post","Known Flow","630913.034267","143415.063140","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214113","Nodes","5214113,","21.000000","35.726025","DDS demands","Known Flow","630888.562823","143343.691215","","0.000000","","","","","","-10.649999","","","","","","-9.523420","-10.649999","","","","","","","","D1 PROFILE","","","","",""
"96107305215256","Nodes","5215256,","21.000000","35.336953","DDS demands","Known Flow","630533.437726","140101.440333","","0.000000","","","","","","-16.969999","","","","","","-15.174876","-16.969999","","","","","","","","D1 PROFILE","","","","",""
"96107305215255","Nodes","5215255,","21.000000","35.578092","DDS demands","Known Flow","630390.354270","140033.100293","","0.000000","","","","","","-7.770000","","","","","","-6.948073","-7.770000","","","","","","","","D1 PROFILE","","","","",""
"96107305215284","Nodes","5215284,","21.000000","35.648793","DDS demands","Known Flow","630289.577457","139929.254229","","0.000000","","","","","","-17.169999","","","","","","-15.353721","-17.169999","","","","","","","","D1 PROFILE","","","","",""
"96107305215206","Nodes","5215206,","21.000000","32.477106","DDS demands","Known Flow","630321.300169","141246.778144","","0.000000","","","","","","-19.570000","","","","","","-17.499843","-19.570000","","","","","","","","D1 PROFILE","","","","",""
"96107305215207","Nodes","5215207,","21.000000","31.167150","DDS demands","Known Flow","630097.933396","141321.859275","","0.000000","","","","","","-48.560000","","","","","","-43.423223","-48.560000","","","","","","","","D1 PROFILE","","","","",""
"96107300005444","Nodes","5444,","21.000000","30.667100","Default Known Flow Node","Known Flow","629935.812564","141355.690674","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214059","Nodes","5214059,","21.000000","27.300666","DDS demands","Known Flow","628765.527707","144076.269213","","0.000000","","","-4.199999","","","-21.669999","","","","","","-23.133416","-25.869998","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305214270","Nodes","5214270,","21.000000","28.615730","DDS demands","Known Flow","628749.100241","144248.597461","","0.000000","","","","","","-11.949999","","","","","","-10.685903","-11.949999","","","","","","","","D1 PROFILE","","","","",""
"96107300005028","Nodes","5028,","21.000000","34.851236","DDS demands","Known Flow","631048.451675","142328.729968","","0.000000","","","","","","-1.500000","","","","","","-1.341326","-1.500000","","","","","","","","D1 PROFILE","","","","",""
"96107305215092","Nodes","5215092,","21.000000","34.958200","DDS demands","Known Flow","630988.727908","142384.464491","","0.000000","","","","-5.729999","","-23.079999","","","","","","-25.762417","-28.810000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"96107305215097","Nodes","5215097,","21.000000","35.899614","DDS demands","Known Flow","630915.673090","142452.849534","","0.000000","-8.739999","","","","","-30.859999","","","","","","-35.411029","-39.599999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"96107305214141","Nodes","5214141,","21.000000","26.098819","Default Known Flow Node","Known Flow","628071.183008","143534.180287","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214199","Nodes","5214199,","21.000000","26.728620","DDS demands","Known Flow","627811.300476","143537.437522","","0.000000","","","","","","-5.919999","","","","","","-5.293770","-5.919999","","","","","","","","D1 PROFILE","","","","",""
"96107305214198","Nodes","5214198,","21.000000","29.850857","Default Known Flow Node","Known Flow","627691.941313","143805.166355","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214197","Nodes","5214197,","21.000000","29.850857","Default Known Flow Node","Known Flow","627939.373610","143921.769822","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107300006235","Nodes","6235,","21.000000","29.630054","Default Known Flow Node","Known Flow","628050.187051","143956.191382","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214045","Nodes","5214045,","21.000000","30.126892","DDS demands","Known Flow","628894.987431","144606.957607","","0.000000","","","","","","-27.930000","","","","","","-24.975505","-27.930000","","","","","","","","D1 PROFILE","","","","",""
"96107305214044","Nodes","5214044,","21.000000","29.760505","DDS demands","Known Flow","628876.812276","144504.691531","","0.000000","","","","","","-24.729998","","","","","","-22.114007","-24.729998","","","","","","","","D1 PROFILE","","","","",""
"96107305214046","Nodes","5214046,","21.000000","29.870003","DDS demands","Known Flow","628896.584307","144630.198807","","0.000000","","","","","","-8.770000","","","","","","-7.842291","-8.770000","","","","","","","","D1 PROFILE","","","","",""
"96107305214053","Nodes","5214053,","21.000000","29.179690","DDS demands","Known Flow","628888.312279","144406.316504","","0.000000","","","","","","-9.249999","","","","","","-8.271515","-9.249999","","","","","","","","D1 PROFILE","","","","",""
"96107305214049","Nodes","5214049,","21.000000","29.589445","DDS demands","Known Flow","629068.703099","144637.067737","","0.000000","","","","","","-12.539999","","","","","","-11.213492","-12.539999","","","","","","","","D1 PROFILE","","","","",""
"96107300005547","Nodes","5547,","21.000000","29.600699","Default Known Flow Node","Known Flow","629068.477648","144653.656192","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214261","Nodes","5214261,","21.000000","26.256541","DDS demands","Known Flow","628518.187178","143693.316310","","0.000000","","","","","","-3.849999","","","","","","-3.442738","-3.849999","","","","","","","","D1 PROFILE","","","","",""
"96107305214142","Nodes","5214142,","21.000000","26.224369","DDS demands","Known Flow","628442.885703","143670.927397","","0.000000","0.000000","","-2.259999","","","-13.780000","","","","","","-14.343255","-16.039999","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107300005354","Nodes","5354,","21.000000","27.440291","Default Known Flow Node","Known Flow","629428.062198","143176.668029","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214177","Nodes","5214177,","21.000000","28.085302","DDS demands","Known Flow","629568.823888","143053.812098","","0.000000","","","","","","-24.370001","","","","","","-21.792091","-24.370001","","","","","","","","D1 PROFILE","","","","",""
"96107305214191","Nodes","5214191,","21.000000","30.447537","DDS demands","Known Flow","629751.562514","142903.441095","","0.000000","","","","","","-16.430000","","","","","","-14.692001","-16.430000","","","","","","","","D1 PROFILE","","","","",""
"96107305214325","Nodes","5214325,","21.000000","30.994906","Default Known Flow Node","Known Flow","629422.812424","142991.816119","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214176","Nodes","5214176,","21.000000","30.937760","DDS demands","Known Flow","629316.018512","143048.616960","","0.000000","","","","","","-13.329999","","","","","","-11.919924","-13.329999","","","","","","","","D1 PROFILE","","","","",""
"96107305214388","Nodes","5214388,","21.000000","29.397634","Default Known Flow Node","Known Flow","630875.301603","143681.463985","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214134","Nodes","5214134,","21.000000","29.309442","DDS demands","Known Flow","630695.999807","143543.601495","","0.000000","","","","0.000000","","-6.510000","","","","","","-5.821358","-6.510000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"96107300006202","Nodes","6202,","21.000000","29.325620","Default Known Flow Node","Known Flow","630692.187770","143536.316267","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214092","Nodes","5214092,","21.000000","37.640862","Default Known Flow Node","Known Flow","630997.959639","143995.842065","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214139","Nodes","5214139,","21.000000","36.140700","Default Known Flow Node","Known Flow","630964.516335","143715.547448","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214479","Nodes","5214479,","21.000000","36.018123","Default Known Flow Node","Known Flow","631027.062861","143113.816153","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305214103","Nodes","5214103,","21.000000","35.554860","DDS demands","Known Flow","631150.677868","143248.666338","","0.000000","","","","","","-38.719999","","","","","","-34.624116","-38.719999","","","","","","","","D1 PROFILE","","","","",""
"96107305214476","Nodes","5214476,","21.000000","35.641367","Default Known Flow Node","Known Flow","631156.812896","143295.816202","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215061","Nodes","5215061,","21.000000","30.596296","DDS demands","Known Flow","631871.459519","142250.422181","","0.000000","","","-2.419999","","","-4.239999","","","","","","-5.955491","-6.659999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305215024","Nodes","5215024,","21.000000","31.517561","DDS demands","Known Flow","632080.353494","142186.733867","","0.000000","","","","","","-3.970000","","","","","","-3.550045","-3.970000","","","","","","","","D1 PROFILE","","","","",""
"96107300005555","Nodes","5555,","21.000000","31.384009","Default Known Flow Node","Known Flow","632140.938164","142173.690897","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215034","Nodes","5215034,","21.000000","36.152059","DDS demands","Known Flow","630615.308168","142705.028516","","0.000000","","","","-2.369999","","-10.989999","","","","","","-11.946751","-13.359999","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"96107305215035","Nodes","5215035,","21.000000","34.007335","Default Known Flow Node","Known Flow","630440.353798","142778.532052","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215036","Nodes","5215036,","21.000000","32.220417","Default Known Flow Node","Known Flow","630263.865879","142806.312940","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215040","Nodes","5215040,","21.000000","33.474180","DDS demands","Known Flow","630834.679870","142520.360586","","0.000000","-15.999999","","-24.459999","","","-31.059998","","","","","","-63.954462","-71.520000","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107300006413","Nodes","6413,","21.000000","29.505394","Default Known Flow Node","Known Flow","630770.687791","142684.316036","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215041","Nodes","5215041,","21.000000","29.502246","DDS demands","Known Flow","630866.696397","142619.885870","","0.000000","","","","","","-42.439997","","","","","","-37.950607","-42.439997","","","","","","","","D1 PROFILE","","","","",""
"96107300006427","Nodes","6427,","21.000000","30.786279","Default Known Flow Node","Known Flow","630966.437844","142563.066003","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215094","Nodes","5215094,","21.000000","32.252545","DDS demands","Known Flow","631039.249618","142528.069865","","0.000000","-10.010000","","","","","-17.049999","","","","","","-24.197535","-27.059999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"96107300006436","Nodes","6436,","21.000000","32.323148","Default Known Flow Node","Known Flow","631038.312864","142513.315989","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215057","Nodes","5215057,","21.000000","28.090419","DDS demands","Known Flow","631610.438019","142647.441026","","0.000000","","","","","","-14.029999","","","","","","-12.545876","-14.029999","","","","","","","","D1 PROFILE","","","","",""
"96107305215059","Nodes","5215059,","21.000000","28.828673","DDS demands","Known Flow","631866.589949","142825.747635","","0.000000","-1.479999","","","","","","","","","","","-1.323442","-1.479999","","","C1 PROFILE","","","","","","","","","",""
"96107305215447","Nodes","5215447,","21.000000","30.051296","Default Known Flow Node","Known Flow","632059.188141","143047.316134","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96107305215060","Nodes","5215060,","21.000000","31.060718","DDS demands","Known Flow","631641.313028","142387.690955","","0.000000","","","-3.119999","","","-7.450000","","","","","","-9.451883","-10.570000","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305215070","Nodes","5215070,","21.000000","30.402467","DDS demands","Known Flow","631661.184480","142289.315133","","0.000000","-5.949999","-4.380000","-3.089999","","","-28.610000","","","","","","-37.583979","-42.030002","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305215071","Nodes","5215071,","21.000000","30.084220","DDS demands","Known Flow","631802.363582","142210.649424","","0.000000","","-6.000000","-8.539999","","","-19.160000","","","","","","-30.135143","-33.700000","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","",""
"96107305215062","Nodes","5215062,","21.000000","30.430725","DDS demands","Known Flow","631931.313107","142106.440878","","0.000000","","","","","","-14.730000","","","","","","-13.171829","-14.730000","","","","","","","","D1 PROFILE","","","","",""
"96107300006203","Nodes","6203,","21.000000","30.918953","DDS demands","Known Flow","631649.433964","142149.693061","","0.000000","","","","","","-5.189999","","","","","","-4.640990","-5.189999","","","","","","","","D1 PROFILE","","","","",""
"96107305215069","Nodes","5215069,","21.000000","30.751590","DDS demands","Known Flow","631679.674906","142135.954033","","0.000000","","","","","","-10.439999","","","","","","-9.335634","-10.439999","","","","","","","","D1 PROFILE","","","","",""
"96107305215105","Nodes","5215105,","21.000000","34.387854","DDS demands","Known Flow","630481.852552","142271.303332","","0.000000","","","","","","-31.120001","","","","","","-27.828063","-31.120001","","","","","","","","D1 PROFILE","","","","",""
"96107300006138","Nodes","6138,","21.000000","32.384548","Default Known Flow Node","Known Flow","629649.562486","142797.441066","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
