"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"96111606103284","Nodes","6103284","21.000000","38.370821","DDS demands","Known Flow","565511.370000","153495.500000","","0.000000","-2.730000","","-1.320000","-3.621582","-4.050000","","","C2 PROFILE","","D1 PROFILE"
"96111606103281","Nodes","6103281","21.000000","38.475332","DDS demands","Known Flow","565583.495000","153528.546875","","0.000000","","","-17.100000","-15.291126","-17.100000","","","","","D1 PROFILE"
"96111606103287","Nodes","6103287","21.000000","41.732918","Default Known Flow Node","Known Flow","565913.370000","153735.875000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111600004103","Nodes","Logger 4103, The Street, Mereworth","21.000000","41.978643","Val Log Cath","Known Flow","565925.120000","153741.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103283","Nodes","6103283","21.000000","42.630635","DDS demands","Known Flow","565955.620000","153758.500000","","0.000000","","","-10.450000","-9.344577","-10.450000","","","","","D1 PROFILE"
"96111606103296","Nodes","6103296","21.000000","50.215514","Default Known Flow Node","Known Flow","566102.245000","153812.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103301","Nodes","6103301","21.000000","47.993094","Default Known Flow Node","Known Flow","566030.307500","153987.375000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103291","Nodes","6103291","21.000000","47.993094","Default Known Flow Node","Known Flow","566029.120000","153991.500000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103117","Nodes","6103117","21.000000","47.916466","DDS demands","Known Flow","566084.120000","153875.875000","","0.000000","","","-0.759999","-0.679605","-0.759999","","","","","D1 PROFILE"
"96111606103152","Nodes","6103152","21.000000","47.928273","DDS demands","Known Flow","566034.682500","153988.843750","","0.000000","","","-10.580000","-9.460826","-10.580000","","","","","D1 PROFILE"
"96111600004102","Nodes","Logger 4102, cr 102 Butlers Lane","21.000000","47.632851","Val Log Post","Known Flow","566033.370000","153992.625000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103279","Nodes","6103279","21.000000","25.071436","DDS demands","Known Flow","565971.370000","154408.250000","","0.000000","","","-36.490002","-32.630014","-36.490002","","","","","D1 PROFILE"
"96111606103278","Nodes","6103278","21.000000","22.013474","DDS demands","Known Flow","565900.245000","154693.546875","","0.000000","","","-28.459999","-25.449440","-28.459999","","","","","D1 PROFILE"
"96111606103285","Nodes","6103285","21.000000","21.923827","DDS demands","Known Flow","565804.245000","154764.500000","","0.000000","","","-9.580000","-8.566607","-9.580000","","","","","D1 PROFILE"
"96111606103282","Nodes","6103282","21.000000","39.779545","DDS demands","Known Flow","565821.995000","153664.250000","","0.000000","","","-23.489999","-21.005178","-23.489999","","","","","D1 PROFILE"
"96111606103286","Nodes","6103286","21.000000","41.689965","DDS demands","Known Flow","565880.245000","153770.125000","","0.000000","","","-5.229999","-4.676759","-5.229999","","","","","D1 PROFILE"
"96111606103290","Nodes","6103290","21.000000","42.614151","DDS demands","Known Flow","565992.870000","153815.375000","","0.000000","","","-9.409999","-8.414590","-9.409999","","","","","D1 PROFILE"
"96111606103118","Nodes","6103118","21.000000","47.924365","DDS demands","Known Flow","566101.495000","153810.875000","","0.000000","","-3.849999","-2.240000","-5.445786","-6.090000","","","","C4 PROFILE","D1 PROFILE"
"96111606103293","Nodes","6103293","21.000000","47.831644","Default Known Flow Node","Known Flow","566084.745000","153874.000000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103151","Nodes","6103151","21.000000","50.664820","DDS demands","Known Flow","566148.620000","153808.500000","","0.000000","","","-0.379999","-0.339802","-0.379999","","","","","D1 PROFILE"
"96111606103292","Nodes","6103292","21.000000","47.842157","Default Known Flow Node","Known Flow","566080.370000","153874.000000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103010","Nodes","The STREET DG, Site ID: 4101","21.000000","50.999999","Default Known Pressure Node","Known Pressure","566149.620000","153802.375000","","419.999989","","","","180.238534","201.560003","","","","",""
"96111606103280","Nodes","6103280","21.000000","37.167531","DDS demands","Known Flow","565985.745000","154152.375000","","0.000000","","-4.360000","-5.280000","-8.620261","-9.640000","","","","C4 PROFILE","D1 PROFILE"
"96111606103289","Nodes","6103289","21.000000","37.167531","Default Known Flow Node","Known Flow","565984.745000","154158.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103288","Nodes","6103288","21.000000","36.872097","Default Known Flow Node","Known Flow","565980.620000","154150.750000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103295","Nodes","6103295","21.000000","47.488846","Default Known Flow Node","Known Flow","566094.745000","154012.875000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103294","Nodes","6103294","21.000000","47.499741","DDS demands","Known Flow","566087.370000","154035.875000","","0.000000","","","-7.230000","-6.465195","-7.230000","","","","","D1 PROFILE"
"96111606103297","Nodes","6103297","21.000000","47.393993","DDS demands","Known Flow","566108.370000","153969.875000","","0.000000","","","-1.379999","-1.234020","-1.379999","","","","","D1 PROFILE"
"96111606103300","Nodes","6103300","21.000000","29.763113","Default Known Flow Node","Known Flow","565957.057500","154284.125000","","0.000000","","","","0.000000","0.000000","","","","",""
"96111606103299","Nodes","6103299","21.000000","29.751330","DDS demands","Known Flow","565956.245000","154284.125000","","0.000000","","","-14.129999","-12.635299","-14.129999","","","","","D1 PROFILE"
"96111606103298","Nodes","6103298","21.000000","29.731853","DDS demands","Known Flow","565927.370000","154285.250000","","0.000000","","","-3.099999","-2.772075","-3.099999","","","","","D1 PROFILE"
"96111600000001","Nodes","1","21.000000","46.119200","Default Known Flow Node","Known Flow","566051.471270","153800.092692","","0.000000","","","","0.000000","0.000000","","","","",""
"96111600000002","Nodes","2","21.000000","45.984307","DDS demands","Known Flow","566084.798983","153779.822456","","0.000000","","","-4.010000","-3.585814","-4.010000","","","","","D1 PROFILE"
