"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"96108205308041","Nodes","5308041","21.000000","26.671076","DDS demands","Known Flow","619332.365000","142235.265000","","0.000000","","","-6.300000","","","-5.633573","-6.300000","","","","","D1 PROFILE","",""
"96108205308067","Nodes","5308067","21.000000","26.670876","DDS demands","Known Flow","619317.365000","142210.015000","","0.000000","","","-1.580000","","","-1.412864","-1.580000","","","","","D1 PROFILE","",""
"96108205308066","Nodes","5308066","21.000000","26.573845","DDS demands","Known Flow","619231.115000","142263.140000","","0.000000","","","-3.479999","","","-3.111878","-3.479999","","","","","D1 PROFILE","",""
"96108205308071","Nodes","5308071","21.000000","32.052702","DDS demands","Known Flow","620629.115000","140999.765000","","0.000000","","","-1.259999","","","-1.126714","-1.259999","","","","","D1 PROFILE","",""
"96108205308070","Nodes","5308070","21.000000","32.018231","DDS demands","Known Flow","620537.740000","141045.015000","","0.000000","","","-3.299999","","","-2.950918","-3.299999","","","","","D1 PROFILE","",""
"96108205308098","Nodes","5308098","21.000000","33.413763","Default Known Flow Node","Known Flow","620823.615000","141251.015000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308097","Nodes","5308097","21.000000","33.459451","DDS demands","Known Flow","620821.615000","141257.390000","","0.000000","","","-7.909999","","","-7.073263","-7.909999","","","","","D1 PROFILE","",""
"96108200004653","Nodes","Logger 4653","21.000000","34.474131","Val Log Cath","Known Flow","620860.740000","141307.390000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308060","Nodes","5308060","21.000000","32.170370","DDS demands","Known Flow","620696.740000","141087.515000","","0.000000","","","-2.119999","","","-1.895741","-2.119999","","","","","D1 PROFILE","",""
"96108205308027","Nodes","5308027","21.000000","34.475463","DDS demands","Known Flow","620861.990000","141309.015000","","0.000000","","","-5.270000","","","-4.712528","-5.270000","","","","","D1 PROFILE","",""
"96108205308099","Nodes","5308099","21.000000","34.665223","DDS demands","Known Flow","620874.740000","141322.515000","","0.000000","","","-8.060000","","","-7.207396","-8.060000","","","","","D1 PROFILE","",""
"96108205308101","Nodes","5308101","21.000000","33.974248","Default Known Flow Node","Known Flow","620908.740000","141238.265000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308100","Nodes","5308100","21.000000","34.842010","DDS demands","Known Flow","620885.365000","141338.390000","","0.000000","","","-5.099999","","","-4.560511","-5.099999","","","","","D1 PROFILE","",""
"96108205308047","Nodes","5308047","21.000000","33.968425","DDS demands","Known Flow","620909.240000","141237.390000","","0.000000","","","-11.499999","","","-10.283505","-11.499999","","","","","D1 PROFILE","",""
"96108205308072","Nodes","5308072","21.000000","32.022683","DDS demands","Known Flow","620729.615000","141003.515000","","0.000000","","","-4.949999","","","-4.426378","-4.949999","","","","","D1 PROFILE","",""
"96108205308102","Nodes","5308102","21.000000","33.956702","DDS demands","Known Flow","620910.990000","141234.265000","","0.000000","","","-10.450000","","","-9.344577","-10.450000","","","","","D1 PROFILE","",""
"96108205308048","Nodes","5308048","21.000000","33.887585","DDS demands","Known Flow","620953.740000","141268.515000","","0.000000","","","-4.460000","","","-3.988211","-4.460000","","","","","D1 PROFILE","",""
"96108205308044","Nodes","5308044","21.000000","36.057197","DDS demands","Known Flow","620946.115000","141415.390000","","0.000000","","","-18.319999","","","-16.382072","-18.319999","","","","","D1 PROFILE","",""
"96108205308045","Nodes","5308045","21.000000","35.811961","DDS demands","Known Flow","620983.490000","141378.765000","","0.000000","","","-4.980000","","","-4.453205","-4.980000","","","","","D1 PROFILE","",""
"96108205308026","Nodes","5308026","21.000000","32.268760","DDS demands","Known Flow","621040.490000","141192.140000","","0.000000","","","-7.360000","","","-6.581443","-7.360000","","","","","D1 PROFILE","",""
"96108205308074","Nodes","5308074","21.000000","33.822417","DDS demands","Known Flow","621007.490000","141316.765000","","0.000000","","","-3.250000","","","-2.906208","-3.250000","","","","","D1 PROFILE","",""
"96108205308046","Nodes","5308046","21.000000","35.628808","DDS demands","Known Flow","621041.615000","141354.515000","","0.000000","","","-5.420000","","","-4.846660","-5.420000","","","","","D1 PROFILE","",""
"96108205308075","Nodes","5308075","21.000000","35.657691","DDS demands","Known Flow","621023.240000","141433.140000","","0.000000","","","-5.300000","","","-4.739355","-5.300000","","","","","D1 PROFILE","",""
"96108205308049","Nodes","5308049","21.000000","32.250524","Default Known Flow Node","Known Flow","621043.990000","141191.265000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308073","Nodes","5308073","21.000000","32.113259","DDS demands","Known Flow","620988.115000","141128.765000","","0.000000","","","-6.090000","","","-5.445787","-6.090000","","","","","D1 PROFILE","",""
"96108205308082","Nodes","5308082","21.000000","35.263691","DDS demands","Known Flow","621079.865000","141401.015000","","0.000000","","","-9.159999","","","-8.191036","-9.159999","","","","","D1 PROFILE","",""
"96108205308050","Nodes","5308050","21.000000","32.107984","DDS demands","Known Flow","621077.240000","141185.765000","","0.000000","","","-2.920000","","","-2.611116","-2.920000","","","","","D1 PROFILE","",""
"96108205308085","Nodes","5308085","21.000000","31.919039","DDS demands","Known Flow","621108.740000","141273.890000","","0.000000","","","-7.369999","","","-6.590385","-7.369999","","","","","D1 PROFILE","",""
"96108205308081","Nodes","5308081","21.000000","32.107842","Default Known Flow Node","Known Flow","621078.365000","141187.265000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308051","Nodes","5308051","21.000000","32.006089","Default Known Flow Node","Known Flow","621101.990000","141126.640000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308083","Nodes","5308083","21.000000","32.090147","DDS demands","Known Flow","621100.490000","141218.140000","","0.000000","","","-2.539999","","","-2.271313","-2.539999","","","","","D1 PROFILE","",""
"96108205308084","Nodes","5308084","21.000000","32.005645","DDS demands","Known Flow","621102.240000","141125.890000","","0.000000","","","-3.499999","","","-3.129762","-3.499999","","","","","D1 PROFILE","",""
"96108205308077","Nodes","5308077","21.000000","31.876306","DDS demands","Known Flow","621036.865000","141119.890000","","0.000000","","","-6.130000","","","-5.481555","-6.130000","","","","","D1 PROFILE","",""
"96108205308086","Nodes","5308086","21.000000","31.975253","DDS demands","Known Flow","621110.365000","141095.515000","","0.000000","","","-3.680000","","","-3.290721","-3.680000","","","","","D1 PROFILE","",""
"96108205308094","Nodes","5308094","21.000000","26.750670","DDS demands","Known Flow","620224.615000","141720.515000","","0.000000","-0.779999","","-5.769999","","","-5.857127","-6.549999","","","C3 PROFILE","","D1 PROFILE","",""
"96108205308096","Nodes","5308096","21.000000","27.112175","Default Known Flow Node","Known Flow","620373.365000","141686.765000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308043","Nodes","5308043","21.000000","39.648461","Default Known Flow Node","Known Flow","621035.740000","141550.515000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308076","Nodes","5308076","21.000000","39.639712","DDS demands","Known Flow","621034.990000","141549.015000","","0.000000","","","-9.520000","","","-8.512955","-9.520000","","","","","D1 PROFILE","",""
"96108205308002","Nodes","BLACKHORSE DG, Site ID 4651,","21.000000","40.000000","Default Known Pressure Node","Known Pressure","621052.990000","141550.515000","","1799.999966","","","","","","330.762213","369.889986","","","","","","",""
"96108205308078","Nodes","5308078","21.000000","39.832238","Default Known Flow Node","Known Flow","621048.365000","141557.890000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308028","Nodes","5308028","21.000000","39.774864","DDS demands","Known Flow","621041.490000","141560.765000","","0.000000","","-5.749999","-3.530000","","","-8.298342","-9.280000","","","","C4 PROFILE","D1 PROFILE","",""
"96108205308080","Nodes","5308080","21.000000","39.786170","Default Known Flow Node","Known Flow","621069.865000","141556.515000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308079","Nodes","5308079","21.000000","39.731278","Default Known Flow Node","Known Flow","621069.740000","141582.765000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308032","Nodes","5308032","21.000000","37.033041","DDS demands","Known Flow","621109.990000","141755.265000","","0.000000","","","-9.229999","","","-8.253630","-9.229999","","","","","D1 PROFILE","",""
"96108205308061","Nodes","5308061","21.000000","36.950524","Default Known Flow Node","Known Flow","621164.240000","141735.390000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308087","Nodes","5308087","21.000000","37.022261","Default Known Flow Node","Known Flow","621110.490000","141757.015000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308033","Nodes","5308033","21.000000","33.557763","DDS demands","Known Flow","621152.740000","141909.265000","","0.000000","","","-14.060000","","","-12.572704","-14.060000","","","","","D1 PROFILE","",""
"96108205308063","Nodes","5308063","21.000000","33.213412","DDS demands","Known Flow","621258.990000","141851.515000","","0.000000","","","-5.469999","","","-4.891371","-5.469999","","","","","D1 PROFILE","",""
"96108205308088","Nodes","5308088","21.000000","36.763106","DDS demands","Known Flow","621165.990000","141743.515000","","0.000000","","","-15.640000","","","-13.985568","-15.640000","","","","","D1 PROFILE","",""
"96108205308062","Nodes","5308062","21.000000","36.629598","DDS demands","Known Flow","621172.615000","141637.515000","","0.000000","","","-19.279999","","","-17.240520","-19.279999","","","","","D1 PROFILE","",""
"96108205308090","Nodes","5308090","21.000000","36.715496","DDS demands","Known Flow","621194.990000","141732.390000","","0.000000","","","-4.810000","","","-4.301188","-4.810000","","","","","D1 PROFILE","",""
"96108205308089","Nodes","5308089","21.000000","33.151526","DDS demands","Known Flow","621178.615000","142003.765000","","0.000000","","","-11.230000","","","-10.042066","-11.230000","","","","","D1 PROFILE","",""
"96108205308064","Nodes","CSEP, P10125304, -12.09 SCMH","22.999998","32.933729","CSEP DDS Matched","Known Flow","621184.990000","142026.640000","","0.000000","","","","-12.090000","","-10.811094","-12.090000","","","","","","DC PROFILE",""
"96108205308093","Nodes","5308093","21.000000","35.512679","DDS demands","Known Flow","621124.990000","141808.265000","","0.000000","","","-8.649999","","","-7.734984","-8.649999","","","","","D1 PROFILE","",""
"96108205308092","Nodes","5308092","21.000000","34.678263","DDS demands","Known Flow","620884.365000","141893.640000","","0.000000","","","-5.680000","","","-5.079157","-5.680000","","","","","D1 PROFILE","",""
"96108205308091","Nodes","5308091","21.000000","32.746472","Default Known Flow Node","Known Flow","621303.115000","141829.515000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108205308065","Nodes","5308065","21.000000","32.419144","DDS demands","Known Flow","621334.615000","141810.515000","","0.000000","","","-13.270000","","","-11.866272","-13.270000","","","","","D1 PROFILE","",""
